frame,time_s,patch_id,region,source,face_detected,is_bridge,bridge_age_frames,geometry_valid,geometry_status,anchor_residual_face_fraction,valid,quality,raw_r,raw_g,raw_b,pixel_count,valid_pixels,visible_fraction,valid_pixel_fraction,raw_status,corner0_x,corner0_y,corner1_x,corner1_y,corner2_x,corner2_y,corner3_x,corner3_y,pixel_source,pixel_reset,pixel_tracks,pixel_seeds,pixel_screen_rejected,pixel_color_rejected,pixel_fb_rejected,pixel_geometry_rejected,pixel_fb_error_median,tracked_valid,tracked_r,pixel_log_delta_r,paired_log_delta_r,raw_log_delta_r,tracked_g,pixel_log_delta_g,paired_log_delta_g,raw_log_delta_g,tracked_b,pixel_log_delta_b,paired_log_delta_b,raw_log_delta_b,anchored_r,anchored_g,anchored_b,anchored_source,anchor_correction_log
0,0.0,forehead_0,forehead,mesh,True,False,0,True,anchored,1.2321725586197336e-15,True,0.999999971517385,198.35627753303964,167.06387665198238,159.1679515418502,2268,2268,0.999999971517385,1.0,sampled,1980.8605008522036,265.664715696019,2042.6271552909848,265.6647156960191,2042.6271552909857,301.1351180092872,1980.860500852204,301.1351180092871,baseline_reset,True,0,0,0,0,0,0,,True,198.35627753303964,,,,167.06387665198238,,,,159.1679515418502,,,,198.35627753303964,167.06387665198238,159.1679515418502,baseline_reset,0.0
0,0.0,forehead_1,forehead,mesh,True,False,0,True,anchored,2.1631033035964068e-15,True,1.0,198.5770925110132,167.88711453744494,160.62555066079295,2268,2268,1.0,1.0,sampled,2049.490116895295,265.6647156960192,2111.256771334077,265.6647156960192,2111.256771334077,301.1351180092873,2049.490116895295,301.13511800928734,baseline_reset,True,0,0,0,0,0,0,,True,198.5770925110132,,,,167.88711453744494,,,,160.62555066079295,,,,198.5770925110132,167.88711453744494,160.62555066079295,baseline_reset,0.0
0,0.0,forehead_2,forehead,mesh,True,False,0,True,anchored,1.567571996816822e-15,True,0.9824109824109823,187.86626637554585,161.15447598253274,153.75545851528383,2331,2290,1.0,0.9824109824109823,sampled,1980.8605008522047,305.0762738218728,2042.627155290984,305.07627382187195,2042.6271552909836,340.54667613513993,1980.860500852204,340.5466761351408,baseline_reset,True,0,0,0,0,0,0,,True,187.86626637554585,,,,161.15447598253274,,,,153.75545851528383,,,,187.86626637554585,161.15447598253274,153.75545851528383,baseline_reset,0.0
0,0.0,forehead_3,forehead,mesh,True,False,0,True,anchored,3.129989162120009e-15,True,0.9836979836979836,188.91553133514984,161.79891008174386,155.45776566757493,2331,2293,1.0,0.9836979836979836,sampled,2049.490116895297,305.07627382187275,2111.2567713340773,305.0762738218728,2111.2567713340763,340.5466761351409,2049.4901168952965,340.54667613514084,baseline_reset,True,0,0,0,0,0,0,,True,188.91553133514984,,,,161.79891008174386,,,,155.45776566757493,,,,188.91553133514984,161.79891008174386,155.45776566757493,baseline_reset,0.0
0,0.0,left_cheek_0,left_cheek,mesh,True,False,0,True,anchored,2.0534594839661537e-15,True,0.9999999752451944,210.74271844660197,176.4884708737864,170.70813106796118,2058,2058,0.9999999752451944,1.0,sampled,1918.7125707687387,415.20968347356353,1959.890340394592,415.20968347356313,1959.8903403945928,462.5035532245876,1918.7125707687396,462.503553224588,baseline_reset,True,0,0,0,0,0,0,,True,210.74271844660197,,,,176.4884708737864,,,,170.70813106796118,,,,210.74271844660197,176.4884708737864,170.70813106796118,baseline_reset,0.0
0,0.0,left_cheek_1,left_cheek,mesh,True,False,0,True,anchored,1.0995375058998692e-15,True,0.9999999936644648,201.57261410788385,165.43805572021338,159.91701244813277,2107,2107,0.9999999936644648,1.0,sampled,1964.465648130799,415.2096834735636,2005.6434177566528,415.2096834735633,2005.643417756652,462.5035532245869,1964.4656481307984,462.5035532245872,baseline_reset,True,0,0,0,0,0,0,,True,201.57261410788385,,,,165.43805572021338,,,,159.91701244813277,,,,201.57261410788385,165.43805572021338,159.91701244813277,baseline_reset,0.0
0,0.0,left_cheek_2,left_cheek,mesh,True,False,0,True,anchored,1.8200044200757776e-15,True,1.0,214.86059479553904,176.5297397769517,167.34138785625774,2016,2016,1.0,1.0,sampled,1918.7125707687392,467.758427641368,1959.8903403945928,467.7584276413681,1959.8903403945917,515.052297392392,1918.712570768738,515.052297392392,baseline_reset,True,0,0,0,0,0,0,,True,214.86059479553904,,,,176.5297397769517,,,,167.34138785625774,,,,214.86059479553904,176.5297397769517,167.34138785625774,baseline_reset,0.0
0,0.0,left_cheek_3,left_cheek,mesh,True,False,0,True,anchored,1.170667013297334e-15,True,0.999999975208792,197.84200968523,158.18946731234865,153.56476997578693,2064,2064,0.999999975208792,1.0,sampled,1964.4656481307995,467.75842764136814,2005.6434177566523,467.7584276413675,2005.6434177566523,515.052297392392,1964.4656481307995,515.0522973923926,baseline_reset,True,0,0,0,0,0,0,,True,197.84200968523,,,,158.18946731234865,,,,153.56476997578693,,,,197.84200968523,158.18946731234865,153.56476997578693,baseline_reset,0.0
0,0.0,right_cheek_0,right_cheek,mesh,True,False,0,True,anchored,1.060534327356768e-15,True,0.9999999936644648,211.61470065204503,176.1748666271488,171.47895672791938,2107,2107,0.9999999936644648,1.0,sampled,2086.473854429627,415.209683473563,2127.651624055481,415.209683473563,2127.651624055481,462.50355322458745,2086.473854429627,462.50355322458745,baseline_reset,True,0,0,0,0,0,0,,True,211.61470065204503,,,,176.1748666271488,,,,171.47895672791938,,,,211.61470065204503,176.1748666271488,171.47895672791938,baseline_reset,0.0
0,0.0,right_cheek_1,right_cheek,mesh,True,False,0,True,anchored,1.7318453044865738e-15,True,0.9999999936644648,208.3992718446602,177.75910194174756,172.0364077669903,2058,2058,0.9999999936644648,1.0,sampled,2132.226931791687,415.2096834735632,2173.4047014175426,415.2096834735632,2173.4047014175435,462.5035532245873,2132.226931791688,462.5035532245873,baseline_reset,True,0,0,0,0,0,0,,True,208.3992718446602,,,,177.75910194174756,,,,172.0364077669903,,,,208.3992718446602,177.75910194174756,172.0364077669903,baseline_reset,0.0
