window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost,fusion_readout_bpm,fusion_readout_accepted
0,4.999995,0.0,9.99999,115.9,True,,False,,False,,,insufficient_regions,False,False,False,,False
1,5.999994,0.999999,10.999989,116.5,True,,False,,False,,,insufficient_regions,False,False,False,,False
2,6.999993,1.999998,11.999988,116.9,True,,False,,False,,,insufficient_regions,False,False,False,,False
3,7.999992,2.999997,12.999987,117.1,True,,False,,False,,,insufficient_regions,False,False,False,,False
4,8.999991,3.999996,13.999986,117.1,True,,False,,False,,,insufficient_regions,False,False,False,,False
5,9.99999,4.999995,14.999985,116.8,True,,False,,False,,,insufficient_regions,False,False,False,,False
6,10.999989,5.999994,15.999984,116.2,True,,False,,False,,,insufficient_regions,False,False,False,,False
7,11.999988,6.999993,16.999983,115.5,True,,False,,False,,,insufficient_regions,False,False,False,,False
8,12.999987,7.999992,17.999982,114.6,True,,False,,False,,,insufficient_regions,False,False,False,,False
9,13.999986,8.999991,18.999981,113.6,True,186.0,True,93.0,True,72.4,72.4,accepted,True,False,False,93.0,True
10,14.999985,9.99999,19.99998,112.5,True,186.5,True,93.0,True,74.0,74.0,accepted,True,False,False,93.0,True
11,15.999984,10.999989,20.999979,111.5,True,142.5,True,93.0,True,31.0,31.0,accepted,True,False,False,93.0,True
12,16.999983,11.999988,21.999978,110.5,True,141.5,True,93.0,True,31.0,31.0,accepted,True,False,False,93.0,True
13,17.999982,12.999987,22.999977,109.6,True,140.5,True,92.0,True,30.900000000000006,30.900000000000006,accepted,True,False,False,93.0,True
14,18.999981,13.999986,23.999976,108.7,True,186.5,True,91.0,True,77.8,77.8,accepted,True,False,False,92.0,True
15,19.99998,14.999985,24.999975,107.9,True,184.5,True,90.0,True,76.6,76.6,accepted,True,False,False,92.0,True
16,20.999979,15.999984,25.999974,107.3,True,183.5,True,88.0,True,76.2,76.2,accepted,True,False,False,92.0,True
17,21.999978,16.999983,26.999973,106.7,True,184.5,True,83.0,True,77.8,77.8,accepted,True,False,False,92.0,True
18,22.999977,17.999982,27.999972,106.4,True,185.0,True,83.0,True,78.6,78.6,accepted,True,False,False,93.0,True
19,23.999976,18.999981,28.999971,106.3,True,187.0,True,90.0,True,80.7,80.7,accepted,True,False,False,93.0,True
20,24.999975,19.99998,29.99997,106.4,True,187.5,True,92.0,True,81.1,81.1,accepted,True,False,False,93.0,True
21,25.999974,20.999979,30.999969,106.6,True,188.0,True,92.0,True,81.4,81.4,accepted,True,False,False,93.0,True
22,26.999973,21.999978,31.999968,107.0,True,188.0,True,91.0,True,81.0,81.0,accepted,True,False,False,93.0,True
23,27.999972,22.999977,32.999967,107.7,True,188.5,True,90.0,True,80.8,80.8,accepted,True,False,False,93.0,True
24,28.999971,23.999976,33.999966,108.6,True,150.5,True,89.0,True,41.900000000000006,41.900000000000006,accepted,True,False,False,94.0,True
25,29.99997,24.999975,34.999965,109.7,True,149.5,True,77.0,True,39.8,39.8,accepted,True,False,False,94.0,True
26,30.999969,25.999974,35.999964,110.8,True,168.5,True,79.0,True,57.7,57.7,accepted,True,False,False,94.0,True
27,31.999968,26.999973,36.999963,112.0,True,156.0,True,81.0,True,44.0,44.0,accepted,True,False,False,94.0,True
28,32.999967,27.999972,37.999962,113.1,True,184.0,True,83.0,True,70.9,70.9,accepted,True,False,False,94.0,True
29,33.999966,28.999971,38.999961,114.1,True,184.5,True,86.0,True,70.4,70.4,accepted,True,False,False,94.0,True
30,34.999965,29.99997,39.99996,115.1,True,185.0,True,89.0,True,69.9,69.9,accepted,True,False,False,94.0,True
31,35.999964,30.999969,40.999959,116.0,True,187.0,True,91.0,True,71.0,71.0,accepted,True,False,False,94.0,True
32,36.999963,31.999968,41.999958,116.9,True,178.5,True,93.0,True,61.599999999999994,61.599999999999994,accepted,True,False,False,94.0,True
33,37.999962,32.999967,42.999957,117.6,True,189.0,True,94.0,True,71.4,71.4,accepted,True,False,False,94.0,True
34,38.999961,33.999966,43.999956,118.3,True,188.5,True,94.0,True,70.2,70.2,accepted,True,False,False,94.0,True
35,39.99996,34.999965,44.999955,118.9,True,187.5,True,94.0,True,68.6,68.6,accepted,True,False,False,94.0,True
36,40.999959,35.999964,45.999954,119.5,True,183.5,True,94.0,True,64.0,64.0,accepted,True,False,False,59.0,True
37,41.999958,36.999963,46.999953,120.0,True,183.0,True,94.0,True,63.0,63.0,accepted,True,False,False,59.0,True
38,42.999957,37.999962,47.999952,120.4,True,183.5,True,94.0,True,63.099999999999994,63.099999999999994,accepted,True,False,False,59.0,True
39,43.999956,38.999961,48.999951,120.9,True,185.0,True,94.0,True,64.1,64.1,accepted,True,False,False,59.0,True
40,44.999955,39.99996,49.99995,121.3,True,,False,,False,,,insufficient_regions,False,False,False,,False
41,45.999954,40.999959,50.999949,121.7,True,,False,,False,,,insufficient_regions,False,False,False,,False
42,46.999953,41.999958,51.999948,122.0,True,,False,,False,,,insufficient_regions,False,False,False,,False
43,47.999952,42.999957,52.999947,122.3,True,,False,,False,,,insufficient_regions,False,False,False,,False
44,48.999951,43.999956,53.999946,122.5,True,,False,,False,,,insufficient_regions,False,False,False,,False
45,49.99995,44.999955,54.999945,122.7,True,,False,,False,,,insufficient_regions,False,False,False,,False
46,50.999949,45.999954,55.999944,122.8,True,,False,,False,,,insufficient_regions,False,False,False,,False
47,51.999948,46.999953,56.999943,122.9,True,,False,,False,,,insufficient_regions,False,False,False,,False
