time_s,observed_fraction,interpolated_fraction,spectral_peak_bpm,peak_concentration,accepted,status,ridge_bpm,legacy_ridge_bpm,evidence_local_bpm,evidence_score,evidence_runner_up_margin,evidence_selected_relative_power,evidence_selected_peak_bpm,evidence_selected_periodic_support,evidence_selected_motion_overlap,evidence_candidate_count,evidence_candidates_json,evidence_reacquired,evidence_tracker_state,evidence_motion_available,raw_spectral_peak_bpm,window_start_s,window_end_s,component_proposal_bpm,hr_source
4.999995,0.8,0.0,,,False,gap_or_filter_edge,,,,,,,,,,0,[],False,unavailable,False,,0.0,9.99999,,saved_measured_component_offline
5.999994,0.9,0.0,,,False,gap_or_filter_edge,,,,,,,,,,0,[],False,unavailable,False,,0.999999,10.999989,,saved_measured_component_offline
6.999993,1.0,0.0,57.0,0.8612224782954354,True,candidate_only,56.0,56.0,57.0,0.9668057085041545,,0.99130779195722,57.0,0.9183687961282203,0.015285817846484499,1,"[{""bpm"":57.0,""relative_power"":1.0,""peak_concentration"":0.8612224782954354,""prominence"":1.0,""period_correlation"":0.9235042559096617,""split_period_correlation"":0.9029624167838961,""periodic_support"":0.9183687961282203,""harmonic2_relative_power"":4.657714080951331e-07,""harmonic3_relative_power"":5.033130958445235e-09,""harmonic_support"":0.0007073050712176206,""motion_profile"":0.015285817846484499,""motion_strength"":0.03582260607074497,""motion_reliability"":1.0,""motion_overlap"":0.015285817846484499,""motion_available"":true,""evidence_score"":0.9918057085041545,""supported_bpm"":[54.0,55.0,56.0,57.0,58.0,59.0,60.0],""supported_relative_power"":[0.8353951477491628,0.9337318927323549,0.99130779195722,1.0,0.9582043349290225,0.8677886863073531,0.7459146345770865]}]",False,acquired,True,57.0,1.999998,11.999988,57.0,saved_measured_component_offline
7.999992,1.0,0.0,55.0,0.8584773563999715,True,candidate_only,55.0,55.0,55.0,0.9072017872844934,,1.0,55.0,0.843203452894179,0.016863679786812573,1,"[{""bpm"":55.0,""relative_power"":1.0,""peak_concentration"":0.8584773563999715,""prominence"":1.0,""period_correlation"":0.8612915800509512,""split_period_correlation"":0.7889390714238627,""periodic_support"":0.843203452894179,""harmonic2_relative_power"":5.350718882310882e-07,""harmonic3_relative_power"":5.562070864848611e-09,""harmonic_support"":0.0007575888344121697,""motion_profile"":0.016863679786812573,""motion_strength"":0.05500062711881556,""motion_reliability"":1.0,""motion_overlap"":0.016863679786812573,""motion_available"":true,""evidence_score"":0.9072017872844934,""supported_bpm"":[52.0,53.0,54.0,55.0,56.0,57.0,58.0],""supported_relative_power"":[0.7541817963119892,0.8751082472511174,0.9600831457367893,1.0,0.9923200346309166,0.9408931492669896,0.8543525869028842]}]",False,tracked,True,55.0,2.999997,12.999986999999999,57.0,saved_measured_component_offline
8.999991,1.0,0.0,53.0,0.806875062189693,True,candidate_only,54.0,54.0,53.0,0.8026519210324573,,0.9864732964789714,53.0,0.8180585910582446,0.059205985036336214,1,"[{""bpm"":53.0,""relative_power"":1.0,""peak_concentration"":0.806875062189693,""prominence"":1.0,""period_correlation"":0.8080970206310926,""split_period_correlation"":0.8479433023397007,""periodic_support"":0.8180585910582446,""harmonic2_relative_power"":3.015449442430628e-06,""harmonic3_relative_power"":2.7886340950363934e-08,""harmonic_support"":0.0017949521638084154,""motion_profile"":0.059205985036336214,""motion_strength"":0.12366861163694703,""motion_reliability"":1.0,""motion_overlap"":0.059205985036336214,""motion_available"":true,""evidence_score"":0.8276519210324573,""supported_bpm"":[50.0,51.0,52.0,53.0,54.0,55.0,56.0],""supported_relative_power"":[0.6440331661201342,0.8151940946161595,0.9406059583831579,1.0,0.9864732964789714,0.9098392970527748,0.7932299023837034]}]",False,tracked,True,53.0,3.999996,13.999986,57.0,saved_measured_component_offline
9.99999,1.0,0.0,52.0,0.7673792752285875,True,candidate_only,54.0,53.0,52.0,0.5692984134614443,0.4872779105215432,0.8499178365596647,52.0,0.796934545714998,0.1672712036018881,2,"[{""bpm"":52.0,""relative_power"":1.0,""peak_concentration"":0.7673792752285875,""prominence"":1.0,""period_correlation"":0.7847723527824192,""split_period_correlation"":0.8334211245127343,""periodic_support"":0.796934545714998,""harmonic2_relative_power"":3.0150990778380913e-06,""harmonic3_relative_power"":4.323480323283834e-09,""harmonic_support"":0.001759417677306464,""motion_profile"":0.1672712036018881,""motion_strength"":0.2660625270842924,""motion_reliability"":1.0,""motion_overlap"":0.1672712036018881,""motion_available"":true,""evidence_score"":0.6692984134614443,""supported_bpm"":[49.0,50.0,51.0,52.0,53.0,54.0,55.0],""supported_relative_power"":[0.5222830087862265,0.7338879912206586,0.9111281447847404,1.0,0.9788186817601511,0.8499178365596647,0.6443179588925474]},{""bpm"":64.0,""relative_power"":0.3113568113677214,""peak_concentration"":0.23000500731299292,""prominence"":0.2562886633319817,""period_correlation"":0.6940710903317376,""split_period_correlation"":0.7133968383146063,""periodic_support"":0.6989025273274547,""harmonic2_relative_power"":1.9648769522553315e-07,""harmonic3_relative_power"":7.667172063597334e-10,""harmonic_support"":0.0002527491564557763,""motion_profile"":0.14291161913599124,""motion_strength"":0.2660625270842924,""motion_reliability"":1.0,""motion_overlap"":0.14291161913599124,""motion_available"":true,""evidence_score"":0.18202050293990107,""supported_bpm"":[61.0,62.0,63.0,64.0,65.0,66.0,67.0],""supported_relative_power"":[0.1833424037220747,0.2638970458166391,0.3110659613802885,0.3113568113677214,0.26949285713092447,0.20252623600790115,0.13431241885368475]}]",False,tracked,True,52.0,4.999995,14.999984999999999,56.0,saved_measured_component_offline
10.999989,1.0,0.0,52.0,0.6911677826373517,True,candidate_only,54.0,53.0,52.0,0.3473289071325314,0.35599963729141093,0.8855857892574207,52.0,0.7378453752219474,0.29172337837966256,2,"[{""bpm"":52.0,""relative_power"":1.0,""peak_concentration"":0.6911677826373517,""prominence"":1.0,""period_correlation"":0.7169604735633894,""split_period_correlation"":0.8005000801976214,""periodic_support"":0.7378453752219474,""harmonic2_relative_power"":1.0056036062639214e-07,""harmonic3_relative_power"":1.0641293996913361e-08,""harmonic_support"":0.00035321736296729784,""motion_profile"":0.29172337837966256,""motion_strength"":0.43568161525450294,""motion_reliability"":1.0,""motion_overlap"":0.29172337837966256,""motion_available"":true,""evidence_score"":0.4473289071325314,""supported_bpm"":[49.0,50.0,51.0,52.0,53.0,54.0,55.0],""supported_relative_power"":[0.5431126010648462,0.7417548997939981,0.9098331234329937,1.0,0.9920302258826152,0.8855857892574207,0.7052492609077041]},{""bpm"":64.0,""relative_power"":0.4357235544652865,""peak_concentration"":0.30750703192430867,""prominence"":0.3004127566709614,""period_correlation"":0.701009274359011,""split_period_correlation"":0.6932996094401436,""periodic_support"":0.6990818581292941,""harmonic2_relative_power"":5.625480855474035e-08,""harmonic3_relative_power"":1.955193294129598e-09,""harmonic_support"":0.00016677734031037312,""motion_profile"":0.3096528010398193,""motion_strength"":0.43568161525450294,""motion_reliability"":1.0,""motion_overlap"":0.3096528010398193,""motion_available"":true,""evidence_score"":0.09132926984112044,""supported_bpm"":[61.0,62.0,63.0,64.0,65.0,66.0,67.0],""supported_relative_power"":[0.25610914671520096,0.3479108143147971,0.41456941865840624,0.4357235544652865,0.40784374466549095,0.3405640684840039,0.2568481693238725]}]",False,tracked,True,52.0,5.999994,15.999984,55.0,saved_measured_component_offline
11.999988,1.0,0.0,54.0,0.6714785251783072,True,candidate_only,55.0,55.0,54.0,0.18347672826102682,,0.9498028019495243,54.0,0.7275260018910499,0.47432474484542375,1,"[{""bpm"":54.0,""relative_power"":1.0,""peak_concentration"":0.6714785251783072,""prominence"":1.0,""period_correlation"":0.7043474337819807,""split_period_correlation"":0.7970617062182576,""periodic_support"":0.7275260018910499,""harmonic2_relative_power"":1.1366136372947269e-06,""harmonic3_relative_power"":1.1748331086709497e-08,""harmonic_support"":0.0011040572376515762,""motion_profile"":0.47432474484542375,""motion_strength"":0.5131583114450665,""motion_reliability"":1.0,""motion_overlap"":0.47432474484542375,""motion_available"":true,""evidence_score"":0.2084767282610268,""supported_bpm"":[51.0,52.0,53.0,54.0,55.0,56.0,57.0],""supported_relative_power"":[0.83334214871895,0.9420754856951984,0.9994635001433884,1.0,0.9498028019495243,0.8652424672271286,0.768568739851409]}]",False,tracked,True,54.0,6.999993,16.999983,55.0,saved_measured_component_offline
12.999986999999999,1.0,0.0,56.0,0.6832170428884444,True,candidate_only,57.0,57.0,56.0,0.541260496448953,,0.9946451583600483,56.0,0.7138841823754793,0.17555165406726403,1,"[{""bpm"":56.0,""relative_power"":1.0,""peak_concentration"":0.6832170428884444,""prominence"":1.0,""period_correlation"":0.7227568529840388,""split_period_correlation"":0.6872661705498013,""periodic_support"":0.7138841823754793,""harmonic2_relative_power"":1.5272088597445607e-07,""harmonic3_relative_power"":1.0975988413279187e-08,""harmonic_support"":0.00042746342000565373,""motion_profile"":0.17555165406726403,""motion_strength"":0.5748831873253684,""motion_reliability"":1.0,""motion_overlap"":0.17555165406726403,""motion_available"":true,""evidence_score"":0.566260496448953,""supported_bpm"":[53.0,54.0,55.0,56.0,57.0,58.0,59.0],""supported_relative_power"":[0.8872249653249603,0.9484024244932976,0.9856535794735617,1.0,0.9946451583600483,0.9739761178527752,0.941550504345722]}]",False,tracked,True,56.0,7.999992,17.999982,57.0,saved_measured_component_offline
13.999986,1.0,0.0,60.0,0.6559789169190602,True,candidate_only,59.0,59.0,60.0,0.774868068812809,,0.9871098662963871,60.0,0.8037764001075293,0.06765790230012338,1,"[{""bpm"":60.0,""relative_power"":1.0,""peak_concentration"":0.6559789169190602,""prominence"":1.0,""period_correlation"":0.8079279170897814,""split_period_correlation"":0.7913218491607729,""periodic_support"":0.8037764001075293,""harmonic2_relative_power"":7.566131016851132e-08,""harmonic3_relative_power"":1.0498635187638465e-09,""harmonic_support"":0.00028640656968100865,""motion_profile"":0.06765790230012338,""motion_strength"":0.6145019151824448,""motion_reliability"":1.0,""motion_overlap"":0.06765790230012338,""motion_available"":true,""evidence_score"":0.799868068812809,""supported_bpm"":[57.0,58.0,59.0,60.0,61.0,62.0,63.0],""supported_relative_power"":[0.9221497321458781,0.9595104428471375,0.9871098662963871,1.0,0.9931671793477641,0.9628932163365506,0.9076929408405642]}]",False,tracked,True,60.0,8.999991,18.999981,58.0,saved_measured_component_offline
