branch,roi,segment_id,start_frame,stop_frame_exclusive,status,window,finite_samples,minimum_weight,maximum_weight
baseline,forehead,0,0,1800,cdf_applied,True,1800,0.0,0.4981837645730146
baseline,forehead,0,180,1980,cdf_applied,True,1800,0.0,0.550647075536676
baseline,forehead,0,360,2160,cdf_applied,True,1800,0.0,0.6568137633672992
baseline,forehead,0,540,2340,cdf_applied,True,1800,0.0,0.8386979825761963
baseline,forehead,0,720,2520,cdf_applied,True,1800,0.0,0.561235689372555
baseline,forehead,0,900,2700,cdf_applied,True,1800,0.0,0.6819605301927788
baseline,forehead,0,1080,2880,cdf_applied,True,1800,0.0,0.46551313371216413
baseline,forehead,0,1260,3060,cdf_applied,True,1800,0.0,0.4757908233373128
baseline,forehead,0,1440,3240,cdf_applied,True,1800,0.0,0.2844726433676147
baseline,forehead,0,1620,3420,cdf_applied,True,1800,0.0,0.48926870573764614
baseline,forehead,0,1800,3600,cdf_applied,True,1800,0.0,0.41359686851527805
baseline,forehead,0,1980,3780,cdf_applied,True,1800,0.0,0.4793787194124191
baseline,forehead,0,2160,3960,cdf_applied,True,1800,0.0,0.8199136254325193
baseline,forehead,0,2340,4140,cdf_applied,True,1800,0.0,0.6068819600052179
baseline,forehead,0,2520,4320,cdf_applied,True,1800,0.0,0.42022540076341125
baseline,forehead,0,2700,4500,cdf_applied,True,1800,0.0,0.42528100615217984
baseline,forehead,0,2880,4680,cdf_applied,True,1800,0.0,0.44542691687155705
baseline,forehead,0,3060,4860,cdf_applied,True,1800,0.0,0.6342916764072092
baseline,forehead,0,3240,5040,cdf_applied,True,1800,0.0,0.7063819502909136
baseline,forehead,0,3420,5220,cdf_applied,True,1800,0.0,0.5151474867256416
baseline,forehead,0,3600,5400,cdf_applied,True,1800,0.0,0.6613858925473652
baseline,forehead,0,3780,5580,cdf_applied,True,1800,0.0,0.6364650005787206
baseline,forehead,0,3960,5760,cdf_applied,True,1800,0.0,0.40251285900673067
baseline,forehead,0,4140,5940,cdf_applied,True,1800,0.0,0.6590396801202619
baseline,forehead,0,4320,6120,cdf_applied,True,1800,0.0,0.4048177533117219
baseline,forehead,0,4500,6300,cdf_applied,True,1800,0.0,0.32930686259926645
baseline,forehead,0,4680,6480,cdf_applied,True,1800,0.0,0.7642427659402591
baseline,forehead,0,4860,6660,cdf_applied,True,1800,0.0,0.41348857204665496
baseline,forehead,0,5040,6840,cdf_applied,True,1800,0.0,0.19803923192500747
baseline,forehead,0,5220,7020,cdf_applied,True,1800,0.0,0.4565710923169943
baseline,forehead,0,5400,7200,cdf_applied,True,1800,0.0,0.6830971915541799
baseline,forehead,0,5580,7380,cdf_applied,True,1800,0.0,0.684867492278129
baseline,forehead,0,5760,7560,cdf_applied,True,1800,0.0,0.5844125589154656
baseline,forehead,0,5940,7740,cdf_applied,True,1800,0.0,0.8626928944082437
baseline,forehead,0,6120,7920,cdf_applied,True,1800,0.0,0.635600636194675
baseline,forehead,0,6300,8100,cdf_applied,True,1800,0.0,0.6046157300207147
baseline,forehead,0,6480,8280,cdf_applied,True,1800,0.0,0.4961965819597318
baseline,forehead,0,6660,8460,cdf_applied,True,1800,0.0,0.651741066154941
baseline,forehead,0,6840,8640,cdf_applied,True,1800,0.0,0.6653320616232441
baseline,forehead,0,7020,8820,cdf_applied,True,1800,0.0,0.8538056716579298
baseline,forehead,0,7200,9000,cdf_applied,True,1800,0.0,0.6606457011351763
baseline,forehead,0,7380,9180,cdf_applied,True,1800,0.0,0.44085883378954255
baseline,forehead,0,7560,9360,cdf_applied,True,1800,0.0,0.5440918534466469
baseline,forehead,0,7740,9540,cdf_applied,True,1800,0.0,0.5861973197538606
baseline,forehead,0,7920,9720,cdf_applied,True,1800,0.0,0.4531449257883215
baseline,forehead,0,8100,9900,cdf_applied,True,1800,0.0,0.7564656268735093
baseline,forehead,0,8280,10080,cdf_applied,True,1800,0.0,0.49371094286993894
baseline,forehead,0,8460,10260,cdf_applied,True,1800,0.0,0.399885521910341
baseline,forehead,0,8640,10440,cdf_applied,True,1800,0.0,0.9346216588750927
baseline,forehead,0,8820,10620,cdf_applied,True,1800,0.0,0.5406986687594386
baseline,left_cheek,0,0,1800,cdf_applied,True,1800,0.0,0.702884806316659
baseline,left_cheek,0,180,1980,cdf_applied,True,1800,0.0,0.6473942996729868
baseline,left_cheek,0,360,2160,cdf_applied,True,1800,0.0,0.7634000569410684
baseline,left_cheek,0,540,2340,cdf_applied,True,1800,0.0,0.44174239046620706
baseline,left_cheek,0,720,2520,cdf_applied,True,1800,0.0,0.5564046894372038
baseline,left_cheek,0,900,2700,cdf_applied,True,1800,0.0,0.4436762873166431
baseline,left_cheek,0,1080,2880,cdf_applied,True,1800,0.0,0.6315750332938399
baseline,left_cheek,0,1260,3060,cdf_applied,True,1800,0.0,0.40284358150118577
baseline,left_cheek,0,1440,3240,cdf_applied,True,1800,0.0,0.7895828329611416
baseline,left_cheek,0,1620,3420,cdf_applied,True,1800,0.0,0.4502733490491196
baseline,left_cheek,0,1800,3600,cdf_applied,True,1800,0.0,0.754154103989179
baseline,left_cheek,0,1980,3780,cdf_applied,True,1800,0.0,0.3595937433122676
baseline,left_cheek,0,2160,3960,cdf_applied,True,1800,0.0,0.370716953944414
baseline,left_cheek,0,2340,4140,cdf_applied,True,1800,0.0,0.7190550706176267
baseline,left_cheek,0,2520,4320,cdf_applied,True,1800,0.0,0.5058379709822963
baseline,left_cheek,0,2700,4500,cdf_applied,True,1800,0.0,0.26272477485122814
baseline,left_cheek,0,2880,4680,cdf_applied,True,1800,0.0,0.6768115375298647
baseline,left_cheek,0,3060,4860,cdf_applied,True,1800,0.0,0.6029660539394545
baseline,left_cheek,0,3240,5040,cdf_applied,True,1800,0.0,0.5437964827183541
baseline,left_cheek,0,3420,5220,cdf_applied,True,1800,0.0,0.7885712368522011
baseline,left_cheek,0,3600,5400,cdf_applied,True,1800,0.0,0.4961064338632276
baseline,left_cheek,0,3780,5580,cdf_applied,True,1800,0.0,0.7605132453932294
baseline,left_cheek,0,3960,5760,cdf_applied,True,1800,0.0,0.7516579690718017
baseline,left_cheek,0,4140,5940,cdf_applied,True,1800,0.0,0.6308401740432601
baseline,left_cheek,0,4320,6120,cdf_applied,True,1800,0.0,0.8237335082827477
baseline,left_cheek,0,4500,6300,cdf_applied,True,1800,0.0,0.30166541192595997
baseline,left_cheek,0,4680,6480,cdf_applied,True,1800,0.0,0.6393114783480424
baseline,left_cheek,0,4860,6660,cdf_applied,True,1800,0.0,0.35915148203477465
baseline,left_cheek,0,5040,6840,cdf_applied,True,1800,0.0,0.5098788204217461
baseline,left_cheek,0,5220,7020,cdf_applied,True,1800,0.0,0.8450333313580427
baseline,left_cheek,0,5400,7200,cdf_applied,True,1800,0.0,0.43839625129759047
baseline,left_cheek,0,5580,7380,cdf_applied,True,1800,0.0,0.7379520450623122
baseline,left_cheek,0,5760,7560,cdf_applied,True,1800,0.0,0.7068824654281162
baseline,left_cheek,0,5940,7740,cdf_applied,True,1800,0.0,0.8123142520267359
baseline,left_cheek,0,6120,7920,cdf_applied,True,1800,0.0,0.9158579559929673
baseline,left_cheek,0,6300,8100,cdf_applied,True,1800,0.0,0.8308145846891297
baseline,left_cheek,0,6480,8280,cdf_applied,True,1800,0.0,0.8328121852335806
baseline,left_cheek,0,6660,8460,cdf_applied,True,1800,0.0,0.5807114246074753
baseline,left_cheek,0,6840,8640,cdf_applied,True,1800,0.0,0.6134924033616412
baseline,left_cheek,0,7020,8820,cdf_applied,True,1800,0.0,0.8812643333285609
baseline,left_cheek,0,7200,9000,cdf_applied,True,1800,0.0,0.8271021996306197
baseline,left_cheek,0,7380,9180,cdf_applied,True,1800,0.0,0.6320278104336347
baseline,left_cheek,0,7560,9360,cdf_applied,True,1800,0.0,0.745024143651654
baseline,left_cheek,0,7740,9540,cdf_applied,True,1800,0.0,0.6943975921532382
