window_index,time_s,window_start_s,window_end_s,old_accepted,old_bpm,candidate_bpm,candidate_generated,candidate_proposal_supported,contributing_rois,contributing_roi_names,old_window_finite,candidate_window_finite,motion_available,motion_status,motion_speed_face_per_s,motion_strength,motion_reliability,old_motion_risk,old_motion_risk_direct,old_motion_risk_double,old_motion_risk_half,candidate_motion_risk_direct,candidate_motion_risk_double,candidate_motion_risk_half,candidate_motion_risk,motion_risk_decrease,route_eligible,reason
0,2.999997,0.0,5.999994,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
1,3.999996,0.999999,6.999993,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
2,4.999995,1.999998,7.999992,True,58.0,59.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.04651090868145684,0.03345430576192199,1.0,0.014658847785011433,0.014658847785011433,0.005786934690119914,0.0032790519676989213,0.014771740553987934,0.006019438425998252,0.003048999197424909,0.014771740553987934,-0.00011289276897650039,False,old_motion_risk_below_threshold
3,5.999994,2.999997,8.999991,True,57.0,58.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.044953419662656216,0.03132028164658709,1.0,0.024178178150838562,0.024178178150838562,0.0079157183469715,0.020906130370762346,0.024578642445954837,0.008055964240964358,0.02080234203156838,0.024578642445954837,-0.00040046429511627485,False,old_motion_risk_below_threshold
4,6.999993,3.999996,9.99999,True,55.0,58.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05217841919978086,0.04174301476619922,1.0,0.038354023567565045,0.038354023567565045,0.009780569153890572,0.025232188495501816,0.03822054440956504,0.009434594064925058,0.025930015627471305,0.03822054440956504,0.00013347915800000776,False,old_motion_risk_below_threshold
5,7.999992,4.999995,10.999989,True,56.0,59.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.05671486422169955,0.048946187219427305,1.0,0.024758867885412903,0.024758867885412903,0.0061378073691705105,0.01315362844970946,0.022235983193317786,0.006027129105192723,0.010634935980152433,0.022235983193317786,0.002522884692095117,False,old_motion_risk_below_threshold
6,8.999991,5.999994,11.999988,True,57.0,60.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.05783733409149133,0.05080339020070481,1.0,0.008518205848409894,0.004173717408618838,0.010647757310512367,0.011990652793523335,0.00561735472041243,0.01287527867570702,0.0083720768889035,0.010300222940565616,-0.0017820170921557226,False,old_motion_risk_below_threshold
7,9.99999,6.999993,12.999986999999999,True,57.0,60.0,True,True,2,"[""forehead"", ""right_cheek""]",True,True,True,observed_motion,0.07563333963827645,0.08385177881833684,1.0,0.06708142305466948,0.03523538446238035,0.08385177881833684,0.056065202631706675,0.03446435845570042,0.07681769993595386,0.05235881518901975,0.06145415994876309,0.005627263105906388,False,old_motion_risk_below_threshold
8,10.999989,7.999992,13.999986,True,52.0,60.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.11349167977828137,0.17087157905960954,1.0,0.04013625697098189,0.02770635560365643,0.05017032121372735,0.05204953518877703,0.07182867880036363,0.07433224409839767,0.004319997270490175,0.07182867880036363,-0.03169242182938174,False,old_motion_risk_below_threshold
9,11.999988,8.999991,14.999984999999999,True,50.0,59.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.18954839588796846,0.36502191876927925,1.0,0.17296113160103643,0.053361891123517906,0.013447564678399098,0.34592226320207287,0.05104240244052083,0.013590809825756228,0.27541656192664327,0.13770828096332163,0.0352528506377148,False,old_motion_risk_below_threshold
10,12.999986999999999,9.99999,15.999984,True,53.0,58.0,True,True,2,"[""forehead"", ""right_cheek""]",True,True,True,observed_motion,0.27907109971846766,0.5547820356786958,1.0,0.2585928808260996,0.0187232902380652,0.010123071556248708,0.5171857616521992,0.022673240837476,0.007896396096934807,0.44443514733395456,0.22221757366697728,0.03637530715912232,False,old_motion_risk_below_threshold
11,13.999986,10.999989,16.999983,True,56.0,57.0,True,True,2,"[""forehead"", ""right_cheek""]",True,True,True,observed_motion,0.3267042163359193,0.6306924583738637,1.0,0.2617301466950806,0.003209759579082486,0.004885921802379029,0.5234602933901612,0.0017227762554846418,0.0045494112807580546,0.5005295613201627,0.25026478066008134,0.011465366034999258,False,old_motion_risk_below_threshold
12,14.999984999999999,11.999988,17.999982,True,55.0,56.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.37303770447534507,0.6900679865757462,1.0,0.30827068863002527,0.011949198057113825,0.002025618792310656,0.6165413772600505,0.01129691348524327,0.0023668681494379276,0.5943767034445974,0.2971883517222987,0.011082336907726587,False,old_motion_risk_below_threshold
13,15.999984,12.999986999999999,18.999981,True,53.0,55.0,True,True,2,"[""forehead"", ""right_cheek""]",True,True,True,observed_motion,0.402498010445576,0.7216093277270459,1.0,0.34525955251770196,0.025630555847456795,0.00040343476462116216,0.6905191050354039,0.0241508715950915,0.0009927689463288944,0.6504290660137402,0.3252145330068701,0.020045019510831874,False,old_motion_risk_below_threshold
14,16.999983,13.999986,19.99998,True,52.0,53.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.41671011327986207,0.7353347038008875,1.0,0.35793532632064134,0.046115931857051054,0.0016248077770367126,0.7158706526412827,0.04196188834223003,0.0023379318791054895,0.7007498335113669,0.35037491675568344,0.007560409564957904,False,old_motion_risk_below_threshold
15,17.999982,14.999984999999999,20.999979,True,53.0,54.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.41130223086450096,0.7302191560620074,1.0,0.3232702393555254,0.06396671274006897,0.005062191076797343,0.6465404787110508,0.06091448591287274,0.007095304123375035,0.6209868678664044,0.3104934339332022,0.012776805422323179,False,old_motion_risk_below_threshold
16,18.999981,15.999984,21.999978,True,55.0,54.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.3940769988710135,0.7130351128318831,1.0,0.24697757899230102,0.07238651352792137,0.011330546075674056,0.49395515798460204,0.07563715706033532,0.010750136231493516,0.5308955145292155,0.26544775726460773,-0.01847017827230671,False,old_motion_risk_below_threshold
17,19.99998,16.999983,22.999976999999998,True,58.0,54.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.37741932462868655,0.695040648466072,1.0,0.1951146809912734,0.03473424960929192,0.005143039805286397,0.3902293619825468,0.049841527212126625,0.006238661830126151,0.535930729313961,0.2679653646569805,-0.0728506836657071,False,old_motion_risk_below_threshold
18,20.999979,17.999982,23.999976,True,61.0,55.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3695011887892575,0.6859787689202402,1.0,0.18881276868421915,0.009078046078619744,0.0014022291992154129,0.3776255373684383,0.019670710749816096,0.001099024876215169,0.5706117412515039,0.28530587062575197,-0.09649310194153282,False,old_motion_risk_below_threshold
19,21.999978,18.999981,24.999975,True,61.0,55.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.3550330800253737,0.6685202798917718,1.0,0.1793227094259585,0.02563076717739886,0.0006884678190900187,0.358645418851917,0.013966002297977538,2.2753886504303753e-05,0.5382475342237932,0.2691237671118966,-0.08980105768593813,False,old_motion_risk_below_threshold
20,22.999976999999998,19.99998,25.999973999999998,True,61.0,54.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.3466936667645238,0.6579025844084853,1.0,0.1470911965412288,0.03586576582136989,0.0006005065458637847,0.2941823930824576,0.014529644279048386,0.001710934069375736,0.495728481057273,0.2478642405286365,-0.10077304398740772,False,old_motion_risk_below_threshold
