case,version,variant,scope,shift_s,reference_kind,Nref,Nplanned,Naccepted,Nfinite_waveform_windows,Nscored,finite_sample_count,finite_sample_pct,finite_sample_duration_s,longest_finite_run_s,longest_missing_run_s,longest_internal_missing_run_s,finite_runs,observed_finite_samples,observed_all_samples_pct,interpolated_samples,interpolated_all_samples_pct,interpolated_covered_samples_pct,snr_mean_db,snr_median_db,peak_concentration_median_accepted,r_wave,morphology_reference_status,waveform_generated_count,waveform_generated_but_HR_rejected_count,neighbor_covered_count,accepted_neighbor_covered_count
data1,trimmed_gap15,chrom,strict_common_all_versions_same_variant,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.493535577715651,-10.677864740424768,0.435743758519453,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,chrom,own,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.58578970993454,-11.79169704723299,0.3350813098701342,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,chrom,strict_common_all_versions_same_variant,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.58578970993454,-11.79169704723299,0.3350813098701342,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,chrom,own,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.58578970993455,-11.79169704723312,0.3350813098701382,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,chrom,strict_common_all_versions_same_variant,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.58578970993455,-11.79169704723312,0.3350813098701382,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,chrom,own,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.408680184181165,-11.53456572221356,0.3257376612018349,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,chrom,strict_common_all_versions_same_variant,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.408680184181165,-11.53456572221356,0.3257376612018349,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap15,chrom,own,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.40868018418114,-11.534565722213472,0.32573766120183395,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap15,chrom,strict_common_all_versions_same_variant,-2,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.40868018418114,-11.534565722213472,0.32573766120183395,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap10,fusion,own,-1,estimated_alignment_Polar_device_HR,42,42,36,36,36,1350,86.81672025723472,44.999955,44.999955,4.999995,0.0,1,1337,85.98070739549838,13,0.8360128617363344,0.9629629629629629,-12.916780329640236,-13.394063059273822,0.5698093386404177,,no_qualified_synchronized_waveform_truth,34.0,0.0,2.0,2.0
data1,trimmed_gap10,fusion,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,36,36,36,1350,86.81672025723472,44.999955,44.999955,4.999995,0.0,1,1337,85.98070739549838,13,0.8360128617363344,0.9629629629629629,-12.916780329640236,-13.394063059273822,0.5698093386404177,,no_qualified_synchronized_waveform_truth,34.0,0.0,2.0,2.0
data1,trimmed_gap15,fusion,own,-1,estimated_alignment_Polar_device_HR,42,42,36,36,36,1350,86.81672025723472,44.999955,44.999955,4.999995,0.0,1,1337,85.98070739549838,13,0.8360128617363344,0.9629629629629629,-12.916780329640163,-13.394063059273687,0.5698093386404178,,no_qualified_synchronized_waveform_truth,34.0,0.0,2.0,2.0
data1,trimmed_gap15,fusion,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,36,36,36,1350,86.81672025723472,44.999955,44.999955,4.999995,0.0,1,1337,85.98070739549838,13,0.8360128617363344,0.9629629629629629,-12.916780329640163,-13.394063059273687,0.5698093386404178,,no_qualified_synchronized_waveform_truth,34.0,0.0,2.0,2.0
data1,tracking_only_gap10,fusion,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.403343391437826,-13.180120527462352,0.3835071132532013,,no_qualified_synchronized_waveform_truth,23.0,0.0,15.0,15.0
data1,tracking_only_gap10,fusion,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,36,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.112228058866949,-13.116901781162944,0.3835071132532013,,no_qualified_synchronized_waveform_truth,23.0,0.0,15.0,15.0
data1,tracking_only_gap15,fusion,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.403343391437824,-13.18012052746236,0.3835071132532014,,no_qualified_synchronized_waveform_truth,23.0,0.0,15.0,15.0
data1,tracking_only_gap15,fusion,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,36,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.11222805886694,-13.116901781162962,0.3835071132532014,,no_qualified_synchronized_waveform_truth,23.0,0.0,15.0,15.0
data1,tracking_screened_gap10,fusion,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.350002520405965,-12.928021056616597,0.3814152662906814,,no_qualified_synchronized_waveform_truth,29.0,0.0,9.0,9.0
data1,tracking_screened_gap10,fusion,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,36,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.139356224943201,-12.642123316673317,0.3814152662906814,,no_qualified_synchronized_waveform_truth,29.0,0.0,9.0,9.0
data1,tracking_screened_gap15,fusion,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.350002520405958,-12.928021056616585,0.3814152662906817,,no_qualified_synchronized_waveform_truth,29.0,0.0,9.0,9.0
data1,tracking_screened_gap15,fusion,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,36,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.139356224943198,-12.642123316673334,0.3814152662906817,,no_qualified_synchronized_waveform_truth,29.0,0.0,9.0,9.0
data1,trimmed_gap10,pos,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.322891339317575,-10.783264269235122,0.388120472896624,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap10,pos,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.322891339317575,-10.783264269235122,0.388120472896624,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap15,pos,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.322891339317597,-10.78326426923515,0.38812047289662366,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap15,pos,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.322891339317597,-10.78326426923515,0.38812047289662366,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,pos,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.453636512013457,-11.862596065970614,0.27524769496461,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,pos,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.453636512013457,-11.862596065970614,0.27524769496461,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,pos,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.453636512013448,-11.862596065970571,0.27524769496461016,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,pos,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.453636512013448,-11.862596065970571,0.27524769496461016,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,pos,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.309823130243302,-10.67767385483151,0.2705853902805714,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,pos,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.309823130243302,-10.67767385483151,0.2705853902805714,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap15,pos,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.309823130243306,-10.677673854831495,0.2705853902805735,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap15,pos,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.309823130243306,-10.677673854831495,0.2705853902805735,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap10,chrom,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.480221401868228,-10.527077660710598,0.4357437585194536,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap10,chrom,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.480221401868228,-10.527077660710598,0.4357437585194536,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap15,chrom,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.480221401868194,-10.527077660710571,0.435743758519453,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap15,chrom,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.480221401868194,-10.527077660710571,0.435743758519453,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,chrom,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.649533714451522,-11.913880577710668,0.3350813098701342,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,chrom,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.649533714451522,-11.913880577710668,0.3350813098701342,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,chrom,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.64953371445154,-11.913880577710747,0.3350813098701382,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,chrom,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.64953371445154,-11.913880577710747,0.3350813098701382,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,chrom,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.489045716955108,-11.64097501545978,0.3257376612018349,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,chrom,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.489045716955108,-11.64097501545978,0.3257376612018349,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap15,chrom,own,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.489045716955088,-11.640975015459691,0.32573766120183395,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap15,chrom,strict_common_all_versions_same_variant,-1,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.489045716955088,-11.640975015459691,0.32573766120183395,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap10,fusion,own,0,estimated_alignment_Polar_device_HR,42,42,36,36,36,1350,86.81672025723472,44.999955,44.999955,4.999995,0.0,1,1337,85.98070739549838,13,0.8360128617363344,0.9629629629629629,-13.24101062566904,-13.92866915049476,0.5698093386404177,,no_qualified_synchronized_waveform_truth,34.0,0.0,2.0,2.0
data1,trimmed_gap10,fusion,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,36,36,36,1350,86.81672025723472,44.999955,44.999955,4.999995,0.0,1,1337,85.98070739549838,13,0.8360128617363344,0.9629629629629629,-13.24101062566904,-13.92866915049476,0.5698093386404177,,no_qualified_synchronized_waveform_truth,34.0,0.0,2.0,2.0
data1,trimmed_gap15,fusion,own,0,estimated_alignment_Polar_device_HR,42,42,36,36,36,1350,86.81672025723472,44.999955,44.999955,4.999995,0.0,1,1337,85.98070739549838,13,0.8360128617363344,0.9629629629629629,-13.241010625668961,-13.928669150494652,0.5698093386404178,,no_qualified_synchronized_waveform_truth,34.0,0.0,2.0,2.0
data1,trimmed_gap15,fusion,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,36,36,36,1350,86.81672025723472,44.999955,44.999955,4.999995,0.0,1,1337,85.98070739549838,13,0.8360128617363344,0.9629629629629629,-13.241010625668961,-13.928669150494652,0.5698093386404178,,no_qualified_synchronized_waveform_truth,34.0,0.0,2.0,2.0
data1,tracking_only_gap10,fusion,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.53500457108921,-13.344838809200798,0.3835071132532013,,no_qualified_synchronized_waveform_truth,23.0,0.0,15.0,15.0
data1,tracking_only_gap10,fusion,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,36,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.259882202872026,-13.216850800325659,0.3835071132532013,,no_qualified_synchronized_waveform_truth,23.0,0.0,15.0,15.0
data1,tracking_only_gap15,fusion,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.53500457108921,-13.344838809200763,0.3835071132532014,,no_qualified_synchronized_waveform_truth,23.0,0.0,15.0,15.0
data1,tracking_only_gap15,fusion,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,36,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.25988220287202,-13.216850800325687,0.3835071132532014,,no_qualified_synchronized_waveform_truth,23.0,0.0,15.0,15.0
data1,tracking_screened_gap10,fusion,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.414060948627146,-12.871266827080072,0.3814152662906814,,no_qualified_synchronized_waveform_truth,29.0,0.0,9.0,9.0
data1,tracking_screened_gap10,fusion,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,36,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.214947734005632,-12.675483932570998,0.3814152662906814,,no_qualified_synchronized_waveform_truth,29.0,0.0,9.0,9.0
data1,tracking_screened_gap15,fusion,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.414060948627137,-12.87126682708007,0.3814152662906817,,no_qualified_synchronized_waveform_truth,29.0,0.0,9.0,9.0
data1,tracking_screened_gap15,fusion,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,36,1410,90.67524115755627,46.999953,46.999953,2.999997,0.0,1,1397,89.83922829581994,13,0.8360128617363344,0.9219858156028369,-12.214947734005627,-12.675483932571009,0.3814152662906817,,no_qualified_synchronized_waveform_truth,29.0,0.0,9.0,9.0
data1,trimmed_gap10,pos,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.347005131288169,-10.861794282549695,0.388120472896624,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap10,pos,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.347005131288169,-10.861794282549695,0.388120472896624,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap15,pos,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.347005131288192,-10.861794282549722,0.38812047289662366,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap15,pos,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.347005131288192,-10.861794282549722,0.38812047289662366,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,pos,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.474298164904821,-11.808872955685642,0.27524769496461,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,pos,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.474298164904821,-11.808872955685642,0.27524769496461,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,pos,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.474298164904814,-11.808872955685558,0.27524769496461016,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,pos,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.474298164904814,-11.808872955685558,0.27524769496461016,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,pos,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.358750504861248,-10.56999038992501,0.2705853902805714,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,pos,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.358750504861248,-10.56999038992501,0.2705853902805714,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap15,pos,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.358750504861252,-10.569990389925024,0.2705853902805735,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap15,pos,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.358750504861252,-10.569990389925024,0.2705853902805735,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap10,chrom,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.476481054362159,-10.410753032127406,0.4357437585194536,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap10,chrom,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.476481054362159,-10.410753032127406,0.4357437585194536,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap15,chrom,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.47648105436212,-10.410753032127356,0.435743758519453,,no_qualified_synchronized_waveform_truth,,,,
data1,trimmed_gap15,chrom,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-10.47648105436212,-10.410753032127356,0.435743758519453,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,chrom,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.734800741606609,-12.199067388589638,0.3350813098701342,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap10,chrom,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.734800741606609,-12.199067388589638,0.3350813098701342,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,chrom,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.734800741606625,-12.199067388589723,0.3350813098701382,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_only_gap15,chrom,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.734800741606625,-12.199067388589723,0.3350813098701382,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,chrom,own,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.587470564647473,-11.7222693917527,0.3257376612018349,,no_qualified_synchronized_waveform_truth,,,,
data1,tracking_screened_gap10,chrom,strict_common_all_versions_same_variant,0,estimated_alignment_Polar_device_HR,42,42,38,38,38,1431,92.0257234726688,47.6999523,47.6999523,2.5333308,0.0,1,1418,91.18971061093248,13,0.8360128617363344,0.9084556254367575,-11.587470564647473,-11.7222693917527,0.3257376612018349,,no_qualified_synchronized_waveform_truth,,,,
