window_index,time_s,window_start_s,window_end_s,old_accepted,old_bpm,candidate_bpm,candidate_generated,candidate_proposal_supported,contributing_rois,contributing_roi_names,old_window_finite,candidate_window_finite,motion_available,motion_status,motion_speed_face_per_s,motion_strength,motion_reliability,old_motion_risk,old_motion_risk_direct,old_motion_risk_double,old_motion_risk_half,candidate_motion_risk_direct,candidate_motion_risk_double,candidate_motion_risk_half,candidate_motion_risk,motion_risk_decrease,route_eligible,reason
0,2.999997,0.0,5.999994,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
1,3.999996,0.999999,6.999993,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
2,4.999995,1.999998,7.999992,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
3,5.999994,2.999997,8.999991,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
4,6.999993,3.999996,9.99999,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
5,7.999992,4.999995,10.999989,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
6,8.999991,5.999994,11.999988,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
7,9.99999,6.999993,12.999986999999999,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
8,10.999989,7.999992,13.999986,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
9,11.999988,8.999991,14.999984999999999,True,185.0,92.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,,,,,,,False,motion_evidence_unavailable
10,12.999986999999999,9.99999,15.999984,True,186.0,92.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.3955951771144117,0.9892266942741663,0.5888888888888889,0.5536201115750247,0.5536201115750247,0.000784355563165251,0.055452585611604155,0.05539855642570925,0.5113345642057573,0.007374934588382989,0.4090676513646059,0.1445524602104188,False,insufficient_motion_risk_decrease
11,13.999986,10.999989,16.999983,True,187.0,93.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.377988831163864,0.9890683255352299,0.7555555555555555,0.7097642041729445,0.7097642041729445,0.0012260561183847175,0.06671060740894336,0.06654997804019695,0.6762255897584095,0.007233487551889748,0.5409804718067276,0.1687837323662169,False,insufficient_motion_risk_decrease
12,14.999984999999999,11.999988,17.999982,True,188.0,93.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.353660540090084,0.9888437042807071,0.9222222222222223,0.886372072385728,0.886372072385728,0.0020266858216010995,0.08220829819165588,0.08107861185562208,0.7899912236589248,0.004489973957124988,0.6319929789271399,0.2543790934585881,False,insufficient_motion_risk_decrease
13,15.999984,12.999986999999999,18.999981,True,189.0,93.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.3200105035551846,0.9885214713630245,1.0,0.9749891859685746,0.9749891859685746,0.002696922347830447,0.09223259556122045,0.08792056745441681,0.7985865529682995,0.001664289043530276,0.6388692423746396,0.33611994359393504,True,lower_motion_risk_component
14,16.999983,13.999986,19.99998,True,189.0,94.0,False,True,0,[],True,True,False,not_evaluated,,,,,,,,,,,,,False,candidate_not_generated_and_supported
15,17.999982,14.999984999999999,20.999979,True,91.0,94.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.5164996181779893,0.9902271527563852,1.0,0.4689402543565966,0.09470247625608039,0.5861753179457457,0.001393299924204552,0.1065574722736507,0.9882435436867718,0.0013301502651813402,0.7905948349494175,-0.3216545805928209,False,old_motion_risk_below_threshold
16,18.999981,15.999984,21.999978,True,92.0,93.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.543562943094636,0.9904320319460512,1.0,0.7555601538247141,0.092596956549494,0.9444501922808926,0.0022418591039806085,0.0944040559804659,0.9904320319460512,0.0022726436571881095,0.7923456255568411,-0.036785471732126984,False,insufficient_motion_risk_decrease
17,19.99998,16.999983,22.999976999999998,True,91.0,92.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.5676033636260094,0.9906086878066369,1.0,0.7486422885895061,0.08028070348964234,0.9358028607368826,0.0024720360096565173,0.08232518296631951,0.9906086878066369,0.0026105169262536166,0.7924869502453096,-0.043844661655803474,False,insufficient_motion_risk_decrease
18,20.999979,17.999982,23.999976,True,90.0,91.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.563689072071322,0.9905802585712676,1.0,0.6926785790720361,0.07654290191927726,0.8658482238400451,0.00278447773204857,0.07780874259113855,0.9728192889736749,0.002834713509175868,0.7782554311789399,-0.0855768521069038,False,insufficient_motion_risk_decrease
19,21.999978,18.999981,24.999975,True,90.0,91.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.51907188108559,0.990246906417845,1.0,0.6942079671875464,0.07285805307341862,0.8677599589844329,0.001681407893625812,0.07330297470065698,0.9728454677796833,0.001583819311875511,0.7782763742237466,-0.08406840703620022,False,insufficient_motion_risk_decrease
20,22.999976999999998,19.99998,25.999973999999998,True,91.0,92.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.4784886808569784,0.9899281370826508,1.0,0.7396139845508632,0.060955573508698624,0.924517480688579,0.0014328079417921034,0.06239841486885018,0.9885143171770817,0.0013084633444130286,0.7908114537416654,-0.05119746919080215,False,insufficient_motion_risk_decrease
21,23.999976,20.999979,26.999972999999997,True,92.0,93.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.469234133058629,0.9898532655631886,1.0,0.7430012732222355,0.05953698108279033,0.9287515915277943,0.003641043690236379,0.061330078806269804,0.9898532655631886,0.0036477358307244446,0.7918826124505509,-0.04888133922831539,False,insufficient_motion_risk_decrease
22,24.999975,21.999978,27.999972,True,93.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.475078597855978,0.9899006450760491,1.0,0.745327814675715,0.06992032981064937,0.9316597683446436,0.001862745621188658,0.07144782586711848,0.9899006450760491,0.0018615409302198042,0.7919205160608394,-0.04659270138512439,False,insufficient_motion_risk_decrease
23,25.999973999999998,22.999976999999998,28.999971,True,93.0,94.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,2.509904022096972,0.9901762277854821,1.0,0.6997120922906502,0.0762891921740124,0.8746401153633128,0.00020804881334088922,0.07866942264818329,0.9757845829055306,0.00018541205947965542,0.7806276663244245,-0.08091557403377425,False,insufficient_motion_risk_decrease
24,26.999972999999997,23.999976,29.999969999999998,True,92.0,93.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.544198303077455,0.9904367644516129,1.0,0.5875765869381514,0.07572082988293244,0.7344707336726892,0.0027672594718465135,0.08023726655394595,0.894309262384943,0.0028632764644853535,0.7154474099079544,-0.127870822969803,False,insufficient_motion_risk_decrease
25,27.999972,24.999975,30.999969,True,90.0,93.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,2.5745289784321965,0.9906586747220825,1.0,0.3015371337675379,0.07027398088051275,0.37692141720942235,0.0018101655212478809,0.0872582104724415,0.9010013116447071,0.0026795901194612733,0.7208010493157657,-0.41926391554822784,False,old_motion_risk_below_threshold
