window_index,time_s,proposal_bpm,proposal_supported,reacquired,generated,contributing_rois,channels,score,window_start_s,window_end_s
0,2.999997,,False,False,False,0,[],,0.0,5.999994
1,3.999996,,False,False,False,0,[],,0.999999,6.999993
2,4.999995,,False,False,False,0,[],,1.999998,7.999992
3,5.999994,92.0,True,False,True,2,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.24867633889463286,2.999997,8.999991
4,6.999993,91.0,True,False,True,3,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.5910902091595086,3.999996,9.99999
5,7.999992,90.0,True,False,True,3,"[""tracked/forehead/chrom"", ""baseline/left_cheek/chrom"", ""tracked/right_cheek/pos""]",0.42631308223092645,4.999995,10.999989
6,8.999991,89.0,True,False,True,2,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]",0.23507080464204694,5.999994,11.999988
7,9.99999,88.0,True,False,True,2,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos""]",0.5643627329268949,6.999993,12.999986999999999
8,10.999989,86.0,True,False,False,0,[],,7.999992,13.999986
9,11.999988,86.0,True,False,False,0,[],,8.999991,14.999984999999999
10,12.999986999999999,86.0,True,False,False,0,[],,9.99999,15.999984
11,13.999986,45.0,True,True,True,2,"[""baseline/forehead/chrom"", ""tracked/left_cheek/pos""]",0.28327474375217615,10.999989,16.999983
12,14.999984999999999,45.0,True,False,True,2,"[""baseline/forehead/chrom"", ""tracked/left_cheek/pos""]",0.3097710531290343,11.999988,17.999982
13,15.999984,46.0,True,False,True,2,"[""baseline/forehead/chrom"", ""tracked/left_cheek/chrom""]",0.6808919432397014,12.999986999999999,18.999981
14,16.999983,47.0,True,False,True,3,"[""baseline/forehead/chrom"", ""tracked/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.4287869297466247,13.999986,19.99998
15,17.999982,48.0,True,False,True,3,"[""tracked/forehead/chrom"", ""baseline/left_cheek/pos"", ""tracked/right_cheek/chrom""]",1.275196549035608,14.999984999999999,20.999979
16,18.999981,48.0,True,False,True,2,"[""tracked/forehead/chrom"", ""tracked/left_cheek/chrom""]",1.0103186864538027,15.999984,21.999978
17,19.99998,47.0,True,False,True,2,"[""tracked/forehead/chrom"", ""tracked/left_cheek/pos""]",1.0564176163229606,16.999983,22.999976999999998
18,20.999979,46.0,True,False,True,2,"[""tracked/forehead/chrom"", ""baseline/left_cheek/pos""]",1.216408975119458,17.999982,23.999976
19,21.999978,46.0,True,False,True,3,"[""tracked/forehead/chrom"", ""baseline/left_cheek/chrom"", ""tracked/right_cheek/pos""]",0.6356217093790836,18.999981,24.999975
20,22.999976999999998,47.0,True,False,True,2,"[""tracked/forehead/chrom"", ""tracked/right_cheek/pos""]",0.19621090096919086,19.99998,25.999973999999998
21,23.999976,95.0,True,True,True,2,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.028855236602541662,20.999979,26.999972999999997
22,24.999975,95.0,True,False,True,2,"[""tracked/forehead/chrom"", ""baseline/right_cheek/chrom""]",0.5535021433397187,21.999978,27.999972
23,25.999973999999998,95.0,True,False,True,2,"[""tracked/forehead/chrom"", ""baseline/right_cheek/pos""]",0.5345913183851706,22.999976999999998,28.999971
24,26.999972999999997,94.0,True,False,True,3,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.5305604987014502,23.999976,29.999969999999998
25,27.999972,94.0,True,False,True,3,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.17087625474052448,24.999975,30.999969
26,28.999971,94.0,True,False,True,2,"[""baseline/forehead/pos"", ""tracked/right_cheek/pos""]",0.13092109609258912,25.999973999999998,31.999968
27,29.999969999999998,94.0,True,False,True,3,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""tracked/right_cheek/pos""]",0.37929802674638075,26.999972999999997,32.999967
28,30.999969,94.0,True,False,True,2,"[""baseline/forehead/pos"", ""tracked/right_cheek/pos""]",0.7492428221828469,27.999972,33.999966
29,31.999968,95.0,True,False,True,2,"[""baseline/forehead/pos"", ""tracked/right_cheek/pos""]",0.8272542121225888,28.999971,34.999964999999996
30,32.999967,96.0,True,False,True,2,"[""baseline/forehead/chrom"", ""baseline/right_cheek/chrom""]",1.034465384290213,29.999969999999998,35.999964
31,33.999966,96.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/chrom""]",0.8742617672298248,30.999969,36.999963
32,34.999964999999996,96.0,True,False,True,2,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos""]",1.1928888487146356,31.999968,37.999962
33,35.999964,96.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/chrom""]",0.5999440130470742,32.999967,38.999961
34,36.999963,95.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/chrom""]",0.3866628414473572,33.999966,39.99996
35,37.999962,94.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]",0.18114094930637903,34.999964999999996,40.999959
36,38.999961,94.0,True,False,True,3,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]",0.6394064749610627,35.999964,41.999958
37,39.99996,94.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]",0.6526126553038529,36.999963,42.999956999999995
38,40.999959,94.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]",0.9900363142014713,37.999962,43.999956
39,41.999958,94.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]",1.1681274704389153,38.999961,44.999955
40,42.999956999999995,94.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]",0.967608254950672,39.99996,45.999953999999995
41,43.999956,94.0,True,False,True,3,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/chrom""]",0.646953615848592,40.999959,46.999953
42,44.999955,93.0,True,False,True,3,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]",0.16825180061747033,41.999958,47.999952
