frame,time_s,source,rgb_valid,r,g,b,motion_x,motion_y,face_x0,face_y0,face_x1,face_y1
49,1.6744061820989848,mesh,True,188.66666666666666,143.5,140.33333333333334,0.00010061264038085938,1.5993913014729817e-06,0.4715718156099319,0.4276282131671906,0.6442208230495453,0.6793792736530303
50,1.708577736835699,mesh,True,188.66666666666666,143.33333333333334,140.0,0.0001339117685953776,5.587538083394368e-05,0.4719018197059631,0.4276801025867462,0.6443888807296754,0.6793683624267578
51,1.7427492915724128,mesh,True,188.66666666666666,143.16666666666666,140.33333333333334,0.00013130505879720052,0.00014680822690327962,0.47183407723903653,0.42771471202373507,0.6444488203525542,0.6796155881881714
52,1.7769208463091268,mesh,True,188.83333333333334,143.0,140.33333333333334,0.00018432140350341797,0.00014904141426086426,0.4720342129468918,0.4278532129526138,0.6447875595092774,0.6796731436252593
53,1.811092401045841,mesh,True,189.33333333333334,143.16666666666666,140.0,0.00024109681447347006,8.795460065205893e-05,0.47224261105060583,0.4278963422775269,0.6451001107692719,0.6798948848247528
54,1.8452639557825548,mesh,True,189.33333333333334,143.33333333333334,140.0,0.0001746972401936849,5.191564559936523e-06,0.4722471964359284,0.4278227907419205,0.6451563656330108,0.6798053431510925
55,1.8794355105192688,mesh,True,189.16666666666666,143.33333333333334,140.16666666666666,0.00011552174886067709,3.170569737752278e-05,0.4724000126123428,0.4279574406147003,0.645416374206543,0.6797793209552765
56,1.9136070652559827,mesh,True,189.0,143.33333333333334,140.0,7.462501525878906e-06,1.890261967976888e-05,0.47222994863986967,0.42805944025516507,0.6451535391807556,0.6798895931243897
57,1.9477786199926967,mesh,True,189.66666666666666,143.66666666666666,140.66666666666666,-4.010200500488281e-05,-1.2032190958658855e-05,0.47253948509693144,0.42772347927093507,0.6455179142951966,0.6797569739818573
58,1.9819501747294108,mesh,True,189.0,144.0,140.66666666666666,7.312297821044922e-05,-1.9180774688720704e-05,0.47239415943622587,0.4278154468536377,0.6454787766933441,0.6801679646968842
59,2.016121729466125,mesh,True,189.33333333333334,143.66666666666666,140.33333333333334,0.00013473828633626302,0.00025998950004577635,0.4723566544055939,0.4279587244987488,0.6445821821689606,0.6798000156879425
60,2.0502932842028385,mesh,True,187.66666666666666,142.83333333333334,139.83333333333334,-3.081957499186198e-05,0.0006861825784047445,0.4720642095804214,0.42909036934375766,0.6444310688972472,0.6797574603557587
61,2.0844648389395526,mesh,True,188.0,142.66666666666666,139.33333333333334,-8.091926574707031e-05,-0.0001994490623474121,0.47173652112483977,0.4284037947654724,0.6456476390361786,0.6799423575401307
62,2.1186363936762667,mesh,True,188.16666666666666,142.66666666666666,139.66666666666666,-3.6795934041341146e-06,-0.0001766363779703776,0.4714854621887207,0.4283818203210831,0.6453714418411255,0.6801934027671813
63,2.1528079484129807,mesh,True,187.66666666666666,142.33333333333334,139.66666666666666,2.4747848510742187e-05,-3.429253896077474e-05,0.47242245852947234,0.42897388696670535,0.6454023027420044,0.680284070968628
64,2.186979503149695,mesh,True,187.66666666666666,142.66666666666666,139.66666666666666,0.00013544559478759766,-4.7135353088378904e-05,0.47212640941143036,0.42893119394779206,0.6451832842826843,0.6803585708141326
65,2.2211510578864084,mesh,True,188.0,142.66666666666666,139.66666666666666,0.00018064181009928385,-0.0001955866813659668,0.47246568441390996,0.42868541717529296,0.6455962550640106,0.6800022101402283
66,2.2553226126231225,mesh,True,188.0,142.66666666666666,139.83333333333334,0.00010763009389241537,-0.00023923714955647785,0.4725890809297562,0.42859424352645875,0.6460040998458862,0.6800023508071898
67,2.2894941673598366,mesh,True,188.33333333333334,143.0,140.33333333333334,3.24408213297526e-05,-0.0001420259475708008,0.47293497145175933,0.42819605231285096,0.6458892667293548,0.6797146534919739
68,2.3236657220965506,mesh,True,189.0,143.16666666666666,140.0,0.00016036033630371094,-5.717277526855469e-05,0.4731635493040085,0.4280354481935501,0.6461488604545593,0.6801821041107178
69,2.3578372768332643,mesh,True,189.33333333333334,143.5,140.33333333333334,0.00028797785441080727,7.43250052134196e-05,0.4730500960350037,0.42802741289138796,0.6461688232421875,0.6799648499488831
70,2.3920088315699783,mesh,True,188.5,142.66666666666666,139.66666666666666,0.00025696754455566405,0.00011458198229471842,0.47380855858325954,0.4283228349685669,0.6462833464145661,0.6801878786087037
71,2.4261803863066924,mesh,True,188.33333333333334,142.66666666666666,139.33333333333334,0.00017902851104736328,2.863009770711263e-06,0.4734975159168243,0.42825136601924896,0.6465754723548889,0.6802457797527313
72,2.4603519410434065,mesh,True,189.33333333333334,143.33333333333334,140.33333333333334,5.6974093119303386e-05,-0.00014020403226216633,0.4737632298469544,0.4280617851018906,0.6469546806812286,0.6802360165119171
73,2.4945234957801206,mesh,True,189.0,143.33333333333334,140.33333333333334,-8.082389831542968e-06,-0.00010433395703633627,0.47363509953022004,0.4279742932319641,0.6468443691730499,0.6803050935268402
74,2.528695050516834,mesh,True,189.66666666666666,143.5,140.33333333333334,1.6005833943684897e-05,3.7167469660441084e-05,0.4739017128944397,0.42805385708808896,0.6468832468986511,0.6801921093463897
75,2.5628666052535483,mesh,True,188.5,142.66666666666666,140.0,-3.1995773315429685e-05,9.242693583170573e-05,0.47325812518596655,0.4281842923164368,0.646773134469986,0.6804283547401427
76,2.5970381599902623,mesh,True,188.33333333333334,142.66666666666666,139.66666666666666,-0.00012133916219075521,4.347562789916992e-05,0.47366231918334967,0.4280763041973114,0.6467049670219421,0.6804422891139984
77,2.6312097147269764,mesh,True,189.66666666666666,143.66666666666666,140.66666666666666,-0.00018838246663411458,-0.00023140708605448406,0.47320029020309445,0.4278135025501251,0.6466404902935028,0.6804226779937744
78,2.6653812694636905,mesh,True,189.33333333333334,143.66666666666666,141.0,-0.00015790462493896483,-0.0001606901486714681,0.47302755951881414,0.42738733291625974,0.6460209214687347,0.6806822299957276
79,2.699552824200404,mesh,True,189.66666666666666,143.66666666666666,140.83333333333334,-7.905165354410807e-05,7.853309313456217e-05,0.473284547328949,0.42782097280025483,0.6460974788665771,0.6810153079032897
80,2.733724378937118,mesh,True,190.0,143.66666666666666,141.0,-4.295508066813151e-05,0.00018288493156433107,0.4727776658535004,0.42772937953472134,0.6459173393249512,0.6808524870872498
81,2.7678959336738322,mesh,True,188.66666666666666,143.0,140.33333333333334,-9.212493896484374e-05,0.0001040796438852946,0.4733551073074341,0.42814993679523466,0.6461519181728363,0.6810405683517455
82,2.8020674884105463,mesh,True,189.33333333333334,143.0,140.33333333333334,-0.00011374155680338542,2.679030100504557e-05,0.4728580349683762,0.42808024764060976,0.6459540772438049,0.6809094619750976
83,2.8362390431472604,mesh,True,189.0,143.33333333333334,140.33333333333334,-0.00010194778442382813,-3.635485967000325e-05,0.47297918677330014,0.42812910258769993,0.6458216869831085,0.6810152649879455
84,2.870410597883974,mesh,True,189.66666666666666,143.66666666666666,140.5,-4.5180320739746094e-05,-5.310773849487305e-05,0.47296439826488496,0.4277727442979813,0.6460657882690429,0.68071932554245
85,2.904582152620688,mesh,True,190.16666666666666,143.66666666666666,141.33333333333334,-6.993611653645833e-07,-8.464455604553222e-05,0.47279694080352785,0.4278587907552719,0.6458195900917053,0.6809383821487426
86,2.938753707357402,mesh,True,190.0,144.0,141.33333333333334,-1.6808509826660156e-05,-8.332133293151856e-05,0.4728620994091034,0.42770585477352147,0.6457257437705993,0.6806364393234253
87,2.9729252620941162,mesh,True,190.16666666666666,144.0,141.33333333333334,5.340576171875e-06,-8.434057235717773e-06,0.4730680674314499,0.4278931206464768,0.6457939207553863,0.6809292101860046
88,3.00709681683083,mesh,True,190.33333333333334,143.83333333333334,141.33333333333334,-8.62280527750651e-06,6.925761699676514e-05,0.4727696031332016,0.4277323049306869,0.6458069109916686,0.680768711566925
89,3.041268371567544,mesh,True,190.0,143.66666666666666,141.0,2.830823262532552e-05,0.00010198156038920085,0.47336827278137206,0.4279261672496795,0.6457542479038239,0.6810700798034668
90,3.075439926304258,mesh,True,189.66666666666666,143.33333333333334,140.66666666666666,9.246667226155599e-05,4.79966402053833e-05,0.47270834982395177,0.42776623129844665,0.6457890558242798,0.6808086240291595
91,3.109611481040972,mesh,True,190.0,143.66666666666666,141.0,6.950696309407553e-05,-0.00010153452555338542,0.47333696007728576,0.42789799332618716,0.6461193358898163,0.6810608828067779
92,3.143783035777686,mesh,True,190.16666666666666,144.16666666666666,141.33333333333334,6.0840447743733725e-05,-0.00017543236414591473,0.47300290763378144,0.42762887060642246,0.6459137034416199,0.6805938971042632
93,3.1779545905143998,mesh,True,190.0,143.66666666666666,140.33333333333334,-4.15643056233724e-05,-0.00020928184191385904,0.47300758123397824,0.42740759074687956,0.6461950623989104,0.6803423571586609
94,3.212126145251114,mesh,True,190.16666666666666,144.0,141.0,-0.00014292399088541667,-0.00015117327372233074,0.4728480333089829,0.42743960320949553,0.6457326138019561,0.6804648232460021
95,3.246297699987828,mesh,True,189.33333333333334,143.83333333333334,140.33333333333334,-0.00012755393981933594,8.85327657063802e-06,0.47271900236606595,0.4273924237489701,0.6457625150680542,0.680506979227066
96,3.280469254724542,mesh,True,190.33333333333334,144.33333333333334,141.33333333333334,-2.9381116231282552e-05,7.051825523376464e-05,0.4728907430171967,0.42739087700843814,0.6459588360786438,0.6805058062076569
97,3.314640809461256,mesh,True,189.33333333333334,143.33333333333334,140.66666666666666,7.370313008626302e-05,9.80993111928304e-05,0.4726328217983246,0.42756729960441586,0.6459111869335175,0.6806215584278107
98,3.3488123641979697,mesh,True,190.0,143.66666666666666,141.0,8.757909138997396e-06,0.00016802151997884115,0.4729210740327835,0.42759177684783933,0.6458972704410553,0.6808940827846527
99,3.3829839189346838,mesh,True,190.0,143.66666666666666,141.33333333333334,-3.321965535481771e-06,0.00020780364672342937,0.4729455763101578,0.4278338301181793,0.646015055179596,0.6808837354183197
100,3.417155473671398,mesh,True,189.0,143.5,141.0,2.7251243591308593e-05,0.00019327203432718912,0.4728876006603241,0.4283598792552948,0.6457938051223755,0.6813558304309845
101,3.451327028408112,mesh,True,189.0,143.0,140.66666666666666,9.83874003092448e-05,0.00012514392534891764,0.47297681868076324,0.4280772578716278,0.6462702894210814,0.6812074625492096
102,3.4854985831448255,mesh,True,189.0,142.66666666666666,140.0,0.00014274915059407552,3.987352053324382e-05,0.47305381953716275,0.4282306206226349,0.646217269897461,0.6813376545906067
103,3.5196701378815396,mesh,True,188.83333333333334,143.33333333333334,140.66666666666666,0.00011421839396158854,-1.2284517288208007e-05,0.4731390899419784,0.4280976104736328,0.6463789439201355,0.6812049841880798
104,3.5538416926182537,mesh,True,189.33333333333334,142.66666666666666,140.33333333333334,1.243750254313151e-06,1.0788440704345703e-05,0.47313935875892643,0.4281061977148056,0.6462752771377563,0.6811229586601257
105,3.5880132473549677,mesh,True,188.5,143.0,141.0,1.88748041788737e-05,6.59167766571045e-05,0.47339882254600524,0.42846594989299774,0.6463095152378082,0.681169866323471
106,3.622184802091682,mesh,True,189.0,143.33333333333334,140.83333333333334,2.129077911376953e-05,0.00017454028129577638,0.4733378821611405,0.42848944604396816,0.6465054535865783,0.681460108757019
107,3.6563563568283954,mesh,True,189.33333333333334,143.33333333333334,140.66666666666666,1.125335693359375e-05,0.00020016431808471679,0.4731459671258927,0.42863966464996334,0.6462561404705047,0.6816430139541626
108,3.6905279115651095,mesh,True,189.33333333333334,143.33333333333334,140.83333333333334,5.0743420918782554e-05,0.00018189748128255207,0.4733688598871231,0.42863710880279543,0.6467555117607117,0.6817960405349731
109,3.7246994663018236,mesh,True,189.33333333333334,143.66666666666666,140.83333333333334,2.6766459147135416e-05,0.00016347567240397135,0.47332615077495577,0.4290076690912247,0.6463253796100616,0.6820877814292907
110,3.7588710210385377,mesh,True,189.33333333333334,143.5,140.5,1.7118453979492187e-05,0.00027545491854349773,0.47314790129661566,0.42923594594001774,0.6465485763549805,0.6823512828350068
111,3.7930425757752517,mesh,True,189.33333333333334,144.0,140.0,-4.642804463704427e-05,0.0002908885478973389,0.4732210540771485,0.42957639157772065,0.6464453184604644,0.6823361563682556
112,3.8272141305119654,mesh,True,188.66666666666666,143.0,139.66666666666666,2.4159749348958332e-06,0.00038416385650634765,0.4731876701116562,0.4301748812198639,0.6460838079452514,0.6826004266738892
113,3.8613856852486794,mesh,True,188.83333333333334,143.33333333333334,140.0,3.841718037923177e-05,0.00042405525843302406,0.4736404049396515,0.4305852264165878,0.6467087686061859,0.6826927375793457
114,3.8955572399853935,mesh,True,189.0,143.16666666666666,140.66666666666666,3.230571746826172e-05,0.0003885805606842041,0.4736401396989822,0.43128787517547607,0.6459343588352203,0.6835668241977692
115,3.9297287947221076,mesh,True,188.83333333333334,143.33333333333334,140.66666666666666,9.272893269856771e-05,0.0002551019191741943,0.47357254326343534,0.43125913083553313,0.6460333526134491,0.683210300207138
116,3.9639003494588216,mesh,True,189.0,143.33333333333334,140.66666666666666,5.409717559814453e-05,0.00017939209938049315,0.4737238138914108,0.4315730535984039,0.6462613189220427,0.6831565630435943
117,3.9980719041955353,mesh,True,189.0,143.16666666666666,140.5,-4.0578842163085935e-05,0.00010303060213724772,0.4734947437047959,0.4316380786895752,0.6461423051357269,0.6833165109157562
118,4.03224345893225,mesh,True,189.0,143.16666666666666,140.66666666666666,1.1730194091796876e-05,0.0001388231913248698,0.4736875063180923,0.43186528563499454,0.6459796953201293,0.6834979462623596
119,4.066415013668963,mesh,True,189.16666666666666,143.33333333333334,140.66666666666666,2.2017955780029296e-05,0.000180471936861674,0.47367657244205474,0.4321255522966385,0.6462984561920166,0.683709522485733
120,4.100586568405677,mesh,True,189.0,143.33333333333334,140.66666666666666,3.7161509195963543e-05,0.00011020898818969727,0.47352486073970795,0.43225977778434754,0.646531548500061,0.6839078950881957
121,4.134758123142391,mesh,True,189.33333333333334,143.16666666666666,140.33333333333334,9.411176045735677e-05,7.97708829243978e-06,0.47371183037757875,0.432037450671196,0.6465230453014373,0.6841698801517487
122,4.168929677879105,mesh,True,189.33333333333334,143.0,140.66666666666666,7.720788319905599e-05,-6.257792313893637e-05,0.473776010274887,0.432240389585495,0.6463800597190856,0.6843497776985168
123,4.203101232615819,mesh,True,189.33333333333334,143.33333333333334,140.66666666666666,6.228288014729818e-05,-3.116925557454427e-05,0.473695559501648,0.432026908993721,0.646303938627243,0.6843271076679229
124,4.237272787352533,mesh,True,189.33333333333334,143.0,140.33333333333334,0.00011001427968343099,9.296735127766927e-05,0.4740446650981903,0.43205372989177704,0.6466823410987854,0.6846133089065553
125,4.271444342089247,mesh,True,189.33333333333334,143.5,140.66666666666666,0.00012930631637573243,0.00017862915992736817,0.4738409465551376,0.4321359354257584,0.6466383898258209,0.685147715806961
126,4.3056158968259615,mesh,True,188.33333333333334,142.66666666666666,139.83333333333334,0.00012958844502766926,0.00010046760241190592,0.4743449711799622,0.43222349643707275,0.6471461403369904,0.6850282859802246
127,4.3397874515626755,mesh,True,188.33333333333334,142.83333333333334,139.66666666666666,8.463462193806967e-05,3.147522608439128e-05,0.4743231105804443,0.43231486678123476,0.6468871295452118,0.6849324929714202
128,4.37395900629939,mesh,True,188.33333333333334,143.33333333333334,139.66666666666666,3.6875406901041667e-06,-2.3032228151957195e-05,0.4743289583921433,0.43230440735816955,0.6471397793292999,0.6847707808017731
129,4.408130561036103,mesh,True,188.33333333333334,143.0,139.5,-3.5381317138671876e-05,-0.00012110074361165365,0.47424574494361876,0.43253353118896487,0.6466797530651093,0.6846612775325774
130,4.442302115772817,mesh,True,189.16666666666666,144.0,140.66666666666666,-7.720788319905599e-05,-0.0002409517765045166,0.47432053864002227,0.43204331159591675,0.646468300819397,0.6845281410217284
131,4.476473670509531,mesh,True,189.5,143.83333333333334,141.0,-8.939107259114583e-05,-0.0002762158711751302,0.4743441593647003,0.4317183351516724,0.6465785670280456,0.6843037939071656
132,4.510645225246245,mesh,True,189.33333333333334,144.0,141.0,-0.00011734962463378906,-0.00017525752385457358,0.47377182781696325,0.4314567768573761,0.646325318813324,0.6841342949867248
133,4.544816779982959,mesh,True,189.0,144.0,140.66666666666666,-8.777777353922526e-05,3.0193726221720377e-05,0.47376328170299525,0.43140210330486295,0.6466230785846709,0.6840246820449829
134,4.578988334719673,mesh,True,189.0,143.66666666666666,140.33333333333334,-6.539026896158854e-05,0.00020009080568949382,0.47379933416843417,0.43159838259220124,0.646548308134079,0.683915866613388
135,4.613159889456387,mesh,True,189.16666666666666,143.33333333333334,140.33333333333334,-6.320873896280925e-05,5.278984705607096e-05,0.47371925830841066,0.4319283330440521,0.6465234518051147,0.6841132295131682
136,4.647331444193101,mesh,True,189.0,143.0,140.33333333333334,-1.4472007751464844e-05,3.100832303365072e-05,0.47387039899826056,0.4319865095615387,0.6465167117118835,0.6842227447032928
137,4.681502998929815,mesh,True,189.0,143.66666666666666,140.33333333333334,0.0001222531000773112,3.4043192863464354e-05,0.47372319340705876,0.4318392759561539,0.6466054725646972,0.6839840829372406
138,4.7156745536665285,mesh,True,189.0,143.33333333333334,140.66666666666666,4.31060791015625e-05,3.3179918924967446e-05,0.47386497378349307,0.4322175049781799,0.6466276288032532,0.6842955613136291
139,4.749846108403243,mesh,True,189.0,143.33333333333334,140.33333333333334,-4.36703364054362e-06,1.103679339090983e-05,0.47372191250324247,0.43192541480064395,0.6468920445442199,0.6842327845096587
140,4.784017663139957,mesh,True,189.0,143.33333333333334,140.0,-1.1285146077473959e-05,1.1128187179565429e-05,0.4737023639678955,0.4319938510656357,0.646686235666275,0.6844457995891571
141,4.818189217876671,mesh,True,189.0,143.66666666666666,140.33333333333334,4.265308380126953e-05,-1.1444091796875e-05,0.4739384269714355,0.43199207842350007,0.6467588877677917,0.684572958946228
142,4.852360772613385,mesh,True,189.0,143.66666666666666,140.66666666666666,9.410381317138672e-05,-2.899765968322754e-05,0.47411768496036527,0.43199403285980226,0.6467079520225525,0.6842895281314849
143,4.886532327350099,mesh,True,188.66666666666666,143.5,140.5,0.00012172063191731771,3.921985626220703e-06,0.4740642237663269,0.4319413465261459,0.6469799971580505,0.6843573117256164
144,4.920703882086813,mesh,True,188.66666666666666,143.66666666666666,140.16666666666666,9.740988413492838e-05,9.171168009440105e-06,0.4740612709522248,0.43219889521598814,0.6469061207771302,0.6842792224884032
145,4.954875436823527,mesh,True,189.0,143.66666666666666,140.33333333333334,7.811387379964193e-05,-1.170039176940918e-05,0.4742417216300964,0.43195819914340977,0.6472645246982573,0.6843961179256439
146,4.989046991560241,mesh,True,188.66666666666666,143.33333333333334,140.0,2.3150444030761717e-05,-1.5785296758015951e-06,0.4740510326623917,0.4318303894996643,0.6471491050720215,0.6844500005245209
