window_index,time_s,window_start_s,window_end_s,accepted,ridge_bpm,raw_estimate_bpm,status,hr_source,aggregation_mode,eligible_patches,eligible_regions,contributing_patches,contributing_regions,waveform_generated,selected_channels_json,region_medians_json,estimate_near_contributor_peak,region_median_spread_bpm,selected_cluster_score
10,14.999984999999999,9.99999,19.99998,True,183.0,183.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/chrom"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 183.0, ""left_cheek"": 183.0, ""right_cheek"": 183.0}",True,0.0,0.3970468189726206
11,15.999984,10.999989,20.999979,True,183.0,183.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/chrom"", ""baseline/forehead_1/pos"", ""baseline/forehead_2/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 182.0, ""left_cheek"": 183.0, ""right_cheek"": 183.0}",True,1.0,0.4187137535636276
12,16.999983,11.999988,21.999978,True,182.0,182.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/chrom"", ""baseline/forehead_1/pos"", ""baseline/forehead_2/chrom"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 182.0, ""left_cheek"": 182.0, ""right_cheek"": 183.0}",True,1.0,0.3947113250213636
13,17.999982,12.999986999999999,22.999976999999998,True,182.0,182.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_2/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 182.0, ""left_cheek"": 182.0, ""right_cheek"": 182.0}",True,0.0,0.33548773098812656
14,18.999981,13.999986,23.999976,True,182.0,182.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,5,3,True,"[""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_3/pos"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 181.0, ""left_cheek"": 182.0, ""right_cheek"": 182.0}",True,1.0,0.30170297051035183
15,19.99998,14.999984999999999,24.999975,True,182.25,182.25,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,4,2,True,"[""baseline/left_cheek_0/pos"", ""baseline/left_cheek_2/pos"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 183.0, ""right_cheek"": 181.5}",True,1.5,0.1739507384874501
16,20.999979,15.999984,25.999973999999998,True,182.75,182.75,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,4,2,True,"[""baseline/left_cheek_0/pos"", ""baseline/left_cheek_2/pos"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 183.0, ""right_cheek"": 182.5}",True,0.5,0.15146310296720905
17,21.999978,16.999983,26.999972999999997,True,182.5,182.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,2,2,True,"[""baseline/left_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 183.0, ""right_cheek"": 182.0}",True,1.0,0.16911696003023224
18,22.999976999999998,17.999982,27.999972,True,183.0,183.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,3,2,True,"[""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 183.0, ""right_cheek"": 183.0}",True,0.0,0.166544907116949
19,23.999976,18.999981,28.999971,True,183.75,183.75,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,4,2,True,"[""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 184.0, ""right_cheek"": 183.5}",True,0.5,0.17006608038812587
20,24.999975,19.99998,29.999969999999998,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 183.0}",True,2.0,0.17488470928746055
21,25.999973999999998,20.999979,30.999969,True,184.25,184.25,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 183.5}",True,1.5,0.19570145532210045
22,26.999972999999997,21.999978,31.999968,True,184.5,184.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 184.0}",True,1.0,0.2269128178561409
23,27.999972,22.999976999999998,32.999967,True,184.75,184.75,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 184.5}",True,0.5,0.24890158058875578
24,28.999971,23.999976,33.999966,True,185.0,185.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 185.0}",True,0.0,0.2563790703770549
25,29.999969999999998,24.999975,34.999964999999996,True,185.0,185.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 185.0}",True,0.0,0.2510847294201474
26,30.999969,25.999973999999998,35.999964,True,185.75,185.75,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.5, ""right_cheek"": 186.0}",True,0.5,0.2420474544931042
27,31.999968,26.999972999999997,36.999963,True,186.0,186.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 186.0, ""right_cheek"": 186.0}",True,0.0,0.23967634947889085
28,32.999967,27.999972,37.999962,True,186.0,186.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""tracked/forehead_2/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 185.0, ""left_cheek"": 186.0, ""right_cheek"": 186.0}",True,1.0,0.310642535856201
29,33.999966,28.999971,38.999961,True,186.0,186.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""tracked/forehead_2/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""tracked/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 185.0, ""left_cheek"": 186.0, ""right_cheek"": 186.0}",True,1.0,0.3149443967744843
30,34.999964999999996,29.999969999999998,39.99996,True,185.0,185.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 185.0}",True,0.0,0.2630414093870885
31,35.999964,30.999969,40.999959,True,185.0,185.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 185.0}",True,0.0,0.26808103145594714
32,36.999963,31.999968,41.999958,True,184.75,184.75,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 184.5, ""right_cheek"": 185.0}",True,0.5,0.2673896003783947
33,37.999962,32.999967,42.999956999999995,True,184.5,184.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 184.0, ""right_cheek"": 185.0}",True,1.0,0.2774520546953905
34,38.999961,33.999966,43.999956,True,184.5,184.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 184.0, ""right_cheek"": 185.0}",True,1.0,0.2720216338763453
35,39.99996,34.999964999999996,44.999955,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.0,0.26818348639196593
36,40.999959,35.999964,45.999953999999995,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.0,0.26832131593689534
37,41.999958,36.999963,46.999953,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.0,0.26705484814743935
38,42.999956999999995,37.999962,47.999952,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,3,True,"[""baseline/forehead_1/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 184.0, ""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.0,0.32124871088800827
39,43.999956,38.999961,48.999950999999996,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,3,True,"[""baseline/forehead_1/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""tracked/right_cheek_3/pos""]","{""forehead"": 184.0, ""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.0,0.31234850869174013
40,44.999955,39.99996,49.99995,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""baseline/forehead_0/chrom"", ""baseline/forehead_1/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 184.5, ""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.5,0.30104761249051515
41,45.999953999999995,40.999959,50.999949,True,185.0,185.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""baseline/forehead_0/chrom"", ""tracked/forehead_1/chrom"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 185.5, ""left_cheek"": 184.0, ""right_cheek"": 185.0}",True,1.5,0.30939427084362875
42,46.999953,41.999958,51.999947999999996,True,185.0,185.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""baseline/forehead_0/chrom"", ""tracked/forehead_1/chrom"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 185.0, ""left_cheek"": 185.0, ""right_cheek"": 185.0}",True,0.0,0.32567712871571874
43,47.999952,42.999956999999995,52.999947,True,185.5,185.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,3,True,"[""tracked/forehead_1/chrom"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 186.0, ""left_cheek"": 185.5, ""right_cheek"": 185.0}",True,1.0,0.3376200115062116
44,48.999950999999996,43.999956,53.999945999999994,True,186.0,186.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""tracked/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 186.0, ""right_cheek"": 186.0}",True,0.0,0.27268524982284964
45,49.99995,44.999955,54.999945,True,186.0,186.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""tracked/right_cheek_3/pos""]","{""left_cheek"": 186.0, ""right_cheek"": 186.0}",True,0.0,0.27027998209413434
46,50.999949,45.999953999999995,55.999944,True,185.0,185.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""tracked/right_cheek_3/pos""]","{""left_cheek"": 185.0, ""right_cheek"": 185.0}",True,0.0,0.26219413004035375
47,51.999947999999996,46.999953,56.999942999999995,True,184.75,184.75,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,7,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""tracked/right_cheek_3/pos""]","{""left_cheek"": 184.5, ""right_cheek"": 185.0}",True,0.5,0.25941083011923627
48,52.999947,47.999952,57.999942,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""tracked/forehead_0/chrom"", ""baseline/forehead_2/chrom"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 184.0, ""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.0,0.32099374231113137
49,53.999945999999994,48.999950999999996,58.999941,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,3,True,"[""tracked/forehead_0/chrom"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 184.0, ""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.0,0.3225395461591312
50,54.999945,49.99995,59.999939999999995,True,184.0,184.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,3,True,"[""tracked/forehead_0/chrom"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/chrom"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 184.0, ""left_cheek"": 184.0, ""right_cheek"": 184.0}",True,0.0,0.3203536194217476
51,55.999944,50.999949,60.999939,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
52,56.999942999999995,51.999947999999996,61.999938,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
