stage,case,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
stage3_routing,data4,-5,50,46,50,46,41,46,92.0,92.0,2.115217391304348,2.7323743457325524,-0.29782608695652213,2.7113933635368888,89.1304347826087,100.0,82.0,92.0,5.650000000000002,6.099999999999994,-5.680196743645855,5.0845445697328095
stage3_routing,data4,-2,50,46,50,46,43,46,92.0,92.0,2.434782608695653,2.8278890575372886,-0.17826086956521744,3.149429236078585,93.47826086956522,100.0,86.0,92.0,5.150000000000002,5.5,-5.771025161152702,5.414503422022268
stage3_routing,data4,-1,50,46,50,46,44,46,92.0,92.0,2.5173913043478264,2.8683429544508496,-0.13478260869565223,3.262978254384824,95.65217391304348,100.0,88.0,92.0,4.925000000000001,5.5,-5.812578923403002,5.543013706011697
stage3_routing,data4,0,50,46,50,46,45,46,92.0,92.0,2.556521739130435,2.891742366298125,-0.09130434782608701,3.318757300560302,97.82608695652173,100.0,90.0,92.0,4.650000000000002,5.799999999999997,-5.818891945319164,5.63628324966699
stage3_routing,data4,1,50,46,50,46,45,46,92.0,92.0,2.552173913043478,2.8796889928692253,-0.0478260869565218,3.316870802895959,97.82608695652173,100.0,90.0,92.0,4.6250000000000036,6.0,-5.753598082380814,5.657945908467771
stage3_routing,data4,2,50,46,50,46,45,46,92.0,92.0,2.526086956521739,2.8252741306010423,-0.008695652173913167,3.285923260279701,97.82608695652173,100.0,90.0,92.0,4.350000000000005,6.099999999999994,-5.607396544966501,5.590005240618674
stage3_routing,data4,5,50,46,50,46,45,46,92.0,92.0,2.076086956521739,2.356074480257731,0.05869565217391311,2.7019753805116666,97.82608695652173,100.0,90.0,92.0,3.549999999999997,5.599999999999994,-4.608789394908111,4.726180699255938
