profile,case,plan,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
short6,data5,native6s,-5,57,53,57,53,12,34,92.98245614035088,92.98245614035088,19.937106918238996,33.3613090151354,5.3270440251572335,20.87394468317789,22.641509433962263,64.15094339622641,21.05263157894737,59.64912280701754,90.66666666666667,93.66666666666667,-59.83985304829244,70.49394109860691
short6,data5,native6s,-2,57,53,57,53,19,35,92.98245614035088,92.98245614035088,19.666666666666664,33.549503459662965,4.427672955974844,20.518395021608093,35.84905660377358,66.0377358490566,33.333333333333336,61.40350877192982,91.8,93.16666666666667,-61.37795007488968,70.23329598683937
short6,data5,native6s,-1,57,53,57,53,21,38,92.98245614035088,92.98245614035088,19.547169811320753,33.70837754892887,4.119496855345911,20.405891040501327,39.62264150943396,71.69811320754717,36.8421052631579,66.66666666666667,92.46666666666667,93.33333333333333,-62.08120165928601,70.32019536997784
short6,data5,native6s,0,57,53,57,53,23,38,92.98245614035088,92.98245614035088,19.40566037735849,33.90310988005059,3.8018867924528315,20.28743485291019,43.39622641509434,71.69811320754717,40.35087719298246,66.66666666666667,93.13333333333333,93.66666666666667,-62.86096045590237,70.46473404080804
short6,data5,native6s,1,57,53,57,53,26,38,92.98245614035088,92.98245614035088,19.245283018867923,34.128011574133545,3.4716981132075473,20.16268798963675,49.056603773584904,71.69811320754717,45.6140350877193,66.66666666666667,93.89999999999999,94.5,-63.7090049028567,70.6524011292718
short6,data5,native6s,2,57,53,57,53,28,38,92.98245614035088,92.98245614035088,19.047169811320753,34.357756776800095,3.1226415094339632,20.002321204191208,52.83018867924528,71.69811320754717,49.12280701754386,66.66666666666667,94.73333333333333,95.16666666666667,-64.58161752430668,70.8269005431746
short6,data5,native6s,5,57,53,56,53,34,37,92.98245614035088,94.64285714285714,18.522012578616355,34.90149360364394,1.962264150943396,19.529189080942192,64.15094339622641,69.81132075471699,60.714285714285715,66.07142857142857,96.0,97.5,-66.99005118505623,70.91457948694303
short6,data5,common10s,-5,53,49,53,49,16,38,92.45283018867924,92.45283018867924,10.36530612244898,16.04119060164698,-1.2346938775510212,10.534511957987151,32.6530612244898,77.55102040816327,30.18867924528302,71.69811320754717,42.419999999999995,43.400000000000006,-32.90700798098632,30.43762022588428
short6,data5,common10s,-2,53,49,53,49,22,41,92.45283018867924,92.45283018867924,9.559183673469386,15.917055414278877,-2.1918367346938785,9.563931270206147,44.89795918367347,83.6734693877551,41.509433962264154,77.35849056603773,43.18,44.2,-33.41228037877641,29.02860690938865
short6,data5,common10s,-1,53,49,53,49,26,43,92.45283018867924,92.45283018867924,9.263265306122449,15.888444010072996,-2.5326530612244906,9.211938171145272,53.06122448979592,87.75510204081633,49.056603773584904,81.13207547169812,43.419999999999995,44.5,-33.59441197257184,28.52910585012286
short6,data5,common10s,0,53,49,53,49,29,43,92.45283018867924,92.45283018867924,8.951020408163265,15.872733648284651,-2.889795918367348,8.842218721046002,59.183673469387756,87.75510204081633,54.716981132075475,81.13207547169812,43.68,44.8,-33.79742377946339,28.017831942728687
short6,data5,common10s,1,53,49,53,49,31,43,92.45283018867924,92.45283018867924,8.634693877551019,15.873215792391811,-3.2673469387755114,8.46671882981262,63.265306122448976,87.75510204081633,58.490566037735846,81.13207547169812,43.98,45.2,-34.02811930662523,27.493425429074207
short6,data5,common10s,2,53,49,53,49,33,43,92.45283018867924,92.45283018867924,8.324489795918367,15.885707862280306,-3.66326530612245,8.099647540179491,67.34693877551021,87.75510204081633,62.264150943396224,81.13207547169812,44.279999999999994,45.5,-34.27405054052418,26.947519928279277
short6,data5,common10s,5,53,49,52,49,40,43,92.45283018867924,94.23076923076923,7.4,16.01801281975631,-4.955102040816328,7.014047965826046,81.63265306122449,87.75510204081633,76.92307692307692,82.6923076923077,45.279999999999994,46.3,-35.119847522918434,25.20964344128578
