window_index,time_s,channel,roi,method,channel_status,observed_fraction,roi_quality,signal_std,candidate_rank,candidate_bpm,relative_power,peak_concentration,prominence_ratio,candidate_weight,motion_overlap,motion_weight,selected_consensus,output_accepted,waveform_weight,motion_available,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability,motion_spectral_coverage,motion_evidence_status
0,4.999995,forehead_logpos,forehead,logpos,gap_or_filter_edge,1.0,0.9975965260816466,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,forehead_logchrom,forehead,logchrom,gap_or_filter_edge,1.0,0.9975965260816466,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,left_cheek_logpos,left_cheek,logpos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,left_cheek_logchrom,left_cheek,logchrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,right_cheek_logpos,right_cheek,logpos,gap_or_filter_edge,1.0,0.9998557896999822,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,right_cheek_logchrom,right_cheek,logchrom,gap_or_filter_edge,1.0,0.9998557896999822,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,forehead_logpos,forehead,logpos,gap_or_filter_edge,1.0,0.9983097725261357,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,forehead_logchrom,forehead,logchrom,gap_or_filter_edge,1.0,0.9983097725261357,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,left_cheek_logpos,left_cheek,logpos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,left_cheek_logchrom,left_cheek,logchrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,right_cheek_logpos,right_cheek,logpos,gap_or_filter_edge,1.0,0.9999024389230123,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,right_cheek_logchrom,right_cheek,logchrom,gap_or_filter_edge,1.0,0.9999024389230123,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logpos,forehead,logpos,usable,1.0,0.9984091257229067,1.318481806508231,1,94.0,1.0,0.2832280305133588,1.0,0.5313450733310691,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logpos,forehead,logpos,usable,1.0,0.9984091257229067,1.318481806508231,2,151.0,0.756945440633621,0.23467029014991653,0.752560687455731,0.42079433629771784,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logchrom,forehead,logchrom,usable,1.0,0.9984091257229067,1.3253591733258083,1,181.0,1.0,0.3840138734672144,1.0,0.6187026828565765,0.0,1.0,True,True,0.40215674385677475,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logchrom,forehead,logchrom,usable,1.0,0.9984091257229067,1.3253591733258083,2,152.0,0.5017295695137879,0.18596005944071692,0.4902561438214209,0.30496726755788806,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logchrom,forehead,logchrom,usable,1.0,0.9984091257229067,1.3253591733258083,3,94.0,0.48714217287505207,0.15723265620627963,0.4867185910734601,0.276317112574518,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logpos,left_cheek,logpos,usable,1.0,1.0,1.000189370450024,1,91.0,1.0,0.523380755231477,1.0,0.7234505893504248,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logpos,left_cheek,logpos,usable,1.0,1.0,1.000189370450024,2,181.0,0.4600866512994631,0.2306728107852116,0.4570564263543854,0.3257752001917928,0.0,1.0,True,True,0.22153559691528357,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,1.0,0.726313388433099,1,182.0,1.0,0.4793553518178367,1.0,0.6923549319661388,0.0,1.0,True,True,0.4708193350508552,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,1.0,0.726313388433099,2,90.0,0.34661928662888775,0.18320930248699088,0.34571807888186584,0.2519997574042818,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logpos,right_cheek,logpos,usable,1.0,0.9999045427277982,1.3525003885502633,1,182.0,1.0,0.6435271849283135,1.0,0.8021248855962952,0.0,1.0,True,True,0.4103585228071697,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logpos,right_cheek,logpos,usable,1.0,0.9999045427277982,1.3525003885502633,2,90.0,0.2099869559330256,0.15021896459546522,0.20992501443756145,0.17758941740274425,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,0.9999045427277982,1.5170082725814786,1,183.0,1.0,0.5865354574389885,1.0,0.765782922657537,0.0,1.0,True,True,0.3917663627891255,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logpos,forehead,logpos,usable,1.0,0.9984526684277463,1.385962047120741,1,93.0,1.0,0.3785357654876499,1.0,0.6143006032138449,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logpos,forehead,logpos,usable,1.0,0.9984526684277463,1.385962047120741,2,151.0,0.5804196810782228,0.21502634814160612,0.5801883415547394,0.3527316149268335,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logpos,forehead,logpos,usable,1.0,0.9984526684277463,1.385962047120741,3,180.0,0.4484438818449755,0.16259607680215324,0.4468795449496297,0.26961035291491653,0.0,1.0,True,True,0.19249097893280706,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logchrom,forehead,logchrom,usable,1.0,0.9984526684277463,1.3442655011003164,1,180.0,1.0,0.4542677826393537,1.0,0.6729510119603838,0.0,1.0,True,True,0.4804600330275767,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logchrom,forehead,logchrom,usable,1.0,0.9984526684277463,1.3442655011003164,2,94.0,0.4106848587460392,0.18936072882872118,0.41056429586342497,0.2784368974981051,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logchrom,forehead,logchrom,usable,1.0,0.9984526684277463,1.3442655011003164,3,151.0,0.3565273165530912,0.1607107557598613,0.35191469991070823,0.238999151391037,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logpos,left_cheek,logpos,usable,1.0,1.0,1.065426385776293,1,91.0,1.0,0.5306596368650264,1.0,0.7284638885113156,0.0,1.0,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logpos,left_cheek,logpos,usable,1.0,1.0,1.065426385776293,2,180.0,0.5229851662289196,0.2585891832243685,0.5224962510399822,0.36774761314466325,0.0,1.0,True,True,0.24092439298872687,False,,,,,,legacy_not_assessed
