window_index,time_s,window_start_s,window_end_s,accepted,ridge_bpm,raw_estimate_bpm,status,hr_source,aggregation_mode,eligible_patches,eligible_regions,contributing_patches,contributing_regions,waveform_generated,selected_channels_json,region_medians_json,estimate_near_contributor_peak,region_median_spread_bpm,selected_cluster_score
0,4.999995,0.0,9.99999,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,median,0,0,0,0,False,[],{},False,,
1,5.999994,0.999999,10.999989,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,median,0,0,0,0,False,[],{},False,,
2,6.999993,1.999998,11.999988,True,102.0,102.0,accepted,spatial_aggregation_of_saved_patch_BVP,median,3,3,3,3,True,"[""tracked/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 58.0, ""left_cheek"": 102.0, ""right_cheek"": 117.0}",True,59.0,
3,7.999992,2.999997,12.999986999999999,True,114.0,114.0,accepted,spatial_aggregation_of_saved_patch_BVP,median,3,3,3,3,True,"[""tracked/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]","{""forehead"": 80.0, ""left_cheek"": 159.0, ""right_cheek"": 114.0}",True,79.0,
4,8.999991,3.999996,13.999986,True,138.0,138.0,accepted,spatial_aggregation_of_saved_patch_BVP,median,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/chrom""]","{""forehead"": 138.0, ""left_cheek"": 161.0, ""right_cheek"": 84.0}",True,77.0,
5,9.99999,4.999995,14.999984999999999,True,79.0,79.0,accepted,spatial_aggregation_of_saved_patch_BVP,median,3,3,3,3,True,"[""tracked/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""forehead"": 75.0, ""left_cheek"": 162.0, ""right_cheek"": 79.0}",True,87.0,
6,10.999989,5.999994,15.999984,True,78.0,78.0,accepted,spatial_aggregation_of_saved_patch_BVP,median,3,3,3,3,True,"[""tracked/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""forehead"": 74.0, ""left_cheek"": 78.0, ""right_cheek"": 79.0}",True,5.0,
7,11.999988,6.999993,16.999983,True,78.0,78.0,accepted,spatial_aggregation_of_saved_patch_BVP,median,3,3,3,3,True,"[""tracked/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""forehead"": 76.0, ""left_cheek"": 78.0, ""right_cheek"": 78.0}",True,2.0,
8,12.999986999999999,7.999992,17.999982,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,median,3,3,3,3,True,"[""tracked/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""forehead"": 62.0, ""left_cheek"": 77.0, ""right_cheek"": 76.0}",True,15.0,
9,13.999986,8.999991,18.999981,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,median,3,3,3,3,True,"[""tracked/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""forehead"": 61.0, ""left_cheek"": 77.0, ""right_cheek"": 75.0}",True,16.0,
