record_type,window_index,channel,patch_id,region,branch,method,status,observed_fraction,mean_quality,tracked_fraction,reset_fraction,representative,peak_bpm,peak_concentration,peak_fwhm_bpm,spectral_score,coefficient,polarity,medoid_channel
channel,0,baseline/forehead_0/chrom,forehead_0,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999999888590894,0.5566666666666666,0.0033333333333333335,False,,,,,,,
channel,0,baseline/forehead_0/pos,forehead_0,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999999888590894,0.5566666666666666,0.0033333333333333335,False,,,,,,,
channel,0,baseline/forehead_1/chrom,forehead_1,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999999885500224,0.5566666666666666,0.0033333333333333335,False,,,,,,,
channel,0,baseline/forehead_1/pos,forehead_1,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999999885500224,0.5566666666666666,0.0033333333333333335,False,,,,,,,
channel,0,baseline/forehead_2/chrom,forehead_2,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9958462452246869,0.6766666666666666,0.0033333333333333335,False,,,,,,,
channel,0,baseline/forehead_2/pos,forehead_2,forehead,baseline,pos,nonfinite_bvp,1.0,0.9958462452246869,0.6766666666666666,0.0033333333333333335,False,,,,,,,
channel,0,baseline/forehead_3/chrom,forehead_3,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9957773481386014,0.67,0.0033333333333333335,False,,,,,,,
channel,0,baseline/forehead_3/pos,forehead_3,forehead,baseline,pos,nonfinite_bvp,1.0,0.9957773481386014,0.67,0.0033333333333333335,False,,,,,,,
channel,0,baseline/left_cheek_0/chrom,left_cheek_0,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999902483546,0.8366666666666667,0.0033333333333333335,False,,,,,,,
channel,0,baseline/left_cheek_0/pos,left_cheek_0,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999902483546,0.8366666666666667,0.0033333333333333335,False,,,,,,,
channel,0,baseline/left_cheek_1/chrom,left_cheek_1,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999896304742,0.84,0.0033333333333333335,False,,,,,,,
channel,0,baseline/left_cheek_1/pos,left_cheek_1,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999896304742,0.84,0.0033333333333333335,False,,,,,,,
channel,0,baseline/left_cheek_2/chrom,left_cheek_2,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999899856471,0.8633333333333333,0.0033333333333333335,False,,,,,,,
channel,0,baseline/left_cheek_2/pos,left_cheek_2,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999899856471,0.8633333333333333,0.0033333333333333335,False,,,,,,,
channel,0,baseline/left_cheek_3/chrom,left_cheek_3,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999891514662,0.83,0.0033333333333333335,False,,,,,,,
channel,0,baseline/left_cheek_3/pos,left_cheek_3,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999891514662,0.83,0.0033333333333333335,False,,,,,,,
channel,0,baseline/right_cheek_0/chrom,right_cheek_0,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999338106399216,0.7966666666666666,0.0033333333333333335,False,,,,,,,
channel,0,baseline/right_cheek_0/pos,right_cheek_0,right_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999338106399216,0.7966666666666666,0.0033333333333333335,False,,,,,,,
channel,0,baseline/right_cheek_1/chrom,right_cheek_1,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9994676077594511,0.67,0.0033333333333333335,False,,,,,,,
channel,0,baseline/right_cheek_1/pos,right_cheek_1,right_cheek,baseline,pos,nonfinite_bvp,1.0,0.9994676077594511,0.67,0.0033333333333333335,False,,,,,,,
channel,0,baseline/right_cheek_2/chrom,right_cheek_2,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999890630956,0.8433333333333334,0.0033333333333333335,False,,,,,,,
channel,0,baseline/right_cheek_2/pos,right_cheek_2,right_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999890630956,0.8433333333333334,0.0033333333333333335,False,,,,,,,
channel,0,baseline/right_cheek_3/chrom,right_cheek_3,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999890181948,0.6333333333333333,0.0033333333333333335,False,,,,,,,
channel,0,baseline/right_cheek_3/pos,right_cheek_3,right_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999890181948,0.6333333333333333,0.0033333333333333335,False,,,,,,,
channel,0,tracked/forehead_0/chrom,forehead_0,forehead,tracked,chrom,nonfinite_bvp,1.0,0.9999999888590894,0.5566666666666666,0.0033333333333333335,False,,,,,,,
channel,0,tracked/forehead_0/pos,forehead_0,forehead,tracked,pos,nonfinite_bvp,1.0,0.9999999888590894,0.5566666666666666,0.0033333333333333335,False,,,,,,,
channel,0,tracked/forehead_1/chrom,forehead_1,forehead,tracked,chrom,nonfinite_bvp,1.0,0.9999999885500224,0.5566666666666666,0.0033333333333333335,False,,,,,,,
channel,0,tracked/forehead_1/pos,forehead_1,forehead,tracked,pos,nonfinite_bvp,1.0,0.9999999885500224,0.5566666666666666,0.0033333333333333335,False,,,,,,,
channel,0,tracked/forehead_2/chrom,forehead_2,forehead,tracked,chrom,nonfinite_bvp,1.0,0.9958462452246869,0.6766666666666666,0.0033333333333333335,False,,,,,,,
channel,0,tracked/forehead_2/pos,forehead_2,forehead,tracked,pos,nonfinite_bvp,1.0,0.9958462452246869,0.6766666666666666,0.0033333333333333335,False,,,,,,,
channel,0,tracked/forehead_3/chrom,forehead_3,forehead,tracked,chrom,nonfinite_bvp,1.0,0.9957773481386014,0.67,0.0033333333333333335,False,,,,,,,
channel,0,tracked/forehead_3/pos,forehead_3,forehead,tracked,pos,nonfinite_bvp,1.0,0.9957773481386014,0.67,0.0033333333333333335,False,,,,,,,
channel,0,tracked/left_cheek_0/chrom,left_cheek_0,left_cheek,tracked,chrom,nonfinite_bvp,1.0,0.9999999902483546,0.8366666666666667,0.0033333333333333335,False,,,,,,,
channel,0,tracked/left_cheek_0/pos,left_cheek_0,left_cheek,tracked,pos,nonfinite_bvp,1.0,0.9999999902483546,0.8366666666666667,0.0033333333333333335,False,,,,,,,
channel,0,tracked/left_cheek_1/chrom,left_cheek_1,left_cheek,tracked,chrom,nonfinite_bvp,1.0,0.9999999896304742,0.84,0.0033333333333333335,False,,,,,,,
channel,0,tracked/left_cheek_1/pos,left_cheek_1,left_cheek,tracked,pos,nonfinite_bvp,1.0,0.9999999896304742,0.84,0.0033333333333333335,False,,,,,,,
channel,0,tracked/left_cheek_2/chrom,left_cheek_2,left_cheek,tracked,chrom,nonfinite_bvp,1.0,0.9999999899856471,0.8633333333333333,0.0033333333333333335,False,,,,,,,
channel,0,tracked/left_cheek_2/pos,left_cheek_2,left_cheek,tracked,pos,nonfinite_bvp,1.0,0.9999999899856471,0.8633333333333333,0.0033333333333333335,False,,,,,,,
channel,0,tracked/left_cheek_3/chrom,left_cheek_3,left_cheek,tracked,chrom,nonfinite_bvp,1.0,0.9999999891514662,0.83,0.0033333333333333335,False,,,,,,,
channel,0,tracked/left_cheek_3/pos,left_cheek_3,left_cheek,tracked,pos,nonfinite_bvp,1.0,0.9999999891514662,0.83,0.0033333333333333335,False,,,,,,,
