window_index,time_s,window_start_s,window_end_s,accepted,estimated_bpm,local_spectral_bpm,output_status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,reference_frequency_snr_db
0,4.999995,0.0,9.99999,False,,,gap_or_filter_edge,76.5,True,ok,10,1.0508478000000006,,,
1,5.999994,0.999999,10.999989,False,,,gap_or_filter_edge,77.1,True,ok,10,1.0508478000000006,,,
2,6.999993,1.999998,11.999988,True,75.0,162.0,candidate_only,77.8,True,ok,10,1.0508478000000006,-2.799999999999997,2.799999999999997,-11.213132036385948
3,7.999992,2.999997,12.999986999999999,True,76.0,163.0,candidate_only,78.4,True,ok,10,1.0508478000000006,-2.4000000000000057,2.4000000000000057,-9.903837803935193
4,8.999991,3.999996,13.999986,True,77.0,163.0,candidate_only,79.0,True,ok,10,1.0508478000000006,-2.0,2.0,-8.487263403895216
5,9.99999,4.999995,14.999984999999999,True,77.0,164.0,candidate_only,79.5,True,ok,10,1.0508478000000006,-2.5,2.5,-7.400677335506986
6,10.999989,5.999994,15.999984,True,77.0,166.0,candidate_only,79.8,True,ok,10,1.0508478000000006,-2.799999999999997,2.799999999999997,-7.464601581380315
7,11.999988,6.999993,16.999983,True,76.0,168.0,candidate_only,80.1,True,ok,10,1.0508478000000006,-4.099999999999994,4.099999999999994,-8.913520483664517
8,12.999986999999999,7.999992,17.999982,True,76.0,124.0,candidate_only,80.2,True,ok,10,1.0201244000000003,-4.200000000000003,4.200000000000003,-9.787770188389972
9,13.999986,8.999991,18.999981,True,76.0,75.0,candidate_only,80.1,True,ok,10,1.0201244000000003,-4.099999999999994,4.099999999999994,-7.885389790234944
10,14.999984999999999,9.99999,19.99998,True,77.0,76.0,candidate_only,79.9,True,ok,10,1.0201244000000003,-2.9000000000000057,2.9000000000000057,-5.499625809756308
11,15.999984,10.999989,20.999979,True,78.0,77.0,candidate_only,79.6,True,ok,10,1.0198324000000003,-1.5999999999999943,1.5999999999999943,-4.251360702653761
12,16.999983,11.999988,21.999978,True,79.0,79.0,candidate_only,79.2,True,ok,10,1.0198324000000003,-0.20000000000000284,0.20000000000000284,-3.998110738758816
13,17.999982,12.999986999999999,22.999976999999998,True,80.0,81.0,candidate_only,78.8,True,ok,10,1.0193255000000008,1.2000000000000028,1.2000000000000028,-4.087735828324213
14,18.999981,13.999986,23.999976,True,81.0,82.0,candidate_only,78.4,True,ok,10,1.0199043000000003,2.5999999999999943,2.5999999999999943,-4.375546448490285
15,19.99998,14.999984999999999,24.999975,True,81.0,82.0,candidate_only,78.0,True,ok,10,1.0199043000000003,3.0,3.0,-5.355247319441054
16,20.999979,15.999984,25.999973999999998,True,80.0,56.0,candidate_only,77.7,True,ok,10,1.0199043000000003,2.299999999999997,2.299999999999997,-6.389744478480111
17,21.999978,16.999983,26.999972999999997,True,78.0,56.0,candidate_only,77.5,True,ok,10,1.0205093000000005,0.5,0.5,-6.692390732429409
18,22.999976999999998,17.999982,27.999972,True,77.0,76.0,candidate_only,77.4,True,ok,10,1.0205093000000005,-0.4000000000000057,0.4000000000000057,-6.400055221601902
19,23.999976,18.999981,28.999971,True,78.0,76.0,candidate_only,77.5,True,ok,10,1.0205093000000005,0.5,0.5,-5.73198798337625
20,24.999975,19.99998,29.999969999999998,True,79.0,79.0,candidate_only,77.5,True,ok,10,1.0205093000000005,1.5,1.5,-5.321497978239997
