window_index,time_s,window_start_s,window_end_s,accepted,estimated_bpm,local_spectral_bpm,output_status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,reference_frequency_snr_db
21,25.999973999999998,20.999979,30.999969,True,81.0,82.0,candidate_only,77.6,True,ok,10,1.0205093000000005,3.4000000000000057,3.4000000000000057,-5.6842319505362155
22,26.999972999999997,21.999978,31.999968,True,82.0,82.0,candidate_only,77.7,True,ok,10,1.0205093000000005,4.299999999999997,4.299999999999997,-5.850718819425607
23,27.999972,22.999976999999998,32.999967,True,82.0,82.0,candidate_only,77.9,True,ok,10,1.0495712000000026,4.099999999999994,4.099999999999994,-5.23574402587607
24,28.999971,23.999976,33.999966,True,82.0,82.0,candidate_only,78.1,True,ok,10,1.0495712000000026,3.9000000000000057,3.9000000000000057,-4.421813223694917
25,29.999969999999998,24.999975,34.999964999999996,True,81.0,81.0,candidate_only,78.4,True,ok,10,1.0495712000000026,2.5999999999999943,2.5999999999999943,-3.0823913891411663
26,30.999969,25.999973999999998,35.999964,True,81.0,80.0,candidate_only,78.7,True,ok,10,1.0495712000000026,2.299999999999997,2.299999999999997,-1.705102652521767
27,31.999968,26.999972999999997,36.999963,True,81.0,79.0,candidate_only,79.0,True,ok,10,1.0495712000000026,2.0,2.0,-1.0823728406385933
28,32.999967,27.999972,37.999962,True,81.0,79.0,candidate_only,79.3,True,ok,10,1.0495712000000026,1.7000000000000028,1.7000000000000028,-1.296585205757269
29,33.999966,28.999971,38.999961,True,82.0,81.0,candidate_only,79.5,True,ok,10,1.0495712000000026,2.5,2.5,-2.160858196324809
30,34.999964999999996,29.999969999999998,39.99996,True,84.0,83.0,candidate_only,79.8,True,ok,10,1.0495712000000026,4.200000000000003,4.200000000000003,-3.3828234938379254
31,35.999964,30.999969,40.999959,True,86.0,85.0,candidate_only,80.0,True,ok,10,1.0495712000000026,6.0,6.0,-6.0883155926294155
32,36.999963,31.999968,41.999958,True,88.0,88.0,candidate_only,80.2,True,ok,10,1.050245100000005,7.799999999999997,7.799999999999997,-10.743650048002236
33,37.999962,32.999967,42.999956999999995,True,89.0,91.0,candidate_only,80.4,True,ok,10,1.050245100000005,8.599999999999994,8.599999999999994,-13.398772473876825
34,38.999961,33.999966,43.999956,True,90.0,93.0,candidate_only,80.7,True,ok,10,1.050245100000005,9.299999999999997,9.299999999999997,-12.476705140398712
35,39.99996,34.999964999999996,44.999955,False,,,gap_or_filter_edge,81.0,True,ok,10,1.050245100000005,,,
36,40.999959,35.999964,45.999953999999995,False,,,gap_or_filter_edge,81.2,True,ok,10,1.050245100000005,,,
