window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost,fusion_readout_bpm,fusion_readout_accepted
21,25.999974,20.999979,30.999969,106.6,True,61.5,True,56.0,True,-45.099999999999994,45.099999999999994,accepted,True,False,False,62.0,True
22,26.999973,21.999978,31.999968,107.4,True,62.5,True,54.0,True,-44.900000000000006,44.900000000000006,accepted,True,False,False,62.0,True
23,27.999972,22.999977,32.999967,108.1,True,73.5,True,53.0,True,-34.599999999999994,34.599999999999994,accepted,True,False,False,62.0,True
24,28.999971,23.999976,33.999966,108.7,True,82.5,True,53.0,True,-26.200000000000003,26.200000000000003,accepted,True,False,False,62.0,True
25,29.99997,24.999975,34.999965,109.2,True,67.5,True,52.0,True,-41.7,41.7,accepted,True,False,False,61.0,True
26,30.999969,25.999974,35.999964,109.6,True,62.0,True,51.0,True,-47.599999999999994,47.599999999999994,accepted,True,False,False,61.0,True
27,31.999968,26.999973,36.999963,109.8,True,62.0,True,50.0,True,-47.8,47.8,accepted,True,False,False,61.0,True
28,32.999967,27.999972,37.999962,109.8,True,64.0,True,49.0,True,-45.8,45.8,accepted,True,False,False,61.0,True
29,33.999966,28.999971,38.999961,109.7,True,60.0,True,49.0,True,-49.7,49.7,accepted,True,False,False,55.0,True
30,34.999965,29.99997,39.99996,109.5,True,58.5,True,50.0,True,-51.0,51.0,accepted,True,False,False,53.0,True
31,35.999964,30.999969,40.999959,109.2,True,59.5,True,51.0,True,-49.7,49.7,accepted,True,False,False,52.0,True
32,36.999963,31.999968,41.999958,108.9,True,69.0,True,53.0,True,-39.900000000000006,39.900000000000006,accepted,True,False,False,52.0,True
33,37.999962,32.999967,42.999957,108.5,True,63.5,True,54.0,True,-45.0,45.0,accepted,True,False,False,53.0,True
34,38.999961,33.999966,43.999956,108.1,True,72.5,True,55.0,True,-35.599999999999994,35.599999999999994,accepted,True,False,False,55.0,True
35,39.99996,34.999965,44.999955,107.7,True,71.0,True,56.0,True,-36.7,36.7,accepted,True,False,False,56.0,True
36,40.999959,35.999964,45.999954,107.3,True,82.0,True,57.0,True,-25.299999999999997,25.299999999999997,accepted,True,False,False,57.0,True
37,41.999958,36.999963,46.999953,106.9,True,82.5,True,57.0,True,-24.400000000000006,24.400000000000006,accepted,True,False,False,57.0,True
38,42.999957,37.999962,47.999952,106.5,True,79.5,True,57.0,True,-27.0,27.0,accepted,True,False,False,56.0,True
39,43.999956,38.999961,48.999951,106.1,True,91.0,True,91.0,True,-15.099999999999994,15.099999999999994,accepted,True,False,False,55.0,True
40,44.999955,39.99996,49.99995,105.6,True,98.5,True,91.0,True,-7.099999999999994,7.099999999999994,accepted,True,False,False,55.0,True
41,45.999954,40.999959,50.999949,105.1,True,92.5,True,91.0,True,-12.599999999999994,12.599999999999994,accepted,True,False,False,54.0,True
42,46.999953,41.999958,51.999948,104.4,True,87.5,True,92.0,True,-16.900000000000006,16.900000000000006,accepted,True,False,False,54.0,True
43,47.999952,42.999957,52.999947,103.6,True,96.5,True,93.0,True,-7.099999999999994,7.099999999999994,accepted,True,False,False,54.0,True
44,48.999951,43.999956,53.999946,102.6,True,100.0,True,94.0,True,-2.5999999999999943,2.5999999999999943,accepted,True,False,False,53.0,True
45,49.99995,44.999955,54.999945,101.5,True,59.5,True,95.0,True,-42.0,42.0,accepted,True,False,False,53.0,True
46,50.999949,45.999954,55.999944,100.2,True,88.0,True,97.0,True,-12.200000000000003,12.200000000000003,accepted,True,False,False,53.0,True
47,51.999948,46.999953,56.999943,98.9,True,84.0,True,99.0,True,-14.900000000000006,14.900000000000006,accepted,True,False,False,54.0,True
48,52.999947,47.999952,57.999942,97.8,True,85.5,True,100.0,True,-12.299999999999997,12.299999999999997,accepted,True,False,False,55.0,True
49,53.999946,48.999951,58.999941,96.8,True,80.5,True,101.0,True,-16.299999999999997,16.299999999999997,accepted,True,False,False,55.0,True
50,54.999945,49.99995,59.99994,96.0,True,85.5,True,101.0,True,-10.5,10.5,accepted,True,False,False,55.0,True
51,55.999944,50.999949,60.999939,95.4,True,81.0,True,100.0,True,-14.400000000000006,14.400000000000006,accepted,True,False,False,55.0,True
52,56.999943,51.999948,61.999938,95.2,True,81.0,True,98.0,True,-14.200000000000003,14.200000000000003,accepted,True,False,False,55.0,True
53,57.999942,52.999947,62.999937,95.3,True,83.5,True,96.0,True,-11.799999999999997,11.799999999999997,accepted,True,False,False,56.0,True
54,58.999941,53.999946,63.999936,95.7,True,85.0,True,94.0,True,-10.700000000000003,10.700000000000003,accepted,True,False,False,56.0,True
55,59.99994,54.999945,64.999935,96.1,True,82.0,True,93.0,True,-14.099999999999994,14.099999999999994,accepted,True,False,False,56.0,True
56,60.999939,55.999944,65.999934,96.6,True,68.5,True,92.0,True,-28.099999999999994,28.099999999999994,accepted,True,False,False,56.0,True
57,61.999938,56.999943,66.999933,97.0,True,74.5,True,91.0,True,-22.5,22.5,accepted,True,False,False,45.0,True
58,62.999937,57.999942,67.999932,97.2,True,74.0,True,90.0,True,-23.200000000000003,23.200000000000003,accepted,True,False,False,46.0,True
59,63.999936,58.999941,68.99993099999999,97.3,True,67.5,True,89.0,True,-29.799999999999997,29.799999999999997,accepted,True,False,False,47.0,True
60,64.999935,59.99994,69.99992999999999,97.3,True,68.0,True,89.0,True,-29.299999999999997,29.299999999999997,accepted,True,False,False,48.0,True
61,65.999934,60.999939,70.999929,97.2,True,88.5,True,89.0,True,-8.700000000000003,8.700000000000003,accepted,True,False,False,48.0,True
62,66.999933,61.999938,71.999928,97.0,True,100.0,True,90.0,True,3.0,3.0,accepted,True,False,False,48.0,True
63,67.999932,62.999937,72.999927,96.7,True,,False,,False,,,insufficient_regions,False,False,False,,False
64,68.99993099999999,63.999936,73.999926,96.4,True,,False,,False,,,insufficient_regions,False,False,False,,False
