window_index,time_s,window_start_s,window_end_s,accepted,estimated_bpm,local_spectral_bpm,output_status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,reference_frequency_snr_db
0,4.999995,0.0,9.99999,False,,,gap_or_filter_edge,101.3,True,ok,10,1.0194565999999998,,,
1,5.999994,0.999999,10.999989,False,,,gap_or_filter_edge,101.4,True,ok,10,1.0200028000000003,,,
2,6.999993,1.999998,11.999988,False,,,gap_or_filter_edge,101.4,True,ok,10,1.0200028000000003,,,
3,7.999992,2.999997,12.999986999999999,False,,,gap_or_filter_edge,101.3,True,ok,10,1.0200028000000003,,,
4,8.999991,3.999996,13.999986,True,92.0,184.0,candidate_only,101.2,True,ok,10,1.0801450999999993,-9.200000000000003,9.200000000000003,-14.209622863455815
5,9.99999,4.999995,14.999984999999999,True,92.0,183.0,candidate_only,101.2,True,ok,10,1.0801450999999993,-9.200000000000003,9.200000000000003,-14.824786309509292
6,10.999989,5.999994,15.999984,True,93.0,182.0,candidate_only,101.3,True,ok,10,1.0801450999999993,-8.299999999999997,8.299999999999997,-14.408135245998906
7,11.999988,6.999993,16.999983,True,94.0,183.0,candidate_only,101.4,True,ok,10,1.0801450999999993,-7.400000000000006,7.400000000000006,-11.892264906618914
8,12.999986999999999,7.999992,17.999982,True,94.0,184.0,candidate_only,101.5,True,ok,10,1.0801450999999993,-7.5,7.5,-8.56339184755225
9,13.999986,8.999991,18.999981,True,94.0,95.0,candidate_only,101.7,True,ok,10,1.0801450999999993,-7.700000000000003,7.700000000000003,-6.379643022514822
10,14.999984999999999,9.99999,19.99998,True,94.0,95.0,candidate_only,101.9,True,ok,10,1.0801450999999993,-7.900000000000006,7.900000000000006,-5.564052390212052
11,15.999984,10.999989,20.999979,True,94.0,94.0,candidate_only,102.2,True,ok,10,1.0801450999999993,-8.200000000000003,8.200000000000003,-6.012609791310072
12,16.999983,11.999988,21.999978,True,93.0,93.0,candidate_only,102.6,True,ok,10,1.0801450999999993,-9.599999999999994,9.599999999999994,-7.644033740714935
13,17.999982,12.999986999999999,22.999976999999998,True,93.0,93.0,candidate_only,103.0,True,ok,10,1.049805899999999,-10.0,10.0,-9.99859936475075
14,18.999981,13.999986,23.999976,True,92.0,92.0,candidate_only,103.4,True,ok,10,1.049805899999999,-11.400000000000006,11.400000000000006,-13.080497647070413
15,19.99998,14.999984999999999,24.999975,True,92.0,92.0,candidate_only,103.7,True,ok,10,1.049805899999999,-11.700000000000003,11.700000000000003,-15.942148791332864
16,20.999979,15.999984,25.999973999999998,True,92.0,91.0,candidate_only,103.9,True,ok,10,1.050063999999999,-11.900000000000006,11.900000000000006,-19.2382724703885
17,21.999978,16.999983,26.999972999999997,True,92.0,91.0,candidate_only,104.1,True,ok,10,1.050063999999999,-12.099999999999994,12.099999999999994,-15.809513966994562
18,22.999976999999998,17.999982,27.999972,True,92.0,91.0,candidate_only,104.3,True,ok,10,1.050063999999999,-12.299999999999997,12.299999999999997,-11.726780712714149
19,23.999976,18.999981,28.999971,True,92.0,92.0,candidate_only,104.5,True,ok,10,1.050063999999999,-12.5,12.5,-9.88412385845307
20,24.999975,19.99998,29.999969999999998,True,93.0,93.0,candidate_only,104.7,True,ok,10,1.050063999999999,-11.700000000000003,11.700000000000003,-9.089134475336119
21,25.999973999999998,20.999979,30.999969,True,94.0,94.0,candidate_only,104.9,True,ok,10,1.050063999999999,-10.900000000000006,10.900000000000006,-9.04481552780486
22,26.999972999999997,21.999978,31.999968,True,94.0,94.0,candidate_only,105.1,True,ok,10,1.050063999999999,-11.099999999999994,11.099999999999994,-10.53496906044991
23,27.999972,22.999976999999998,32.999967,True,94.0,94.0,candidate_only,105.4,True,ok,10,1.050063999999999,-11.400000000000006,11.400000000000006,-13.731302710668361
24,28.999971,23.999976,33.999966,True,94.0,94.0,candidate_only,105.8,True,ok,10,1.050063999999999,-11.799999999999997,11.799999999999997,-14.272827408722982
25,29.999969999999998,24.999975,34.999964999999996,True,94.0,93.0,candidate_only,106.3,True,ok,10,1.049768799999999,-12.299999999999997,12.299999999999997,-15.464237054671417
26,30.999969,25.999973999999998,35.999964,True,94.0,93.0,candidate_only,106.9,True,ok,10,1.049768799999999,-12.900000000000006,12.900000000000006,-16.034736997407535
27,31.999968,26.999972999999997,36.999963,True,94.0,94.0,candidate_only,107.5,True,ok,10,1.049768799999999,-13.5,13.5,-14.393666343741305
28,32.999967,27.999972,37.999962,True,95.0,95.0,candidate_only,108.3,True,ok,10,1.049768799999999,-13.299999999999997,13.299999999999997,-14.125734532197054
29,33.999966,28.999971,38.999961,True,95.0,96.0,candidate_only,109.1,True,ok,10,1.049768799999999,-14.099999999999994,14.099999999999994,-15.519870922037985
30,34.999964999999996,29.999969999999998,39.99996,True,95.0,96.0,candidate_only,110.0,True,ok,10,1.049768799999999,-15.0,15.0,-16.722316069145496
31,35.999964,30.999969,40.999959,True,95.0,96.0,candidate_only,110.9,True,ok,10,1.0222120999999973,-15.900000000000006,15.900000000000006,-16.388383896616904
32,36.999963,31.999968,41.999958,True,95.0,95.0,candidate_only,111.7,True,ok,10,1.0470558000000025,-16.700000000000003,16.700000000000003,-16.04536225794694
33,37.999962,32.999967,42.999956999999995,True,95.0,95.0,candidate_only,112.4,True,ok,10,1.0470558000000025,-17.400000000000006,17.400000000000006,-16.077565365476136
34,38.999961,33.999966,43.999956,True,94.0,94.0,candidate_only,112.9,True,ok,10,1.0470558000000025,-18.900000000000006,18.900000000000006,-16.8640598295839
35,39.99996,34.999964999999996,44.999955,True,94.0,93.0,candidate_only,113.3,True,ok,10,1.0470558000000025,-19.299999999999997,19.299999999999997,-18.199053351636778
36,40.999959,35.999964,45.999953999999995,True,94.0,93.0,candidate_only,113.7,True,ok,10,1.0470558000000025,-19.700000000000003,19.700000000000003,-17.95524358052445
37,41.999958,36.999963,46.999953,True,94.0,93.0,candidate_only,114.0,True,ok,10,1.0470558000000025,-20.0,20.0,-15.731787021906182
38,42.999956999999995,37.999962,47.999952,True,94.0,94.0,candidate_only,114.3,True,ok,10,1.0470558000000025,-20.299999999999997,20.299999999999997,-13.585309268660646
39,43.999956,38.999961,48.999950999999996,True,94.0,94.0,candidate_only,114.6,True,ok,10,1.0470558000000025,-20.599999999999994,20.599999999999994,-13.084257767223242
40,44.999955,39.99996,49.99995,True,94.0,94.0,candidate_only,114.9,True,ok,10,1.0470558000000025,-20.900000000000006,20.900000000000006,-14.216882885270191
41,45.999953999999995,40.999959,50.999949,False,,,gap_or_filter_edge,115.2,True,ok,10,1.020202999999995,,,
