record_type,window_index,channel,patch_id,region,branch,method,status,observed_fraction,mean_quality,tracked_fraction,reset_fraction,representative,peak_bpm,peak_concentration,peak_fwhm_bpm,spectral_score,cluster_index,patch_ids_json,regions_json,patch_count,region_count,qualified,cluster_score,selected,coefficient,polarity,medoid_channel
channel,0,baseline/forehead_0/chrom,forehead_0,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999999888482425,0.8633333333333333,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/forehead_0/pos,forehead_0,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999999888482425,0.8633333333333333,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/forehead_1/chrom,forehead_1,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999999897278197,0.91,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/forehead_1/pos,forehead_1,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999999897278197,0.91,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/forehead_2/chrom,forehead_2,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999128766827816,0.9,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/forehead_2/pos,forehead_2,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999128766827816,0.9,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/forehead_3/chrom,forehead_3,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999999881855014,0.9866666666666667,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/forehead_3/pos,forehead_3,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999999881855014,0.9866666666666667,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek_0/chrom,left_cheek_0,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999866714844,0.0,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek_0/pos,left_cheek_0,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999866714844,0.0,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek_1/chrom,left_cheek_1,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9991385607747897,0.7933333333333333,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek_1/pos,left_cheek_1,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9991385607747897,0.7933333333333333,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek_2/chrom,left_cheek_2,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999889777852,0.0,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek_2/pos,left_cheek_2,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999889777852,0.0,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek_3/chrom,left_cheek_3,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.99999998751313,0.04,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek_3/pos,left_cheek_3,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.99999998751313,0.04,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/right_cheek_0/chrom,right_cheek_0,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999890556641,0.11333333333333333,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/right_cheek_0/pos,right_cheek_0,right_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999890556641,0.11333333333333333,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/right_cheek_1/chrom,right_cheek_1,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999868899878,0.0,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/right_cheek_1/pos,right_cheek_1,right_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999868899878,0.0,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/right_cheek_2/chrom,right_cheek_2,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999872621194,0.0,0.0033333333333333335,False,,,,,,,,,,,,,,,
