window_index,time_s,window_start_s,window_end_s,accepted,ridge_bpm,raw_estimate_bpm,status,hr_source,aggregation_mode,eligible_patches,eligible_regions,contributing_patches,contributing_regions,waveform_generated,selected_channels_json,region_medians_json,estimate_near_contributor_peak,region_median_spread_bpm,selected_cluster_score
0,4.999995,0.0,9.99999,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
1,5.999994,0.999999,10.999989,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
2,6.999993,1.999998,11.999988,True,57.5,57.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,2,2,True,"[""tracked/forehead_1/pos"", ""tracked/left_cheek_1/pos""]","{""forehead"": 72.0, ""left_cheek"": 43.0}",False,29.0,0.08192679627123972
3,7.999992,2.999997,12.999986999999999,True,71.0,71.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,2,2,True,"[""tracked/forehead_1/pos"", ""baseline/left_cheek_2/pos""]","{""forehead"": 72.0, ""left_cheek"": 70.0}",True,2.0,0.12302948059210027
4,8.999991,3.999996,13.999986,True,71.5,71.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,2,2,True,"[""tracked/forehead_1/pos"", ""baseline/left_cheek_2/pos""]","{""forehead"": 72.0, ""left_cheek"": 71.0}",True,1.0,0.14298297688140818
5,9.99999,4.999995,14.999984999999999,True,59.5,59.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,2,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/right_cheek_0/chrom""]","{""left_cheek"": 59.0, ""right_cheek"": 60.0}",True,1.0,0.13898054513984834
6,10.999989,5.999994,15.999984,True,60.0,60.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,2,2,True,"[""baseline/left_cheek_0/chrom"", ""baseline/right_cheek_0/chrom""]","{""left_cheek"": 60.0, ""right_cheek"": 60.0}",True,0.0,0.153870269474474
7,11.999988,6.999993,16.999983,True,72.5,72.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,3,2,True,"[""baseline/left_cheek_2/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 73.0, ""right_cheek"": 72.0}",True,1.0,0.12231704734768446
8,12.999986999999999,7.999992,17.999982,True,72.75,72.75,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,3,2,True,"[""baseline/left_cheek_2/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""left_cheek"": 73.0, ""right_cheek"": 72.5}",True,0.5,0.1163391370773804
9,13.999986,8.999991,18.999981,True,73.0,73.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,4,3,True,"[""tracked/forehead_3/pos"", ""baseline/left_cheek_2/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 73.0, ""left_cheek"": 72.0, ""right_cheek"": 74.0}",True,2.0,0.1582917672563399
