roi,rgb_source,method,run_start_frame,run_end_frame,window_start_frame,window_end_frame,window_start_s,window_end_s,observed_fraction,interpolated_fraction,status,alpha_raw,alpha,first_std,second_std,output_std,cancellation_fraction,colour_covariance_rank_ratio,common_log_std,chromatic_log_std,max_signed_coefficient_l1,branch
forehead,baseline,logpos,194,1532,194,242,6.4666602,8.0666586,1.0,0.0,bounded_log_projection,0.36695953892001765,0.36695953892001765,0.009668383004962396,0.026347272599635877,0.008926615607437512,0.3388060594765653,0.12744204015952876,0.023464496319100903,0.007358334893285832,1.0,baseline
forehead,baseline,logchrom,194,1532,194,242,6.4666602,8.0666586,1.0,0.0,bounded_log_projection,1.6116098432762545,1.6116098432762545,0.03448606692089396,0.021398520904282244,0.011057001891660347,0.3206222941289161,0.15476128277716758,0.023464496319100903,0.007358334893285832,1.0,baseline
forehead,baseline,logpos,194,1532,218,266,7.2666594,8.866657799999999,1.0,0.0,bounded_log_projection,0.38457597477319994,0.38457597477319994,0.019336494417466717,0.050280037459100854,0.007180369116048328,0.14280755303511924,0.029361009547594002,0.027801371352741456,0.014239581407624838,1.0,baseline
forehead,baseline,logchrom,194,1532,218,266,7.2666594,8.866657799999999,1.0,0.0,bounded_log_projection,0.9893613462712855,0.9893613462712855,0.05116937782658749,0.05171960479296581,0.010804968946355077,0.20891437569191595,0.04614603167818798,0.027801371352741456,0.014239581407624838,1.0,baseline
forehead,baseline,logpos,194,1532,242,290,8.0666586,9.666656999999999,1.0,0.0,bounded_log_projection,0.4959369933902022,0.4959369933902022,0.02077277098992033,0.04188590741722781,0.010309873588824662,0.2461418225019563,0.08935897555494064,0.0286741613017403,0.01301484896391555,1.0,baseline
forehead,baseline,logchrom,194,1532,242,290,8.0666586,9.666656999999999,1.0,0.0,bounded_log_projection,0.9239221919160527,0.9239221919160527,0.04324084117767722,0.04680138820781358,0.01604618557934311,0.34285704321617044,0.14482016201999098,0.0286741613017403,0.01301484896391555,1.0,baseline
forehead,baseline,logpos,194,1532,266,314,8.866657799999999,10.4666562,1.0,0.0,bounded_log_projection,0.28635525711267296,0.28635525711267296,0.012341029292327818,0.04309691889984042,0.016730404512563926,0.3882041904537606,0.05705486329904561,0.038391084417286635,0.011338840403776605,1.0,baseline
forehead,baseline,logchrom,194,1532,266,314,8.866657799999999,10.4666562,1.0,0.0,bounded_log_projection,2.9987532031117716,2.9987532031117716,0.06474987254135092,0.021592264569875484,0.012902002314858396,0.19925911524565315,0.053373189175292046,0.038391084417286635,0.011338840403776605,1.0,baseline
forehead,baseline,logpos,194,1532,290,338,9.666656999999999,11.2666554,1.0,0.0,bounded_log_projection,0.35667349882634336,0.35667349882634336,0.010109165060666827,0.02834291051600882,0.00910225115148897,0.32114736933413307,0.11683113929067554,0.012334643088229541,0.00785248096389466,1.0,baseline
forehead,baseline,logchrom,194,1532,290,338,9.666656999999999,11.2666554,1.0,0.0,bounded_log_projection,1.5743720617600983,1.5743720617600983,0.036555617905885844,0.02321917340493061,0.011387042214876993,0.31149910375454376,0.14489980654308576,0.012334643088229541,0.00785248096389466,1.0,baseline
forehead,baseline,logpos,194,1532,314,362,10.4666562,12.0666546,1.0,0.0,bounded_log_projection,0.3545099383487671,0.3545099383487671,0.010976238027687414,0.030961721634130846,0.009956155959374192,0.3215633832325061,0.11612217576533695,0.018742396904157736,0.008563688231489593,1.0,baseline
forehead,baseline,logchrom,194,1532,314,362,10.4666562,12.0666546,1.0,0.0,bounded_log_projection,1.587338461923718,1.587338461923718,0.04003074144749579,0.02521878125411386,0.012400171567310839,0.3097662226310464,0.14337288299017945,0.018742396904157736,0.008563688231489593,1.0,baseline
forehead,baseline,logpos,194,1532,338,386,11.2666554,12.8666538,1.0,0.0,bounded_log_projection,0.4305520987255532,0.4305520987255532,0.011636721925165721,0.027027442113534594,0.008777867583024384,0.32477611259515643,0.1420364560648909,0.022135932115725142,0.007946776141203989,1.0,baseline
forehead,baseline,logchrom,194,1532,338,386,11.2666554,12.8666538,1.0,0.0,bounded_log_projection,1.289442951890009,1.289442951890009,0.03291909328701953,0.025529701208392482,0.012132668224761577,0.3685602188060769,0.19648908203046908,0.022135932115725142,0.007946776141203989,1.0,baseline
forehead,baseline,logpos,194,1532,362,410,12.0666546,13.666653,1.0,0.0,bounded_log_projection,0.4975123227926262,0.4975123227926262,0.01446453408438908,0.029073720231083015,0.006844288747162592,0.2354115225971423,0.08170919340914708,0.024344405160824832,0.009046022597162204,1.0,baseline
forehead,baseline,logchrom,194,1532,362,410,12.0666546,13.666653,1.0,0.0,bounded_log_projection,0.9011469524746395,0.9011469524746395,0.029530419688180168,0.03276981585199471,0.010722906260068247,0.3272189965454304,0.13335099411927653,0.024344405160824832,0.009046022597162204,1.0,baseline
forehead,baseline,logpos,194,1532,386,434,12.8666538,14.466652199999999,1.0,0.0,bounded_log_projection,0.57196824793187,0.57196824793187,0.009206037216342808,0.016095364121400297,0.005719875652029863,0.3553741070340094,0.19157812694877058,0.017641726148036534,0.005340173269590741,1.0,baseline
forehead,baseline,logchrom,194,1532,386,434,12.8666538,14.466652199999999,1.0,0.0,bounded_log_projection,1.007521340396804,1.007521340396804,0.018402041282069164,0.01826466650802818,0.008848533976665636,0.4808452410813573,0.30367160161630247,0.017641726148036534,0.005340173269590741,1.0,baseline
