time_s,window_start_s,window_end_s,accepted,status,spectral_peak_bpm,ridge_bpm,roi_count,quality_proxy,state,available_roi_count,method_agreement,motion_overlap,consensus_score,runner_up_ratio,candidate_group_count,waveform_roi_count
4.99995,0.0,9.9999,False,insufficient_rois,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0
5.99994,0.9999899999999999,10.99989,False,insufficient_rois,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0
6.99993,1.9999799999999999,11.99988,True,accepted_consensus,75.0,75.0,3,0.549855070170845,acquired,3,0.8333333333333334,0.3585018358710222,1.5017221714231066,0.4536418965530904,2,1
7.9999199999999995,2.99997,12.99987,True,accepted_consensus,75.0,75.0,3,0.6820221653248004,tracking,3,1.0,0.5198691740292892,1.7801447711565979,0.30691261177929346,2,2
8.99991,3.9999599999999997,13.99986,True,accepted_consensus,75.0,75.0,3,0.7195276558467273,tracking,3,1.0,0.7079302244449496,1.7765514363667403,0.22240258326383625,2,2
9.9999,4.99995,14.99985,True,accepted_consensus,76.0,76.0,3,0.7147275298538895,tracking,3,1.0,0.6648098456144113,1.7878141654777682,0.21297918605644445,2,2
10.99989,5.99994,15.999839999999999,True,accepted_consensus,75.0,75.0,3,0.7030875669385829,tracking,3,1.0,0.7480196104177189,1.7148202348825432,0.23897911219939597,2,3
11.99988,6.99993,16.99983,True,accepted_consensus,74.0,74.0,3,0.7122684507566596,tracking,3,1.0,0.9354877467962829,1.6370665461856588,0.0,1,3
12.99987,7.9999199999999995,17.99982,True,accepted_consensus,74.0,74.0,3,0.720734318414966,tracking,3,1.0,0.8438142018438708,1.70607856501879,0.24894164946109296,2,3
13.99986,8.99991,18.99981,True,accepted_consensus,74.0,74.0,3,0.596893594530755,tracking,3,0.8333333333333334,0.897662913845794,1.3888238511004893,0.29733430762553287,2,3
14.99985,9.9999,19.9998,True,accepted_consensus,75.0,75.0,3,0.5294838942895631,tracking,3,0.8333333333333334,0.9340795467708533,1.2175166258683432,0.2900698571049757,2,2
15.999839999999999,10.99989,20.99979,True,accepted_consensus,76.0,76.0,3,0.48481509988847443,tracking,3,0.8333333333333334,0.9918732070178253,1.093788968712637,0.5268347004327363,2,2
16.99983,11.99988,21.99978,False,ambiguous_consensus,,,3,0.37533102485157405,uncertain,3,0.6666666666666666,0.1708561911010797,1.0778973525735687,1.0966905575766652,2,0
17.99982,12.99987,22.999769999999998,True,accepted_consensus,57.0,57.0,3,0.40464756924324563,tracking,3,0.6666666666666666,0.09676151156192168,1.1845769748923616,0.7534306973863045,2,1
18.99981,13.99986,23.99976,True,accepted_consensus,61.0,61.0,3,0.4797806727064957,tracking,3,0.8333333333333334,0.0934208731719644,1.405725871088032,0.5937838449998857,2,1
19.9998,14.99985,24.99975,True,accepted_consensus,63.0,63.0,2,0.6126058288155136,tracking,3,1.0,0.1265185593688979,1.1864586541696631,0.6710305479378863,2,1
20.99979,15.999839999999999,25.99974,True,accepted_consensus,64.0,64.0,2,0.6505845586696695,tracking,3,1.0,0.21442328461805218,1.2314188783434707,0.5314484741979527,3,1
21.99978,16.99983,26.99973,True,accepted_consensus,62.0,62.0,2,0.6637211823433429,tracking,3,1.0,0.28378832857629976,1.2332642021977342,0.0,1,1
22.999769999999998,17.99982,27.99972,True,accepted_consensus,61.0,61.0,2,0.6036402277936459,tracking,3,1.0,0.2712956462513588,1.1253979727359944,0.5553135452720969,2,1
23.99976,18.99981,28.99971,False,ambiguous_consensus,,,2,0.580655415980714,uncertain,3,1.0,0.7918744888565854,0.9314077265956601,0.8529973372660051,2,0
24.99975,19.9998,29.9997,False,ambiguous_consensus,,,3,0.5116372179124512,lost,3,0.8333333333333334,0.8412056750789128,1.2121175552701984,0.8709512422814344,2,0
25.99974,20.99979,30.99969,True,accepted_consensus,79.0,79.0,2,0.6460528040397838,reacquired,3,1.0,0.7580381048858198,1.0472392864643238,0.7092591898396623,2,2
26.99973,21.99978,31.999679999999998,True,accepted_consensus,78.0,78.0,3,0.5779742825648317,tracking,3,1.0,0.7901045304162309,1.391427773355587,0.5283290535822663,2,2
27.99972,22.999769999999998,32.99967,True,accepted_consensus,76.0,76.0,3,0.5867579963438866,tracking,3,1.0,0.889390915893536,1.3688810651995507,0.47967363728641293,2,3
28.99971,23.99976,33.99966,True,accepted_consensus,75.0,75.0,3,0.5544107095533279,tracking,3,0.8333333333333334,0.8916944946632458,1.292458395541699,0.6670350119192134,2,3
29.9997,24.99975,34.99965,False,ambiguous_consensus,,,3,0.5641483605983403,uncertain,3,0.8333333333333334,0.8578764403355853,1.3294678912365754,0.8239121023250704,3,0
30.99969,25.99974,35.99964,False,ambiguous_consensus,,,3,0.49739782752471234,lost,3,0.8333333333333334,0.38948884891740265,1.3468953021016743,1.1262653579323216,3,0
31.999679999999998,26.99973,36.999629999999996,False,ambiguous_consensus,,,3,0.5134196048061779,lost,3,0.8333333333333334,0.39374596833089903,1.3886411398276766,1.065840037897138,2,0
32.99967,27.99972,37.99962,False,ambiguous_consensus,,,3,0.48434152306116746,lost,3,0.8333333333333334,0.408897409774203,1.3044900735141496,1.1271136537202842,2,0
33.99966,28.99971,38.99961,True,accepted_consensus,79.0,79.0,3,0.5379467837722559,reacquired,3,0.8333333333333334,0.9307074347494263,1.2383370479494824,0.6972783941309326,2,3
34.99965,29.9997,39.9996,True,accepted_consensus,79.0,79.0,3,0.5844495940950017,tracking,3,1.0,0.502495890274855,1.533086142955846,0.38120401342532106,2,3
35.99964,30.99969,40.99959,True,accepted_consensus,78.0,78.0,3,0.5973479674186303,tracking,3,1.0,0.7067700281155698,1.475403172460458,0.5330167959479096,3,3
36.999629999999996,31.999679999999998,41.99958,True,accepted_consensus,79.0,79.0,3,0.6161802044601774,tracking,3,1.0,0.8248908444525411,1.4673295564864608,0.594726838402215,2,3
37.99962,32.99967,42.99957,True,accepted_consensus,79.0,79.0,3,0.5620722459985823,tracking,3,0.8333333333333334,0.8469579257603755,1.3291780802969206,0.6561702779741427,2,3
38.99961,33.99966,43.99956,True,accepted_consensus,80.0,80.0,3,0.5352137562611707,tracking,3,0.8333333333333334,0.6800533233391308,1.3326608485518407,0.5937946861157111,2,3
39.9996,34.99965,44.99955,True,accepted_consensus,80.0,80.0,3,0.46530876705912566,tracking,3,0.8333333333333334,0.6895140149535597,1.1552986140513557,0.742099662326772,2,3
40.99959,35.99964,45.999539999999996,True,accepted_consensus,80.0,80.0,2,0.6496205490051508,tracking,3,1.0,0.3994024984561338,1.1695110628497503,0.7545186814431014,2,2
41.99958,36.999629999999996,46.99953,False,ambiguous_consensus,,,2,0.5240721514684805,uncertain,3,0.75,0.21166714966160352,0.9926798736777823,1.06000831905879,2,0
42.99957,37.99962,47.99952,False,ambiguous_consensus,,,2,0.6115200542212633,lost,3,1.0,0.8652097660225524,0.9584935469270878,0.818592367476793,2,0
43.99956,38.99961,48.99951,False,ambiguous_consensus,,,3,0.47792075002392725,lost,3,0.8333333333333334,0.36657605864700205,1.3023665214047389,0.8383103821563479,2,0
44.99955,39.9996,49.9995,False,ambiguous_consensus,,,2,0.6041209581190206,lost,3,1.0,0.5438054268843804,1.0439797884781838,0.8860564007334782,2,0
45.999539999999996,40.99959,50.99949,True,accepted_consensus,77.0,77.0,2,0.624473781743956,reacquired,3,1.0,0.6417304462135005,1.0485756441843213,0.6381008988265385,2,1
46.99953,41.99958,51.99948,True,accepted_consensus,76.0,76.0,2,0.6213183286730839,tracking,3,1.0,0.7101178871309234,1.0220320279496444,0.7870157386559712,2,1
