profile,case,plan,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
short6_relaxed,data5,native6s,-5,57,53,57,53,12,35,92.98245614035088,92.98245614035088,19.842767295597486,33.340659572251845,5.232704402515724,20.76770895484999,22.641509433962263,66.0377358490566,21.05263157894737,61.40350877192982,90.66666666666667,93.66666666666667,-59.92274101387662,70.38814981890806
short6_relaxed,data5,native6s,-2,57,53,57,53,20,34,92.98245614035088,92.98245614035088,19.572327044025155,33.53891009806427,4.333333333333334,20.416243122528034,37.735849056603776,64.15094339622641,35.08771929824562,59.64912280701754,91.8,93.16666666666667,-61.475735236149596,70.14240190281626
short6_relaxed,data5,native6s,-1,57,53,57,53,22,38,92.98245614035088,92.98245614035088,19.452830188679247,33.700820212850424,4.0251572327044025,20.304903947491272,41.509433962264154,71.69811320754717,38.59649122807018,66.66666666666667,92.46666666666667,93.33333333333333,-62.18319810723639,70.2335125726452
short6_relaxed,data5,native6s,0,57,53,57,53,24,38,92.98245614035088,92.98245614035088,19.31132075471698,33.89847185537984,3.707547169811322,20.187547969622553,45.283018867924525,71.69811320754717,42.10526315789474,66.66666666666667,93.13333333333333,93.66666666666667,-62.966869142460695,70.38196348208334
short6_relaxed,data5,native6s,1,57,53,57,53,26,38,92.98245614035088,92.98245614035088,19.169811320754718,34.126352961560706,3.3773584905660377,20.08409404442084,49.056603773584904,71.69811320754717,45.6140350877193,66.66666666666667,93.89999999999999,94.5,-63.818873043155364,70.57359002428744
short6_relaxed,data5,native6s,2,57,53,57,53,28,38,92.98245614035088,92.98245614035088,19.047169811320753,34.35912965074049,3.028301886792454,20.00392710373546,52.83018867924528,71.69811320754717,49.12280701754386,66.66666666666667,94.73333333333333,95.16666666666667,-64.69546159238749,70.75206536597238
short6_relaxed,data5,native6s,5,57,53,56,53,34,37,92.98245614035088,94.64285714285714,18.61006289308176,34.90879100924956,1.8679245283018866,19.619558767397717,64.15094339622641,69.81132075471699,60.714285714285715,66.07142857142857,96.0,97.5,-67.10910990991053,70.8449589665143
short6_relaxed,data5,common10s,-5,53,49,53,49,16,38,92.45283018867924,92.45283018867924,10.36530612244898,16.04119060164698,-1.2346938775510212,10.534511957987151,32.6530612244898,77.55102040816327,30.18867924528302,71.69811320754717,42.419999999999995,43.400000000000006,-32.90700798098632,30.43762022588428
short6_relaxed,data5,common10s,-2,53,49,53,49,22,41,92.45283018867924,92.45283018867924,9.559183673469386,15.917055414278877,-2.1918367346938785,9.563931270206147,44.89795918367347,83.6734693877551,41.509433962264154,77.35849056603773,43.18,44.2,-33.41228037877641,29.02860690938865
short6_relaxed,data5,common10s,-1,53,49,53,49,26,43,92.45283018867924,92.45283018867924,9.263265306122449,15.888444010072996,-2.5326530612244906,9.211938171145272,53.06122448979592,87.75510204081633,49.056603773584904,81.13207547169812,43.419999999999995,44.5,-33.59441197257184,28.52910585012286
short6_relaxed,data5,common10s,0,53,49,53,49,29,43,92.45283018867924,92.45283018867924,8.951020408163265,15.872733648284651,-2.889795918367348,8.842218721046002,59.183673469387756,87.75510204081633,54.716981132075475,81.13207547169812,43.68,44.8,-33.79742377946339,28.017831942728687
short6_relaxed,data5,common10s,1,53,49,53,49,31,43,92.45283018867924,92.45283018867924,8.634693877551019,15.873215792391811,-3.2673469387755114,8.46671882981262,63.265306122448976,87.75510204081633,58.490566037735846,81.13207547169812,43.98,45.2,-34.02811930662523,27.493425429074207
short6_relaxed,data5,common10s,2,53,49,53,49,33,43,92.45283018867924,92.45283018867924,8.324489795918367,15.885707862280306,-3.66326530612245,8.099647540179491,67.34693877551021,87.75510204081633,62.264150943396224,81.13207547169812,44.279999999999994,45.5,-34.27405054052418,26.947519928279277
short6_relaxed,data5,common10s,5,53,49,52,49,40,43,92.45283018867924,94.23076923076923,7.4,16.01801281975631,-4.955102040816328,7.014047965826046,81.63265306122449,87.75510204081633,76.92307692307692,82.6923076923077,45.279999999999994,46.3,-35.119847522918434,25.20964344128578
