mode,gap,case,roi,frames,valid_frames,longest_run_frames,longest_run_s,tracked_frames,fallback_frames,reset_frames,screened_frames,screened_points,r_relative_gain_min,r_relative_gain_max,r_log_offset_p95_minus_p05,r_longest_run_end_minus_start,r_mean_pair_difference_vs_baseline,r_offset_power_below_0p7Hz_fraction,g_relative_gain_min,g_relative_gain_max,g_log_offset_p95_minus_p05,g_longest_run_end_minus_start,g_mean_pair_difference_vs_baseline,g_offset_power_below_0p7Hz_fraction,b_relative_gain_min,b_relative_gain_max,b_log_offset_p95_minus_p05,b_longest_run_end_minus_start,b_mean_pair_difference_vs_baseline,b_offset_power_below_0p7Hz_fraction
tracking_screened,gap10,user0904,right_cheek,1461,1461,1461,48.699951299999995,1460,0,1,1288,3452,0.9797786871540849,1.0713552620763904,0.05901279794173403,-0.007239910347530635,-4.958842703788114e-06,0.8902698625531399,0.9774513012797078,1.0659961762576362,0.04329313016502333,-0.02002178263575539,-1.3713549750517398e-05,0.8407926687466121,0.975882169165346,1.1930401774236694,0.14971337609592517,0.024668729795804308,1.6896390271098833e-05,0.8507044326198234
tracking_screened,gap10,user0907,forehead,1557,1415,96,3.1999967999999996,1048,307,60,829,2072,0.7394902257559471,1.0431604260004164,0.23360366523153558,-0.27278850790591275,-0.0028714579779569763,0.9398258501901494,0.6273026033149844,1.1363902623693705,0.36725332617775686,-0.3976590507591482,-0.004185884744833139,0.8626046528390257,0.5982534763141509,1.242107703101221,0.4088918140764903,-0.43134574900924333,-0.004540481568518351,0.8843031640702406
tracking_screened,gap10,user0907,left_cheek,1557,1415,96,3.1999967999999996,1189,166,60,939,2066,0.9093725928725974,1.1045337533436803,0.0640702671636301,-0.009708566647524213,-0.0001021954383949917,0.42095870400135044,0.8676184756860962,1.1703767421972977,0.12389518677198366,-0.013782335773436303,-0.00014507721866775057,0.3188607085831173,0.854896306986449,1.1582543976134683,0.1373536568247947,-0.04982987334740711,-0.0005245249826042857,0.4910308392139834
tracking_screened,gap10,user0907,right_cheek,1557,1415,96,3.1999967999999996,1248,107,60,854,1724,0.9334084012713095,1.113261762065922,0.0751950602982735,0.007950066587889446,8.368491145146783e-05,0.548807847257599,0.9343687062383267,1.1562691705332353,0.09485286025722493,-0.005797828679797533,-6.1029775576816035e-05,0.20736122267983081,0.874603208539295,1.1268064862370561,0.10717516435843116,-0.03863370936888127,-0.00040667062493559213,0.23529144864156562
tracking_screened,gap10,ubfc,forehead,1547,1547,1547,52.863395177696525,1546,0,1,1215,3310,0.9259431123562718,1.0129496250495151,0.07122495123613576,-0.07166394728289216,-4.635442903162494e-05,0.7901553707133575,0.9288065875369634,1.013510011428029,0.06475496376399943,-0.06874827918893701,-4.446848589193857e-05,0.7704402591488922,0.9265946760091833,1.0147264205585136,0.06939720387881042,-0.07457363340729918,-4.823650285077568e-05,0.7909940345370984
tracking_screened,gap10,ubfc,left_cheek,1547,1547,1547,52.863395177696525,1546,0,1,10,12,0.9941885199894143,1.0071605610605683,0.007165253065567038,-0.000291066049616227,-1.8827040725499688e-07,0.5404629859713846,0.9966372519536969,1.010279277910206,0.007220058399310383,0.0024451606628186073,1.581604568446709e-06,0.51960078435933,0.9926859717171458,1.009432378780412,0.009383983030712941,4.514627938397977e-05,2.9201991839566474e-08,0.6008868861683316
tracking_screened,gap10,ubfc,right_cheek,1547,1547,1547,52.863395177696525,1546,0,1,52,64,0.9976325964201778,1.0047615605941111,0.003517957703382565,0.0010936800939161022,7.074256752368085e-07,0.679989147930732,0.9949831088805334,1.0051961945203685,0.006051486984661561,-0.0029172875438869907,-1.8869906493447597e-06,0.7111746249072192,0.9912746902479567,1.006768965085241,0.00770798220812656,-0.005069388431720135,-3.2790352080984075e-06,0.7357113721323026
tracking_screened,gap10,kaggle_full,forehead,12867,12867,12867,429.32890000000003,12859,7,1,12720,78261,1.0,1.486598109970899,0.2284155695117849,0.12885088424518026,1.0014836331818768e-05,0.8954794907021486,0.9975027007646369,1.924917577275667,0.3435395112730712,0.3407481457934704,2.6484388760568194e-05,0.9098654580557324,0.9961089013840128,2.911945213737165,0.6064134224301185,0.6739015165101725,5.2378479442730646e-05,0.9173271758839393
tracking_screened,gap10,kaggle_full,left_cheek,12867,12867,12867,429.32890000000003,12856,10,1,11589,51969,0.8841701471602802,1.131614433590702,0.1271293139043059,-0.06266360831481507,-4.870480982031327e-06,0.9346341661810439,0.8600260694030079,1.1225017710846488,0.15299798687029922,-0.1334137126849845,-1.0369478679075429e-05,0.937062479352678,0.876167037909601,1.3247016583350861,0.14256176627846662,0.005383318554092934,4.1841431323589267e-07,0.9364050434806853
tracking_screened,gap10,kaggle_full,right_cheek,12867,12867,12867,429.32890000000003,12859,7,1,12777,85437,0.8162246964741017,1.342153302995647,0.3254408278162568,-0.15148988905813343,-1.1774435648852284e-05,0.927525887683501,0.7482320203013819,1.373086492148695,0.3688772890095374,-0.2663553068984859,-2.0702262311401064e-05,0.93159550709112,0.7375152296714478,1.6168330530082229,0.5288864277102382,-0.056274806798639165,-4.3739162753489255e-06,0.931710518794267
