frame,time_s,source,rgb_valid,r,g,b,motion_x,motion_y,face_x0,face_y0,face_x1,face_y1,roi_status,roi_valid_regions,forehead_r,forehead_g,forehead_b,forehead_valid,forehead_quality,forehead_valid_pixel_fraction,forehead_visible_fraction,forehead_pixel_count,forehead_valid_pixels,forehead_brightness,forehead_laplacian_var,forehead_status,left_cheek_r,left_cheek_g,left_cheek_b,left_cheek_valid,left_cheek_quality,left_cheek_valid_pixel_fraction,left_cheek_visible_fraction,left_cheek_pixel_count,left_cheek_valid_pixels,left_cheek_brightness,left_cheek_laplacian_var,left_cheek_status,right_cheek_r,right_cheek_g,right_cheek_b,right_cheek_valid,right_cheek_quality,right_cheek_valid_pixel_fraction,right_cheek_visible_fraction,right_cheek_pixel_count,right_cheek_valid_pixels,right_cheek_brightness,right_cheek_laplacian_var,right_cheek_status,face_detected,flow_available,bridge_age_frames
101,3.3666666666666667,mesh,True,206.0,170.5,142.16666666666666,2.2202730178833008e-06,8.493661880493164e-07,0.3526477533578873,0.15453943073749543,0.5250467145442962,0.3318876481056213,sampled,3,213.0,181.0,153.0,True,0.951171875,0.951171875,1.0,512,487,0.7200500612745098,906.5453940524902,sampled,218.0,180.0,151.5,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7201319582378405,777.2756079771552,sampled,187.0,150.5,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6277506323741617,648.7654096838138,sampled,True,True,0
102,3.4,mesh,True,207.0,172.66666666666666,143.66666666666666,2.244114875793457e-05,7.569789886474609e-06,0.3524384129047394,0.15441591322422027,0.5249270892143248,0.3317344385385513,sampled,3,215.0,185.0,157.0,True,0.9375,0.9375,1.0,544,510,0.7315922433679354,880.1600480854239,sampled,218.0,181.0,151.0,True,0.9372294372294372,0.9372294372294372,1.0,462,433,0.7217804515745692,776.237662462285,sampled,188.0,152.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6303223325693914,652.0906668393583,sampled,True,True,0
103,3.433333333333333,mesh,True,207.33333333333334,172.83333333333334,142.66666666666666,1.8924474716186523e-06,-1.1101365089416504e-06,0.3526847529411316,0.1544915544986725,0.5249033546447753,0.33190079450607296,sampled,3,215.0,184.5,156.0,True,0.9191176470588235,0.9191176470588235,1.0,544,500,0.7344973760092272,880.136216338019,sampled,219.0,182.0,151.0,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7264233341821577,776.5432880933264,sampled,188.0,152.0,121.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.632721721415839,652.886544796237,sampled,True,True,0
104,3.466666666666667,mesh,True,207.33333333333334,173.0,142.0,2.09808349609375e-05,1.3485550880432129e-06,0.3524965626001358,0.15453149139881134,0.5248484027385711,0.3317948782444,sampled,3,213.0,183.0,153.0,True,0.927734375,0.927734375,1.0,512,475,0.7288567401960784,909.8341806267088,sampled,220.0,183.0,151.0,True,0.9285714285714286,0.9285714285714286,1.0,462,429,0.7289525761819879,782.0732131285068,sampled,189.0,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6342087598675833,654.8803878146211,sampled,True,True,0
105,3.5,mesh,True,207.0,173.33333333333334,142.0,-1.385807991027832e-06,6.310641765594482e-06,0.35252568423748015,0.1545344537496567,0.5249921965599059,0.3318072998523712,sampled,3,213.0,183.0,152.0,True,0.927734375,0.927734375,1.0,512,475,0.7288847120098039,907.0221572360838,sampled,219.0,184.0,152.0,True,0.9285714285714286,0.9285714285714286,1.0,462,429,0.7300105339105338,778.7128578504198,sampled,189.0,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6358522875816993,653.9857890053411,sampled,True,True,0
106,3.533333333333333,mesh,True,207.0,174.33333333333334,142.0,-5.21540641784668e-06,1.5050172805786133e-06,0.3525261497497559,0.15454447656869888,0.5248988842964172,0.33180437624454495,sampled,3,214.0,185.0,153.0,True,0.947265625,0.947265625,1.0,512,485,0.730817493872549,906.8667454724122,sampled,219.0,184.0,151.0,True,0.9285714285714286,0.9285714285714286,1.0,462,429,0.7299902809608692,778.6619531414938,sampled,188.0,154.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.636358967829556,653.8336309187606,sampled,True,True,0
107,3.566666666666667,mesh,True,207.33333333333334,175.0,142.66666666666666,1.4901161193847656e-07,5.066394805908203e-07,0.35253024995327,0.15448198556900025,0.5249741387367248,0.3318245267868042,sampled,3,216.0,187.0,155.0,True,0.9246323529411765,0.9246323529411765,1.0,544,503,0.7393035755478663,882.2609260537954,sampled,218.0,184.0,151.0,True,0.9285714285714286,0.9285714285714286,1.0,462,429,0.7300561157796451,778.7410541631388,sampled,188.0,154.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.636358967829556,653.8336309187606,sampled,True,True,0
108,3.6,mesh,True,207.83333333333334,174.5,143.66666666666666,6.854534149169922e-07,-1.8253922462463379e-06,0.35244449019432067,0.1541518324613571,0.5247215151786804,0.3318121242523193,sampled,3,216.0,188.0,156.0,True,0.9466911764705882,0.9466911764705882,1.0,544,515,0.7382883073817761,929.1474331116864,sampled,218.5,182.0,152.0,True,0.922077922077922,0.922077922077922,1.0,462,426,0.7305930990578049,835.2596134385036,sampled,189.0,153.5,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6360679059502589,667.798909570304,sampled,True,True,0
109,3.6333333333333333,mesh,True,207.83333333333334,174.5,143.66666666666666,1.1920928955078125e-07,-1.1175870895385742e-07,0.35257710635662076,0.15410892337560653,0.5246955859661102,0.3319735389947891,sampled,3,216.0,188.0,156.0,True,0.9466911764705882,0.9466911764705882,1.0,544,515,0.7382883073817761,929.1474331116864,sampled,218.5,182.0,152.0,True,0.922077922077922,0.922077922077922,1.0,462,426,0.7305930990578049,835.2596134385036,sampled,189.0,153.5,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6360679059502589,667.798909570304,sampled,True,True,0
110,3.6666666666666665,mesh,True,208.0,174.5,144.0,4.038214683532715e-06,4.850327968597412e-06,0.3526328986883163,0.15403982311487197,0.5248568940162658,0.33187910139560695,sampled,3,217.0,189.0,157.0,True,0.9613970588235294,0.9613970588235294,1.0,544,523,0.7360968425605536,928.6634202575557,sampled,218.0,181.0,152.0,True,0.9285714285714286,0.9285714285714286,1.0,462,429,0.7270939563704268,835.3745394647588,sampled,189.0,153.5,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6346231389525507,667.9283676091901,sampled,True,True,0
111,3.7,mesh,True,207.16666666666666,174.0,144.33333333333334,-2.1502375602722168e-05,-1.0885298252105713e-05,0.3526697963476181,0.15384843617677688,0.5247590720653533,0.33189958274364467,sampled,3,216.0,188.0,158.0,True,0.9632352941176471,0.9632352941176471,1.0,544,524,0.7338404988465974,935.0867421816474,sampled,217.0,181.0,153.0,True,0.9393939393939394,0.9393939393939394,1.0,462,434,0.7247386215092096,835.7575512007645,sampled,188.5,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6322189966895849,665.5866988993083,sampled,True,True,0
112,3.7333333333333334,mesh,True,206.33333333333334,173.33333333333334,144.66666666666666,-2.0816922187805176e-05,-1.7583370208740234e-06,0.35272439301013947,0.15360255002975465,0.5246897530555725,0.3320023715496063,sampled,3,215.0,188.0,159.0,True,0.9834558823529411,0.9834558823529411,1.0,544,535,0.7279191176470587,931.1924704446366,sampled,216.0,180.0,152.0,True,0.9415584415584416,0.9415584415584416,1.0,462,435,0.719136541889483,835.5722266825209,sampled,188.0,152.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6280921313980137,668.8671357420964,sampled,True,True,0
113,3.7666666666666666,mesh,True,206.0,172.16666666666666,144.16666666666666,-1.411139965057373e-05,-5.945563316345215e-06,0.3527331978082657,0.15346734166145326,0.5245361244678497,0.33209427058696744,sampled,3,215.0,186.0,158.0,True,0.9761029411764706,0.9761029411764706,1.0,544,531,0.7251009659746251,927.5277097015029,sampled,216.0,179.0,152.0,True,0.9415584415584416,0.9415584415584416,1.0,462,435,0.7175506323741618,834.6085492181367,sampled,187.0,151.5,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6254868517103811,665.0384407395851,sampled,True,True,0
114,3.8,mesh,True,205.66666666666666,171.66666666666666,145.16666666666666,-2.1085143089294434e-05,-7.770955562591553e-06,0.3527537441253662,0.15336471736431123,0.5244290339946747,0.33222666442394255,sampled,3,216.0,187.0,161.0,True,0.990234375,0.990234375,1.0,512,507,0.7232251225490196,1039.5333088465422,sampled,215.0,177.0,152.5,True,0.9567099567099567,0.9567099567099567,1.0,462,442,0.7109179526355998,833.210344795281,sampled,186.0,151.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6219021645021644,666.2203123070781,sampled,True,True,0
115,3.8333333333333335,mesh,True,206.66666666666666,170.66666666666666,145.66666666666666,-1.0132789611816406e-05,-9.678304195404053e-06,0.35263693034648896,0.15326282680034636,0.5247120213508606,0.33222498476505274,sampled,3,217.0,187.0,161.0,True,0.98828125,0.98828125,1.0,512,506,0.7218963541666666,1034.6468731403806,sampled,216.0,176.0,153.0,True,0.9588744588744589,0.9588744588744589,1.0,462,443,0.7099041167982345,837.6924382239837,sampled,187.0,149.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6180813683048977,661.543042316411,sampled,True,True,0
116,3.8666666666666667,mesh,True,205.33333333333334,168.66666666666666,144.66666666666666,-1.8209218978881836e-05,1.914799213409424e-06,0.35261457562446596,0.15351861387491225,0.5247518897056579,0.3321537542343139,sampled,3,215.0,183.0,159.0,True,0.9908088235294118,0.9908088235294118,1.0,544,539,0.7152152393310265,927.7939492151818,sampled,215.0,175.0,152.0,True,0.9523809523809523,0.9523809523809523,1.0,462,440,0.706998709786945,840.3848975339104,sampled,186.0,148.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6175755029284442,666.7316344341746,sampled,True,True,0
117,3.9,mesh,True,205.16666666666666,168.66666666666666,145.16666666666666,-1.1473894119262695e-06,5.364418029785156e-06,0.35248186826705935,0.15351381301879882,0.5249376654624939,0.33207637071609497,sampled,3,214.0,183.0,160.0,True,0.9908088235294118,0.9908088235294118,1.0,544,539,0.7139919405997693,922.4853668122836,sampled,215.0,175.0,153.0,True,0.9567099567099567,0.9567099567099567,1.0,462,442,0.7058406926406927,837.7051584340622,sampled,186.5,148.0,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6152252779899839,665.7252136575403,sampled,True,True,0
118,3.933333333333333,mesh,True,206.0,168.66666666666666,145.33333333333334,-4.827976226806641e-06,-2.592802047729492e-06,0.3525898092985153,0.15342069864273072,0.5247311949729919,0.3320278489589691,sampled,3,216.5,184.0,161.0,True,0.9921875,0.9921875,1.0,512,508,0.7153358609068626,1035.0567318591307,sampled,215.0,174.0,153.0,True,0.9675324675324676,0.9675324675324676,1.0,462,447,0.7035905271199389,835.8648214324318,sampled,186.5,148.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6142015278838808,660.7642438197372,sampled,True,True,0
119,3.966666666666667,mesh,True,206.0,168.66666666666666,145.33333333333334,2.2351741790771484e-06,-1.214444637298584e-06,0.35255757987499237,0.15343084722757339,0.5247312486171722,0.332036275267601,sampled,3,216.5,184.0,161.0,True,0.9921875,0.9921875,1.0,512,508,0.7148073682598038,1035.0959218005366,sampled,215.0,174.0,153.0,True,0.9675324675324676,0.9675324675324676,1.0,462,447,0.7035905271199389,835.8648214324318,sampled,186.5,148.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6142015278838808,660.7642438197372,sampled,True,True,0
120,4.0,mesh,True,205.83333333333334,167.0,144.83333333333334,-1.4379620552062988e-05,-5.707144737243652e-06,0.35251445770263673,0.1537431237101555,0.5243320918083191,0.3320669513940811,sampled,3,215.5,180.0,158.5,True,0.9779411764705882,0.9779411764705882,1.0,544,532,0.7117269607843137,885.9870095826127,sampled,215.0,174.0,152.0,True,0.9502164502164502,0.9502164502164502,1.0,462,439,0.7029859774212716,778.3321100291034,sampled,187.0,147.0,124.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6140224768695357,647.8787524804446,sampled,True,True,0
121,4.033333333333333,mesh,True,205.83333333333334,167.0,144.83333333333334,-3.2782554626464844e-07,-2.905726432800293e-07,0.35247580587863925,0.15395019054412842,0.5245941138267517,0.33200588345527643,sampled,3,215.5,180.0,158.5,True,0.9779411764705882,0.9779411764705882,1.0,544,532,0.7117269607843137,885.9870095826127,sampled,215.0,174.0,152.0,True,0.9502164502164502,0.9502164502164502,1.0,462,439,0.7029859774212716,778.3321100291034,sampled,187.0,147.0,124.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6140224768695357,647.8787524804446,sampled,True,True,0
122,4.066666666666666,mesh,True,206.16666666666666,167.33333333333334,144.66666666666666,1.0222196578979492e-05,8.07642936706543e-06,0.35227843165397643,0.15422487527132034,0.5246373844146728,0.3318523526191711,sampled,3,215.5,180.0,159.0,True,0.9705882352941176,0.9705882352941176,1.0,544,528,0.7145095444059976,884.7110830849915,sampled,216.0,175.0,153.0,True,0.9458874458874459,0.9458874458874459,1.0,462,437,0.7060756981580512,769.3026948944547,sampled,187.0,147.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6151749087513793,647.6856871363918,sampled,True,True,0
123,4.1,mesh,True,206.33333333333334,167.5,144.16666666666666,2.1263957023620605e-05,2.078711986541748e-06,0.35235041737556455,0.15442667841911317,0.5248334395885467,0.3318849194049835,sampled,3,216.0,180.5,158.0,True,0.9595588235294118,0.9595588235294118,1.0,544,522,0.7177030276816608,880.3707889943772,sampled,216.0,175.0,152.0,True,0.9458874458874459,0.9458874458874459,1.0,462,437,0.7080035820388763,771.6794009326285,sampled,187.0,147.0,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6178412528647823,645.78397255906,sampled,True,True,0
124,4.133333333333334,mesh,True,207.0,168.66666666666666,143.66666666666666,5.97536563873291e-06,2.391636371612549e-06,0.3523510068655014,0.15448945194482802,0.5247477149963379,0.331819189786911,sampled,3,216.0,181.0,156.0,True,0.9503676470588235,0.9503676470588235,1.0,544,517,0.7216347750865051,884.5191744815636,sampled,217.0,177.0,152.0,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7134681096681096,777.1760912156631,sampled,188.0,148.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6203217893217894,644.8279738034895,sampled,True,True,0
125,4.166666666666667,mesh,True,206.66666666666666,170.66666666666666,144.0,4.871189594268799e-05,6.83218240737915e-06,0.35238473773002627,0.15437166810035705,0.5247903978824615,0.3318568956851959,sampled,3,216.0,183.0,158.0,True,0.9540441176470589,0.9540441176470589,1.0,544,519,0.7255287053056517,883.9548121257433,sampled,217.0,178.0,152.0,True,0.935064935064935,0.935064935064935,1.0,462,432,0.7175587641117054,779.3413323738495,sampled,187.0,151.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6258436974789916,647.0270452758006,sampled,True,True,0
126,4.2,mesh,True,206.0,170.66666666666666,142.83333333333334,-2.339482307434082e-06,5.9604644775390625e-06,0.35220116794109346,0.15451364517211913,0.5246849822998046,0.331885614991188,sampled,3,213.0,182.0,154.0,True,0.955078125,0.955078125,1.0,512,489,0.7202992034313725,898.3109078513182,sampled,218.0,179.0,152.0,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7204627111450641,778.3080070203893,sampled,187.0,151.0,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6283688990747814,645.9540131291767,sampled,True,True,0
127,4.233333333333333,mesh,True,207.33333333333334,172.0,143.66666666666666,2.162158489227295e-05,3.6507844924926758e-06,0.35244080364704133,0.1543510639667511,0.524748089313507,0.33185108900070187,sampled,3,216.0,185.0,157.0,True,0.9448529411764706,0.9448529411764706,1.0,544,514,0.7316615340253748,881.7410591027249,sampled,218.0,180.0,151.0,True,0.9372294372294372,0.9372294372294372,1.0,462,433,0.7221112044817926,778.8303654908075,sampled,188.0,151.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6300448688566335,654.5407427365866,sampled,True,True,0
128,4.266666666666667,mesh,True,207.0,171.83333333333334,142.66666666666666,9.611248970031738e-06,-1.5497207641601562e-06,0.3524550998210907,0.15452151656150817,0.5244822478294372,0.3317789739370346,sampled,3,214.0,183.0,155.0,True,0.953125,0.953125,1.0,512,488,0.7260639093137254,901.8805498193362,sampled,219.0,181.0,152.0,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7263075375604787,780.5681634558198,sampled,188.0,151.5,121.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6328262286732875,655.074326803321,sampled,True,True,0
129,4.3,mesh,True,208.16666666666666,173.83333333333334,143.0,1.150369644165039e-05,4.306435585021973e-06,0.3524965232610702,0.15448976337909698,0.5246819603443146,0.3317296969890594,sampled,3,216.0,186.0,155.0,True,0.9209558823529411,0.9209558823529411,1.0,544,501,0.7374179065743944,890.9257623033627,sampled,219.5,183.0,152.0,True,0.9264069264069265,0.9264069264069265,1.0,462,428,0.7289401154401154,783.4229591099537,sampled,189.0,152.5,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6346178762414056,657.464650436555,sampled,True,True,0
130,4.333333333333333,mesh,True,207.0,173.16666666666666,142.66666666666666,5.066394805908203e-07,4.7460198402404785e-06,0.3524687606096268,0.1545522129535675,0.5246309554576873,0.3316408139467239,sampled,3,213.0,184.0,153.0,True,0.94140625,0.94140625,1.0,512,482,0.7288950674019608,910.9123896267088,sampled,219.0,183.0,153.0,True,0.9264069264069265,0.9264069264069265,1.0,462,428,0.7301928783634665,776.600329677316,sampled,189.0,152.5,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6355280875986759,655.2559843054854,sampled,True,True,0
131,4.366666666666666,mesh,True,207.83333333333334,174.66666666666666,143.33333333333334,7.152557373046875e-07,3.814697265625e-06,0.3523331731557846,0.1544501528143883,0.5246007513999938,0.33174465298652644,sampled,3,217.0,188.0,156.0,True,0.9430147058823529,0.9430147058823529,1.0,544,513,0.7393821799307959,898.1441481254324,sampled,219.0,183.0,152.0,True,0.9264069264069265,0.9264069264069265,1.0,462,428,0.7306734317969612,780.7916956308776,sampled,187.5,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6360347678465325,655.1073028076497,sampled,True,True,0
132,4.4,mesh,True,207.66666666666666,175.33333333333334,144.0,-4.76837158203125e-07,-6.712973117828369e-06,0.35279289245605466,0.15413085818290712,0.5251611769199371,0.33167602241039273,sampled,3,215.0,188.0,156.0,True,0.9319852941176471,0.9319852941176471,1.0,544,507,0.7416283448673588,941.1842926107265,sampled,218.0,183.0,152.0,True,0.9264069264069265,0.9264069264069265,1.0,462,428,0.730487641117053,825.7216969727704,sampled,190.0,155.0,124.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6382309990662932,698.4084947997787,sampled,True,True,0
133,4.433333333333334,mesh,True,207.66666666666666,175.33333333333334,144.0,1.4901161193847656e-07,1.4901161193847656e-07,0.352432844042778,0.15402059257030487,0.5248115348815917,0.33165754437446593,sampled,3,215.0,188.0,156.0,True,0.9319852941176471,0.9319852941176471,1.0,544,507,0.7415778835063438,941.0484984930794,sampled,218.0,183.0,152.0,True,0.9264069264069265,0.9264069264069265,1.0,462,428,0.730487641117053,825.7216969727704,sampled,190.0,155.0,124.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6382309990662932,698.4084947997787,sampled,True,True,0
134,4.466666666666667,mesh,True,207.66666666666666,176.0,144.33333333333334,-1.0877847671508789e-05,-1.6763806343078613e-06,0.35247852087020876,0.15392587542533875,0.5248730266094207,0.3317595446109772,sampled,3,216.0,190.0,158.0,True,0.9540441176470589,0.9540441176470589,1.0,544,519,0.7393215397923875,948.5103136693336,sampled,218.0,183.0,152.0,True,0.9264069264069265,0.9264069264069265,1.0,462,428,0.730487641117053,825.7216969727704,sampled,189.0,155.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6365163738222562,697.2998198311687,sampled,True,True,0
135,4.5,mesh,True,207.16666666666666,174.66666666666666,143.83333333333334,-2.115964889526367e-06,2.250075340270996e-06,0.3526078659296036,0.15386346846818924,0.5247473311424254,0.3318404084444046,sampled,3,215.5,189.0,157.5,True,0.9669117647058824,0.9669117647058824,1.0,544,526,0.7352774221453288,951.1065924593423,sampled,217.0,182.0,151.0,True,0.9264069264069265,0.9264069264069265,1.0,462,428,0.7268841015193958,828.9295821730851,sampled,189.0,153.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6344434767846532,696.3434352716029,sampled,True,True,0
136,4.533333333333333,mesh,True,207.0,174.66666666666666,143.66666666666666,-1.6033649444580078e-05,-1.2882053852081299e-05,0.35259399592876434,0.15366893082857133,0.5249767506122589,0.33193664371967313,sampled,3,216.0,189.0,158.0,True,0.9705882352941176,0.9705882352941176,1.0,544,528,0.7339596020761245,952.8494970071366,sampled,217.0,182.0,151.0,True,0.9285714285714286,0.9285714285714286,1.0,462,429,0.7245096596214243,834.2044605670244,sampled,188.0,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6315913929208046,697.4025996232082,sampled,True,True,0
137,4.566666666666666,mesh,True,206.66666666666666,173.66666666666666,145.0,-2.7298927307128906e-05,3.4868717193603516e-06,0.3525654494762421,0.15342736274003982,0.5248502314090728,0.33210680603981013,sampled,3,217.0,189.0,161.0,True,0.990234375,0.990234375,1.0,512,507,0.7303698529411764,1073.104511516098,sampled,216.0,180.0,151.0,True,0.935064935064935,0.935064935064935,1.0,462,432,0.7187155674390968,830.9341500062213,sampled,187.0,152.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6278161955691366,694.7742355493151,sampled,True,True,0
138,4.6,mesh,True,206.5,172.66666666666666,144.5,-1.017749309539795e-05,-8.612871170043945e-06,0.35271810472011567,0.1533187821507454,0.5247940599918365,0.3322410184144973,sampled,3,217.0,188.0,160.0,True,0.98046875,0.98046875,1.0,512,502,0.7282331188725489,1068.5484946996462,sampled,216.0,179.0,151.0,True,0.935064935064935,0.935064935064935,1.0,462,432,0.7171558696205755,825.1836265769194,sampled,186.5,151.0,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6252043629573042,697.2330089609641,sampled,True,True,0
139,4.633333333333334,mesh,True,205.0,171.16666666666666,144.16666666666666,-2.4721026420593262e-05,-4.991888999938965e-06,0.35269268035888673,0.15350388258695602,0.524780421257019,0.3323169827461242,sampled,3,214.0,186.0,159.5,True,0.9926470588235294,0.9926470588235294,1.0,544,540,0.7201340253748558,944.3290703065393,sampled,215.0,177.0,151.0,True,0.9437229437229437,0.9437229437229437,1.0,462,436,0.711306086070792,827.7268212480275,sampled,186.0,150.5,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.622203429250488,688.6239988191938,sampled,True,True,0
140,4.666666666666667,mesh,True,206.0,170.66666666666666,145.33333333333334,-1.0728836059570312e-06,-3.337860107421875e-06,0.3525155329704285,0.15335353940725327,0.5251235163211821,0.33225284874439237,sampled,3,216.5,186.0,161.0,True,0.9921875,0.9921875,1.0,512,508,0.7217572610294117,1068.6396138109737,sampled,215.0,177.0,152.0,True,0.9437229437229437,0.9437229437229437,1.0,462,436,0.711194499618029,828.689172666367,sampled,186.5,149.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6186882098293862,689.5411387443075,sampled,True,True,0
141,4.7,mesh,True,205.0,169.5,144.83333333333334,-2.193450927734375e-05,-8.694827556610107e-06,0.35244600117206576,0.15341972470283508,0.5250667166709899,0.33233220279216763,sampled,3,215.0,184.0,160.0,True,0.9926470588235294,0.9926470588235294,1.0,544,540,0.7151224192618224,941.4977011552224,sampled,214.0,175.5,151.5,True,0.9393939393939394,0.9393939393939394,1.0,462,434,0.707436193871488,830.9701683357881,sampled,186.0,149.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6174627790510143,689.3007883504806,sampled,True,True,0
142,4.733333333333333,mesh,True,205.33333333333334,169.33333333333334,145.0,5.364418029785156e-07,9.3802809715271e-06,0.3524398374557495,0.15333891689777374,0.5249946701526641,0.332153930068016,sampled,3,216.0,185.0,161.0,True,0.99609375,0.99609375,1.0,512,510,0.7162433976715685,1061.4372558285518,sampled,214.0,175.0,152.0,True,0.9523809523809523,0.9523809523809523,1.0,462,440,0.7058823699176642,827.105373776447,sampled,186.0,148.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6153800696035989,693.3219413633366,sampled,True,True,0
143,4.766666666666667,mesh,True,205.16666666666666,168.66666666666666,145.0,-7.718801498413086e-06,-2.115964889526367e-06,0.3524460870027542,0.15332026541233063,0.5250713789463043,0.33219892919063565,sampled,3,216.0,184.0,161.0,True,0.994140625,0.994140625,1.0,512,509,0.7146394148284313,1064.5834641996457,sampled,214.0,174.0,152.0,True,0.9545454545454546,0.9545454545454546,1.0,462,441,0.7034845768610475,826.8279199414552,sampled,185.5,148.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6138555131143366,687.2952985713536,sampled,True,True,0
144,4.8,mesh,True,205.33333333333334,166.66666666666666,145.16666666666666,-7.092952728271484e-06,-4.038214683532715e-06,0.352600000500679,0.1535715255141258,0.5242258703708648,0.3319992059469223,sampled,3,215.0,181.0,160.0,True,0.9944852941176471,0.9944852941176471,1.0,544,541,0.7114933967704729,844.5454285350345,sampled,215.0,173.0,152.0,True,0.948051948051948,0.948051948051948,1.0,462,438,0.7031167473049827,745.9732058980716,sampled,186.0,146.0,123.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6134920465155759,619.987004171511,sampled,True,True,0
145,4.833333333333333,mesh,True,205.33333333333334,166.66666666666666,145.16666666666666,-8.195638656616211e-07,-5.364418029785156e-07,0.35260638177394865,0.15350930094718934,0.5244857132434845,0.3321250420808792,sampled,3,215.0,181.0,160.0,True,0.9944852941176471,0.9944852941176471,1.0,544,541,0.7114933967704729,844.5454285350345,sampled,215.0,173.0,152.0,True,0.948051948051948,0.948051948051948,1.0,462,438,0.7031167473049827,745.9732058980716,sampled,186.0,146.0,123.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6134920465155759,619.987004171511,sampled,True,True,0
146,4.866666666666666,mesh,True,205.33333333333334,166.66666666666666,145.16666666666666,6.943941116333008e-06,-2.913177013397217e-06,0.35260871529579163,0.15350731313228608,0.5243445169925689,0.33204139530658716,sampled,3,215.0,181.0,160.0,True,0.9944852941176471,0.9944852941176471,1.0,544,541,0.7114933967704729,844.5454285350345,sampled,215.0,173.0,152.0,True,0.948051948051948,0.948051948051948,1.0,462,438,0.7031167473049827,745.9732058980716,sampled,186.0,146.0,123.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6134920465155759,619.987004171511,sampled,True,True,0
147,4.9,mesh,True,206.0,167.33333333333334,144.83333333333334,4.738569259643555e-06,1.3463199138641357e-05,0.3524839919805527,0.1534177178144455,0.5246262943744658,0.33218308031558985,sampled,3,215.0,181.0,159.0,True,0.9816176470588235,0.9816176470588235,1.0,544,534,0.715062197231834,845.3985932939014,sampled,216.0,174.0,153.0,True,0.9415584415584416,0.9415584415584416,1.0,462,435,0.7061084288260759,749.1693306188787,sampled,187.0,147.0,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.614865172735761,618.4630655745582,sampled,True,True,0
