frame,time_s,source,rgb_valid,r,g,b,motion_x,motion_y,face_x0,face_y0,face_x1,face_y1,roi_status,roi_valid_regions,forehead_r,forehead_g,forehead_b,forehead_valid,forehead_quality,forehead_valid_pixel_fraction,forehead_visible_fraction,forehead_pixel_count,forehead_valid_pixels,forehead_brightness,forehead_laplacian_var,forehead_status,left_cheek_r,left_cheek_g,left_cheek_b,left_cheek_valid,left_cheek_quality,left_cheek_valid_pixel_fraction,left_cheek_visible_fraction,left_cheek_pixel_count,left_cheek_valid_pixels,left_cheek_brightness,left_cheek_laplacian_var,left_cheek_status,right_cheek_r,right_cheek_g,right_cheek_b,right_cheek_valid,right_cheek_quality,right_cheek_valid_pixel_fraction,right_cheek_visible_fraction,right_cheek_pixel_count,right_cheek_valid_pixels,right_cheek_brightness,right_cheek_laplacian_var,right_cheek_status,face_detected,flow_available,bridge_age_frames
21,0.7,mesh,True,205.16666666666666,169.0,145.16666666666666,5.960464477539063e-08,1.4901161193847656e-08,0.3525960904359817,0.15339756429195403,0.5248122560977936,0.332106185555458,sampled,3,216.0,184.0,161.0,True,0.994140625,0.994140625,1.0,512,509,0.7146569699754902,1021.3786991937102,sampled,214.0,175.0,152.0,True,0.9502164502164502,0.9502164502164502,1.0,462,439,0.7039101434513199,802.4903648371281,sampled,185.5,148.0,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6143665563194975,662.0617264491295,sampled,True,True,0
22,0.7333333333333333,mesh,True,205.16666666666666,168.0,144.5,7.3462724685668945e-06,-3.7997961044311523e-07,0.35261486887931826,0.1534317061305046,0.5248732447624206,0.33219844222068784,sampled,3,215.0,181.0,159.0,True,0.9908088235294118,0.9908088235294118,1.0,544,539,0.7139625720876586,899.4267474032088,sampled,215.0,175.0,152.0,True,0.9458874458874459,0.9458874458874459,1.0,462,437,0.705981274934216,802.8210253007625,sampled,185.5,148.0,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.614824921483745,661.6044104318134,sampled,True,True,0
23,0.7666666666666667,mesh,True,205.33333333333334,169.0,145.33333333333334,1.233816146850586e-05,1.5944242477416992e-06,0.35247508525848387,0.15339106440544129,0.5246321976184845,0.3322291404008865,sampled,3,215.0,182.0,160.0,True,0.9889705882352942,0.9889705882352942,1.0,544,538,0.7170407151095731,904.6050112845885,sampled,215.0,176.0,153.0,True,0.9437229437229437,0.9437229437229437,1.0,462,436,0.7084626941685767,796.5490315418937,sampled,186.0,149.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6181099397334691,659.5161392510635,sampled,True,True,0
24,0.8,mesh,True,207.33333333333334,170.0,144.33333333333334,3.072619438171387e-05,6.183981895446777e-06,0.3527620166540146,0.1534406417608261,0.524269562959671,0.3323406410217285,sampled,3,217.0,184.0,159.0,True,0.9742647058823529,0.9742647058823529,1.0,544,530,0.7231777104959631,866.5186687952934,sampled,217.0,177.0,152.0,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7141737034207621,781.8150823164108,sampled,188.0,149.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6233005687123334,648.1431305410507,sampled,True,True,0
25,0.8333333333333334,mesh,True,206.66666666666666,171.0,145.0,8.821487426757812e-06,1.3932585716247559e-06,0.3528209137916565,0.1535293662548065,0.5243750739097595,0.3323151510953903,sampled,3,216.0,185.0,160.0,True,0.9797794117647058,0.9797794117647058,1.0,544,533,0.7248807093425604,865.1061504901464,sampled,217.0,178.0,153.0,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7170112299465241,778.7969791978785,sampled,187.0,150.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6251323996265172,649.3769918137777,sampled,True,True,0
26,0.8666666666666667,mesh,True,207.33333333333334,171.33333333333334,144.0,5.736947059631348e-06,9.372830390930176e-06,0.3527806740999222,0.1535754147171974,0.524242730140686,0.3322537147998809,sampled,3,216.0,184.0,157.0,True,0.9503676470588235,0.9503676470588235,1.0,544,517,0.7288375288350634,864.3640634701015,sampled,218.0,179.0,152.0,True,0.9285714285714286,0.9285714285714286,1.0,462,429,0.7197217808335453,782.3667047978109,sampled,188.0,151.0,123.0,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6288714200831848,647.780322716872,sampled,True,True,0
27,0.9,mesh,True,207.33333333333334,172.0,144.0,2.6240944862365723e-05,7.197260856628418e-06,0.3526466727256775,0.15347253262996674,0.5241529047489166,0.33217785418033596,sampled,3,216.0,185.0,157.0,True,0.9503676470588235,0.9503676470588235,1.0,544,517,0.731709832756632,869.4829129655601,sampled,218.0,180.0,152.0,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7215712842712843,783.0589164431137,sampled,188.0,151.0,123.0,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6299333333333332,646.849660005566,sampled,True,True,0
28,0.9333333333333333,mesh,True,207.83333333333334,172.5,143.66666666666666,5.513429641723633e-06,-3.3527612686157227e-07,0.3528752201795578,0.1534579798579216,0.524325623512268,0.3323174101114273,sampled,3,216.5,185.0,157.0,True,0.9411764705882353,0.9411764705882353,1.0,544,512,0.7341031430219146,869.6817590944529,sampled,219.0,181.0,152.0,True,0.9285714285714286,0.9285714285714286,1.0,462,429,0.7261186316951023,781.8569070413786,sampled,188.0,151.5,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.633253900348018,648.9350199455595,sampled,True,True,0
29,0.9666666666666667,mesh,True,208.0,173.33333333333334,143.33333333333334,1.983344554901123e-05,-6.109476089477539e-07,0.3527724575996399,0.15352555274963378,0.5241340672969818,0.3322428214550018,sampled,3,215.5,186.0,156.0,True,0.9264705882352942,0.9264705882352942,1.0,544,504,0.737581862745098,874.3870395509839,sampled,220.0,182.0,152.0,True,0.9199134199134199,0.9199134199134199,1.0,462,425,0.7288568542568542,784.3162495098527,sampled,188.5,152.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6340958322723027,651.8678587443078,sampled,True,True,0
30,1.0,mesh,True,207.66666666666666,173.66666666666666,143.0,-2.9653310775756836e-06,6.720423698425293e-06,0.3527824783325195,0.15349894821643828,0.524185608625412,0.33222961664199824,sampled,3,215.5,186.0,155.0,True,0.9264705882352942,0.9264705882352942,1.0,544,504,0.7376179065743945,872.9716192826015,sampled,219.0,183.0,152.0,True,0.9199134199134199,0.9199134199134199,1.0,462,425,0.7298935913759443,782.3761786498237,sampled,188.5,152.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6356341736694678,651.9576009261258,sampled,True,True,0
31,1.0333333333333334,mesh,True,207.5,174.33333333333334,143.33333333333334,-5.617737770080566e-06,4.2244791984558105e-06,0.3527913558483124,0.15344925701618195,0.5244861042499541,0.332227194905281,sampled,3,216.0,187.0,156.0,True,0.9319852941176471,0.9319852941176471,1.0,544,507,0.7394495098039217,874.6389194919442,sampled,219.0,183.0,152.0,True,0.9199134199134199,0.9199134199134199,1.0,462,425,0.7298733384262795,782.320947329365,sampled,187.5,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6361408539173244,651.748118086299,sampled,True,True,0
32,1.0666666666666667,mesh,True,207.16666666666666,174.33333333333334,143.33333333333334,7.152557373046875e-07,6.034970283508301e-07,0.3527463048696518,0.15345928251743315,0.5242699182033538,0.33220107138156885,sampled,3,216.0,187.0,156.0,True,0.9319852941176471,0.9319852941176471,1.0,544,507,0.7394495098039217,874.6389194919442,sampled,218.0,183.0,152.0,True,0.9199134199134199,0.9199134199134199,1.0,462,425,0.7299391732450556,782.3938198791486,sampled,187.5,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6361408539173244,651.748118086299,sampled,True,True,0
33,1.1,mesh,True,207.16666666666666,174.83333333333334,143.33333333333334,1.4901161193847656e-07,-2.9802322387695312e-08,0.3528058898448944,0.15342661380767822,0.5244022941589355,0.3321580553054809,sampled,3,216.0,188.0,156.0,True,0.9411764705882353,0.9411764705882353,1.0,544,512,0.7394891580161477,875.9339094528411,sampled,218.0,183.5,152.0,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7299186401833461,782.7678107878601,sampled,187.5,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6361408539173244,651.748118086299,sampled,True,True,0
34,1.1333333333333333,mesh,True,207.16666666666666,174.5,143.33333333333334,9.685754776000977e-07,-3.5762786865234375e-07,0.3527635073661804,0.1534988033771515,0.5244140100479125,0.3321744334697723,sampled,3,216.0,187.0,156.0,True,0.9430147058823529,0.9430147058823529,1.0,544,513,0.7385231833910035,874.9009324713317,sampled,218.0,183.5,152.0,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7299186401833461,782.7678107878601,sampled,187.5,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6361408539173244,651.748118086299,sampled,True,True,0
35,1.1666666666666667,mesh,True,207.5,175.0,143.33333333333334,3.0100345611572266e-06,-2.9653310775756836e-06,0.35263948440551757,0.1535131174325943,0.524483516216278,0.3321289521455764,sampled,3,217.0,189.0,157.0,True,0.9650735294117647,0.9650735294117647,1.0,544,525,0.7364038062283736,874.718489713438,sampled,218.0,183.0,151.0,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7269196163313809,784.9175895101289,sampled,187.5,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6350458704694,651.7167789997001,sampled,True,True,0
36,1.2,mesh,True,207.0,173.5,145.0,-1.7702579498291016e-05,-1.1213123798370361e-05,0.3524011361598969,0.15335507571697235,0.5242505323886871,0.33235380113124846,sampled,3,217.0,187.5,159.5,True,0.9742647058823529,0.9742647058823529,1.0,544,530,0.7311480968858132,919.1696353990998,sampled,217.0,180.0,153.0,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7219031066972245,809.1309977142105,sampled,187.0,153.0,122.5,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6305843476784653,659.9614934412772,sampled,True,True,0
37,1.2333333333333334,mesh,True,206.83333333333334,173.5,144.33333333333334,-2.485513687133789e-05,-6.996095180511475e-06,0.35254699051380156,0.15324610888957976,0.5242461609840393,0.33254276275634764,sampled,3,216.5,187.5,159.0,True,0.9816176470588235,0.9816176470588235,1.0,544,534,0.7284303921568628,918.7668832499866,sampled,217.0,180.0,152.0,True,0.9372294372294372,0.9372294372294372,1.0,462,433,0.7201146252440371,804.7210885734899,sampled,187.0,153.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6295108904167729,659.1773720408537,sampled,True,True,0
38,1.2666666666666666,mesh,True,206.0,172.66666666666666,144.33333333333334,-1.1205673217773438e-05,-2.3245811462402344e-06,0.3526549023389816,0.1533626511693001,0.52451775431633,0.33243414640426633,sampled,3,216.0,187.0,159.0,True,0.9834558823529411,0.9834558823529411,1.0,544,535,0.7255108419838524,921.0028619886326,sampled,216.0,179.0,152.0,True,0.9393939393939394,0.9393939393939394,1.0,462,434,0.7172633732280792,805.9938280779033,sampled,186.0,152.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6258719803072744,660.994572328723,sampled,True,True,0
39,1.3,mesh,True,205.16666666666666,171.66666666666666,144.66666666666666,-2.1979212760925293e-05,-5.327165126800537e-06,0.3526907670497894,0.1534484416246414,0.5246052455902099,0.33240307986736295,sampled,3,215.0,186.0,160.0,True,0.9944852941176471,0.9944852941176471,1.0,544,541,0.720260193194925,923.499067730915,sampled,215.0,178.0,152.0,True,0.9588744588744589,0.9588744588744589,1.0,462,443,0.7108098633392752,815.6656084284965,sampled,185.5,151.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.622856005432476,660.5710211545885,sampled,True,True,0
40,1.3333333333333333,mesh,True,205.66666666666666,170.33333333333334,144.66666666666666,-2.637505531311035e-06,-1.0952353477478027e-05,0.3525183564424515,0.1534774973988533,0.5244560551643371,0.33226647377014157,sampled,3,215.0,185.0,159.0,True,0.9926470588235294,0.9926470588235294,1.0,544,540,0.7187945934256054,922.5133117459856,sampled,216.0,177.0,153.0,True,0.9588744588744589,0.9588744588744589,1.0,462,443,0.7100684322213733,815.3098301314253,sampled,186.0,149.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6181493761140818,662.5526000998856,sampled,True,True,0
41,1.3666666666666667,mesh,True,205.33333333333334,169.66666666666666,145.33333333333334,-2.790987491607666e-05,-5.364418029785156e-07,0.35236245930194854,0.15344385236501693,0.5245977675914764,0.3322569555044174,sampled,3,215.0,184.0,160.0,True,0.9981617647058824,0.9981617647058824,1.0,544,543,0.7163615916955016,921.8131458057823,sampled,215.0,176.0,153.0,True,0.9523809523809523,0.9523809523809523,1.0,462,440,0.7070526780409133,816.607172506212,sampled,186.0,149.0,123.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6176199813258637,662.7772817398475,sampled,True,True,0
42,1.4,mesh,True,205.0,169.0,145.0,5.632638931274414e-06,3.1962990760803223e-06,0.3525726914405823,0.15343828290700912,0.5244805800914764,0.33225553572177885,sampled,3,215.0,183.0,160.0,True,0.9981617647058824,0.9981617647058824,1.0,544,543,0.7133643021914648,921.5241181874864,sampled,215.0,176.0,153.0,True,0.9632034632034632,0.9632034632034632,1.0,462,445,0.705402342755284,815.261239483649,sampled,185.0,148.0,122.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6153611917494269,660.5977204326007,sampled,True,True,0
43,1.4333333333333333,mesh,True,205.0,169.0,145.0,-1.2040138244628906e-05,-6.645917892456055e-06,0.352565261721611,0.153384268283844,0.5245251166820526,0.33215603888034817,sampled,3,216.0,184.0,161.0,True,0.998046875,0.998046875,1.0,512,511,0.7148081954656862,1035.4349584272309,sampled,214.0,175.0,153.0,True,0.9632034632034632,0.9632034632034632,1.0,462,445,0.7036444953739072,815.4142708689305,sampled,185.0,148.0,121.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6138960529666412,660.8827245516202,sampled,True,True,0
44,1.4666666666666666,mesh,True,205.0,169.0,145.0,2.2351741790771484e-07,2.980232238769531e-07,0.35263429701328275,0.15339800387620925,0.5243235743045807,0.3321604239940643,sampled,3,216.0,184.0,161.0,True,0.998046875,0.998046875,1.0,512,511,0.7148081954656862,1035.4349584272309,sampled,214.0,175.0,153.0,True,0.9632034632034632,0.9632034632034632,1.0,462,445,0.7036444953739072,815.4142708689305,sampled,185.0,148.0,121.0,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6138960529666412,660.8827245516202,sampled,True,True,0
