frame,time_s,patch_id,region,source,face_detected,is_bridge,bridge_age_frames,geometry_valid,geometry_status,anchor_residual_face_fraction,valid,quality,raw_r,raw_g,raw_b,pixel_count,valid_pixels,visible_fraction,valid_pixel_fraction,raw_status,corner0_x,corner0_y,corner1_x,corner1_y,corner2_x,corner2_y,corner3_x,corner3_y,pixel_source,pixel_reset,pixel_tracks,pixel_seeds,pixel_screen_rejected,pixel_color_rejected,pixel_fb_rejected,pixel_geometry_rejected,pixel_fb_error_median,tracked_valid,tracked_r,pixel_log_delta_r,paired_log_delta_r,raw_log_delta_r,tracked_g,pixel_log_delta_g,paired_log_delta_g,raw_log_delta_g,tracked_b,pixel_log_delta_b,paired_log_delta_b,raw_log_delta_b
0,0.0,forehead_0,forehead,mesh,True,False,0,True,anchored,1.6925163993021691e-15,True,1.0,182.55416666666667,142.34,136.225,1500,1500,1.0,1.0,sampled,1859.6605705718996,593.1019903900628,1909.3359983367918,593.1019903900627,1909.335998336792,622.4856388185027,1859.6605705718998,622.4856388185028,baseline_reset,True,0,0,0,0,0,0,nan,True,182.55416666666667,nan,nan,nan,142.34,nan,nan,nan,136.225,nan,nan,nan
0,0.0,forehead_1,forehead,mesh,True,False,0,True,anchored,2.8879252984912436e-15,True,1.0,169.8488562091503,132.6968954248366,130.218954248366,1530,1530,1.0,1.0,sampled,1914.8554903106701,593.1019903900625,1964.5309180755626,593.1019903900624,1964.530918075562,622.4856388185026,1914.8554903106697,622.4856388185027,baseline_reset,True,0,0,0,0,0,0,nan,True,169.8488562091503,nan,nan,nan,132.6968954248366,nan,nan,nan,130.218954248366,nan,nan,nan
0,0.0,forehead_2,forehead,mesh,True,False,0,True,anchored,1.7911909929808135e-15,True,1.0,185.25416666666666,146.78916666666666,141.7125,1500,1500,1.0,1.0,sampled,1859.6605705718982,625.7504886438841,1909.3359983367911,625.750488643884,1909.335998336792,655.1341370723244,1859.6605705718991,655.1341370723245,baseline_reset,True,0,0,0,0,0,0,nan,True,185.25416666666666,nan,nan,nan,146.78916666666666,nan,nan,nan,141.7125,nan,nan,nan
0,0.0,forehead_3,forehead,mesh,True,False,0,True,anchored,2.79283522561222e-15,True,1.0,186.08660130718954,156.1200980392157,149.07679738562092,1530,1530,1.0,1.0,sampled,1914.8554903106706,625.7504886438849,1964.53091807556,625.7504886438842,1964.5309180755612,655.1341370723245,1914.8554903106717,655.1341370723252,baseline_reset,True,0,0,0,0,0,0,nan,True,186.08660130718954,nan,nan,nan,156.1200980392157,nan,nan,nan,149.07679738562092,nan,nan,nan
0,0.0,left_cheek_0,left_cheek,mesh,True,False,0,True,anchored,2.8879252984912436e-15,True,0.9999999831746759,202.9090073529412,161.72058823529412,154.3547794117647,1360,1360,0.9999999831746759,1.0,sampled,1809.6785043640125,716.9849032087325,1842.795456207276,716.9849032087329,1842.7954562072764,756.1631011133202,1809.678504364013,756.1631011133197,baseline_reset,True,0,0,0,0,0,0,nan,True,202.9090073529412,nan,nan,nan,161.72058823529412,nan,nan,nan,154.3547794117647,nan,nan,nan
0,0.0,left_cheek_1,left_cheek,mesh,True,False,0,True,anchored,1.1335709022116972e-15,True,0.9999999831746759,184.33839285714285,132.67589285714286,128.41964285714286,1400,1400,0.9999999831746759,1.0,sampled,1846.475117523193,716.9849032087317,1879.592069366455,716.9849032087319,1879.592069366456,756.1631011133196,1846.4751175231938,756.1631011133194,baseline_reset,True,0,0,0,0,0,0,nan,True,184.33839285714285,nan,nan,nan,132.67589285714286,nan,nan,nan,128.41964285714286,nan,nan,nan
0,0.0,left_cheek_2,left_cheek,mesh,True,False,0,True,anchored,1.8781812398334587e-15,True,1.0,197.34191176470588,156.08823529411765,143.09926470588235,1360,1360,1.0,1.0,sampled,1809.6785043640132,760.5162342138285,1842.7954562072744,760.5162342138285,1842.7954562072757,799.6944321184158,1809.6785043640145,799.6944321184158,baseline_reset,True,0,0,0,0,0,0,nan,True,197.34191176470588,nan,nan,nan,156.08823529411765,nan,nan,nan,143.09926470588235,nan,nan,nan
0,0.0,left_cheek_3,left_cheek,mesh,True,False,0,True,anchored,2.9689761908171075e-15,True,1.0,183.63571428571427,132.69642857142858,130.43660714285716,1400,1400,1.0,1.0,sampled,1846.4751175231925,760.5162342138289,1879.5920693664536,760.5162342138287,1879.5920693664546,799.6944321184154,1846.4751175231934,799.6944321184155,baseline_reset,True,0,0,0,0,0,0,nan,True,183.63571428571427,nan,nan,nan,132.69642857142858,nan,nan,nan,130.43660714285716,nan,nan,nan
0,0.0,right_cheek_0,right_cheek,mesh,True,False,0,True,anchored,2.816182216754585e-15,True,0.9999999664126423,206.421875,160.2628676470588,154.1764705882353,1360,1360,0.9999999664126423,1.0,sampled,1944.5994192810049,716.9849032087321,1977.7163711242688,716.9849032087328,1977.7163711242706,756.1631011133201,1944.5994192810067,756.1631011133194,baseline_reset,True,0,0,0,0,0,0,nan,True,206.421875,nan,nan,nan,160.2628676470588,nan,nan,nan,154.1764705882353,nan,nan,nan
0,0.0,right_cheek_1,right_cheek,mesh,True,False,0,True,anchored,6.405421534570469e-15,True,0.9999999831746759,210.7419642857143,171.97321428571428,165.71517857142857,1400,1400,0.9999999831746759,1.0,sampled,1981.3960324401846,716.9849032087324,2014.5129842834456,716.9849032087322,2014.512984283444,756.1631011133187,1981.396032440183,756.1631011133188,baseline_reset,True,0,0,0,0,0,0,nan,True,210.7419642857143,nan,nan,nan,171.97321428571428,nan,nan,nan,165.71517857142857,nan,nan,nan
0,0.0,right_cheek_2,right_cheek,mesh,True,False,0,True,anchored,6.332816487684995e-16,True,1.0,208.65533088235293,162.5625,156.02205882352942,1360,1360,1.0,1.0,sampled,1944.599419281006,760.516234213829,1977.7163711242677,760.5162342138291,1977.7163711242672,799.6944321184158,1944.5994192810056,799.6944321184156,baseline_reset,True,0,0,0,0,0,0,nan,True,208.65533088235293,nan,nan,nan,162.5625,nan,nan,nan,156.02205882352942,nan,nan,nan
0,0.0,right_cheek_3,right_cheek,mesh,True,False,0,True,anchored,3.985764465072114e-15,True,1.0,206.48035714285714,171.10625,158.4607142857143,1400,1400,1.0,1.0,sampled,1981.3960324401871,760.5162342138296,2014.5129842834488,760.5162342138298,2014.5129842834483,799.6944321184164,1981.3960324401867,799.6944321184163,baseline_reset,True,0,0,0,0,0,0,nan,True,206.48035714285714,nan,nan,nan,171.10625,nan,nan,nan,158.4607142857143,nan,nan,nan
1,0.033333299999999996,forehead_0,forehead,mesh,True,False,0,True,anchored,0.003682801417902387,True,0.9999999990855494,193.0578905630452,154.1086439333862,148.98493259318002,1575,1575,0.9999999990855494,1.0,sampled,1868.404839186717,586.6296626262175,1914.386813921547,584.3262709103524,1913.4124786865611,616.8896360790418,1867.4305039517312,619.1930277949069,baseline_ratio_fallback,False,10,15,2,0,0,3,0.00926138088107109,True,193.05789056304516,0.055943162394384266,nan,0.055943162394384266,154.1086439333862,0.07943927189532872,nan,0.07943927189532872,148.98493259318002,0.08953724682726308,nan,0.08953724682726308
