frame,time_s,source,motion_x,motion_y,face_x0,face_y0,face_x1,face_y1,face_detected,flow_available,bridge_age_frames,is_bridge,valid_patch_count,anchor_initialized
0,0.0,mesh,nan,nan,0.45801471948623657,0.25367510855197906,0.537868480682373,0.42162005841732025,True,False,0,False,12,True
1,0.033333299999999996,mesh,0.00028976157859519674,-0.0003628461449234574,0.45839204013347623,0.2533638370037079,0.534504908323288,0.41671368300914763,True,True,0,False,12,True
2,0.06666659999999999,mesh,0.00023744017989547165,-0.00024087506311911124,0.45885797739028933,0.2531152349710465,0.5340763390064239,0.4180361223220825,True,True,0,False,12,True
3,0.09999989999999999,mesh,0.00016127162509494358,-0.00015610666186721236,0.45903368234634395,0.25323891043663027,0.534379358291626,0.41772515118122094,True,True,0,False,12,True
4,0.13333319999999999,mesh,0.00012514679520218462,-0.00010031980496865732,0.4589846229553223,0.2535967183113098,0.5345182073116302,0.4174362117052078,True,True,0,False,12,True
5,0.1666665,mesh,4.46496186433015e-05,-5.309173354396114e-05,0.459016814827919,0.25379188895225524,0.5346365582942963,0.41723100066184987,True,True,0,False,12,True
6,0.19999979999999998,mesh,-6.453196207682292e-05,-3.9529800415039065e-05,0.45919261634349823,0.2535899883508682,0.5348435306549072,0.4170957100391387,True,True,0,False,12,True
7,0.2333331,mesh,-0.00013550122578938803,-3.170404169294569e-05,0.4592974418401718,0.25333585441112516,0.5345655608177184,0.4172490102052688,True,True,0,False,12,True
8,0.26666639999999997,mesh,-0.00015666043316876446,2.267526255713569e-05,0.45911691784858705,0.25340878903865816,0.5345488405227662,0.4173760718107223,True,True,0,False,12,True
9,0.2999997,mesh,-0.00015670458475748698,3.756660002249259e-05,0.4590812778472901,0.2534608244895935,0.5346542465686798,0.41761600732803333,True,True,0,False,12,True
10,0.333333,mesh,-0.0001141088980215567,1.877954712620488e-05,0.4591487312316894,0.2534565979242325,0.5346203565597534,0.41730150818824757,True,True,0,False,12,True
11,0.3666663,mesh,-0.000104167726304796,-5.9341170169689036e-05,0.4589516043663025,0.2536725932359695,0.5342272090911865,0.4172595614194869,True,True,0,False,12,True
12,0.39999959999999996,mesh,-5.512767367892795e-05,-0.00010629572250224926,0.45904099225997924,0.2534596997499466,0.534505842924118,0.41712163686752307,True,True,0,False,12,True
13,0.43333289999999997,mesh,-4.338864926938657e-05,-0.00014983117580413818,0.4590270119905472,0.2532132714986801,0.5346932482719422,0.4169304221868514,True,True,0,False,12,True
14,0.4666662,mesh,-3.633852358217592e-05,-0.00011690799836759214,0.4588563472032547,0.2532759201526642,0.5344073116779328,0.416826080083847,True,True,0,False,12,True
15,0.4999995,mesh,-9.27130381266276e-05,-6.790205284401222e-05,0.45893717706203463,0.2530398118495941,0.5345234155654908,0.4167888408899306,True,True,0,False,12,True
16,0.5333327999999999,mesh,-0.00014760229322645398,3.01975894857336e-05,0.45878290295600893,0.25315593898296357,0.5342550289630891,0.41705973863601675,True,True,0,False,12,True
17,0.5666661,mesh,-0.0001471837361653646,6.866477153919361e-05,0.4585182309150696,0.2533788287639618,0.5343189609050751,0.41697014033794394,True,True,0,False,12,True
18,0.5999994,mesh,-0.00016768243577745226,0.00016602608892652725,0.45867754161357877,0.2533698761463165,0.5342479741573334,0.41716462790966025,True,True,0,False,12,True
19,0.6333327,mesh,-0.00022716345610441984,8.781949679056803e-05,0.45843853473663326,0.2535023772716522,0.5339364922046662,0.4172649914026259,True,True,0,False,12,True
20,0.666666,mesh,-0.00017908944023980035,-4.3840099264074256e-05,0.4583982348442078,0.2535407412052154,0.5341960549354553,0.4173099219799041,True,True,0,False,12,True
21,0.6999993,mesh,-9.418416906286168e-05,-7.155184392575864e-05,0.45830942690372467,0.25345348596572875,0.5341037666797638,0.41690222918987263,True,True,0,False,12,True
22,0.7333326,mesh,2.3718233461733217e-05,-7.374959963339346e-05,0.4583515912294388,0.25328469455242153,0.5340871131420136,0.41721038997173304,True,True,0,False,12,True
23,0.7666659,mesh,9.645179465964988e-05,1.259622750458894e-05,0.45827388286590576,0.25343078911304473,0.5340561056137084,0.417227348089218,True,True,0,False,12,True
24,0.7999991999999999,mesh,0.00014553423281069155,1.055863168504503e-05,0.4582560843229294,0.25337264597415926,0.5339985299110412,0.4171641957759856,True,True,0,False,12,True
25,0.8333324999999999,mesh,6.658412792064525e-05,0.00012632773982154,0.45832302808761594,0.2537223768234253,0.5337736558914185,0.4173624294996261,True,True,0,False,12,True
26,0.8666657999999999,mesh,2.2289488050672744e-05,0.0003024399280548096,0.4588361936807633,0.2541818696260452,0.5332714772224426,0.41767756342887874,True,True,0,False,12,True
27,0.8999990999999999,mesh,-2.55620038067853e-05,0.00011414587497711181,0.4584631764888763,0.25430505335330966,0.533439837694168,0.41729872822761527,True,True,0,False,12,True
28,0.9333324,mesh,1.083479987250434e-05,-0.00010824556703920718,0.45821045637130736,0.25485803008079533,0.533389357328415,0.417325101494789,True,True,0,False,12,True
29,0.9666657,mesh,4.809874075430411e-05,-0.00018094965705165158,0.45833775579929353,0.2545581048727036,0.5337403500080108,0.41701850891113273,True,True,0,False,12,True
30,0.999999,mesh,5.291302998860677e-05,-0.00017192761103312175,0.45841647148132325,0.2539987736940384,0.5342024219036102,0.4172242164611815,True,True,0,False,12,True
31,1.0333322999999999,mesh,4.4736155757197626e-05,-5.3848160637749566e-05,0.45846573770046234,0.2535644966363907,0.534105818271637,0.4174295848608016,True,True,0,False,12,True
32,1.0666655999999999,mesh,-2.3004743787977432e-05,-4.127643726490162e-05,0.45832722544670107,0.25332140147686005,0.5342436635494232,0.4173605263233184,True,True,0,False,12,True
33,1.0999989,mesh,-3.773724591290509e-05,-4.527745423493562e-06,0.45840893149375916,0.25324728965759274,0.5341310501098633,0.4174222004413604,True,True,0,False,12,True
34,1.1333322,mesh,-4.0301570185908565e-05,-1.8611439952143918e-05,0.4582353585958481,0.2531470137834549,0.5341276860237122,0.4175060009956359,True,True,0,False,12,True
35,1.1666655,mesh,-6.715633251048901e-05,3.347705911706995e-05,0.45838400363922116,0.25321277558803557,0.5341307854652405,0.41767682433128345,True,True,0,False,12,True
36,1.1999988,mesh,-5.768669976128472e-05,7.2268424210725005e-06,0.45845277249813077,0.253014714717865,0.5340017342567444,0.4173526364564895,True,True,0,False,12,True
37,1.2333321,mesh,-7.0208090322989e-05,-1.573959986368815e-05,0.45831097483634947,0.253297148346901,0.5339338314533234,0.4175255835056304,True,True,0,False,12,True
38,1.2666654,mesh,-0.00010206787674515336,-6.882758052260787e-05,0.45835215210914615,0.2532318997383117,0.5339064121246337,0.4173059058189391,True,True,0,False,12,True
39,1.2999987,mesh,-7.921148229528357e-05,-6.073790567892569e-05,0.45825100898742677,0.25312762379646303,0.533799901008606,0.4172304713726043,True,True,0,False,12,True
