window_index,time_s,window_start_s,window_end_s,accepted,ridge_bpm,raw_estimate_bpm,status,hr_source,aggregation_mode,eligible_patches,eligible_regions,contributing_patches,contributing_regions,waveform_generated,selected_channels_json,region_medians_json,estimate_near_contributor_peak,region_median_spread_bpm,selected_cluster_score
0,4.99995,0.0,9.9999,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
1,5.99994,0.9999899999999999,10.99989,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
2,6.99993,1.9999799999999999,11.99988,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 77.0, ""left_cheek"": 75.0, ""right_cheek"": 76.0}",True,2.0,0.42150236262536783
3,7.9999199999999995,2.99997,12.99987,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 77.0, ""left_cheek"": 75.0, ""right_cheek"": 75.0}",True,2.0,0.4181936965653303
4,8.99991,3.9999599999999997,13.99986,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 76.0, ""left_cheek"": 75.0, ""right_cheek"": 75.0}",True,1.0,0.4050316965957254
5,9.9999,4.99995,14.99985,True,74.0,74.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 74.0, ""left_cheek"": 74.0, ""right_cheek"": 74.0}",True,0.0,0.39766283055161633
6,10.99989,5.99994,15.999839999999999,True,73.0,73.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 72.0, ""left_cheek"": 73.0, ""right_cheek"": 73.0}",True,1.0,0.3998041624196394
7,11.99988,6.99993,16.99983,True,72.0,72.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 72.0, ""left_cheek"": 72.0, ""right_cheek"": 73.0}",True,1.0,0.41006562932177776
8,12.99987,7.9999199999999995,17.99982,True,73.0,73.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 73.0, ""left_cheek"": 72.0, ""right_cheek"": 73.0}",True,1.0,0.40370113806104974
9,13.99986,8.99991,18.99981,True,73.0,73.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 74.0, ""left_cheek"": 73.0, ""right_cheek"": 73.0}",True,1.0,0.3759263997232814
10,14.99985,9.9999,19.9998,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 76.0, ""left_cheek"": 75.0, ""right_cheek"": 75.0}",True,1.0,0.3370901133198489
11,15.999839999999999,10.99989,20.99979,True,78.0,78.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 78.0, ""left_cheek"": 77.0, ""right_cheek"": 78.0}",True,1.0,0.3351329738787056
12,16.99983,11.99988,21.99978,True,80.0,80.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/chrom"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 80.0, ""left_cheek"": 79.0, ""right_cheek"": 80.0}",True,1.0,0.35178562678334213
13,17.99982,12.99987,22.999769999999998,True,81.0,81.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 81.0, ""left_cheek"": 81.0, ""right_cheek"": 81.0}",True,0.0,0.3680199863486047
14,18.99981,13.99986,23.99976,True,82.0,82.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 81.0, ""left_cheek"": 82.0, ""right_cheek"": 82.0}",True,1.0,0.37092043749442266
15,19.9998,14.99985,24.99975,True,81.0,81.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 80.0, ""left_cheek"": 81.0, ""right_cheek"": 81.0}",True,1.0,0.3648206985321994
16,20.99979,15.999839999999999,25.99974,True,79.0,79.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 78.0, ""left_cheek"": 80.0, ""right_cheek"": 79.0}",True,2.0,0.35860879474474633
17,21.99978,16.99983,26.99973,True,77.0,77.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 77.0, ""left_cheek"": 78.0, ""right_cheek"": 77.0}",True,1.0,0.3712746334983223
18,22.999769999999998,17.99982,27.99972,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 75.0, ""left_cheek"": 76.0, ""right_cheek"": 76.0}",True,1.0,0.39779603823106197
19,23.99976,18.99981,28.99971,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 75.0, ""left_cheek"": 75.0, ""right_cheek"": 75.0}",True,0.0,0.4098600232165526
20,24.99975,19.9998,29.9997,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 75.0, ""left_cheek"": 75.0, ""right_cheek"": 75.0}",True,0.0,0.412624119278255
21,25.99974,20.99979,30.99969,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 75.0, ""left_cheek"": 74.0, ""right_cheek"": 75.0}",True,1.0,0.41361785380806554
22,26.99973,21.99978,31.999679999999998,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 75.0, ""left_cheek"": 75.0, ""right_cheek"": 75.0}",True,0.0,0.4169965921273164
23,27.99972,22.999769999999998,32.99967,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 76.0, ""left_cheek"": 75.0, ""right_cheek"": 76.0}",True,1.0,0.42258496823329295
24,28.99971,23.99976,33.99966,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/chrom""]","{""forehead"": 76.0, ""left_cheek"": 76.0, ""right_cheek"": 76.0}",True,0.0,0.4325104969427434
25,29.9997,24.99975,34.99965,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 76.0, ""left_cheek"": 76.0, ""right_cheek"": 76.0}",True,0.0,0.42671786715991256
26,30.99969,25.99974,35.99964,True,77.0,77.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 77.0, ""left_cheek"": 77.0, ""right_cheek"": 76.0}",True,1.0,0.41580612998645455
27,31.999679999999998,26.99973,36.999629999999996,True,77.0,77.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 77.0, ""left_cheek"": 77.0, ""right_cheek"": 76.0}",True,1.0,0.4084752852718319
28,32.99967,27.99972,37.99962,True,77.0,77.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 78.0, ""left_cheek"": 77.0, ""right_cheek"": 77.0}",True,1.0,0.40141646139017206
29,33.99966,28.99971,38.99961,True,78.0,78.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 78.0, ""left_cheek"": 78.0, ""right_cheek"": 78.0}",True,0.0,0.38718709728350725
30,34.99965,29.9997,39.9996,True,79.0,79.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 79.0, ""left_cheek"": 79.0, ""right_cheek"": 79.0}",True,0.0,0.36268298872776666
31,35.99964,30.99969,40.99959,True,80.0,80.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 79.0, ""left_cheek"": 80.0, ""right_cheek"": 80.0}",True,1.0,0.33715643325421474
32,36.999629999999996,31.999679999999998,41.99958,True,80.0,80.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""forehead"": 80.0, ""left_cheek"": 80.0, ""right_cheek"": 80.0}",True,0.0,0.32123626473760036
33,37.99962,32.99967,42.99957,True,80.0,80.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 80.0, ""left_cheek"": 80.0, ""right_cheek"": 81.0}",True,1.0,0.32681033689208727
