window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost,fusion_readout_bpm,fusion_readout_accepted
0,4.999995,0.0,9.99999,89.8,True,,False,,False,,,insufficient_regions,False,False,False,,False
1,5.999994,0.999999,10.999989,89.3,True,,False,,False,,,insufficient_regions,False,False,False,,False
2,6.999993,1.999998,11.999988,88.7,True,181.5,True,182.0,True,92.8,92.8,accepted,True,False,False,182.0,True
3,7.999992,2.999997,12.999987,88.1,True,181.0,True,182.0,True,92.9,92.9,accepted,True,False,False,182.0,True
4,8.999991,3.999996,13.999986,87.5,True,180.0,True,182.0,True,92.5,92.5,accepted,True,False,False,182.0,True
5,9.99999,4.999995,14.999985,86.9,True,180.5,True,182.0,True,93.6,93.6,accepted,True,False,False,182.0,True
6,10.999989,5.999994,15.999984,86.5,True,181.5,True,182.0,True,95.0,95.0,accepted,True,False,False,182.0,True
7,11.999988,6.999993,16.999983,86.2,True,182.5,True,182.0,True,96.3,96.3,accepted,True,False,False,183.0,True
8,12.999987,7.999992,17.999982,86.2,True,183.0,True,182.0,True,96.8,96.8,accepted,True,False,False,183.0,True
9,13.999986,8.999991,18.999981,86.5,True,183.0,True,182.0,True,96.5,96.5,accepted,True,False,False,183.0,True
10,14.999985,9.99999,19.99998,86.9,True,183.0,True,97.0,True,96.1,96.1,accepted,True,False,False,183.0,True
11,15.999984,10.999989,20.999979,87.5,True,182.0,True,97.0,True,94.5,94.5,accepted,True,False,False,183.0,True
12,16.999983,11.999988,21.999978,88.3,True,182.0,True,98.0,True,93.7,93.7,accepted,True,False,False,182.0,True
13,17.999982,12.999987,22.999977,89.2,True,182.0,True,98.0,True,92.8,92.8,accepted,True,False,False,182.0,True
14,18.999981,13.999986,23.999976,90.2,True,181.0,True,98.0,True,90.8,90.8,accepted,True,False,False,182.0,True
15,19.99998,14.999985,24.999975,91.3,True,134.5,True,98.0,True,43.2,43.2,accepted,True,False,False,97.0,True
16,20.999979,15.999984,25.999974,92.5,True,125.0,True,98.0,True,32.5,32.5,accepted,True,False,False,97.0,True
17,21.999978,16.999983,26.999973,93.7,True,79.0,True,98.0,True,-14.700000000000003,14.700000000000003,accepted,True,False,False,97.0,True
18,22.999977,17.999982,27.999972,94.7,True,95.0,True,99.0,True,0.29999999999999716,0.29999999999999716,accepted,True,False,False,98.0,True
19,23.999976,18.999981,28.999971,95.6,True,182.5,True,100.0,True,86.9,86.9,accepted,True,False,False,99.0,True
20,24.999975,19.99998,29.99997,96.4,True,183.0,True,101.0,True,86.6,86.6,accepted,True,False,False,99.0,True
21,25.999974,20.999979,30.999969,97.1,True,183.5,True,102.0,True,86.4,86.4,accepted,True,False,False,98.0,True
22,26.999973,21.999978,31.999968,97.7,True,184.0,True,102.0,True,86.3,86.3,accepted,True,False,False,97.0,True
23,27.999972,22.999977,32.999967,98.2,True,184.5,True,102.0,True,86.3,86.3,accepted,True,False,False,95.0,True
24,28.999971,23.999976,33.999966,98.6,True,185.0,True,102.0,True,86.4,86.4,accepted,True,False,False,93.0,True
25,29.99997,24.999975,34.999965,99.0,True,185.0,True,186.0,True,86.0,86.0,accepted,True,False,False,93.0,True
