variant,case,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
late_median,data5,-5,53,49,53,49,0,2,92.45283018867924,92.45283018867924,82.18571428571428,84.24692448816327,81.80612244897961,86.15091279818058,0.0,4.081632653061225,0.0,3.7735849056603774,95.67999999999999,96.1,41.93823753726987,121.67400736068934
late_median,data5,-2,53,49,53,49,1,1,92.45283018867924,92.45283018867924,81.35102040816327,83.47465459158052,80.84897959183674,84.64719904001771,2.0408163265306123,2.0408163265306123,1.8867924528301887,1.8867924528301887,96.13999999999999,96.8,39.71469079688288,121.9832683867906
late_median,data5,-1,53,49,53,49,1,1,92.45283018867924,92.45283018867924,81.0591836734694,83.20719037806916,80.50816326530614,84.12025563453247,2.0408163265306123,2.0408163265306123,1.8867924528301887,1.8867924528301887,96.3,96.8,38.88052024611355,122.13580628449873
late_median,data5,0,53,49,53,49,1,1,92.45283018867924,92.45283018867924,80.75102040816327,82.92035027540537,80.15102040816326,83.55585013152324,2.0408163265306123,2.0408163265306123,1.8867924528301887,1.8867924528301887,96.22,96.8,38.06772910785423,122.23431170847229
late_median,data5,1,53,49,53,49,1,1,92.45283018867924,92.45283018867924,80.4387755102041,82.60531805778955,79.77346938775511,82.96034154954745,2.0408163265306123,2.0408163265306123,1.8867924528301887,1.8867924528301887,95.86,96.5,37.30827069517863,122.23866808033159
late_median,data5,2,53,49,53,49,1,1,92.45283018867924,92.45283018867924,80.11224489795919,82.2622027422072,79.37755102040816,82.32218616683777,2.0408163265306123,2.0408163265306123,1.8867924528301887,1.8867924528301887,95.42,96.1,36.615918614710644,122.13918342610569
late_median,data5,5,53,49,52,49,1,1,92.45283018867924,94.23076923076923,78.9795918367347,81.06433071509142,78.08571428571429,80.09033084640744,2.0408163265306123,2.0408163265306123,1.9230769230769231,1.9230769230769231,94.12,95.3,34.96914813456228,121.20228043686629
