profile,case,plan,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
short6_relaxed,data1,native6s,-5,46,41,46,41,0,10,89.1304347826087,89.1304347826087,12.64576074332172,13.264241511312152,-12.64576074332172,11.905624149292107,0.0,24.390243902439025,0.0,21.73913043478261,19.66666666666667,21.0,-20.589314322723993,-4.702207163919447
short6_relaxed,data1,native6s,-2,46,41,46,41,0,9,89.1304347826087,89.1304347826087,13.630081300813009,14.30856718371719,-13.630081300813009,12.698165937136446,0.0,21.951219512195124,0.0,19.565217391304348,20.66666666666667,21.66666666666667,-22.269631029369183,-4.990531572256835
short6_relaxed,data1,native6s,-1,46,41,46,41,0,9,89.1304347826087,89.1304347826087,13.947154471544716,14.631077478582425,-13.947154471544716,12.951612801158227,0.0,21.951219512195124,0.0,19.565217391304348,20.83333333333333,22.0,-22.719975897537477,-5.174333045551954
short6_relaxed,data1,native6s,0,46,41,46,41,0,8,89.1304347826087,89.1304347826087,14.27642276422764,14.962600168220694,-14.27642276422764,13.213901445989265,0.0,19.51219512195122,0.0,17.391304347826086,21.0,22.5,-23.164700940741323,-5.388144587713956
short6_relaxed,data1,native6s,1,46,41,46,41,0,9,89.1304347826087,89.1304347826087,14.621951219512194,15.309565353984198,-14.621951219512194,13.488006171346656,0.0,21.951219512195124,0.0,19.565217391304348,21.16666666666667,23.0,-23.62427777817661,-5.61962466084778
short6_relaxed,data1,native6s,2,46,41,46,41,0,9,89.1304347826087,89.1304347826087,14.987804878048781,15.677668684882775,-14.987804878048781,13.77694286021985,0.0,21.951219512195124,0.0,19.565217391304348,21.5,23.5,-24.114730729689903,-5.860879026407661
short6_relaxed,data1,native6s,5,46,41,46,41,0,7,89.1304347826087,89.1304347826087,16.21138211382114,16.922267685846254,-16.21138211382114,14.73265973413974,0.0,17.073170731707318,0.0,15.217391304347826,23.0,25.0,-25.841963215588756,-6.580801012053525
short6_relaxed,data1,common10s,-5,42,37,42,37,0,12,88.0952380952381,88.0952380952381,12.143734643734643,12.63122507013442,-12.143734643734643,11.48401963672055,0.0,32.432432432432435,0.0,28.571428571428573,18.500000000000004,19.299999999999997,-19.049235875830185,-5.238233411639099
short6_relaxed,data1,common10s,-2,42,37,42,37,0,10,88.0952380952381,88.0952380952381,13.183783783783785,13.751894218419316,-13.183783783783785,12.325411708587051,0.0,27.027027027027028,0.0,23.80952380952381,19.76,20.299999999999997,-20.956736430033523,-5.4108311375340445
short6_relaxed,data1,common10s,-1,42,37,42,37,0,10,88.0952380952381,88.0952380952381,13.54054054054054,14.1234327042455,-13.54054054054054,12.612230631664211,0.0,27.027027027027028,0.0,23.80952380952381,20.06,20.599999999999994,-21.519698622675502,-5.5613824584055775
short6_relaxed,data1,common10s,0,42,37,42,37,0,10,88.0952380952381,88.0952380952381,13.90810810810811,14.499729727210855,-13.90810810810811,12.907138619588618,0.0,27.027027027027028,0.0,23.80952380952381,20.359999999999996,20.900000000000006,-22.05415284631553,-5.762063369900686
short6_relaxed,data1,common10s,1,42,37,42,37,0,9,88.0952380952381,88.0952380952381,14.286486486486487,14.882022530375185,-14.286486486486487,13.209922077475186,0.0,24.324324324324323,0.0,21.428571428571427,20.659999999999997,21.200000000000003,-22.568135562813218,-6.004837410159755
short6_relaxed,data1,common10s,2,42,37,42,37,0,8,88.0952380952381,88.0952380952381,14.675675675675679,15.273612645449775,-14.675675675675679,13.519847236993934,0.0,21.62162162162162,0.0,19.047619047619047,20.960000000000004,21.599999999999994,-23.084332716203924,-6.267018635147435
short6_relaxed,data1,common10s,5,42,37,42,37,0,8,88.0952380952381,88.0952380952381,15.899999999999999,16.512918775506847,-15.899999999999999,14.481543139572217,0.0,21.62162162162162,0.0,19.047619047619047,22.099999999999998,23.0,-24.75658338939646,-7.043416610603538
