time_s,window_start_s,window_end_s,accepted,status,spectral_peak_bpm,ridge_bpm,roi_count,quality_proxy,state,available_roi_count,method_agreement,motion_overlap,consensus_score,runner_up_ratio,candidate_group_count,waveform_roi_count,motion_available,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability,motion_spectral_coverage,motion_evidence_status
4.999995,0.0,9.99999,False,insufficient_rois,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0,False,,,,,,legacy_not_assessed
5.999994,0.999999,10.999989,False,insufficient_rois,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0,False,,,,,,legacy_not_assessed
6.999993,1.999998,11.999988,False,ambiguous_consensus,,,2,0.4558539695710778,searching,3,0.75,0.5210252012519833,0.7929522360235125,0.9296054526303094,2,0,False,,,,,,legacy_not_assessed
7.999992,2.999997,12.999986999999999,True,accepted_consensus,77.0,77.0,2,0.5003982488320942,acquired,3,0.75,0.5360331363555155,0.8666814762900508,0.6490660840442449,2,1,False,,,,,,legacy_not_assessed
8.999991,3.999996,13.999986,False,ambiguous_consensus,,,3,0.35570726703668143,uncertain,3,0.5,0.38698047192320717,0.9638829765617674,0.8711431807107539,3,0,False,,,,,,legacy_not_assessed
9.99999,4.999995,14.999984999999999,True,accepted_consensus,80.0,80.0,2,0.550986673815056,tracking,3,1.0,0.29849507255753754,1.019739944040781,0.0,1,2,False,,,,,,legacy_not_assessed
10.999989,5.999994,15.999984,False,tracking_jump,,,3,0.41971344806343597,uncertain,3,0.8333333333333334,0.47095014282322584,1.1108922629575801,0.735004262655567,2,0,False,,,,,,legacy_not_assessed
11.999988,6.999993,16.999983,True,accepted_consensus,63.0,63.0,3,0.4387007152843245,tracking,3,0.8333333333333334,0.5385011662552085,1.1389215107397714,0.7792162593267321,2,2,False,,,,,,legacy_not_assessed
12.999986999999999,7.999992,17.999982,True,accepted_consensus,62.0,62.0,3,0.4355974221065411,tracking,3,0.8333333333333334,0.3571341189959384,1.1901172401339324,0.5496148403988446,2,3,False,,,,,,legacy_not_assessed
13.999986,8.999991,18.999981,True,accepted_consensus,53.0,53.0,3,0.512869488543837,tracking,3,1.0,0.6377454564758835,1.2932983260685542,0.6255629014894839,3,3,False,,,,,,legacy_not_assessed
14.999984999999999,9.99999,19.99998,False,ambiguous_consensus,,,3,0.35691349334280953,uncertain,3,0.6666666666666666,0.3184349062804675,0.9855001939262897,0.9718649834528272,3,0,False,,,,,,legacy_not_assessed
15.999984,10.999989,20.999979,False,ambiguous_consensus,,,2,0.4423242846331012,lost,3,1.0,0.15081169638257108,0.8512947314078397,1.1085159717823294,3,0,False,,,,,,legacy_not_assessed
