time_s,base,observed,interpolated,covered
7.366659299999999,-0.17955500574872466,True,False,True
7.3999926,-0.33150437308533803,True,False,True
7.4333259,-0.4639813533123465,True,False,True
7.4666592,-0.5698499082219418,True,False,True
7.499992499999999,-0.6432599264143289,True,False,True
7.533325799999999,-0.6800146919962781,True,False,True
7.5666591,-0.6778619071393587,True,False,True
7.5999924,-0.6366844063395897,True,False,True
7.633325699999999,-0.5585712345062239,True,False,True
7.666658999999999,-0.44775655652461716,True,False,True
7.6999923,-0.31042263055323993,True,False,True
7.7333256,-0.1543731899440992,True,False,True
7.766658899999999,0.011405880201909116,True,False,True
7.799992199999999,0.17727183608047098,True,False,True
7.8333255,0.3335016080728832,True,False,True
7.8666588,0.4708797275866705,True,False,True
7.899992099999999,0.5812562641985111,True,False,True
7.933325399999999,0.6580356781101652,True,False,True
7.9666587,0.6965633527942942,True,False,True
7.999992,0.6943852877017823,True,False,True
8.0333253,0.6513669497967179,True,False,True
8.0666586,0.569668398464159,True,False,True
8.0999919,0.45358334061508426,True,False,True
8.1333252,0.30925877328466844,True,False,True
8.166658499999999,0.14431867255322703,True,False,True
8.1999918,-0.03258051585322312,True,False,True
8.2333251,-0.21223301750824447,True,False,True
8.266658399999999,-0.3853763355267251,True,False,True
8.2999917,-0.5431663381326671,True,False,True
8.333325,-0.6776113164621922,True,False,True
8.3666583,-0.7819457906777922,True,False,True
8.3999916,-0.8509295404670717,True,False,True
8.433324899999999,-0.8810621235591592,True,False,True
8.4666582,-0.8707077902873345,True,False,True
8.4999915,-0.8201300417672699,True,False,True
8.533324799999999,-0.73143900325291,True,False,True
8.5666581,-0.6084582154630563,True,False,True
8.5999914,-0.4565203300422083,True,False,True
8.6333247,-0.2822034929158068,True,False,True
8.666658,-0.09302188990768527,True,False,True
8.699991299999999,0.10291499077693726,True,False,True
8.7333246,0.29725933987804537,True,False,True
8.7666579,0.4817832920265224,True,False,True
8.7999912,0.6487241117878084,True,False,True
8.8333245,0.7911029993602505,True,False,True
8.866657799999999,0.903005677495634,True,False,True
