roi,rgb_source,method,run_start_frame,run_end_frame,window_start_frame,window_end_frame,window_start_s,window_end_s,observed_fraction,interpolated_fraction,status,alpha_raw,alpha,first_std,second_std,output_std,cancellation_fraction,colour_covariance_rank_ratio,common_log_std,chromatic_log_std,max_signed_coefficient_l1,branch
forehead,baseline,logpos,0,2221,0,48,0.0,1.5999983999999998,1.0,0.0,bounded_log_projection,0.456441739656341,0.456441739656341,0.002368985368152114,0.005190115544506828,0.0014939733770390937,0.28784973363845473,0.11892439703847005,0.0030286456131357964,0.001559443889284607,1.0,baseline
forehead,baseline,logchrom,0,2221,0,48,0.0,1.5999983999999998,1.0,0.0,bounded_log_projection,1.10476535750564,1.10476535750564,0.005877349480445988,0.005319997989180235,0.0021915829638170055,0.37288627656198226,0.17944161517268753,0.0030286456131357964,0.001559443889284607,1.0,baseline
forehead,baseline,logpos,0,2221,24,72,0.7999991999999999,2.3999976,1.0,0.0,bounded_log_projection,0.42238207480673273,0.42238207480673273,0.0022739587829468865,0.005383653612638204,0.0015568315240240187,0.2891775058427486,0.11570438936257248,0.002814415892158729,0.0015722664437135229,1.0,baseline
forehead,baseline,logchrom,0,2221,24,72,0.7999991999999999,2.3999976,1.0,0.0,bounded_log_projection,1.2026737724453487,1.2026737724453487,0.006287356179491189,0.005227815159473677,0.002205990280312039,0.3508613505161021,0.16732158936898525,0.002814415892158729,0.0015722664437135229,1.0,baseline
forehead,baseline,logpos,0,2221,48,96,1.5999983999999998,3.1999967999999996,1.0,0.0,bounded_log_projection,0.7587600366075916,0.7587600366075916,0.002915708643846115,0.003842728271354694,0.0012321319216128139,0.3206398773490286,0.1446402305774549,0.0026542244511242627,0.001495746399606889,1.0,baseline
forehead,baseline,logchrom,0,2221,48,96,1.5999983999999998,3.1999967999999996,1.0,0.0,bounded_log_projection,0.6600067545246867,0.6600067545246867,0.0036231203852747093,0.005489520160871613,0.002215337434920016,0.40355757333957404,0.2543766559798926,0.0026542244511242627,0.001495746399606889,1.0,baseline
forehead,baseline,logpos,0,2221,72,120,2.3999976,3.999996,1.0,0.0,bounded_log_projection,0.5501960032337916,0.5501960032337916,0.002253529259700593,0.004095866284842883,0.0017643851717337215,0.43077216125511364,0.26608691849597865,0.0017412193739280962,0.0013335687916325365,1.0,baseline
forehead,baseline,logchrom,0,2221,72,120,2.3999976,3.999996,1.0,0.0,bounded_log_projection,1.2857717169386418,1.2857717169386418,0.005330870046655347,0.004146047059852803,0.0025067979054316835,0.4702417960843895,0.35348492368232126,0.0017412193739280962,0.0013335687916325365,1.0,baseline
forehead,baseline,logpos,0,2221,96,144,3.1999967999999996,4.7999952,1.0,0.0,bounded_log_projection,0.5107611500145618,0.5107611500145618,0.00177534257640866,0.003475876300219868,0.0016361660142044296,0.4707204379226422,0.2604574644496572,0.0018902696528393225,0.0010938525150753027,1.0,baseline
forehead,baseline,logchrom,0,2221,96,144,3.1999967999999996,4.7999952,1.0,0.0,bounded_log_projection,1.6095544622541116,1.6095544622541116,0.004911723876228775,0.0030516046467605187,0.0020996863497095013,0.4274846067531064,0.28399629530350917,0.0018902696528393225,0.0010938525150753027,1.0,baseline
forehead,baseline,logpos,0,2221,120,168,3.999996,5.5999944,1.0,0.0,bounded_log_projection,0.3350974253410546,0.3350974253410546,0.0020263144488174905,0.006046941264186538,0.001994744021048798,0.3298765332586937,0.10968893241855486,0.004091718079827136,0.001647950737346597,1.0,baseline
forehead,baseline,logchrom,0,2221,120,168,3.999996,5.5999944,1.0,0.0,bounded_log_projection,1.742540398687856,1.742540398687856,0.008040976975478162,0.004614513948447375,0.0023568592636077144,0.29310608285475936,0.12861587032120153,0.004091718079827136,0.001647950737346597,1.0,baseline
forehead,baseline,logpos,0,2221,144,192,4.7999952,6.399993599999999,1.0,0.0,bounded_log_projection,0.33205404246426345,0.33205404246426345,0.0022058537201944625,0.006643056364633363,0.001889365420248941,0.28441207127304224,0.09400575694102783,0.0044293729551616035,0.0018062787063214166,1.0,baseline
