case,version,variant,scope,shift_s,reference_kind,Nref,Nplanned,Naccepted,Nfinite_waveform_windows,Nscored,finite_sample_count,finite_sample_pct,finite_sample_duration_s,longest_finite_run_s,longest_missing_run_s,longest_internal_missing_run_s,finite_runs,observed_finite_samples,observed_all_samples_pct,interpolated_samples,interpolated_all_samples_pct,interpolated_covered_samples_pct,snr_mean_db,snr_median_db,peak_concentration_median_accepted,r_wave,morphology_reference_status,waveform_generated_count,waveform_generated_pct_of_planned,waveform_generated_but_HR_rejected_count,neighbor_covered_count,accepted_neighbor_covered_count
user0904,bounded_tracking_gap10,pos,strict_common_all_versions_same_variant,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.5091992304638553,,no_qualified_synchronized_waveform_truth,,,,,
user0904,bounded_tracking_gap15,pos,own,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.5091992304638622,,no_qualified_synchronized_waveform_truth,,,,,
user0904,bounded_tracking_gap15,pos,strict_common_all_versions_same_variant,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.5091992304638622,,no_qualified_synchronized_waveform_truth,,,,,
user0904,guarded_fusion_gap10,pos,own,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.5091992304638622,,no_qualified_synchronized_waveform_truth,,,,,
user0904,guarded_fusion_gap10,pos,strict_common_all_versions_same_variant,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.5091992304638622,,no_qualified_synchronized_waveform_truth,,,,,
user0904,guarded_fusion_gap15,pos,own,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.5091992304638622,,no_qualified_synchronized_waveform_truth,,,,,
user0904,guarded_fusion_gap15,pos,strict_common_all_versions_same_variant,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.5091992304638622,,no_qualified_synchronized_waveform_truth,,,,,
user0904,trimmed_gap10,chrom,own,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.6395210723942875,,no_qualified_synchronized_waveform_truth,,,,,
user0904,trimmed_gap10,chrom,strict_common_all_versions_same_variant,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.6395210723942875,,no_qualified_synchronized_waveform_truth,,,,,
user0904,trimmed_gap15,chrom,own,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.6395210723942977,,no_qualified_synchronized_waveform_truth,,,,,
user0904,trimmed_gap15,chrom,strict_common_all_versions_same_variant,0,none,0,39,36,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.6395210723942977,,no_qualified_synchronized_waveform_truth,,,,,
user0904,bounded_tracking_gap10,chrom,own,0,none,0,39,35,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.4340306309428813,,no_qualified_synchronized_waveform_truth,,,,,
user0904,bounded_tracking_gap10,chrom,strict_common_all_versions_same_variant,0,none,0,39,35,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.4340306309428813,,no_qualified_synchronized_waveform_truth,,,,,
user0904,bounded_tracking_gap15,chrom,own,0,none,0,39,35,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.4340306309428896,,no_qualified_synchronized_waveform_truth,,,,,
user0904,bounded_tracking_gap15,chrom,strict_common_all_versions_same_variant,0,none,0,39,35,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.4340306309428896,,no_qualified_synchronized_waveform_truth,,,,,
user0904,guarded_fusion_gap10,chrom,own,0,none,0,39,35,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.4340306309428896,,no_qualified_synchronized_waveform_truth,,,,,
user0904,guarded_fusion_gap10,chrom,strict_common_all_versions_same_variant,0,none,0,39,35,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.4340306309428896,,no_qualified_synchronized_waveform_truth,,,,,
user0904,guarded_fusion_gap15,chrom,own,0,none,0,39,35,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.4340306309428896,,no_qualified_synchronized_waveform_truth,,,,,
user0904,guarded_fusion_gap15,chrom,strict_common_all_versions_same_variant,0,none,0,39,35,36,0,1365,93.42915811088297,45.4999545,45.4999545,1.5999983999999998,0.0,1,1365,93.42915811088297,0,0.0,0.0,,,0.4340306309428896,,no_qualified_synchronized_waveform_truth,,,,,
user0907,trimmed_gap10,fusion,own,0,none,0,42,13,13,0,930,59.73025048169557,30.999969,18.999981,7.8999920999999995,6.999993,2,855,54.91329479768786,75,4.8169556840077075,8.064516129032258,,,0.5569215887034424,,no_qualified_synchronized_waveform_truth,13.0,30.952380952380953,0.0,0.0,0.0
