case,variant,estimator,before,after,Ncommon_output,Nadded_output,Nlost_output,own_delta_MAE_bpm,common_delta_MAE_bpm,own_delta_RMSE_bpm,common_delta_RMSE_bpm,own_delta_Bias_bpm,common_delta_Bias_bpm,own_delta_P5_valid_pct,common_delta_P5_valid_pct,own_delta_R5_all_reference_pct,common_delta_R5_all_reference_pct,own_delta_C_out_pct,common_delta_C_out_pct
user0904,pos,local_peak,trimmed_gap15,guarded_fusion_gap10,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,offline_ridge,trimmed_gap15,guarded_fusion_gap10,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,local_peak,trimmed_gap15,guarded_fusion_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,offline_ridge,trimmed_gap15,guarded_fusion_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,local_peak,bounded_tracking_gap10,bounded_tracking_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,offline_ridge,bounded_tracking_gap10,bounded_tracking_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,local_peak,bounded_tracking_gap10,guarded_fusion_gap10,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap10,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,local_peak,bounded_tracking_gap10,guarded_fusion_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,local_peak,bounded_tracking_gap15,guarded_fusion_gap10,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap10,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,local_peak,bounded_tracking_gap15,guarded_fusion_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,local_peak,guarded_fusion_gap10,guarded_fusion_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,pos,offline_ridge,guarded_fusion_gap10,guarded_fusion_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,local_peak,trimmed_gap10,trimmed_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,offline_ridge,trimmed_gap10,trimmed_gap15,36,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,local_peak,trimmed_gap10,bounded_tracking_gap10,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,offline_ridge,trimmed_gap10,bounded_tracking_gap10,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,local_peak,trimmed_gap10,bounded_tracking_gap15,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,offline_ridge,trimmed_gap10,bounded_tracking_gap15,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,local_peak,trimmed_gap10,guarded_fusion_gap10,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,offline_ridge,trimmed_gap10,guarded_fusion_gap10,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,local_peak,trimmed_gap10,guarded_fusion_gap15,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,offline_ridge,trimmed_gap10,guarded_fusion_gap15,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,local_peak,trimmed_gap15,bounded_tracking_gap10,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,offline_ridge,trimmed_gap15,bounded_tracking_gap10,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,local_peak,trimmed_gap15,bounded_tracking_gap15,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,offline_ridge,trimmed_gap15,bounded_tracking_gap15,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,local_peak,trimmed_gap15,guarded_fusion_gap10,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,offline_ridge,trimmed_gap15,guarded_fusion_gap10,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,local_peak,trimmed_gap15,guarded_fusion_gap15,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,offline_ridge,trimmed_gap15,guarded_fusion_gap15,35,0,1,,,,,,,,,,,-2.564102564102569,0.0
user0904,chrom,local_peak,bounded_tracking_gap10,bounded_tracking_gap15,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,offline_ridge,bounded_tracking_gap10,bounded_tracking_gap15,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,local_peak,bounded_tracking_gap10,guarded_fusion_gap10,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap10,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,local_peak,bounded_tracking_gap10,guarded_fusion_gap15,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap15,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,local_peak,bounded_tracking_gap15,guarded_fusion_gap10,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap10,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,local_peak,bounded_tracking_gap15,guarded_fusion_gap15,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap15,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,local_peak,guarded_fusion_gap10,guarded_fusion_gap15,35,0,0,,,,,,,,,,,0.0,0.0
user0904,chrom,offline_ridge,guarded_fusion_gap10,guarded_fusion_gap15,35,0,0,,,,,,,,,,,0.0,0.0
user0907,fusion,local_peak,trimmed_gap10,trimmed_gap15,13,12,0,,,,,,,,,,,28.571428571428573,0.0
user0907,fusion,offline_ridge,trimmed_gap10,trimmed_gap15,13,12,0,,,,,,,,,,,28.571428571428573,0.0
user0907,fusion,local_peak,trimmed_gap10,bounded_tracking_gap10,9,0,4,,,,,,,,,,,-9.523809523809526,0.0
user0907,fusion,offline_ridge,trimmed_gap10,bounded_tracking_gap10,9,0,4,,,,,,,,,,,-9.523809523809526,0.0
user0907,fusion,local_peak,trimmed_gap10,bounded_tracking_gap15,8,4,5,,,,,,,,,,,-2.3809523809523796,0.0
user0907,fusion,offline_ridge,trimmed_gap10,bounded_tracking_gap15,8,4,5,,,,,,,,,,,-2.3809523809523796,0.0
user0907,fusion,local_peak,trimmed_gap10,guarded_fusion_gap10,13,0,0,,,,,,,,,,,0.0,0.0
user0907,fusion,offline_ridge,trimmed_gap10,guarded_fusion_gap10,13,0,0,,,,,,,,,,,0.0,0.0
user0907,fusion,local_peak,trimmed_gap10,guarded_fusion_gap15,13,12,0,,,,,,,,,,,28.571428571428573,0.0
user0907,fusion,offline_ridge,trimmed_gap10,guarded_fusion_gap15,13,12,0,,,,,,,,,,,28.571428571428573,0.0
user0907,fusion,local_peak,trimmed_gap15,bounded_tracking_gap10,9,0,16,,,,,,,,,,,-38.0952380952381,0.0
user0907,fusion,offline_ridge,trimmed_gap15,bounded_tracking_gap10,9,0,16,,,,,,,,,,,-38.0952380952381,0.0
user0907,fusion,local_peak,trimmed_gap15,bounded_tracking_gap15,12,0,13,,,,,,,,,,,-30.952380952380953,0.0
user0907,fusion,offline_ridge,trimmed_gap15,bounded_tracking_gap15,12,0,13,,,,,,,,,,,-30.952380952380953,0.0
user0907,fusion,local_peak,trimmed_gap15,guarded_fusion_gap10,13,0,12,,,,,,,,,,,-28.571428571428573,0.0
user0907,fusion,offline_ridge,trimmed_gap15,guarded_fusion_gap10,13,0,12,,,,,,,,,,,-28.571428571428573,0.0
user0907,fusion,local_peak,trimmed_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,fusion,offline_ridge,trimmed_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,fusion,local_peak,bounded_tracking_gap10,bounded_tracking_gap15,7,5,2,,,,,,,,,,,7.142857142857146,0.0
user0907,fusion,offline_ridge,bounded_tracking_gap10,bounded_tracking_gap15,7,5,2,,,,,,,,,,,7.142857142857146,0.0
user0907,fusion,local_peak,bounded_tracking_gap10,guarded_fusion_gap10,9,4,0,,,,,,,,,,,9.523809523809526,0.0
user0907,fusion,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap10,9,4,0,,,,,,,,,,,9.523809523809526,0.0
user0907,fusion,local_peak,bounded_tracking_gap10,guarded_fusion_gap15,9,16,0,,,,,,,,,,,38.0952380952381,0.0
user0907,fusion,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap15,9,16,0,,,,,,,,,,,38.0952380952381,0.0
user0907,fusion,local_peak,bounded_tracking_gap15,guarded_fusion_gap10,8,5,4,,,,,,,,,,,2.3809523809523796,0.0
user0907,fusion,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap10,8,5,4,,,,,,,,,,,2.3809523809523796,0.0
user0907,fusion,local_peak,bounded_tracking_gap15,guarded_fusion_gap15,12,13,0,,,,,,,,,,,30.952380952380953,0.0
user0907,fusion,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap15,12,13,0,,,,,,,,,,,30.952380952380953,0.0
user0907,fusion,local_peak,guarded_fusion_gap10,guarded_fusion_gap15,13,12,0,,,,,,,,,,,28.571428571428573,0.0
user0907,fusion,offline_ridge,guarded_fusion_gap10,guarded_fusion_gap15,13,12,0,,,,,,,,,,,28.571428571428573,0.0
user0907,pos,local_peak,trimmed_gap10,trimmed_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,offline_ridge,trimmed_gap10,trimmed_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,local_peak,trimmed_gap10,bounded_tracking_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,offline_ridge,trimmed_gap10,bounded_tracking_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,local_peak,trimmed_gap10,bounded_tracking_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,offline_ridge,trimmed_gap10,bounded_tracking_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,local_peak,trimmed_gap10,guarded_fusion_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,offline_ridge,trimmed_gap10,guarded_fusion_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,local_peak,trimmed_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,offline_ridge,trimmed_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,local_peak,trimmed_gap15,bounded_tracking_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,pos,offline_ridge,trimmed_gap15,bounded_tracking_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,pos,local_peak,trimmed_gap15,bounded_tracking_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,offline_ridge,trimmed_gap15,bounded_tracking_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,local_peak,trimmed_gap15,guarded_fusion_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,pos,offline_ridge,trimmed_gap15,guarded_fusion_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,pos,local_peak,trimmed_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,offline_ridge,trimmed_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,local_peak,bounded_tracking_gap10,bounded_tracking_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,offline_ridge,bounded_tracking_gap10,bounded_tracking_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,local_peak,bounded_tracking_gap10,guarded_fusion_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,local_peak,bounded_tracking_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,local_peak,bounded_tracking_gap15,guarded_fusion_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,pos,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,pos,local_peak,bounded_tracking_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,pos,local_peak,guarded_fusion_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,pos,offline_ridge,guarded_fusion_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,local_peak,trimmed_gap10,trimmed_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,offline_ridge,trimmed_gap10,trimmed_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,local_peak,trimmed_gap10,bounded_tracking_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,offline_ridge,trimmed_gap10,bounded_tracking_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,local_peak,trimmed_gap10,bounded_tracking_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,offline_ridge,trimmed_gap10,bounded_tracking_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,local_peak,trimmed_gap10,guarded_fusion_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,offline_ridge,trimmed_gap10,guarded_fusion_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,local_peak,trimmed_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,offline_ridge,trimmed_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,local_peak,trimmed_gap15,bounded_tracking_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,chrom,offline_ridge,trimmed_gap15,bounded_tracking_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,chrom,local_peak,trimmed_gap15,bounded_tracking_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,offline_ridge,trimmed_gap15,bounded_tracking_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,local_peak,trimmed_gap15,guarded_fusion_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,chrom,offline_ridge,trimmed_gap15,guarded_fusion_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,chrom,local_peak,trimmed_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,offline_ridge,trimmed_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,local_peak,bounded_tracking_gap10,bounded_tracking_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,offline_ridge,bounded_tracking_gap10,bounded_tracking_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,local_peak,bounded_tracking_gap10,guarded_fusion_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap10,14,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,local_peak,bounded_tracking_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,local_peak,bounded_tracking_gap15,guarded_fusion_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,chrom,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap10,14,0,11,,,,,,,,,,,-26.19047619047619,0.0
user0907,chrom,local_peak,bounded_tracking_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,offline_ridge,bounded_tracking_gap15,guarded_fusion_gap15,25,0,0,,,,,,,,,,,0.0,0.0
user0907,chrom,local_peak,guarded_fusion_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
user0907,chrom,offline_ridge,guarded_fusion_gap10,guarded_fusion_gap15,14,11,0,,,,,,,,,,,26.19047619047619,0.0
ubfc,fusion,local_peak,trimmed_gap10,trimmed_gap15,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap10,trimmed_gap15,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,trimmed_gap10,bounded_tracking_gap10,40,0,0,-0.014087159181440878,-0.014087159181440878,0.015044086884711927,0.015044086884711927,0.050000000000000044,0.050000000000000044,2.5,2.5,2.2727272727272805,2.2727272727272805,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap10,bounded_tracking_gap10,40,0,0,0.053318339100346,0.053318339100346,0.0270327802251078,0.0270327802251078,0.02499999999999991,0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,trimmed_gap10,bounded_tracking_gap15,40,0,0,-0.014087159181440878,-0.014087159181440878,0.015044086884711927,0.015044086884711927,0.050000000000000044,0.050000000000000044,2.5,2.5,2.2727272727272805,2.2727272727272805,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap10,bounded_tracking_gap15,40,0,0,0.053318339100346,0.053318339100346,0.0270327802251078,0.0270327802251078,0.02499999999999991,0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,trimmed_gap10,guarded_fusion_gap10,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap10,guarded_fusion_gap10,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,trimmed_gap10,guarded_fusion_gap15,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap10,guarded_fusion_gap15,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,trimmed_gap15,bounded_tracking_gap10,40,0,0,-0.014087159181440878,-0.014087159181440878,0.015044086884711927,0.015044086884711927,0.050000000000000044,0.050000000000000044,2.5,2.5,2.2727272727272805,2.2727272727272805,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap15,bounded_tracking_gap10,40,0,0,0.053318339100346,0.053318339100346,0.0270327802251078,0.0270327802251078,0.02499999999999991,0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,trimmed_gap15,bounded_tracking_gap15,40,0,0,-0.014087159181440878,-0.014087159181440878,0.015044086884711927,0.015044086884711927,0.050000000000000044,0.050000000000000044,2.5,2.5,2.2727272727272805,2.2727272727272805,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap15,bounded_tracking_gap15,40,0,0,0.053318339100346,0.053318339100346,0.0270327802251078,0.0270327802251078,0.02499999999999991,0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,trimmed_gap15,guarded_fusion_gap10,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap15,guarded_fusion_gap10,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,trimmed_gap15,guarded_fusion_gap15,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,offline_ridge,trimmed_gap15,guarded_fusion_gap15,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,bounded_tracking_gap10,bounded_tracking_gap15,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,offline_ridge,bounded_tracking_gap10,bounded_tracking_gap15,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubfc,fusion,local_peak,bounded_tracking_gap10,guarded_fusion_gap10,40,0,0,0.014087159181440878,0.014087159181440878,-0.015044086884711927,-0.015044086884711927,-0.050000000000000044,-0.050000000000000044,-2.5,-2.5,-2.2727272727272805,-2.2727272727272805,0.0,0.0
ubfc,fusion,offline_ridge,bounded_tracking_gap10,guarded_fusion_gap10,40,0,0,-0.053318339100346,-0.053318339100346,-0.0270327802251078,-0.0270327802251078,-0.02499999999999991,-0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0
