case,version,roi,signal_stage,source,frames,count,all_video_frames_pct
synthetic72,bounded_tracking_gap10,left_cheek,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap10,right_cheek,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap10,right_cheek,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap10,forehead,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap10,forehead,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap10,left_cheek,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap10,left_cheek,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap10,right_cheek,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap10,right_cheek,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap15,forehead,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap15,forehead,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap15,left_cheek,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap15,left_cheek,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap15,right_cheek,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap15,right_cheek,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap15,forehead,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap15,forehead,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap15,left_cheek,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap15,left_cheek,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,bounded_tracking_gap15,right_cheek,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,bounded_tracking_gap15,right_cheek,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap10,forehead,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap10,forehead,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap10,left_cheek,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap10,left_cheek,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap10,right_cheek,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap10,right_cheek,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap10,forehead,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap10,forehead,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap10,left_cheek,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap10,left_cheek,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap10,right_cheek,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap10,right_cheek,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap15,forehead,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap15,forehead,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap15,left_cheek,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap15,left_cheek,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap15,right_cheek,anchored_V24,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap15,right_cheek,anchored_V24,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap15,forehead,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap15,forehead,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap15,left_cheek,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap15,left_cheek,unanchored_V23,baseline_reset,600,1,0.16666666666666666
synthetic72,guarded_fusion_gap15,right_cheek,unanchored_V23,tracked_ratio,600,599,99.83333333333333
synthetic72,guarded_fusion_gap15,right_cheek,unanchored_V23,baseline_reset,600,1,0.16666666666666666
data1,bounded_tracking_gap10,forehead,anchored_V24,tracked_ratio,1555,1390,89.38906752411576
data1,bounded_tracking_gap10,forehead,anchored_V24,baseline_ratio_fallback,1555,114,7.331189710610932
data1,bounded_tracking_gap10,forehead,anchored_V24,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap10,forehead,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap10,left_cheek,anchored_V24,tracked_ratio,1555,1246,80.12861736334405
data1,bounded_tracking_gap10,left_cheek,anchored_V24,baseline_ratio_fallback,1555,258,16.591639871382636
data1,bounded_tracking_gap10,left_cheek,anchored_V24,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap10,left_cheek,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap10,right_cheek,anchored_V24,tracked_ratio,1555,1177,75.69131832797427
data1,bounded_tracking_gap10,right_cheek,anchored_V24,baseline_ratio_fallback,1555,327,21.028938906752412
data1,bounded_tracking_gap10,right_cheek,anchored_V24,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap10,right_cheek,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap10,forehead,unanchored_V23,tracked_ratio,1555,1390,89.38906752411576
data1,bounded_tracking_gap10,forehead,unanchored_V23,baseline_ratio_fallback,1555,114,7.331189710610932
data1,bounded_tracking_gap10,forehead,unanchored_V23,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap10,forehead,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap10,left_cheek,unanchored_V23,tracked_ratio,1555,1246,80.12861736334405
data1,bounded_tracking_gap10,left_cheek,unanchored_V23,baseline_ratio_fallback,1555,258,16.591639871382636
data1,bounded_tracking_gap10,left_cheek,unanchored_V23,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap10,left_cheek,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap10,right_cheek,unanchored_V23,tracked_ratio,1555,1177,75.69131832797427
data1,bounded_tracking_gap10,right_cheek,unanchored_V23,baseline_ratio_fallback,1555,327,21.028938906752412
data1,bounded_tracking_gap10,right_cheek,unanchored_V23,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap10,right_cheek,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap15,forehead,anchored_V24,tracked_ratio,1555,1390,89.38906752411576
data1,bounded_tracking_gap15,forehead,anchored_V24,baseline_ratio_fallback,1555,114,7.331189710610932
data1,bounded_tracking_gap15,forehead,anchored_V24,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap15,forehead,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap15,left_cheek,anchored_V24,tracked_ratio,1555,1246,80.12861736334405
data1,bounded_tracking_gap15,left_cheek,anchored_V24,baseline_ratio_fallback,1555,258,16.591639871382636
data1,bounded_tracking_gap15,left_cheek,anchored_V24,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap15,left_cheek,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap15,right_cheek,anchored_V24,tracked_ratio,1555,1177,75.69131832797427
data1,bounded_tracking_gap15,right_cheek,anchored_V24,baseline_ratio_fallback,1555,327,21.028938906752412
data1,bounded_tracking_gap15,right_cheek,anchored_V24,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap15,right_cheek,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap15,forehead,unanchored_V23,tracked_ratio,1555,1390,89.38906752411576
data1,bounded_tracking_gap15,forehead,unanchored_V23,baseline_ratio_fallback,1555,114,7.331189710610932
data1,bounded_tracking_gap15,forehead,unanchored_V23,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap15,forehead,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap15,left_cheek,unanchored_V23,tracked_ratio,1555,1246,80.12861736334405
data1,bounded_tracking_gap15,left_cheek,unanchored_V23,baseline_ratio_fallback,1555,258,16.591639871382636
data1,bounded_tracking_gap15,left_cheek,unanchored_V23,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap15,left_cheek,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,bounded_tracking_gap15,right_cheek,unanchored_V23,tracked_ratio,1555,1177,75.69131832797427
data1,bounded_tracking_gap15,right_cheek,unanchored_V23,baseline_ratio_fallback,1555,327,21.028938906752412
data1,bounded_tracking_gap15,right_cheek,unanchored_V23,missing,1555,41,2.6366559485530545
data1,bounded_tracking_gap15,right_cheek,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap10,forehead,anchored_V24,tracked_ratio,1555,1390,89.38906752411576
data1,guarded_fusion_gap10,forehead,anchored_V24,baseline_ratio_fallback,1555,114,7.331189710610932
data1,guarded_fusion_gap10,forehead,anchored_V24,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap10,forehead,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap10,left_cheek,anchored_V24,tracked_ratio,1555,1246,80.12861736334405
data1,guarded_fusion_gap10,left_cheek,anchored_V24,baseline_ratio_fallback,1555,258,16.591639871382636
data1,guarded_fusion_gap10,left_cheek,anchored_V24,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap10,left_cheek,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap10,right_cheek,anchored_V24,tracked_ratio,1555,1177,75.69131832797427
data1,guarded_fusion_gap10,right_cheek,anchored_V24,baseline_ratio_fallback,1555,327,21.028938906752412
data1,guarded_fusion_gap10,right_cheek,anchored_V24,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap10,right_cheek,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap10,forehead,unanchored_V23,tracked_ratio,1555,1390,89.38906752411576
data1,guarded_fusion_gap10,forehead,unanchored_V23,baseline_ratio_fallback,1555,114,7.331189710610932
data1,guarded_fusion_gap10,forehead,unanchored_V23,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap10,forehead,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap10,left_cheek,unanchored_V23,tracked_ratio,1555,1246,80.12861736334405
data1,guarded_fusion_gap10,left_cheek,unanchored_V23,baseline_ratio_fallback,1555,258,16.591639871382636
data1,guarded_fusion_gap10,left_cheek,unanchored_V23,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap10,left_cheek,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap10,right_cheek,unanchored_V23,tracked_ratio,1555,1177,75.69131832797427
data1,guarded_fusion_gap10,right_cheek,unanchored_V23,baseline_ratio_fallback,1555,327,21.028938906752412
data1,guarded_fusion_gap10,right_cheek,unanchored_V23,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap10,right_cheek,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap15,forehead,anchored_V24,tracked_ratio,1555,1390,89.38906752411576
data1,guarded_fusion_gap15,forehead,anchored_V24,baseline_ratio_fallback,1555,114,7.331189710610932
data1,guarded_fusion_gap15,forehead,anchored_V24,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap15,forehead,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap15,left_cheek,anchored_V24,tracked_ratio,1555,1246,80.12861736334405
data1,guarded_fusion_gap15,left_cheek,anchored_V24,baseline_ratio_fallback,1555,258,16.591639871382636
data1,guarded_fusion_gap15,left_cheek,anchored_V24,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap15,left_cheek,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap15,right_cheek,anchored_V24,tracked_ratio,1555,1177,75.69131832797427
data1,guarded_fusion_gap15,right_cheek,anchored_V24,baseline_ratio_fallback,1555,327,21.028938906752412
data1,guarded_fusion_gap15,right_cheek,anchored_V24,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap15,right_cheek,anchored_V24,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap15,forehead,unanchored_V23,tracked_ratio,1555,1390,89.38906752411576
data1,guarded_fusion_gap15,forehead,unanchored_V23,baseline_ratio_fallback,1555,114,7.331189710610932
data1,guarded_fusion_gap15,forehead,unanchored_V23,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap15,forehead,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap15,left_cheek,unanchored_V23,tracked_ratio,1555,1246,80.12861736334405
data1,guarded_fusion_gap15,left_cheek,unanchored_V23,baseline_ratio_fallback,1555,258,16.591639871382636
data1,guarded_fusion_gap15,left_cheek,unanchored_V23,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap15,left_cheek,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
data1,guarded_fusion_gap15,right_cheek,unanchored_V23,tracked_ratio,1555,1177,75.69131832797427
data1,guarded_fusion_gap15,right_cheek,unanchored_V23,baseline_ratio_fallback,1555,327,21.028938906752412
data1,guarded_fusion_gap15,right_cheek,unanchored_V23,missing,1555,41,2.6366559485530545
data1,guarded_fusion_gap15,right_cheek,unanchored_V23,baseline_reset,1555,10,0.6430868167202572
