time_s,r,g,b,rppg_normalized
0.0,188.83333333333334,143.66666666666666,139.0,-0.061185556508767794
0.03417155473671398,188.66666666666666,143.5,139.0,-0.0719211455767713
0.06834310947342796,188.66666666666666,143.33333333333334,139.0,-0.08583206943638053
0.10251466421014194,188.5,143.33333333333334,139.0,-0.11389199762274205
0.13668621894685593,188.5,143.33333333333334,139.0,-0.17507444038666412
0.17085777368356989,188.5,143.33333333333334,139.0,-0.286342538851001
0.20502932842028387,188.0,143.33333333333334,138.66666666666666,-0.44672642757069986
0.23920088315699783,188.66666666666666,143.0,138.66666666666666,-0.626808894662833
0.27337243789371185,189.33333333333334,143.5,139.33333333333334,-0.7741326270931003
0.3075439926304258,188.5,143.33333333333334,139.33333333333334,-0.833393053391119
0.34171554736713977,187.66666666666666,142.5,138.0,-0.7693926423095789
0.37588710210385373,188.66666666666666,143.16666666666666,139.33333333333334,-0.582423515648793
0.41005865684056775,187.66666666666666,143.0,138.33333333333334,-0.3116443010831147
0.4442302115772817,188.66666666666666,143.5,139.66666666666666,-0.02374977530670733
0.47840176631399567,187.66666666666666,143.0,138.66666666666666,0.2114462551419658
0.5125733210507096,188.66666666666666,144.0,139.33333333333334,0.34931742017707323
0.5467448757874237,187.66666666666666,143.0,139.0,0.389141643888216
0.5809164305241377,187.66666666666666,143.0,138.66666666666666,0.3709402650706693
0.6150879852608516,187.83333333333334,143.0,139.0,0.34856641517145803
0.6492595399975656,187.5,142.66666666666666,139.33333333333334,0.3546687328612017
0.6834310947342795,187.66666666666666,143.0,139.0,0.38251262176648465
0.7176026494709935,187.5,143.0,139.0,0.399227236338502
0.7517742042077075,187.66666666666666,143.0,139.33333333333334,0.3796706437851041
0.7859457589444215,188.0,143.0,138.66666666666666,0.3312350739144218
0.8201173136811355,187.66666666666666,143.0,139.33333333333334,0.28839772681288955
0.8542888684178495,188.0,143.0,139.33333333333334,0.2825048629981296
0.8884604231545634,187.66666666666666,142.66666666666666,139.0,0.30948680740646406
0.9226319778912774,187.66666666666666,143.0,139.0,0.3184434589258244
0.9568035326279913,187.5,142.66666666666666,139.0,0.2324963361839091
0.9909750873647054,187.66666666666666,142.5,139.0,-0.0074178660393238996
1.0251466421014193,187.33333333333334,142.66666666666666,139.0,-0.3989927118833612
1.0593181968381333,188.0,142.66666666666666,139.0,-0.8556748334875399
1.0934897515748474,187.33333333333334,142.33333333333334,139.33333333333334,-1.219535918793066
1.1276613063115613,189.16666666666666,143.5,140.0,-1.3169702193875537
1.1618328610482753,189.0,143.16666666666666,140.33333333333334,-1.0412094381369812
1.1960044157849892,188.66666666666666,143.33333333333334,140.0,-0.41838067621407743
1.2301759705217032,187.66666666666666,142.66666666666666,139.0,0.39022722305563096
1.264347525258417,187.83333333333334,143.33333333333334,139.66666666666666,1.1599283653126589
1.2985190799951312,188.0,143.0,139.33333333333334,1.7002617413336787
