variant,case,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm,fps,waveform_frames,waveform_finite_frames,waveform_coverage_pct,waveform_new_seconds,waveform_lost_seconds,target_P5_95_met,delta_MAE_bpm,delta_RMSE_bpm,delta_P5_pp,delta_R5_pp,delta_hr_coverage_pp,delta_waveform_coverage_pp,common_output_windows,new_output_windows,lost_output_windows
cdf_v28,data1,42,38,42,38,0,11,90.47619047619048,90.47619047619048,13.128947368421052,13.74222268086667,-13.128947368421052,12.183830243142635,0.0,28.94736842105263,0.0,26.19047619047619,20.344999999999995,20.900000000000006,-21.192344270753956,-5.065550466088146,30.00003000003,1555,1410,90.67524115755627,0.999999,0.0,False,0.03165007112375484,0.020115837665940717,0.0,0.0,2.3809523809523796,1.9292604501607746,37,1,0
cdf_v28,data2,37,32,37,32,20,23,86.48648648648648,86.48648648648648,20.459375,36.585477822491264,18.096874999999997,25.750278407993736,62.5,71.875,54.054054054054056,62.16216216216216,82.725,83.6,-45.22093078583135,81.41468078583134,30.00003000003,1393,1230,88.2986360373295,0.0,0.999999,False,17.444223484848486,32.774210634828144,-25.378787878787875,-24.324324324324316,-2.702702702702709,-2.153625269203163,32,0,1
cdf_v28,data3,65,44,65,44,5,17,67.6923076923077,67.6923076923077,14.718181818181817,18.685373472804386,-12.05909090909091,14.383945325255091,11.363636363636363,38.63636363636363,7.6923076923076925,26.153846153846153,39.910000000000004,40.099999999999994,-40.35779990690418,16.23961808872236,30.00003000003,2221,1860,83.74606033318325,0.999999,6.999993,False,-18.153004622496148,-21.032534369752362,-7.280431432973806,-9.23076923076923,-23.07692307692308,-8.104457451598378,43,1,16
cdf_v28,data4,50,46,50,46,43,46,92.0,92.0,2.708695652173913,3.1098021746113353,0.16956521739130428,3.5222153290301197,93.47826086956522,100.0,86.0,92.0,5.599999999999998,6.099999999999994,-5.9838317530900005,6.322962187872609,180.00180001800018,10693,9900,92.58393341438324,0.0,0.0,False,0.15217391304347805,0.21805980831321037,-4.347826086956516,-4.0,0.0,0.0,46,0,0
cdf_v28,data5,53,49,53,49,43,49,92.45283018867924,92.45283018867924,3.9673469387755085,4.091903404210289,3.9673469387755085,4.125987664930118,87.75510204081633,100.0,81.13207547169812,92.45283018867924,5.460000000000002,6.099999999999994,1.9832451268716937,5.951448750679323,30.00003000003,1866,1740,93.2475884244373,0.0,0.0,False,-15.469387755102046,-34.549366697871505,30.61224489795918,28.301886792452834,0.0,0.0,49,0,0
cdf_v28,data6,62,38,62,38,0,0,61.29032258064516,61.29032258064516,33.46315789473684,40.55009247831625,-17.04736842105263,28.52538942266459,0.0,0.0,0.0,0.0,77.65,79.5,-90.12892312075607,56.034186278650814,30.00003000003,2148,1680,78.2122905027933,1.999998,0.0,False,7.460380116959062,12.76853884605475,0.0,0.0,3.225806451612904,2.7932960893854664,36,2,0
