window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost
52,56.999943,51.999948,61.999938,123.6,True,,False,,False,,,gap_or_filter_edge,False,False,False
53,57.999942,52.999947,62.999937,123.9,True,,False,,False,,,gap_or_filter_edge,False,False,False
54,58.999941,53.999946,63.999936,124.4,True,96.0,True,,False,-28.400000000000006,28.400000000000006,candidate_only,False,True,False
55,59.99994,54.999945,64.999935,124.9,True,96.0,True,82.0,True,-28.900000000000006,28.900000000000006,candidate_only,True,False,False
56,60.999939,55.999944,65.999934,125.6,True,96.0,True,81.0,True,-29.599999999999994,29.599999999999994,candidate_only,True,False,False
57,61.999938,56.999943,66.999933,126.4,True,95.0,True,79.0,True,-31.400000000000006,31.400000000000006,candidate_only,True,False,False
58,62.999937,57.999942,67.999932,127.3,True,95.0,True,78.0,True,-32.3,32.3,candidate_only,True,False,False
59,63.999936,58.999941,68.99993099999999,128.3,True,95.0,True,77.0,True,-33.30000000000001,33.30000000000001,candidate_only,True,False,False
60,64.999935,59.99994,69.99992999999999,129.3,True,95.0,True,,False,-34.30000000000001,34.30000000000001,candidate_only,False,True,False
61,65.999934,60.999939,70.999929,130.3,True,,False,,False,,,gap_or_filter_edge,False,False,False
