window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost
0,4.999995,0.0,9.99999,115.9,True,,False,,False,,,gap_or_filter_edge,False,False,False
1,5.999994,0.999999,10.999989,116.5,True,,False,,False,,,gap_or_filter_edge,False,False,False
2,6.999993,1.999998,11.999988,116.9,True,,False,,False,,,gap_or_filter_edge,False,False,False
3,7.999992,2.999997,12.999987,117.1,True,,False,,False,,,gap_or_filter_edge,False,False,False
4,8.999991,3.999996,13.999986,117.1,True,,False,,False,,,gap_or_filter_edge,False,False,False
5,9.99999,4.999995,14.999985,116.8,True,,False,,False,,,gap_or_filter_edge,False,False,False
6,10.999989,5.999994,15.999984,116.2,True,,False,,False,,,gap_or_filter_edge,False,False,False
7,11.999988,6.999993,16.999983,115.5,True,,False,,False,,,gap_or_filter_edge,False,False,False
8,12.999987,7.999992,17.999982,114.6,True,,False,,False,,,gap_or_filter_edge,False,False,False
9,13.999986,8.999991,18.999981,113.6,True,94.0,True,93.0,True,-19.599999999999994,19.599999999999994,candidate_only,True,False,False
10,14.999985,9.99999,19.99998,112.5,True,95.0,True,93.0,True,-17.5,17.5,candidate_only,True,False,False
11,15.999984,10.999989,20.999979,111.5,True,95.0,True,93.0,True,-16.5,16.5,candidate_only,True,False,False
12,16.999983,11.999988,21.999978,110.5,True,95.0,True,93.0,True,-15.5,15.5,candidate_only,True,False,False
13,17.999982,12.999987,22.999977,109.6,True,94.0,True,92.0,True,-15.599999999999994,15.599999999999994,candidate_only,True,False,False
14,18.999981,13.999986,23.999976,108.7,True,93.0,True,91.0,True,-15.700000000000003,15.700000000000003,candidate_only,True,False,False
15,19.99998,14.999985,24.999975,107.9,True,93.0,True,90.0,True,-14.900000000000006,14.900000000000006,candidate_only,True,False,False
16,20.999979,15.999984,25.999974,107.3,True,93.0,True,88.0,True,-14.299999999999997,14.299999999999997,candidate_only,True,False,False
17,21.999978,16.999983,26.999973,106.7,True,93.0,True,83.0,True,-13.700000000000003,13.700000000000003,candidate_only,True,False,False
18,22.999977,17.999982,27.999972,106.4,True,93.0,True,83.0,True,-13.400000000000006,13.400000000000006,candidate_only,True,False,False
19,23.999976,18.999981,28.999971,106.3,True,93.0,True,90.0,True,-13.299999999999997,13.299999999999997,candidate_only,True,False,False
20,24.999975,19.99998,29.99997,106.4,True,94.0,True,92.0,True,-12.400000000000006,12.400000000000006,candidate_only,True,False,False
21,25.999974,20.999979,30.999969,106.6,True,94.0,True,92.0,True,-12.599999999999994,12.599999999999994,candidate_only,True,False,False
22,26.999973,21.999978,31.999968,107.0,True,94.0,True,91.0,True,-13.0,13.0,candidate_only,True,False,False
23,27.999972,22.999977,32.999967,107.7,True,94.0,True,90.0,True,-13.700000000000003,13.700000000000003,candidate_only,True,False,False
24,28.999971,23.999976,33.999966,108.6,True,94.0,True,89.0,True,-14.599999999999994,14.599999999999994,candidate_only,True,False,False
25,29.99997,24.999975,34.999965,109.7,True,94.0,True,77.0,True,-15.700000000000003,15.700000000000003,candidate_only,True,False,False
26,30.999969,25.999974,35.999964,110.8,True,93.0,True,79.0,True,-17.799999999999997,17.799999999999997,candidate_only,True,False,False
27,31.999968,26.999973,36.999963,112.0,True,93.0,True,81.0,True,-19.0,19.0,candidate_only,True,False,False
28,32.999967,27.999972,37.999962,113.1,True,93.0,True,83.0,True,-20.099999999999994,20.099999999999994,candidate_only,True,False,False
29,33.999966,28.999971,38.999961,114.1,True,93.0,True,86.0,True,-21.099999999999994,21.099999999999994,candidate_only,True,False,False
30,34.999965,29.99997,39.99996,115.1,True,93.0,True,89.0,True,-22.099999999999994,22.099999999999994,candidate_only,True,False,False
31,35.999964,30.999969,40.999959,116.0,True,93.0,True,91.0,True,-23.0,23.0,candidate_only,True,False,False
32,36.999963,31.999968,41.999958,116.9,True,94.0,True,93.0,True,-22.900000000000006,22.900000000000006,candidate_only,True,False,False
33,37.999962,32.999967,42.999957,117.6,True,94.0,True,94.0,True,-23.599999999999994,23.599999999999994,candidate_only,True,False,False
34,38.999961,33.999966,43.999956,118.3,True,94.0,True,94.0,True,-24.299999999999997,24.299999999999997,candidate_only,True,False,False
35,39.99996,34.999965,44.999955,118.9,True,94.0,True,94.0,True,-24.900000000000006,24.900000000000006,candidate_only,True,False,False
36,40.999959,35.999964,45.999954,119.5,True,94.0,True,94.0,True,-25.5,25.5,candidate_only,True,False,False
37,41.999958,36.999963,46.999953,120.0,True,94.0,True,94.0,True,-26.0,26.0,candidate_only,True,False,False
38,42.999957,37.999962,47.999952,120.4,True,94.0,True,94.0,True,-26.400000000000006,26.400000000000006,candidate_only,True,False,False
39,43.999956,38.999961,48.999951,120.9,True,94.0,True,94.0,True,-26.900000000000006,26.900000000000006,candidate_only,True,False,False
40,44.999955,39.99996,49.99995,121.3,True,,False,,False,,,gap_or_filter_edge,False,False,False
41,45.999954,40.999959,50.999949,121.7,True,,False,,False,,,gap_or_filter_edge,False,False,False
42,46.999953,41.999958,51.999948,122.0,True,,False,,False,,,gap_or_filter_edge,False,False,False
43,47.999952,42.999957,52.999947,122.3,True,,False,,False,,,gap_or_filter_edge,False,False,False
44,48.999951,43.999956,53.999946,122.5,True,,False,,False,,,gap_or_filter_edge,False,False,False
45,49.99995,44.999955,54.999945,122.7,True,,False,,False,,,gap_or_filter_edge,False,False,False
46,50.999949,45.999954,55.999944,122.8,True,,False,,False,,,gap_or_filter_edge,False,False,False
47,51.999948,46.999953,56.999943,122.9,True,,False,,False,,,gap_or_filter_edge,False,False,False
48,52.999947,47.999952,57.999942,123.0,True,,False,,False,,,gap_or_filter_edge,False,False,False
49,53.999946,48.999951,58.999941,123.0,True,,False,,False,,,gap_or_filter_edge,False,False,False
50,54.999945,49.99995,59.99994,123.1,True,,False,,False,,,gap_or_filter_edge,False,False,False
51,55.999944,50.999949,60.999939,123.3,True,,False,,False,,,gap_or_filter_edge,False,False,False
