variant,Nplanned,Nref,Noutput,Nvalid,Nwithin5,MAE_bpm,RMSE_bpm,Bias_bpm,P5_valid_pct,R5_all_reference_pct,HR_coverage_pct,waveform_coverage_macro_pct,promotion_pass,near_all_target_met,failed_checks
V25,309,309,260,260,93,25.202307692307695,37.98560253569766,-1.1899999999999986,35.76923076923077,30.097087378640776,84.14239482200647,88.71654600848969,,,
early_median,309,309,265,265,66,38.93471698113208,51.30733258861242,19.991320754716984,24.90566037735849,21.359223300970875,85.76051779935275,89.95388640128066,False,False,pooled_MAE; pooled_R5_gain; each_MAE; each_P5; each_R5; common_MAE
early_psd_cluster,309,309,174,174,54,44.75689655172414,58.125826159003246,34.545402298850576,31.03448275862069,17.475728155339805,56.310679611650485,83.62401185627418,False,False,pooled_MAE; pooled_R5_gain; each_MAE; each_P5; each_R5; each_HR_coverage; each_waveform_coverage; common_MAE
late_median,309,309,265,265,59,35.89584905660377,48.24887446140534,18.921509433962264,22.264150943396228,19.093851132686083,85.76051779935275,89.95388640128066,False,False,pooled_MAE; pooled_R5_gain; each_MAE; each_P5; each_R5; common_MAE
late_psd_cluster,309,309,258,258,48,47.97170542635659,58.06315977671051,24.9968992248062,18.6046511627907,15.533980582524272,83.49514563106796,89.72111172716518,False,False,pooled_MAE; pooled_R5_gain; each_MAE; each_P5; each_R5; common_MAE
fusion_nomotion_local,309,309,264,264,45,47.1625,57.07594853802389,20.68219696969697,17.045454545454547,14.563106796116505,85.43689320388349,89.72111172716518,False,False,pooled_MAE; pooled_R5_gain; each_MAE; each_P5; each_R5; common_MAE
fusion_motion_local,309,309,264,264,56,35.683712121212125,46.58346492636045,3.8715909090909086,21.21212121212121,18.12297734627832,85.43689320388349,89.72111172716518,False,False,pooled_MAE; pooled_R5_gain; each_MAE; each_P5; each_R5; common_MAE
fusion_nomotion_dp,309,309,264,264,45,49.85795454545455,59.54374092491446,26.117803030303033,17.045454545454547,14.563106796116505,85.43689320388349,89.72111172716518,False,False,pooled_MAE; pooled_R5_gain; each_MAE; each_P5; each_R5; common_MAE
fusion_motion_dp,309,309,264,264,50,39.03901515151515,50.30005685580256,10.689772727272727,18.939393939393938,16.181229773462782,85.43689320388349,89.72111172716518,False,False,pooled_MAE; pooled_R5_gain; each_MAE; each_P5; each_R5; common_MAE
