variant,case,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
early_psd_cluster,data2,-1,37,13,37,13,10,11,35.13513513513514,35.13513513513514,7.19230769230769,13.49253354779826,0.6846153846153851,9.012263433478749,76.92307692307692,84.61538461538461,27.027027027027028,29.72972972972973,27.499999999999957,44.6,-26.805138227249262,28.17436899648003
early_psd_cluster,data2,0,37,13,37,13,10,11,35.13513513513514,35.13513513513514,7.230769230769231,13.397301680103062,0.7846153846153837,9.056915082388322,76.92307692307692,84.61538461538461,27.027027027027028,29.72972972972973,27.13999999999996,44.3,-26.49940668522784,28.06863745445861
early_psd_cluster,data2,1,37,13,37,13,10,11,35.13513513513514,35.13513513513514,7.23076923076923,13.296037582099991,0.9076923076923076,9.055596116583349,76.92307692307692,84.61538461538461,27.027027027027028,29.72972972972973,26.77999999999996,44.0,-26.153378484319163,27.96876309970378
early_psd_cluster,data2,2,37,13,37,13,10,11,35.13513513513514,35.13513513513514,7.200000000000001,13.214909994163644,1.0461538461538449,9.021526637337049,76.92307692307692,84.61538461538461,27.027027027027028,29.72972972972973,26.45999999999996,43.8,-25.82808549382681,27.920393186134504
early_psd_cluster,data2,5,37,13,37,13,10,11,35.13513513513514,35.13513513513514,6.923076923076922,13.164579516496296,1.4769230769230772,8.709555335421191,76.92307692307692,84.61538461538461,27.027027027027028,29.72972972972973,25.99999999999996,44.0,-25.20970280619749,28.16354896004365
early_psd_cluster,data3,-5,65,21,65,21,2,3,32.30769230769231,32.30769230769231,32.971428571428575,38.0101866045707,-32.971428571428575,31.73574899261931,9.523809523809524,14.285714285714286,3.076923076923077,4.615384615384615,62.1,64.3,-70.9540916692157,5.011234526358557
early_psd_cluster,data3,-2,65,21,65,21,2,3,32.30769230769231,32.30769230769231,33.12380952380952,38.16668954043814,-33.12380952380952,31.81672705520593,9.523809523809524,14.285714285714286,3.076923076923077,4.615384615384615,62.2,64.0,-71.20459221184436,4.956973164225317
early_psd_cluster,data3,-1,65,21,65,21,2,3,32.30769230769231,32.30769230769231,33.21904761904763,38.21602755264814,-33.21904761904763,31.890808129039225,9.523809523809524,14.285714285714286,3.076923076923077,4.615384615384615,62.0,63.7,-71.16454734343304,4.726452105337778
early_psd_cluster,data3,0,65,21,65,21,2,3,32.30769230769231,32.30769230769231,33.32380952380953,38.26668325866572,-33.32380952380953,31.97421380899551,9.523809523809524,14.285714285714286,3.076923076923077,4.615384615384615,61.7,63.400000000000006,-71.10434900822311,4.456729960604051
early_psd_cluster,data3,1,65,21,65,21,2,3,32.30769230769231,32.30769230769231,33.44761904761905,38.33518836091283,-33.44761904761905,32.07014500019664,9.523809523809524,14.285714285714286,3.076923076923077,4.615384615384615,61.400000000000006,63.0,-71.06663277915291,4.171394683914819
early_psd_cluster,data3,2,65,21,65,21,1,3,32.30769230769231,32.30769230769231,33.57619047619048,38.42761283987633,-33.57619047619048,32.16279139996628,4.761904761904762,14.285714285714286,1.5384615384615383,4.615384615384615,61.0,62.6,-71.11348624098065,3.9611052885996823
early_psd_cluster,data3,5,65,21,65,21,1,3,32.30769230769231,32.30769230769231,33.96666666666667,38.78511619288046,-33.96666666666667,32.416641207987226,4.761904761904762,14.285714285714286,1.5384615384615383,4.615384615384615,60.6,61.400000000000006,-71.56998733563596,3.636654002302621
early_psd_cluster,data4,-5,50,46,50,46,40,46,92.0,92.0,2.510869565217392,3.2128478495484085,-0.0369565217391308,3.2273994746622443,86.95652173913044,100.0,80.0,92.0,5.650000000000002,7.0,-6.403301322162244,6.329388278683982
early_psd_cluster,data4,-2,50,46,50,46,40,46,92.0,92.0,2.8565217391304354,3.370782388859222,0.0826086956521738,3.705526432903338,86.95652173913044,100.0,80.0,92.0,5.699999999999999,6.5,-6.5951233339322135,6.760340725236561
early_psd_cluster,data4,-1,50,46,50,46,40,46,92.0,92.0,2.92608695652174,3.411808139771153,0.126086956521739,3.803509723157292,86.95652173913044,100.0,80.0,92.0,5.800000000000004,6.799999999999997,-6.630331814160768,6.882505727204246
early_psd_cluster,data4,0,50,46,50,46,41,46,92.0,92.0,2.943478260869565,3.4238930296171444,0.1695652173913042,3.831783611700811,89.1304347826087,100.0,82.0,92.0,5.799999999999997,7.0,-6.607094534096859,6.946224968879468
early_psd_cluster,data4,1,50,46,50,46,41,46,92.0,92.0,2.917391304347826,3.3926390907374757,0.2130434782608695,3.801739367048858,89.1304347826087,100.0,82.0,92.0,6.0,7.099999999999994,-6.496738673036919,6.922825629558659
early_psd_cluster,data4,2,50,46,50,46,42,46,92.0,92.0,2.860869565217391,3.313936316986715,0.2521739130434781,3.730424346890015,91.30434782608695,100.0,84.0,92.0,6.024999999999995,7.0,-6.295874096129543,6.800221922216499
early_psd_cluster,data4,5,50,46,50,46,43,46,92.0,92.0,2.367391304347826,2.7786061566751488,0.3195652173913044,3.085375785453193,93.47826086956522,100.0,86.0,92.0,5.275000000000006,6.0,-5.150145127234477,5.789275562017085
early_psd_cluster,data5,-5,53,48,53,48,0,1,90.56603773584904,90.56603773584904,83.38958333333333,85.1808284866182,82.95208333333333,87.34997324619624,0.0,2.083333333333333,0.0,1.8867924528301887,95.695,96.1,44.60923831528578,121.29492835138088
early_psd_cluster,data5,-2,53,48,53,48,1,1,90.56603773584904,90.56603773584904,82.59375,84.42024465928378,82.04375,85.89898581065584,2.083333333333333,2.083333333333333,1.8867924528301887,1.8867924528301887,96.185,96.8,42.64736812135968,121.44013187864032
early_psd_cluster,data5,-1,53,48,53,48,1,1,90.56603773584904,90.56603773584904,82.31666666666668,84.15787495336765,81.72083333333335,85.39200910290793,2.083333333333333,2.083333333333333,1.8867924528301887,1.8867924528301887,96.325,96.8,41.89594593258519,121.5457207340815
early_psd_cluster,data5,0,53,48,53,48,1,1,90.56603773584904,90.56603773584904,82.02291666666666,83.87693738448013,81.37708333333332,84.84671495939985,2.083333333333333,2.083333333333333,1.8867924528301887,1.8867924528301887,96.23,96.8,41.11825738949975,121.63590927716687
early_psd_cluster,data5,1,53,48,53,48,1,1,90.56603773584904,90.56603773584904,81.71458333333334,83.56820193710045,81.01041666666667,84.25752644782149,2.083333333333333,2.083333333333333,1.8867924528301887,1.8867924528301887,95.89,96.5,40.371089555135725,121.64974377819762
early_psd_cluster,data5,2,53,48,53,48,1,1,90.56603773584904,90.56603773584904,81.40625,83.22903514799788,80.62291666666667,83.63843721476111,2.083333333333333,2.083333333333333,1.8867924528301887,1.8867924528301887,95.43,96.1,39.69207750209161,121.55375583124172
early_psd_cluster,data5,5,53,48,52,48,1,1,90.56603773584904,92.3076923076923,80.3125,82.03697337176695,79.34166666666667,81.43668053655175,2.083333333333333,2.083333333333333,1.9230769230769231,1.9230769230769231,94.165,95.8,38.03169638317826,120.65163695015508
early_psd_cluster,data6,-5,62,29,62,29,0,0,46.774193548387096,46.774193548387096,74.8344827586207,75.00754444812823,74.8344827586207,67.14908600035633,0.0,0.0,0.0,0.0,82.47999999999999,82.7,64.67683042328665,84.99213509395474
early_psd_cluster,data6,-2,62,29,62,29,0,0,46.774193548387096,46.774193548387096,74.0206896551724,74.24459576292405,74.0206896551724,66.04358142594685,0.0,0.0,0.0,0.0,82.24000000000001,82.6,62.52781252072143,85.51356678962338
early_psd_cluster,data6,-1,62,29,62,29,0,0,46.774193548387096,46.774193548387096,73.64482758620689,73.88807705600736,73.64482758620689,65.52977935518685,0.0,0.0,0.0,0.0,81.88,82.4,61.69541787058812,85.59423730182566
early_psd_cluster,data6,0,62,29,62,29,0,0,46.774193548387096,46.774193548387096,73.22068965517241,73.48317658742926,73.22068965517241,64.94845974404826,0.0,0.0,0.0,0.0,81.52,82.0,60.84268396654929,85.59869534379553
early_psd_cluster,data6,1,62,29,62,29,0,0,46.774193548387096,46.774193548387096,72.75517241379309,73.0351899122419,72.75517241379309,64.3078659054284,0.0,0.0,0.0,0.0,81.17999999999999,81.4,60.01037172677863,85.49997310080755
