window_index,time_s,channel,roi,method,channel_status,observed_fraction,roi_quality,signal_std,candidate_rank,candidate_bpm,relative_power,peak_concentration,prominence_ratio,candidate_weight,motion_overlap,motion_weight,selected_consensus,output_accepted,waveform_weight,motion_available,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability,motion_spectral_coverage,motion_evidence_status
0,4.999995,forehead_logpos,forehead,logpos,gap_or_filter_edge,0.9066666666666666,0.9066215596552577,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,forehead_logchrom,forehead,logchrom,gap_or_filter_edge,0.9066666666666666,0.9066215596552577,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,left_cheek_logpos,left_cheek,logpos,gap_or_filter_edge,0.9066666666666666,0.9066618055555555,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,left_cheek_logchrom,left_cheek,logchrom,gap_or_filter_edge,0.9066666666666666,0.9066618055555555,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,right_cheek_logpos,right_cheek,logpos,gap_or_filter_edge,0.9066666666666666,0.9066357359845347,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,right_cheek_logchrom,right_cheek,logchrom,gap_or_filter_edge,0.9066666666666666,0.9066357359845347,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,forehead_logpos,forehead,logpos,gap_or_filter_edge,1.0,0.9999548929885913,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,forehead_logchrom,forehead,logchrom,gap_or_filter_edge,1.0,0.9999548929885913,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,left_cheek_logpos,left_cheek,logpos,gap_or_filter_edge,1.0,0.9999951388888888,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,left_cheek_logchrom,left_cheek,logchrom,gap_or_filter_edge,1.0,0.9999951388888888,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,right_cheek_logpos,right_cheek,logpos,gap_or_filter_edge,1.0,0.999969069317868,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,right_cheek_logchrom,right_cheek,logchrom,gap_or_filter_edge,1.0,0.999969069317868,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logpos,forehead,logpos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logchrom,forehead,logchrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logpos,left_cheek,logpos,gap_or_filter_edge,1.0,0.9999951388888888,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logchrom,left_cheek,logchrom,gap_or_filter_edge,1.0,0.9999951388888888,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logpos,right_cheek,logpos,gap_or_filter_edge,1.0,0.999969069317868,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logchrom,right_cheek,logchrom,gap_or_filter_edge,1.0,0.999969069317868,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logpos,forehead,logpos,usable,1.0,1.0,1.0743489870192222,1,91.0,1.0,0.261639328130279,1.0,0.5115069189466346,0.9295074254955528,0.7676231436261118,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logpos,forehead,logpos,usable,1.0,1.0,1.0743489870192222,2,184.0,0.6358603179866203,0.18691281487193961,0.6353784861287756,0.3447469244246362,0.9740893098742563,0.7564776725314359,True,True,0.22977964391381764,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logchrom,forehead,logchrom,usable,1.0,1.0,1.1734766277993465,1,184.0,1.0,0.4747613849056169,1.0,0.6890293062748615,0.9740893098742563,0.7564776725314359,True,True,0.4592496623610438,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999951388888888,0.6185835719309803,1,92.0,1.0,0.5831300167354554,1.0,0.7636257901810466,1.0,0.75,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999951388888888,0.6185835719309803,2,184.0,0.36190423620064816,0.21458673604647166,0.36140364357892707,0.2786738125178175,0.9740893098742563,0.7564776725314359,True,True,0.19972691556807395,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999951388888888,0.9058417825709966,1,184.0,1.0,0.4970494550457636,1.0,0.7050139166231059,0.9740893098742563,0.7564776725314359,True,True,0.5052870010550319,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999951388888888,0.9058417825709966,2,92.0,0.46096792691786803,0.2326317615593296,0.46068778012563877,0.3274671560533945,1.0,0.75,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.977395054871715,1,185.0,1.0,0.5570940074487686,1.0,0.7463873039171879,1.0,0.75,True,True,0.39436744946816343,False,,,,,,legacy_not_assessed
3,7.999992,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.977395054871715,2,92.0,0.28454064563041925,0.18343118828919125,0.2841681269024203,0.22845924963669448,1.0,0.75,False,True,0.0,False,,,,,,legacy_not_assessed
3,7.999992,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.9381154639577781,1,185.0,1.0,0.6991917450494473,1.0,0.8361768623021372,1.0,0.75,True,True,0.44180941283397374,False,,,,,,legacy_not_assessed
4,8.999991,forehead_logpos,forehead,logpos,usable,1.0,1.0,1.0809214203713227,1,90.0,1.0,0.2577976670580848,1.0,0.5077377936081623,0.8988983742520548,0.7752754064369863,False,True,0.0,False,,,,,,legacy_not_assessed
4,8.999991,forehead_logpos,forehead,logpos,usable,1.0,1.0,1.0809214203713227,2,183.0,0.6564601978477386,0.2150285801640558,0.6547379865495098,0.3757096009917958,0.9839733515369183,0.7540066621157704,True,True,0.2493941055021936,False,,,,,,legacy_not_assessed
4,8.999991,forehead_logchrom,forehead,logchrom,usable,1.0,1.0,1.1702820752323597,1,183.0,1.0,0.550254617673865,1.0,0.741791492047371,0.9839733515369183,0.7540066621157704,True,True,0.49239738654517745,False,,,,,,legacy_not_assessed
4,8.999991,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999951388888888,0.606082029739509,1,91.0,1.0,0.5801231659092224,1.0,0.7616544661699264,0.9790992659798166,0.7552251835050459,False,True,0.0,False,,,,,,legacy_not_assessed
4,8.999991,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999951388888888,0.606082029739509,2,183.0,0.3248199832089858,0.19758765623131277,0.32437457254971536,0.2533373150654615,0.9839733515369183,0.7540066621157704,True,True,0.1887109869141201,False,,,,,,legacy_not_assessed
4,8.999991,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999951388888888,0.8983087240252214,1,184.0,1.0,0.547240156068227,1.0,0.7397532262117903,1.0,0.75,True,True,0.5510422392976702,False,,,,,,legacy_not_assessed
4,8.999991,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999951388888888,0.8983087240252214,2,92.0,0.42977824466325965,0.22734422509767263,0.42934394988437735,0.3125806328998906,1.0,0.75,False,True,0.0,False,,,,,,legacy_not_assessed
4,8.999991,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.8977257527007458,1,184.0,1.0,0.5534525032158272,1.0,0.7439438844535434,1.0,0.75,True,True,0.3938516649535629,False,,,,,,legacy_not_assessed
4,8.999991,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.8932537269305377,1,184.0,1.0,0.700455918844149,1.0,0.8369324458067982,1.0,0.75,True,True,0.4430807808532352,False,,,,,,legacy_not_assessed
5,9.99999,forehead_logpos,forehead,logpos,usable,1.0,1.0,1.0712184137658123,1,90.0,1.0,0.3013942883483943,1.0,0.5489938873506647,0.9557559628266746,0.7610610092933313,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,forehead_logpos,forehead,logpos,usable,1.0,1.0,1.0712184137658123,2,182.0,0.6059966420073986,0.1856730695033241,0.6052905788671252,0.3354359203040436,0.9859466778371335,0.7535133305407167,True,True,0.23382198144105926,False,,,,,,legacy_not_assessed
5,9.99999,forehead_logpos,forehead,logpos,usable,1.0,1.0,1.0712184137658123,3,64.0,0.4486582508922151,0.16003989335483415,0.4200625957598495,0.2679612259741258,0.0007411846260081783,0.9998147038434979,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,forehead_logchrom,forehead,logchrom,usable,1.0,1.0,1.1941437222087712,1,182.0,1.0,0.5957763167367114,1.0,0.7718654783942027,0.9859466778371335,0.7535133305407167,True,True,0.5380434969531435,False,,,,,,legacy_not_assessed
5,9.99999,left_cheek_logpos,left_cheek,logpos,usable,1.0,1.0,0.5939280445966422,1,91.0,1.0,0.5586723117929318,1.0,0.7474438519333286,1.0,0.75,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,left_cheek_logpos,left_cheek,logpos,usable,1.0,1.0,0.5939280445966422,2,183.0,0.3061811676929932,0.17234232818162018,0.3052384245441021,0.22971281045161046,1.0,0.75,True,True,0.17709795372382078,False,,,,,,legacy_not_assessed
5,9.99999,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,1.0,0.8968064903244827,1,183.0,1.0,0.5978341679865381,1.0,0.7731973667741879,1.0,0.75,True,True,0.5960994130503671,False,,,,,,legacy_not_assessed
5,9.99999,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,1.0,0.8968064903244827,2,93.0,0.41141707270105154,0.22705185144579654,0.4099952174849267,0.305635416915618,0.9024528516123268,0.7743867870969183,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.8742206431694733,1,183.0,1.0,0.5273148020614898,1.0,0.7261644456054632,1.0,0.75,True,True,0.3871371789684613,False,,,,,,legacy_not_assessed
5,9.99999,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.8742206431694733,2,83.0,0.3086032580970534,0.17637314973296264,0.3084472114124571,0.23330094009333036,0.12290155758509719,0.9692746106037257,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.8957430869723345,1,183.0,1.0,0.6875914506613678,1.0,0.8292113425788192,1.0,0.75,True,True,0.44207416361035795,False,,,,,,legacy_not_assessed
6,10.999989,forehead_logpos,forehead,logpos,usable,1.0,1.0,0.961592445885058,1,90.0,1.0,0.3262995571643845,1.0,0.571226362455712,0.9568098290801592,0.7607975427299603,False,True,0.0,False,,,,,,legacy_not_assessed
6,10.999989,forehead_logpos,forehead,logpos,usable,1.0,1.0,0.961592445885058,2,64.0,0.5129728433123102,0.1541691580309665,0.3374766591534504,0.2812198274414693,0.0004319813443476151,0.9998920046639131,False,True,0.0,False,,,,,,legacy_not_assessed
6,10.999989,forehead_logchrom,forehead,logchrom,usable,1.0,1.0,1.1212936026431943,1,182.0,1.0,0.5872491655450903,1.0,0.7663218420122777,0.9935829431590102,0.7516042642102474,True,True,0.49810919730798053,False,,,,,,legacy_not_assessed
6,10.999989,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999985728557158,0.5826142380989178,1,92.0,1.0,0.510548783621575,1.0,0.7145259452035722,0.977225493776926,0.7556936265557685,False,True,0.0,False,,,,,,legacy_not_assessed
6,10.999989,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999985728557158,0.840651945663721,1,183.0,1.0,0.5961581212690531,1.0,0.7721116626906738,1.0,0.75,True,True,0.5018725807489379,False,,,,,,legacy_not_assessed
6,10.999989,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999985728557158,0.840651945663721,2,93.0,0.4250641704066889,0.2430799694437538,0.4243616905987456,0.3214409597984046,0.8908007868652399,0.77729980328369,False,True,0.0,False,,,,,,legacy_not_assessed
6,10.999989,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.8614991930350722,1,182.0,1.0,0.4733326807873749,1.0,0.6879917737788548,0.9935829431590102,0.7516042642102474,True,True,0.36988931541718967,False,,,,,,legacy_not_assessed
6,10.999989,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.8614991930350722,2,83.0,0.4419010483250948,0.21225403373253796,0.4418005774956721,0.3062601508809766,0.08975117319945694,0.9775622067001357,False,True,0.0,False,,,,,,legacy_not_assessed
6,10.999989,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.8893830528506912,1,183.0,1.0,0.639994163033013,1.0,0.7999963518873152,1.0,0.75,True,True,0.4301070364701255,False,,,,,,legacy_not_assessed
7,11.999988,forehead_logpos,forehead,logpos,usable,1.0,1.0,0.9787508867250191,1,92.0,1.0,0.31412343788382024,1.0,0.5604671603973066,1.0,0.75,False,True,0.0,False,,,,,,legacy_not_assessed
7,11.999988,forehead_logchrom,forehead,logchrom,usable,1.0,1.0,1.166457746775196,1,183.0,1.0,0.5266376212564172,1.0,0.7256980234618372,1.0,0.75,True,True,0.4717037152501943,False,,,,,,legacy_not_assessed
7,11.999988,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999971992293422,0.5914283457491368,1,93.0,1.0,0.48245625093873146,1.0,0.6945887621059624,0.9370159789074992,0.7657460052731252,False,True,0.0,False,,,,,,legacy_not_assessed
7,11.999988,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999971992293422,0.8431345063112063,1,184.0,1.0,0.5647888654461113,1.0,0.7515222563320246,0.9885451554478775,0.7528637111380306,True,True,0.48848946661581605,False,,,,,,legacy_not_assessed
7,11.999988,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999971992293422,0.8431345063112063,2,93.0,0.4699801115760198,0.26595281500886814,0.46990777067037676,0.3535418412606397,0.9370159789074992,0.7657460052731252,False,True,0.0,False,,,,,,legacy_not_assessed
7,11.999988,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.8587899734239965,1,183.0,1.0,0.3977893762725326,1.0,0.630705459206223,1.0,0.75,True,True,0.34496962514852425,False,,,,,,legacy_not_assessed
7,11.999988,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.8587899734239965,2,83.0,0.5375849318198908,0.23075625250565904,0.5364475508833789,0.35220886455378747,0.06154882357868642,0.9846127941053284,False,True,0.0,False,,,,,,legacy_not_assessed
7,11.999988,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.9037848460084984,1,184.0,1.0,0.5798097000762512,1.0,0.7614523623157599,0.9885451554478775,0.7528637111380306,True,True,0.4164827371672355,False,,,,,,legacy_not_assessed
