case,comparison,before,after,estimator,reference_kind,shift_s,Ncommon_output,Nadded_output,Nlost_output,scope,branch,Nplanned,Noutput,Nref,Nvalid,C_out_pct,C_ref_pct,MAE_bpm,RMSE_bpm,Bias_bpm,SD_error_bpm_ddof1,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm,P95_abs_error_bpm_linear,Max_abs_error_bpm,Nwithin5,Nwithin10,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct
kaggle_full,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,none,0,323,93,0,added_after,trimmed_gap15/fusion/offline_ridge,419,93,0,0,22.195704057279237,,,,,,,,,,0,0,,,,
kaggle_full,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,none,0,323,93,0,lost_before,v21/fusion/offline_ridge,419,0,0,0,0.0,,,,,,,,,,0,0,,,,
kaggle_full,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,none,0,416,0,0,common_before,trimmed_gap10/fusion/local_peak,419,416,0,0,99.28400954653938,,,,,,,,,,0,0,,,,
kaggle_full,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,none,0,416,0,0,common_after,trimmed_gap15/fusion/local_peak,419,416,0,0,99.28400954653938,,,,,,,,,,0,0,,,,
kaggle_full,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,none,0,416,0,0,added_after,trimmed_gap15/fusion/local_peak,419,0,0,0,0.0,,,,,,,,,,0,0,,,,
kaggle_full,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,none,0,416,0,0,lost_before,trimmed_gap10/fusion/local_peak,419,0,0,0,0.0,,,,,,,,,,0,0,,,,
kaggle_full,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,none,0,416,0,0,common_before,trimmed_gap10/fusion/offline_ridge,419,416,0,0,99.28400954653938,,,,,,,,,,0,0,,,,
kaggle_full,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,none,0,416,0,0,common_after,trimmed_gap15/fusion/offline_ridge,419,416,0,0,99.28400954653938,,,,,,,,,,0,0,,,,
kaggle_full,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,none,0,416,0,0,added_after,trimmed_gap15/fusion/offline_ridge,419,0,0,0,0.0,,,,,,,,,,0,0,,,,
kaggle_full,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,none,0,416,0,0,lost_before,trimmed_gap10/fusion/offline_ridge,419,0,0,0,0.0,,,,,,,,,,0,0,,,,
synthetic72,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,common_before,v21/fusion/local_peak,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,common_after,trimmed_gap10/fusion/local_peak,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,added_after,trimmed_gap10/fusion/local_peak,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,lost_before,v21/fusion/local_peak,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,common_before,v21/fusion/offline_ridge,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,common_after,trimmed_gap10/fusion/offline_ridge,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,added_after,trimmed_gap10/fusion/offline_ridge,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,lost_before,v21/fusion/offline_ridge,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,common_before,v21/fusion/local_peak,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,common_after,trimmed_gap15/fusion/local_peak,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,added_after,trimmed_gap15/fusion/local_peak,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,lost_before,v21/fusion/local_peak,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,common_before,v21/fusion/offline_ridge,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,common_after,trimmed_gap15/fusion/offline_ridge,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,added_after,trimmed_gap15/fusion/offline_ridge,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,lost_before,v21/fusion/offline_ridge,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,common_before,trimmed_gap10/fusion/local_peak,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,common_after,trimmed_gap15/fusion/local_peak,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,added_after,trimmed_gap15/fusion/local_peak,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,synthetic_72bpm_modulation,0,7,0,0,lost_before,trimmed_gap10/fusion/local_peak,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,common_before,trimmed_gap10/fusion/offline_ridge,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,common_after,trimmed_gap15/fusion/offline_ridge,11,7,11,7,63.63636363636363,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,100.0,100.0,63.63636363636363,63.63636363636363
synthetic72,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,added_after,trimmed_gap15/fusion/offline_ridge,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
synthetic72,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,synthetic_72bpm_modulation,0,7,0,0,lost_before,trimmed_gap10/fusion/offline_ridge,11,0,11,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
data1,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,2,common_before,v21/fusion/local_peak,42,36,42,36,85.71428571428571,85.71428571428571,13.483333333333333,14.092472379883448,-13.483333333333333,4.156612631870881,-21.63029409180026,-5.336372574866406,20.750000000000004,21.0,0,6,0.0,16.666666666666668,0.0,14.285714285714286
data1,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,2,common_after,trimmed_gap10/fusion/local_peak,42,36,42,36,85.71428571428571,85.71428571428571,21.65555555555555,30.65367478423717,-3.4000000000000004,30.896675734269074,-63.95748443916738,57.15748443916738,81.725,83.5,0,5,0.0,13.88888888888889,0.0,11.904761904761905
data1,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,2,added_after,trimmed_gap10/fusion/local_peak,42,0,42,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
data1,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,2,lost_before,v21/fusion/local_peak,42,2,42,2,4.761904761904762,4.761904761904762,9.75,9.760379090998464,-9.75,0.6363961030678968,-10.997336362013078,-8.502663637986922,10.155000000000003,10.200000000000003,0,1,0.0,50.0,0.0,2.380952380952381
data1,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,2,common_before,v21/fusion/offline_ridge,42,36,42,36,85.71428571428571,85.71428571428571,13.344444444444443,13.91494001264668,-13.344444444444443,3.9994602810482487,-21.183386595299012,-5.505502293589876,20.374999999999996,20.900000000000006,0,8,0.0,22.22222222222222,0.0,19.047619047619047
data1,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,2,common_after,trimmed_gap10/fusion/offline_ridge,42,36,42,36,85.71428571428571,85.71428571428571,13.177777777777777,13.81778242378679,-13.177777777777777,4.21555697801852,-21.440269454694075,-4.915286100861479,20.374999999999996,20.900000000000006,0,9,0.0,25.0,0.0,21.428571428571427
data1,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,2,added_after,trimmed_gap10/fusion/offline_ridge,42,0,42,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
data1,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,2,lost_before,v21/fusion/offline_ridge,42,2,42,2,4.761904761904762,4.761904761904762,9.25,9.25013513414804,-9.25,0.07071067811865074,-9.388592929112555,-9.111407070887445,9.294999999999998,9.299999999999997,0,2,0.0,100.0,0.0,4.761904761904762
data1,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,2,common_before,v21/fusion/local_peak,42,36,42,36,85.71428571428571,85.71428571428571,13.483333333333333,14.092472379883448,-13.483333333333333,4.156612631870881,-21.63029409180026,-5.336372574866406,20.750000000000004,21.0,0,6,0.0,16.666666666666668,0.0,14.285714285714286
data1,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,2,common_after,trimmed_gap15/fusion/local_peak,42,36,42,36,85.71428571428571,85.71428571428571,21.65555555555555,30.65367478423717,-3.4000000000000004,30.896675734269074,-63.95748443916738,57.15748443916738,81.725,83.5,0,5,0.0,13.88888888888889,0.0,11.904761904761905
data1,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,2,added_after,trimmed_gap15/fusion/local_peak,42,0,42,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
data1,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,2,lost_before,v21/fusion/local_peak,42,2,42,2,4.761904761904762,4.761904761904762,9.75,9.760379090998464,-9.75,0.6363961030678968,-10.997336362013078,-8.502663637986922,10.155000000000003,10.200000000000003,0,1,0.0,50.0,0.0,2.380952380952381
data1,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,2,common_before,v21/fusion/offline_ridge,42,36,42,36,85.71428571428571,85.71428571428571,13.344444444444443,13.91494001264668,-13.344444444444443,3.9994602810482487,-21.183386595299012,-5.505502293589876,20.374999999999996,20.900000000000006,0,8,0.0,22.22222222222222,0.0,19.047619047619047
data1,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,2,common_after,trimmed_gap15/fusion/offline_ridge,42,36,42,36,85.71428571428571,85.71428571428571,13.177777777777777,13.81778242378679,-13.177777777777777,4.21555697801852,-21.440269454694075,-4.915286100861479,20.374999999999996,20.900000000000006,0,9,0.0,25.0,0.0,21.428571428571427
data1,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,2,added_after,trimmed_gap15/fusion/offline_ridge,42,0,42,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
data1,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,2,lost_before,v21/fusion/offline_ridge,42,2,42,2,4.761904761904762,4.761904761904762,9.25,9.25013513414804,-9.25,0.07071067811865074,-9.388592929112555,-9.111407070887445,9.294999999999998,9.299999999999997,0,2,0.0,100.0,0.0,4.761904761904762
data1,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,0,common_before,trimmed_gap10/fusion/local_peak,42,36,42,36,85.71428571428571,85.71428571428571,21.65555555555555,30.65367478423717,-3.4000000000000004,30.896675734269074,-63.95748443916738,57.15748443916738,81.725,83.5,0,5,0.0,13.88888888888889,0.0,11.904761904761905
data1,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,0,common_after,trimmed_gap15/fusion/local_peak,42,36,42,36,85.71428571428571,85.71428571428571,21.65555555555555,30.65367478423717,-3.4000000000000004,30.896675734269074,-63.95748443916738,57.15748443916738,81.725,83.5,0,5,0.0,13.88888888888889,0.0,11.904761904761905
data1,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,0,added_after,trimmed_gap15/fusion/local_peak,42,0,42,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
data1,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,estimated_alignment_Polar_device_HR,0,36,0,0,lost_before,trimmed_gap10/fusion/local_peak,42,0,42,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
data1,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,0,common_before,trimmed_gap10/fusion/offline_ridge,42,36,42,36,85.71428571428571,85.71428571428571,13.177777777777777,13.81778242378679,-13.177777777777777,4.21555697801852,-21.440269454694075,-4.915286100861479,20.374999999999996,20.900000000000006,0,9,0.0,25.0,0.0,21.428571428571427
data1,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,0,common_after,trimmed_gap15/fusion/offline_ridge,42,36,42,36,85.71428571428571,85.71428571428571,13.177777777777777,13.81778242378679,-13.177777777777777,4.21555697801852,-21.440269454694075,-4.915286100861479,20.374999999999996,20.900000000000006,0,9,0.0,25.0,0.0,21.428571428571427
data1,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,0,added_after,trimmed_gap15/fusion/offline_ridge,42,0,42,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
data1,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,estimated_alignment_Polar_device_HR,0,36,0,0,lost_before,trimmed_gap10/fusion/offline_ridge,42,0,42,0,0.0,0.0,,,,,,,,,0,0,,,0.0,0.0
