time_s,bpm,snr_db
4.999995,129.19934794934795,-3.8170282115195517
5.999994,130.0782550782551,-4.708026121489476
6.999993,130.0782550782551,-5.393227947380019
7.999992,130.95716220716224,-5.277221745722703
8.999991,131.83606933606936,-4.095651605766982
9.99999,132.71497646497647,-2.76677011379002
10.999989,133.59388359388362,-2.429068296506065
11.999988,132.71497646497647,-2.387924093013704
12.999986999999999,132.71497646497647,-1.7629541550471401
13.999986,131.83606933606936,-0.8630461365036899
14.999984999999999,132.71497646497647,-0.18215428337566567
15.999984,132.71497646497647,0.05847732575188776
16.999983,132.71497646497647,-0.18076016182019577
17.999982,132.71497646497647,-0.4106132984946761
18.999981,131.83606933606936,-0.21686866856516474
19.99998,130.95716220716224,0.38193088656781893
20.999979,129.19934794934795,0.22989533431563208
21.999978,127.44153369153372,-1.4832448025840128
22.999976999999998,123.92590517590519,-2.534235561972504
23.999976,123.04699804699806,-2.620463076178827
24.999975,122.16809091809095,-2.6537144883426294
25.999973999999998,122.16809091809095,-2.8880615821244953
26.999972999999997,107.22666972666974,-3.942496306911587
27.999972,108.10557685557687,-5.18796308050028
28.999971,109.86339111339113,-5.939380563799281
29.999969999999998,65.03912753912755,-4.008300770054489
30.999969,64.16022041022042,-3.125104705551686
31.999968,63.281313281313295,-2.8712809177852683
32.999967,62.402406152406165,-2.790892277931377
33.999966,62.402406152406165,-2.9249018152832824
34.999964999999996,62.402406152406165,-3.747679749305326
35.999964,140.62514062514066,-5.755268659002918
36.999963,138.86732636732637,-4.70205925513496
37.999962,135.35169785169788,-5.822466116197075
38.999961,154.6876546876547,-5.259368704428814
39.99996,154.6876546876547,-3.5940750091195435
40.999959,154.6876546876547,-2.8183885110789464
41.999958,154.6876546876547,-3.1209211262032843
42.999956999999995,154.6876546876547,-4.576923118007594
43.999956,74.70710595710597,-5.993228722427
44.999955,77.34382734382736,-6.200628392111414
45.999953999999995,79.98054873054875,-6.400037694337197
