branch,roi,segment_id,start_frame,stop_frame_exclusive,status,window,finite_samples,minimum_weight,maximum_weight
baseline,forehead,0,28,328,cdf_applied,True,300,0.0,0.37871565887741093
baseline,forehead,0,58,358,cdf_applied,True,300,0.0,0.5204219090726347
baseline,forehead,0,88,388,cdf_applied,True,300,0.0,0.4454228770531105
baseline,forehead,0,118,418,cdf_applied,True,300,0.0,0.47653444969794123
baseline,forehead,0,148,448,cdf_applied,True,300,0.0,0.5468670227555252
baseline,forehead,0,178,478,cdf_applied,True,300,0.0,0.5335538889628951
baseline,forehead,0,208,508,cdf_applied,True,300,0.0,0.5031760755705594
baseline,forehead,0,238,538,cdf_applied,True,300,0.0,0.41610904806506266
baseline,forehead,0,268,568,cdf_applied,True,300,0.0,0.407391938978199
baseline,forehead,0,298,598,cdf_applied,True,300,0.0,0.32301545849073576
baseline,forehead,0,328,628,cdf_applied,True,300,0.0,0.3127809056069981
baseline,forehead,0,358,658,cdf_applied,True,300,0.0,0.3329911332081573
baseline,forehead,0,388,688,cdf_applied,True,300,0.0,0.317856052264063
baseline,forehead,0,418,718,cdf_applied,True,300,0.0,0.38210376083711417
baseline,forehead,0,448,748,cdf_applied,True,300,0.0,0.7011212619294455
baseline,forehead,0,478,778,cdf_applied,True,300,0.0,0.7239087667415676
baseline,forehead,0,508,808,cdf_applied,True,300,0.0,0.6683911786937056
baseline,forehead,0,538,838,cdf_applied,True,300,0.0,0.38885428282984547
baseline,forehead,0,568,868,cdf_applied,True,300,0.0,0.4025146434392034
baseline,forehead,1,889,935,original_short_segment,False,46,,
baseline,forehead,2,937,944,original_short_segment,False,7,,
baseline,forehead,3,946,1001,original_short_segment,False,55,,
baseline,forehead,4,1002,1057,original_short_segment,False,55,,
baseline,forehead,5,1058,1151,original_short_segment,False,93,,
baseline,forehead,6,1152,1267,original_short_segment,False,115,,
baseline,forehead,7,1269,1305,original_short_segment,False,36,,
baseline,forehead,8,1306,1324,original_short_segment,False,18,,
baseline,forehead,9,1325,1555,original_short_segment,False,230,,
baseline,left_cheek,0,28,328,cdf_applied,True,300,0.0,0.2309756249381926
baseline,left_cheek,0,58,358,cdf_applied,True,300,0.0,0.06877455028511406
baseline,left_cheek,0,88,388,cdf_applied,True,300,0.0,0.12474809819192911
baseline,left_cheek,0,118,418,cdf_applied,True,300,0.0,0.11528239417863016
baseline,left_cheek,0,148,448,cdf_applied,True,300,0.0,0.0915684020782918
baseline,left_cheek,0,178,478,cdf_applied,True,300,0.0,0.08402932642774553
baseline,left_cheek,0,208,508,cdf_applied,True,300,0.0,0.06660280075237848
baseline,left_cheek,0,238,538,cdf_applied,True,300,0.0,0.1791547820149825
baseline,left_cheek,0,268,568,cdf_applied,True,300,0.0,0.30134739089974505
baseline,left_cheek,0,298,598,cdf_applied,True,300,0.0,0.5137933784284886
baseline,left_cheek,0,328,628,cdf_applied,True,300,0.0,0.13481921686218235
baseline,left_cheek,0,358,658,cdf_applied,True,300,0.0,0.08957367896373479
baseline,left_cheek,0,388,688,cdf_applied,True,300,0.0,0.35945027533474355
baseline,left_cheek,0,418,718,cdf_applied,True,300,0.0,0.3071422311042538
baseline,left_cheek,0,448,748,cdf_applied,True,300,0.0,0.5552174311381068
baseline,left_cheek,0,478,778,cdf_applied,True,300,0.0,0.5729232715853809
baseline,left_cheek,0,508,808,cdf_applied,True,300,0.0,0.5521670591990768
baseline,left_cheek,0,538,838,cdf_applied,True,300,0.0,0.5134965588587376
baseline,left_cheek,0,568,868,cdf_applied,True,300,0.0,0.6251341116866852
baseline,left_cheek,1,889,935,original_short_segment,False,46,,
baseline,left_cheek,2,937,944,original_short_segment,False,7,,
baseline,left_cheek,3,946,1001,original_short_segment,False,55,,
baseline,left_cheek,4,1002,1057,original_short_segment,False,55,,
baseline,left_cheek,5,1058,1151,original_short_segment,False,93,,
baseline,left_cheek,6,1152,1267,original_short_segment,False,115,,
baseline,left_cheek,7,1269,1305,original_short_segment,False,36,,
baseline,left_cheek,8,1306,1324,original_short_segment,False,18,,
baseline,left_cheek,9,1325,1555,original_short_segment,False,230,,
baseline,right_cheek,0,28,328,cdf_applied,True,300,0.0,0.41265847659781146
baseline,right_cheek,0,58,358,cdf_applied,True,300,0.0,0.13813442453868255
baseline,right_cheek,0,88,388,cdf_applied,True,300,0.0,0.23139368812311625
baseline,right_cheek,0,118,418,cdf_applied,True,300,0.0,0.22089063836554299
baseline,right_cheek,0,148,448,cdf_applied,True,300,0.0,0.1255727940105803
baseline,right_cheek,0,178,478,cdf_applied,True,300,0.0,0.610131618764277
baseline,right_cheek,0,208,508,cdf_applied,True,300,0.0,0.12549104550938164
baseline,right_cheek,0,238,538,cdf_applied,True,300,0.0,0.04817216758522332
baseline,right_cheek,0,268,568,cdf_applied,True,300,0.0,0.09306031228689526
baseline,right_cheek,0,298,598,cdf_applied,True,300,0.0,0.2678519612924878
