profile,case,plan,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
short6_relaxed,data2,native6s,-5,41,33,41,33,16,18,80.48780487804878,80.48780487804878,11.787878787878787,16.43208653864347,-10.777777777777779,15.125842687634556,48.484848484848484,54.54545454545455,39.02439024390244,43.90243902439025,31.233333333333334,32.66666666666667,-35.466067211944434,13.91051165638888
short6_relaxed,data2,native6s,-2,41,33,41,33,15,18,80.48780487804878,80.48780487804878,12.404040404040405,16.63107310406014,-11.171717171717173,15.846403807247555,45.45454545454545,54.54545454545455,36.58536585365854,43.90243902439025,30.966666666666665,32.0,-35.69355121367139,13.350116870237045
short6_relaxed,data2,native6s,-1,41,33,41,33,14,18,80.48780487804878,80.48780487804878,12.621212121212123,16.763330792514335,-11.25757575757576,16.090584460866957,42.42424242424242,54.54545454545455,34.146341463414636,43.90243902439025,31.13333333333333,32.16666666666667,-35.97980250198574,13.46465098683422
short6_relaxed,data2,native6s,0,41,33,41,33,13,18,80.48780487804878,80.48780487804878,12.813131313131313,16.899958161444832,-11.328282828282827,16.30184663699016,39.39393939393939,54.54545454545455,31.70731707317073,43.90243902439025,31.36666666666667,32.33333333333333,-36.289908216133014,13.63334255956736
short6_relaxed,data2,native6s,1,41,33,41,33,12,18,80.48780487804878,80.48780487804878,12.964646464646465,17.021747824177723,-11.38888888888889,16.465071017361225,36.36363636363637,54.54545454545455,29.26829268292683,43.90243902439025,31.533333333333328,32.66666666666667,-36.56814951625324,13.790371738475464
short6_relaxed,data2,native6s,2,41,33,41,33,12,18,80.48780487804878,80.48780487804878,13.070707070707071,17.117390294815696,-11.434343434343434,16.574836931547246,36.36363636363637,54.54545454545455,29.26829268292683,43.90243902439025,31.7,32.83333333333333,-36.788251608037974,13.919564739351104
short6_relaxed,data2,native6s,5,41,33,41,33,9,18,80.48780487804878,80.48780487804878,13.18181818181818,17.267161960058235,-11.515151515151516,16.665596259032153,27.272727272727273,54.54545454545455,21.951219512195124,43.90243902439025,32.5,33.33333333333333,-37.12521968997666,14.094916659673633
short6_relaxed,data2,common10s,-5,37,29,37,29,24,25,78.37837837837837,78.37837837837837,4.23103448275862,5.788305689804287,-3.1620689655172414,5.3972530975314985,82.75862068965517,86.20689655172414,64.86486486486487,67.56756756756756,13.280000000000001,13.799999999999997,-12.832895582113975,6.5087576510794936
short6_relaxed,data2,common10s,-2,37,29,37,29,19,25,78.37837837837837,78.37837837837837,4.689655172413791,6.466091928482474,-3.393103448275862,5.912744330716853,65.51724137931035,86.20689655172414,51.351351351351354,67.56756756756756,14.919999999999998,15.5,-14.372469311504059,7.586262414952333
short6_relaxed,data2,common10s,-1,37,29,37,29,18,25,78.37837837837837,78.37837837837837,4.813793103448275,6.602664039143071,-3.441379310344828,6.055385951419255,62.06896551724138,86.20689655172414,48.648648648648646,67.56756756756756,15.339999999999996,15.799999999999997,-14.681271627904849,7.798513007215192
short6_relaxed,data2,common10s,0,37,29,37,29,17,25,78.37837837837837,78.37837837837837,4.896551724137931,6.689415210769096,-3.4827586206896557,6.150188635206911,58.62068965517241,86.20689655172414,45.945945945945944,67.56756756756756,15.559999999999999,16.099999999999994,-14.874999718971381,7.9094824775920705
short6_relaxed,data2,common10s,1,37,29,37,29,17,25,78.37837837837837,78.37837837837837,4.9448275862068956,6.7334983478129695,-3.5241379310344834,6.2049564155794625,58.62068965517241,86.20689655172414,45.945945945945944,67.56756756756756,15.699999999999992,16.200000000000003,-14.968957448750935,7.920681586681969
short6_relaxed,data2,common10s,2,37,29,37,29,17,25,78.37837837837837,78.37837837837837,4.941379310344828,6.727427135396486,-3.562068965517242,6.1987467076190415,58.62068965517241,86.20689655172414,45.945945945945944,67.56756756756756,15.619999999999996,16.200000000000003,-14.945797680146551,7.821659749112066
short6_relaxed,data2,common10s,5,37,29,37,29,16,25,78.37837837837837,78.37837837837837,4.737931034482758,6.4915860662223706,-3.66896551724138,5.953598801506789,55.172413793103445,86.20689655172414,43.24324324324324,67.56756756756756,14.639999999999997,15.599999999999994,-14.351171462741071,7.01324042825831
