branch,roi,segment_id,start_frame,stop_frame_exclusive,status,window,finite_samples,minimum_weight,maximum_weight
baseline,forehead,0,41,48,original_short_segment,False,7,,
baseline,forehead,1,194,494,cdf_applied,True,300,0.0,0.17155589381882733
baseline,forehead,1,224,524,cdf_applied,True,300,0.0,0.22598389226033896
baseline,forehead,1,254,554,cdf_applied,True,300,0.0,0.28534480716869015
baseline,forehead,1,284,584,cdf_applied,True,300,0.0,0.4141384795875333
baseline,forehead,1,314,614,cdf_applied,True,300,0.0,0.6829423472855373
baseline,forehead,1,344,644,cdf_applied,True,300,0.0,0.12697995796671274
baseline,forehead,1,374,674,cdf_applied,True,300,0.0,0.1508824644070698
baseline,forehead,1,404,704,cdf_applied,True,300,0.0,0.3902886829358658
baseline,forehead,1,434,734,cdf_applied,True,300,0.0,0.35770730660397165
baseline,forehead,1,464,764,cdf_applied,True,300,0.0,0.24725245215919756
baseline,forehead,1,494,794,cdf_applied,True,300,0.0,0.3901714532100524
baseline,forehead,1,524,824,cdf_applied,True,300,0.0,0.48864759748562125
baseline,forehead,1,554,854,cdf_applied,True,300,0.0,0.26634411339689285
baseline,forehead,1,584,884,cdf_applied,True,300,0.0,0.33037482629350157
baseline,forehead,1,614,914,cdf_applied,True,300,0.0,0.26979864995815617
baseline,forehead,1,644,944,cdf_applied,True,300,0.0,0.3417192309559069
baseline,forehead,1,674,974,cdf_applied,True,300,0.0,0.2595688841074337
baseline,forehead,1,704,1004,cdf_applied,True,300,0.0,0.39744272492640575
baseline,forehead,1,734,1034,cdf_applied,True,300,0.0,0.18194065645652036
baseline,forehead,1,764,1064,cdf_applied,True,300,0.0,0.29989026302288097
baseline,forehead,1,794,1094,cdf_applied,True,300,0.0,0.7089379515462599
baseline,forehead,1,824,1124,cdf_applied,True,300,0.0,0.38667909359665836
baseline,forehead,1,854,1154,cdf_applied,True,300,0.0,0.5167315857495243
baseline,forehead,1,884,1184,cdf_applied,True,300,0.0,0.27495292369461655
baseline,forehead,1,914,1214,cdf_applied,True,300,0.0,0.2659881629461256
baseline,forehead,1,944,1244,cdf_applied,True,300,0.0,0.49007311717409036
baseline,forehead,1,974,1274,cdf_applied,True,300,0.0,0.28459803991476135
baseline,forehead,1,1004,1304,cdf_applied,True,300,0.0,0.26538241716388083
baseline,forehead,1,1034,1334,cdf_applied,True,300,0.0,0.22221183760835606
baseline,forehead,1,1064,1364,cdf_applied,True,300,0.0,0.23387530873919515
baseline,forehead,1,1094,1394,cdf_applied,True,300,0.0,0.3595784228344771
baseline,forehead,1,1124,1424,cdf_applied,True,300,0.0,0.3375333462388774
baseline,forehead,1,1154,1454,cdf_applied,True,300,0.0,0.4581649172510602
baseline,forehead,1,1184,1484,cdf_applied,True,300,0.0,0.6533409384963603
baseline,forehead,1,1214,1514,cdf_applied,True,300,0.0,0.7505774277691108
baseline,forehead,2,1548,1848,cdf_applied,True,300,0.0,0.2901247528320326
baseline,forehead,2,1578,1878,cdf_applied,True,300,0.0,0.18997407746704764
baseline,forehead,2,1608,1908,cdf_applied,True,300,0.0,0.2645242439598425
baseline,forehead,2,1638,1938,cdf_applied,True,300,0.0,0.6144424026942212
baseline,forehead,2,1668,1968,cdf_applied,True,300,0.0,0.21750663379177124
baseline,forehead,2,1698,1998,cdf_applied,True,300,0.0,0.18328824284526102
baseline,forehead,2,1728,2028,cdf_applied,True,300,0.0,0.3520080189844523
baseline,forehead,2,1758,2058,cdf_applied,True,300,0.0,0.6468614838869964
baseline,forehead,2,1788,2088,cdf_applied,True,300,0.0,0.6014120654395112
baseline,forehead,2,1818,2118,cdf_applied,True,300,0.0,0.203754556582543
baseline,forehead,2,1848,2148,cdf_applied,True,300,0.0,0.5133575912981626
baseline,left_cheek,0,41,48,original_short_segment,False,7,,
baseline,left_cheek,1,194,494,cdf_applied,True,300,0.0,0.5677489635758448
baseline,left_cheek,1,224,524,cdf_applied,True,300,0.0,0.3257713560498487
baseline,left_cheek,1,254,554,cdf_applied,True,300,0.0,0.41798300197838867
baseline,left_cheek,1,284,584,cdf_applied,True,300,0.0,0.22263093249728236
baseline,left_cheek,1,314,614,cdf_applied,True,300,0.0,0.4088238622309628
baseline,left_cheek,1,344,644,cdf_applied,True,300,0.0,0.623772849915655
baseline,left_cheek,1,374,674,cdf_applied,True,300,0.0,0.7660346382494198
baseline,left_cheek,1,404,704,cdf_applied,True,300,0.0,0.610795294275331
baseline,left_cheek,1,434,734,cdf_applied,True,300,0.0,0.5182813557756834
baseline,left_cheek,1,464,764,cdf_applied,True,300,0.0,0.5558702684070597
baseline,left_cheek,1,494,794,cdf_applied,True,300,0.0,0.5472434436095763
baseline,left_cheek,1,524,824,cdf_applied,True,300,0.0,0.6863286705215884
baseline,left_cheek,1,554,854,cdf_applied,True,300,0.0,0.6018508601318907
baseline,left_cheek,1,584,884,cdf_applied,True,300,0.0,0.5038081656832377
baseline,left_cheek,1,614,914,cdf_applied,True,300,0.0,0.450734978103865
baseline,left_cheek,1,644,944,cdf_applied,True,300,0.0,0.587503497337732
baseline,left_cheek,1,674,974,cdf_applied,True,300,0.0,0.3863850855376567
baseline,left_cheek,1,704,1004,cdf_applied,True,300,0.0,0.3260108235254941
baseline,left_cheek,1,734,1034,cdf_applied,True,300,0.0,0.30717115956288643
baseline,left_cheek,1,764,1064,cdf_applied,True,300,0.0,0.27553144611028724
baseline,left_cheek,1,794,1094,cdf_applied,True,300,0.0,0.43035447520151465
baseline,left_cheek,1,824,1124,cdf_applied,True,300,0.0,0.4956546446719976
baseline,left_cheek,1,854,1154,cdf_applied,True,300,0.0,0.37889348701826575
baseline,left_cheek,1,884,1184,cdf_applied,True,300,0.0,0.4372492752134167
baseline,left_cheek,1,914,1214,cdf_applied,True,300,0.0,0.3652523888070153
baseline,left_cheek,1,944,1244,cdf_applied,True,300,0.0,0.4505587260730916
baseline,left_cheek,1,974,1274,cdf_applied,True,300,0.0,0.7310691547042684
baseline,left_cheek,1,1004,1304,cdf_applied,True,300,0.0,0.3545966183213349
baseline,left_cheek,1,1034,1334,cdf_applied,True,300,0.0,0.517063829597284
baseline,left_cheek,1,1064,1364,cdf_applied,True,300,0.0,0.8092815058699078
baseline,left_cheek,1,1094,1394,cdf_applied,True,300,0.0,0.45885901685882763
baseline,left_cheek,1,1124,1424,cdf_applied,True,300,0.0,0.23165787658307965
baseline,left_cheek,1,1154,1454,cdf_applied,True,300,0.0,0.4460501521773709
baseline,left_cheek,1,1184,1484,cdf_applied,True,300,0.0,0.37040499855017794
baseline,left_cheek,1,1214,1514,cdf_applied,True,300,0.0,0.3795988783902411
baseline,left_cheek,2,1548,1848,cdf_applied,True,300,0.0,0.2996245870808727
baseline,left_cheek,2,1578,1878,cdf_applied,True,300,0.0,0.8064398660088817
baseline,left_cheek,2,1608,1908,cdf_applied,True,300,0.0,0.5169714100782776
baseline,left_cheek,2,1638,1938,cdf_applied,True,300,0.0,0.28024551568027756
baseline,left_cheek,2,1668,1968,cdf_applied,True,300,0.0,0.7292446790569013
baseline,left_cheek,2,1698,1998,cdf_applied,True,300,0.0,0.3525727701851727
baseline,left_cheek,2,1728,2028,cdf_applied,True,300,0.0,0.32131947619270457
baseline,left_cheek,2,1758,2058,cdf_applied,True,300,0.0,0.3398867167969958
baseline,left_cheek,2,1788,2088,cdf_applied,True,300,0.0,0.4638869263672247
baseline,left_cheek,2,1818,2118,cdf_applied,True,300,0.0,0.5984874536829855
baseline,left_cheek,2,1848,2148,cdf_applied,True,300,0.0,0.4817225651059692
baseline,right_cheek,0,41,48,original_short_segment,False,7,,
baseline,right_cheek,1,194,494,cdf_applied,True,300,0.0,0.2824298641733589
baseline,right_cheek,1,224,524,cdf_applied,True,300,0.0,0.3337970345317509
baseline,right_cheek,1,254,554,cdf_applied,True,300,0.0,0.3150891171339559
baseline,right_cheek,1,284,584,cdf_applied,True,300,0.0,0.27967020315632657
baseline,right_cheek,1,314,614,cdf_applied,True,300,0.0,0.44602429501407165
baseline,right_cheek,1,344,644,cdf_applied,True,300,0.0,0.3013240394403492
baseline,right_cheek,1,374,674,cdf_applied,True,300,0.0,0.22707507626128937
baseline,right_cheek,1,404,704,cdf_applied,True,300,0.0,0.11901708219113684
baseline,right_cheek,1,434,734,cdf_applied,True,300,0.0,0.15575590404986692
baseline,right_cheek,1,464,764,cdf_applied,True,300,0.0,0.13470111492926692
baseline,right_cheek,1,494,794,cdf_applied,True,300,0.0,0.5572839480458426
baseline,right_cheek,1,524,824,cdf_applied,True,300,0.0,0.7426522001102448
baseline,right_cheek,1,554,854,cdf_applied,True,300,0.0,0.21164620082906702
baseline,right_cheek,1,584,884,cdf_applied,True,300,0.0,0.3351882354085735
baseline,right_cheek,1,614,914,cdf_applied,True,300,0.0,0.08966961797796519
baseline,right_cheek,1,644,944,cdf_applied,True,300,0.0,0.37561669492341254
baseline,right_cheek,1,674,974,cdf_applied,True,300,0.0,0.6134362701947298
baseline,right_cheek,1,704,1004,cdf_applied,True,300,0.0,0.24186376518185562
baseline,right_cheek,1,734,1034,cdf_applied,True,300,0.0,0.22742847779738082
baseline,right_cheek,1,764,1064,cdf_applied,True,300,0.0,0.30350664235656305
baseline,right_cheek,1,794,1094,cdf_applied,True,300,0.0,0.1534839804774406
baseline,right_cheek,1,824,1124,cdf_applied,True,300,0.0,0.3047393962955792
baseline,right_cheek,1,854,1154,cdf_applied,True,300,0.0,0.24148985488536429
baseline,right_cheek,1,884,1184,cdf_applied,True,300,0.0,0.31576374874648966
baseline,right_cheek,1,914,1214,cdf_applied,True,300,0.0,0.2368709729664139
baseline,right_cheek,1,944,1244,cdf_applied,True,300,0.0,0.1596179335432745
baseline,right_cheek,1,974,1274,cdf_applied,True,300,0.0,0.20737345540206403
baseline,right_cheek,1,1004,1304,cdf_applied,True,300,0.0,0.1978724419980793
baseline,right_cheek,1,1034,1334,cdf_applied,True,300,0.0,0.16093192331038464
baseline,right_cheek,1,1064,1364,cdf_applied,True,300,0.0,0.19258409555678468
baseline,right_cheek,1,1094,1394,cdf_applied,True,300,0.0,0.21631519427736207
baseline,right_cheek,1,1124,1424,cdf_applied,True,300,0.0,0.2356766104269698
baseline,right_cheek,1,1154,1454,cdf_applied,True,300,0.0,0.3726883279950548
baseline,right_cheek,1,1184,1484,cdf_applied,True,300,0.0,0.26514798729455213
baseline,right_cheek,1,1214,1514,cdf_applied,True,300,0.0,0.38918842289087535
baseline,right_cheek,2,1548,1848,cdf_applied,True,300,0.0,0.34154030258902784
baseline,right_cheek,2,1578,1878,cdf_applied,True,300,0.0,0.23930143628854816
baseline,right_cheek,2,1608,1908,cdf_applied,True,300,0.0,0.14439218585506375
baseline,right_cheek,2,1638,1938,cdf_applied,True,300,0.0,0.15281566481694225
baseline,right_cheek,2,1668,1968,cdf_applied,True,300,0.0,0.4799768032596353
baseline,right_cheek,2,1698,1998,cdf_applied,True,300,0.0,0.46504241992335954
baseline,right_cheek,2,1728,2028,cdf_applied,True,300,0.0,0.2466549942949896
baseline,right_cheek,2,1758,2058,cdf_applied,True,300,0.0,0.571366443623806
baseline,right_cheek,2,1788,2088,cdf_applied,True,300,0.0,0.18982776643760546
baseline,right_cheek,2,1818,2118,cdf_applied,True,300,0.0,0.8340333963791305
baseline,right_cheek,2,1848,2148,cdf_applied,True,300,0.0,0.7887557758515352
tracked,forehead,0,41,48,original_short_segment,False,7,,
tracked,forehead,1,194,494,cdf_applied,True,300,0.0,0.3455761703819096
tracked,forehead,1,224,524,cdf_applied,True,300,0.0,0.27238696413869007
tracked,forehead,1,254,554,cdf_applied,True,300,0.0,0.4186326262057818
tracked,forehead,1,284,584,cdf_applied,True,300,0.0,0.5877582435364461
tracked,forehead,1,314,614,cdf_applied,True,300,0.0,0.33721647071713295
tracked,forehead,1,344,644,cdf_applied,True,300,0.0,0.20779738324155242
tracked,forehead,1,374,674,cdf_applied,True,300,0.0,0.5180150765883152
tracked,forehead,1,404,704,cdf_applied,True,300,0.0,0.281339194230869
tracked,forehead,1,434,734,cdf_applied,True,300,0.0,0.2644735870971475
tracked,forehead,1,464,764,cdf_applied,True,300,0.0,0.5463421585035569
tracked,forehead,1,494,794,cdf_applied,True,300,0.0,0.3712316805605428
tracked,forehead,1,524,824,cdf_applied,True,300,0.0,0.3622187169321432
tracked,forehead,1,554,854,cdf_applied,True,300,0.0,0.48270263103684113
tracked,forehead,1,584,884,cdf_applied,True,300,0.0,0.4651410585885381
tracked,forehead,1,614,914,cdf_applied,True,300,0.0,0.5667577370868428
tracked,forehead,1,644,944,cdf_applied,True,300,0.0,0.48507189280525603
tracked,forehead,1,674,974,cdf_applied,True,300,0.0,0.6770937184864826
tracked,forehead,1,704,1004,cdf_applied,True,300,0.0,0.6885338221053018
tracked,forehead,1,734,1034,cdf_applied,True,300,0.0,0.29053378014271375
