profile,case,plan,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
short6,data6,native6s,-5,66,46,66,46,0,0,69.6969696969697,69.6969696969697,23.17391304347826,24.610762148429497,-23.17391304347826,20.000578036908355,0.0,0.0,0.0,0.0,40.91666666666667,52.33333333333333,-39.59412014334036,-6.753705943616161
short6,data6,native6s,-2,66,46,66,46,0,0,69.6969696969697,69.6969696969697,23.66304347826087,25.214933559225084,-23.66304347826087,20.29396127841571,0.0,0.0,0.0,0.0,43.04166666666666,51.0,-40.92205109759675,-6.404035858924988
short6,data6,native6s,-1,66,46,66,46,0,0,69.6969696969697,69.6969696969697,23.89855072463768,25.483441625915628,-23.89855072463768,20.438362476856497,0.0,0.0,0.0,0.0,43.95833333333334,50.0,-41.429794160391175,-6.367307288884184
short6,data6,native6s,0,66,46,66,46,0,0,69.6969696969697,69.6969696969697,24.18478260869565,25.802541255963536,-24.18478260869565,20.61533450659035,0.0,0.0,0.0,0.0,44.95833333333334,48.83333333333333,-42.00510426154629,-6.364460955845008
short6,data6,native6s,1,66,46,66,46,0,0,69.6969696969697,69.6969696969697,24.525362318840575,26.181374524281118,-24.525362318840575,20.825957486132367,0.0,0.0,0.0,0.0,44.625,49.16666666666666,-42.68442085246773,-6.366303785213418
short6,data6,native6s,2,66,46,66,46,0,0,69.6969696969697,69.6969696969697,24.913043478260864,26.607406981519137,-24.913043478260864,21.066502457539592,0.0,0.0,0.0,0.0,43.95833333333334,50.16666666666666,-43.427963916089084,-6.3981230404326475
short6,data6,native6s,5,66,46,65,46,0,0,69.6969696969697,70.76923076923077,26.268115942028977,28.053778582458783,-26.268115942028977,21.911652154854927,0.0,0.0,0.0,0.0,42.20833333333334,53.5,-45.78524304818177,-6.750988835876186
short6,data6,common10s,-5,62,38,62,38,0,0,61.29032258064516,61.29032258064516,21.586842105263155,22.118657282936503,-21.586842105263155,18.922547818340092,0.0,0.0,0.0,0.0,28.719999999999995,29.900000000000006,-31.163090773143256,-12.010593437383054
short6,data6,common10s,-2,62,38,62,38,0,0,61.29032258064516,61.29032258064516,22.06578947368421,22.796127325768108,-22.06578947368421,19.20791020688017,0.0,0.0,0.0,0.0,30.614999999999995,32.3,-33.43545857663828,-10.696120370730133
short6,data6,common10s,-1,62,38,62,38,0,0,61.29032258064516,61.29032258064516,22.318421052631578,23.156589377085464,-22.318421052631578,19.35714886283029,0.0,0.0,0.0,0.0,31.614999999999995,33.30000000000001,-34.5814861423237,-10.055355962939458
short6,data6,common10s,0,62,38,62,38,0,0,61.29032258064516,61.29032258064516,22.626315789473683,23.582654196408185,-22.626315789473683,19.540711374449735,0.0,0.0,0.0,0.0,32.715,34.30000000000001,-35.83063304544347,-9.421998533503894
short6,data6,common10s,1,62,38,62,38,0,0,61.29032258064516,61.29032258064516,22.984210526315785,24.059925186916107,-22.984210526315785,19.75641420017171,0.0,0.0,0.0,0.0,33.83,35.30000000000001,-37.11441018624938,-8.854010866382188
short6,data6,common10s,2,62,38,62,38,0,0,61.29032258064516,61.29032258064516,23.39210526315789,24.582894138211767,-23.39210526315789,20.00497807550193,0.0,0.0,0.0,0.0,35.015,36.19999999999999,-38.40525723921027,-8.37895328710551
short6,data6,common10s,5,62,38,61,38,0,0,61.29032258064516,62.295081967213115,24.836842105263155,26.28780986252794,-24.836842105263155,20.9043460380374,0.0,0.0,0.0,0.0,38.015,38.80000000000001,-41.94452024105131,-7.729163969475
