window_index,time_s,window_start_s,window_end_s,ridge_bpm,accepted,status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,V28_matching_10s_window_index,V28_10s_accepted_at_same_center,shared_center_both_output,shared_center_new_output,native_only_plan_output
0,2.999997,0.0,5.999994,,False,gap_or_filter_edge,114.0,True,ok,6,1.0200291000000001,,,-1,False,False,False,False
1,3.999996,0.999999,6.999993,,False,gap_or_filter_edge,115.0,True,ok,6,1.0196836,,,-1,False,False,False,False
2,4.999995,1.999998,7.999992,,False,gap_or_filter_edge,116.0,True,ok,6,1.0197674,,,0,False,False,False,False
3,5.999994,2.999997,8.999991,,False,gap_or_filter_edge,117.0,True,ok,6,1.0197674,,,1,False,False,False,False
4,6.999993,3.999996,9.99999,,False,gap_or_filter_edge,117.83333333333333,True,ok,6,1.0197674,,,2,False,False,False,False
5,7.999992,4.999995,10.999989,,False,gap_or_filter_edge,118.33333333333333,True,ok,6,1.0197674,,,3,False,False,False,False
6,8.999991,5.999994,11.999988,,False,gap_or_filter_edge,118.33333333333333,True,ok,6,1.0205307000000001,,,4,False,False,False,False
7,9.99999,6.999993,12.999987,,False,gap_or_filter_edge,117.83333333333333,True,ok,6,1.0205307000000001,,,5,False,False,False,False
8,10.999989,7.999992,13.999986,,False,gap_or_filter_edge,117.0,True,ok,6,1.0517851,,,6,False,False,False,False
9,11.999988,8.999991,14.999985,67.0,True,candidate_only,115.83333333333333,True,ok,6,1.0517851,-48.83333333333333,48.83333333333333,7,False,False,True,False
10,12.999987,9.99999,15.999984,66.0,True,candidate_only,114.5,True,ok,6,1.0517851,-48.5,48.5,8,False,False,True,False
11,13.999986,10.999989,16.999983,92.0,True,candidate_only,113.33333333333333,True,ok,6,1.0517851,-21.33333333333333,21.33333333333333,9,True,True,False,False
12,14.999985,11.999988,17.999982,93.0,True,candidate_only,112.16666666666667,True,ok,6,1.0517851,-19.16666666666667,19.16666666666667,10,True,True,False,False
13,15.999984,12.999987,18.999981,95.0,True,candidate_only,111.16666666666667,True,ok,6,1.0226290999999996,-16.16666666666667,16.16666666666667,11,True,True,False,False
14,16.999983,13.999986,19.99998,95.0,True,candidate_only,110.16666666666667,True,ok,6,1.0226290999999996,-15.166666666666671,15.166666666666671,12,True,True,False,False
15,17.999982,14.999985,20.999979,94.0,True,candidate_only,109.5,True,ok,6,1.0226290999999996,-15.5,15.5,13,True,True,False,False
16,18.999981,15.999984,21.999978,94.0,True,candidate_only,108.83333333333333,True,ok,6,1.0226290999999996,-14.833333333333329,14.833333333333329,14,True,True,False,False
17,19.99998,16.999983,22.999977,93.0,True,candidate_only,108.0,True,ok,6,1.0206425999999986,-15.0,15.0,15,True,True,False,False
18,20.999979,17.999982,23.999976,91.0,True,candidate_only,107.16666666666667,True,ok,6,1.0206425999999986,-16.16666666666667,16.16666666666667,16,True,True,False,False
19,21.999978,18.999981,24.999975,91.0,True,candidate_only,106.33333333333333,True,ok,6,1.0206425999999986,-15.333333333333329,15.333333333333329,17,True,True,False,False
20,22.999977,19.99998,25.999974,91.0,True,candidate_only,105.83333333333333,True,ok,6,1.021193799999999,-14.833333333333329,14.833333333333329,18,True,True,False,False
21,23.999976,20.999979,26.999973,92.0,True,candidate_only,105.33333333333333,True,ok,6,1.021193799999999,-13.333333333333329,13.333333333333329,19,True,True,False,False
22,24.999975,21.999978,27.999972,93.0,True,candidate_only,105.33333333333333,True,ok,6,1.021193799999999,-12.333333333333329,12.333333333333329,20,True,True,False,False
23,25.999974,22.999977,28.999971,93.0,True,candidate_only,105.66666666666667,True,ok,6,1.021193799999999,-12.666666666666671,12.666666666666671,21,True,True,False,False
24,26.999973,23.999976,29.99997,92.0,True,candidate_only,106.33333333333333,True,ok,6,1.021193799999999,-14.333333333333329,14.333333333333329,22,True,True,False,False
25,27.999972,24.999975,30.999969,90.0,True,candidate_only,107.33333333333333,True,ok,6,1.0198180000000008,-17.33333333333333,17.33333333333333,23,True,True,False,False
26,28.999971,25.999974,31.999968,86.0,True,candidate_only,108.33333333333333,True,ok,6,1.0198180000000008,-22.33333333333333,22.33333333333333,24,True,True,False,False
27,29.99997,26.999973,32.999967,81.0,True,candidate_only,109.66666666666667,True,ok,6,1.0198180000000008,-28.66666666666667,28.66666666666667,25,True,True,False,False
28,30.999969,27.999972,33.999966,80.0,True,candidate_only,110.83333333333333,True,ok,6,1.0486555999999965,-30.83333333333333,30.83333333333333,26,True,True,False,False
29,31.999968,28.999971,34.999965,81.0,True,candidate_only,112.0,True,ok,6,1.0486555999999965,-31.0,31.0,27,True,True,False,False
30,32.999967,29.99997,35.999964,83.0,True,candidate_only,113.16666666666667,True,ok,6,1.0486555999999965,-30.16666666666667,30.16666666666667,28,True,True,False,False
31,33.999966,30.999969,36.999963,85.0,True,candidate_only,114.33333333333333,True,ok,6,1.0486555999999965,-29.33333333333333,29.33333333333333,29,True,True,False,False
32,34.999965,31.999968,37.999962,97.0,True,candidate_only,115.5,True,ok,6,1.0491720999999998,-18.5,18.5,30,True,True,False,False
33,35.999964,32.999967,38.999961,99.0,True,candidate_only,116.33333333333333,True,ok,6,1.0491720999999998,-17.33333333333333,17.33333333333333,31,True,True,False,False
34,36.999963,33.999966,39.99996,99.0,True,candidate_only,117.16666666666667,True,ok,6,1.0491720999999998,-18.16666666666667,18.16666666666667,32,True,True,False,False
35,37.999962,34.999965,40.999959,98.0,True,candidate_only,117.83333333333333,True,ok,6,1.0491720999999998,-19.83333333333333,19.83333333333333,33,True,True,False,False
36,38.999961,35.999964,41.999958,97.0,True,candidate_only,118.5,True,ok,6,1.0491720999999998,-21.5,21.5,34,True,True,False,False
37,39.99996,36.999963,42.999957,96.0,True,candidate_only,119.0,True,ok,6,1.0218953000000042,-23.0,23.0,35,True,True,False,False
38,40.999959,37.999962,43.999956,95.0,True,candidate_only,119.5,True,ok,6,1.0507272000000043,-24.5,24.5,36,True,True,False,False
39,41.999958,38.999961,44.999955,94.0,True,candidate_only,120.0,True,ok,6,1.0507272000000043,-26.0,26.0,37,True,True,False,False
40,42.999957,39.99996,45.999954,94.0,True,candidate_only,120.5,True,ok,6,1.0507272000000043,-26.5,26.5,38,True,True,False,False
41,43.999956,40.999959,46.999953,95.0,True,candidate_only,121.0,True,ok,6,1.0507272000000043,-26.0,26.0,39,True,True,False,False
42,44.999955,41.999958,47.999952,96.0,True,candidate_only,121.33333333333333,True,ok,6,1.0507272000000043,-25.33333333333333,25.33333333333333,40,False,False,True,False
43,45.999954,42.999957,48.999951,95.0,True,candidate_only,121.83333333333333,True,ok,6,1.0504734999999954,-26.83333333333333,26.83333333333333,41,False,False,True,False
44,46.999953,43.999956,49.99995,,False,gap_or_filter_edge,122.16666666666667,True,ok,6,1.0504734999999954,,,42,False,False,False,False
45,47.999952,44.999955,50.999949,,False,gap_or_filter_edge,122.5,True,ok,6,1.0205612999999971,,,43,False,False,False,False
46,48.999951,45.999954,51.999948,,False,gap_or_filter_edge,122.66666666666667,True,ok,6,1.0205612999999971,,,44,False,False,False,False
47,49.99995,46.999953,52.999947,,False,gap_or_filter_edge,122.83333333333333,True,ok,6,1.0501312000000027,,,45,False,False,False,False
48,50.999949,47.999952,53.999946,,False,gap_or_filter_edge,123.0,True,ok,6,1.0501312000000027,,,46,False,False,False,False
