window_index,time_s,window_start_s,window_end_s,ridge_bpm,accepted,status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,V28_matching_10s_window_index,V28_10s_accepted_at_same_center,shared_center_both_output,shared_center_new_output,native_only_plan_output
49,51.999948,48.999951,54.999945,,False,gap_or_filter_edge,123.0,True,ok,6,1.0501312000000027,,,47,False,False,False,False
50,52.999947,49.99995,55.999944,,False,gap_or_filter_edge,123.0,True,ok,6,1.0501312000000027,,,48,False,False,False,False
51,53.999946,50.999949,56.999943,,False,gap_or_filter_edge,123.0,True,ok,6,1.0504397999999995,,,49,False,False,False,False
52,54.999945,51.999948,57.999942,,False,gap_or_filter_edge,123.0,True,ok,6,1.0504397999999995,,,50,False,False,False,False
53,55.999944,52.999947,58.999941,,False,gap_or_filter_edge,123.0,True,ok,6,1.0504397999999995,,,51,False,False,False,False
54,56.999943,53.999946,59.99994,97.0,True,candidate_only,123.16666666666667,True,ok,6,1.0504397999999995,-26.16666666666667,26.16666666666667,52,False,False,True,False
55,57.999942,54.999945,60.999939,98.0,True,candidate_only,123.5,True,ok,6,1.0504397999999995,-25.5,25.5,53,False,False,True,False
56,58.999941,55.999944,61.999938,99.0,True,candidate_only,124.0,True,ok,6,1.021995000000004,-25.0,25.0,54,False,False,True,False
57,59.99994,56.999943,62.999937,100.0,True,candidate_only,124.5,True,ok,6,1.021995000000004,-24.5,24.5,55,True,True,False,False
58,60.999939,57.999942,63.999936,101.0,True,candidate_only,125.33333333333333,True,ok,6,1.021995000000004,-24.33333333333333,24.33333333333333,56,True,True,False,False
59,61.999938,58.999941,64.999935,101.0,True,candidate_only,126.16666666666667,True,ok,6,1.0503051000000028,-25.16666666666667,25.16666666666667,57,True,True,False,False
60,62.999937,59.99994,65.999934,79.0,True,candidate_only,127.16666666666667,True,ok,6,1.0503051000000028,-48.16666666666667,48.16666666666667,58,True,True,False,False
61,63.999936,60.999939,66.999933,95.0,True,candidate_only,128.16666666666666,True,ok,6,1.0503051000000028,-33.16666666666666,33.16666666666666,59,True,True,False,False
62,64.999935,61.999938,67.999932,95.0,True,candidate_only,129.16666666666666,True,ok,6,1.0503051000000028,-34.16666666666666,34.16666666666666,60,False,False,True,False
63,65.999934,62.999937,68.99993099999999,96.0,True,candidate_only,130.33333333333334,True,ok,6,1.0503051000000028,-34.33333333333334,34.33333333333334,61,False,False,True,False
64,66.999933,63.999936,69.99992999999999,96.0,True,candidate_only,131.33333333333334,True,ok,6,1.0201131999999973,-35.33333333333334,35.33333333333334,-1,False,False,False,True
65,67.999932,64.999935,70.999929,,False,gap_or_filter_edge,132.5,True,ok,6,1.0201131999999973,,,-1,False,False,False,False
