time_s,base,observed,interpolated
0.0,,True,False
0.0333332999999999,,True,False
0.0666665999999999,,True,False
0.0999998999999999,,True,False
0.1333331999999999,,True,False
0.1666665,,True,False
0.1999997999999999,,True,False
0.2333331,,True,False
0.2666663999999999,,True,False
0.2999997,,True,False
0.333333,,True,False
0.3666663,,True,False
0.3999995999999999,,True,False
0.4333328999999999,,True,False
0.4666662,,True,False
0.4999995,,True,False
0.5333327999999999,,True,False
0.5666661,,True,False
0.5999994,,True,False
0.6333327,,True,False
0.666666,,True,False
0.6999993,,True,False
0.7333326,,True,False
0.7666659,,True,False
0.7999991999999999,,True,False
0.8333324999999999,,True,False
0.8666657999999999,,True,False
0.8999990999999999,,True,False
0.9333324,,True,False
0.9666657,,True,False
0.999999,,True,False
1.0333323,,True,False
1.0666656,,True,False
1.0999989,,True,False
1.1333322,,True,False
1.1666655,,True,False
1.1999988,,True,False
1.2333321,,True,False
1.2666654,,True,False
1.2999987,,True,False
1.333332,,True,False
1.3666653,,True,False
1.3999986,,True,False
1.4333319,,True,False
1.4666652,,True,False
1.4999985,,True,False
1.5333318,,True,False
1.5666650999999998,,True,False
1.5999983999999998,0.3717709124184534,True,False
1.6333316999999998,0.6662624072401764,True,False
1.6666649999999998,0.7260761330934355,True,False
1.6999983,0.4973698522374054,True,False
1.7333316,0.10142598029925387,True,False
1.7666649,-0.2279187076133136,True,False
1.7999982,-0.28661110602708706,True,False
1.8333315,-0.03557567772973737,True,False
1.8666648,0.3659904258432936,True,False
1.8999981,0.654944047544448,True,False
1.9333314,0.6200178815310559,True,False
1.9666647,0.21452969055160506,True,False
1.999998,-0.4379174156134349,True,False
2.0333313,-1.1281282201128007,True,False
2.0666646,-1.6677157090966979,True,False
2.0999979,-1.9556354885862943,True,False
2.1333312,-1.9840808650276702,True,False
2.1666645,-1.8045201219965115,True,False
2.1999978,-1.4908209557829672,True,False
2.2333311,-1.1150137673191978,True,False
2.2666644,-0.7285278620600125,True,False
2.2999977,-0.35019804376707764,True,False
2.333331,0.027540854701205007,True,False
2.3666643,0.41485803619648876,True,False
2.3999976,0.7984999855812418,True,False
2.4333309,1.1346793251685028,True,False
2.4666642,1.3717569297733228,True,False
2.4999975,1.482592160821778,True,False
2.5333308,1.4728919790442299,True,False
2.5666641,1.3631326986029004,True,False
2.5999974,1.1716231879501802,True,False
2.6333307,0.9156468219608463,True,False
2.666664,0.6223533981103788,True,False
2.6999973,0.3322502296261231,True,False
2.7333306,0.08650458552675025,True,False
2.7666639,-0.0953192234481355,True,False
2.7999972,-0.22891358078961604,True,False
2.8333305,-0.3550319102183154,True,False
2.8666638,-0.5093401379312668,True,False
2.8999971,-0.6944473507871033,True,False
2.9333304,-0.8748002103481909,True,False
2.9666637,-0.9974589108568659,True,False
2.999997,-1.0233946062340058,True,False
3.0333303,-0.9462038208964781,True,False
3.0666636,-0.7855702985954609,True,False
3.0999969,-0.5675713741537108,True,False
3.1333302,-0.31681035547993214,True,False
3.1666635,-0.06663658292456082,True,False
3.1999968,0.1341711892330394,True,False
3.2333301,0.23934998117305548,True,False
3.2666634,0.2371708578804428,True,False
3.2999967,0.16467345620476098,True,False
3.33333,0.09188487377762061,True,False
3.3666633,0.0908429341495737,True,False
3.3999966,0.20404004994163802,True,False
3.4333299,0.4215379824958136,True,False
3.4666632,0.6779402911350761,True,False
3.4999965,0.8730451240901255,True,False
3.5333298,0.9091174690197263,True,False
3.5666631,0.733264910062759,True,False
3.5999964,0.369204701702338,True,False
3.6333297,-0.07891637264762935,True,False
3.666663,-0.4602446432938531,True,False
3.6999963,-0.6411101184959349,True,False
3.7333296,-0.5708403241806385,True,False
3.7666629,-0.3119157431376578,True,False
3.7999962,-0.013223225491378554,True,False
3.8333295,0.16150970234496853,True,False
3.8666628,0.112945046382744,True,False
3.8999961,-0.1456206756346372,True,False
3.9333294,-0.4927648869573036,True,False
3.9666627,-0.7549949255004054,True,False
3.999996,-0.7905636379780123,True,False
4.0333293,-0.5607697557721074,True,False
4.0666626,-0.1496175911610904,True,False
4.0999959,0.28115129618380547,True,False
4.1333292,0.5751774908493059,True,False
4.1666625,0.6533446009288969,True,False
4.1999958,0.5386480296781425,True,False
4.2333291,0.331092684796035,True,False
4.2666624,0.1511243034904037,True,False
4.2999957,0.07858499413467178,True,False
4.333329,0.11826273823784789,True,False
4.3666623,0.21225121930383115,True,False
4.3999956,0.28787179956525655,True,False
4.433328899999999,0.30157724670005714,True,False
4.4666622,0.24723564871428824,True,False
4.4999955,0.136780579899642,True,False
4.5333288,-0.016551482057717903,True,False
4.566662099999999,-0.1990653351528212,True,False
4.5999954,-0.39130571783069135,True,False
4.6333287,-0.569451725597126,True,False
4.666662,-0.7139932673141957,True,False
4.699995299999999,-0.8142463626311964,True,False
4.7333286,-0.8620121506314679,True,False
4.7666619,-0.8446548536303096,True,False
4.7999952,-0.7502698350199595,True,False
