stage,case,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
stage4_preserve_waveform,data3,-5,65,59,65,59,10,17,90.76923076923077,90.76923076923077,32.69661016949152,39.35705953946789,-32.69661016949152,31.260987909962328,16.949152542372882,28.8135593220339,15.384615384615385,26.153846153846153,58.64999999999999,59.7,-76.0025928897939,10.60937255081086
stage4_preserve_waveform,data3,-2,65,59,65,59,10,18,90.76923076923077,90.76923076923077,32.76440677966101,39.586273515543965,-32.38813559322033,31.25884014245104,16.949152542372882,30.508474576271187,15.384615384615385,27.692307692307693,59.26,60.8,-77.38344228778234,12.607171101341685
stage4_preserve_waveform,data3,-1,65,59,65,59,11,19,90.76923076923077,90.76923076923077,32.833898305084745,39.65355478112475,-32.29491525423729,31.311911916559946,18.64406779661017,32.20338983050848,16.923076923076923,29.23076923076923,59.60999999999999,60.8,-77.78090262813235,13.191072119657775
stage4_preserve_waveform,data3,0,65,59,65,59,11,19,90.76923076923077,90.76923076923077,32.87118644067797,39.71790784255675,-32.20677966101695,31.333178347588884,18.64406779661017,32.20338983050848,16.923076923076923,29.23076923076923,59.53,60.8,-78.15404400157442,13.740484679540515
stage4_preserve_waveform,data3,1,65,59,65,59,10,20,90.76923076923077,90.76923076923077,32.896610169491524,39.78053139371195,-32.123728813559325,31.34141880416823,16.949152542372882,33.898305084745765,15.384615384615385,30.76923076923077,59.26,60.7,-78.50782689661335,14.260369269494696
stage4_preserve_waveform,data3,2,65,59,65,59,9,20,90.76923076923077,90.76923076923077,32.877966101694916,39.83804075912147,-32.04406779661017,31.304719045457684,15.254237288135593,33.898305084745765,13.846153846153847,30.76923076923077,58.980000000000004,60.5,-78.83459427731266,14.746458684092318
stage4_preserve_waveform,data3,5,65,59,65,59,12,22,90.76923076923077,90.76923076923077,32.693220338983046,39.969770356769395,-31.85593220338983,31.064871006350174,20.338983050847457,37.28813559322034,18.46153846153846,33.84615384615385,58.269999999999996,59.5,-79.57821302941356,15.866348622633904
