case,comparison,before,after,estimator,comparison_role,reference_kind,shift_s,Ncommon_output,Nadded_output,Nlost_output,common_delta_MAE_bpm,own_delta_MAE_bpm,delta_C_out_pct,delta_R5_all_reference_pct,added_Nwithin5,lost_Nwithin5,common_Nwithin5_delta
synthetic72,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,v21/fusion/local_peak->cpace/local_peak,v21/fusion/local_peak,cpace/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,v21/fusion/offline_ridge->cpace/offline_ridge,v21/fusion/offline_ridge,cpace/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,v21/fusion/local_peak->rhythm/local_peak,v21/fusion/local_peak,rhythm/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,3,0,4,0.3333333333333333,0.3333333333333333,-36.36363636363636,-36.36363636363636,0,4,0
synthetic72,v21/fusion/offline_ridge->rhythm/offline_ridge,v21/fusion/offline_ridge,rhythm/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,3,0,4,0.0,0.0,-36.36363636363636,-36.36363636363636,0,4,0
synthetic72,v21/fusion/local_peak->cpace_no_homodyne/local_peak,v21/fusion/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,v21/fusion/offline_ridge->cpace_no_homodyne/offline_ridge,v21/fusion/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap10/fusion/local_peak->cpace/local_peak,trimmed_gap10/fusion/local_peak,cpace/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap10/fusion/offline_ridge->cpace/offline_ridge,trimmed_gap10/fusion/offline_ridge,cpace/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap10/fusion/local_peak->rhythm/local_peak,trimmed_gap10/fusion/local_peak,rhythm/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,3,0,4,0.3333333333333333,0.3333333333333333,-36.36363636363636,-36.36363636363636,0,4,0
synthetic72,trimmed_gap10/fusion/offline_ridge->rhythm/offline_ridge,trimmed_gap10/fusion/offline_ridge,rhythm/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,3,0,4,0.0,0.0,-36.36363636363636,-36.36363636363636,0,4,0
synthetic72,trimmed_gap10/fusion/local_peak->cpace_no_homodyne/local_peak,trimmed_gap10/fusion/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap10/fusion/offline_ridge->cpace_no_homodyne/offline_ridge,trimmed_gap10/fusion/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap15/fusion/local_peak->cpace/local_peak,trimmed_gap15/fusion/local_peak,cpace/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap15/fusion/offline_ridge->cpace/offline_ridge,trimmed_gap15/fusion/offline_ridge,cpace/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap15/fusion/local_peak->rhythm/local_peak,trimmed_gap15/fusion/local_peak,rhythm/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,3,0,4,0.3333333333333333,0.3333333333333333,-36.36363636363636,-36.36363636363636,0,4,0
synthetic72,trimmed_gap15/fusion/offline_ridge->rhythm/offline_ridge,trimmed_gap15/fusion/offline_ridge,rhythm/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,3,0,4,0.0,0.0,-36.36363636363636,-36.36363636363636,0,4,0
synthetic72,trimmed_gap15/fusion/local_peak->cpace_no_homodyne/local_peak,trimmed_gap15/fusion/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,trimmed_gap15/fusion/offline_ridge->cpace_no_homodyne/offline_ridge,trimmed_gap15/fusion/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,cpace/local_peak->rhythm/local_peak,cpace/local_peak,rhythm/local_peak,local_peak,primary,synthetic_72bpm_modulation,0,3,0,4,0.3333333333333333,0.3333333333333333,-36.36363636363636,-36.36363636363636,0,4,0
synthetic72,cpace/offline_ridge->rhythm/offline_ridge,cpace/offline_ridge,rhythm/offline_ridge,offline_ridge,primary,synthetic_72bpm_modulation,0,3,0,4,0.0,0.0,-36.36363636363636,-36.36363636363636,0,4,0
synthetic72,cpace/local_peak->cpace_no_homodyne/local_peak,cpace/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,cpace/offline_ridge->cpace_no_homodyne/offline_ridge,cpace/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,synthetic_72bpm_modulation,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0
synthetic72,rhythm/local_peak->cpace_no_homodyne/local_peak,rhythm/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,synthetic_72bpm_modulation,0,3,4,0,-0.3333333333333333,-0.3333333333333333,36.36363636363636,36.36363636363636,4,0,0
synthetic72,rhythm/offline_ridge->cpace_no_homodyne/offline_ridge,rhythm/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,synthetic_72bpm_modulation,0,3,4,0,0.0,0.0,36.36363636363636,36.36363636363636,4,0,0
data1,v21/fusion/local_peak->trimmed_gap10/fusion/local_peak,v21/fusion/local_peak,trimmed_gap10/fusion/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,36,0,2,8.172222222222219,8.368713450292395,-4.761904761904773,0.0,0,0,0
data1,v21/fusion/offline_ridge->trimmed_gap10/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,36,0,2,-0.16666666666666607,0.04883040935672511,-4.761904761904773,0.0,0,0,0
data1,v21/fusion/local_peak->trimmed_gap15/fusion/local_peak,v21/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,36,0,2,8.172222222222219,8.368713450292395,-4.761904761904773,0.0,0,0,0
data1,v21/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,v21/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,36,0,2,-0.16666666666666607,0.04883040935672511,-4.761904761904773,0.0,0,0,0
data1,v21/fusion/local_peak->cpace/local_peak,v21/fusion/local_peak,cpace/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,38,0,0,36.81578947368421,36.81578947368421,0.0,0.0,0,0,0
data1,v21/fusion/offline_ridge->cpace/offline_ridge,v21/fusion/offline_ridge,cpace/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,38,0,0,34.55263157894736,34.55263157894736,0.0,0.0,0,0,0
data1,v21/fusion/local_peak->rhythm/local_peak,v21/fusion/local_peak,rhythm/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,35,0,3,33.462857142857146,32.836015037593995,-7.142857142857153,0.0,0,0,0
data1,v21/fusion/offline_ridge->rhythm/offline_ridge,v21/fusion/offline_ridge,rhythm/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,35,0,3,68.93714285714286,68.29676691729324,-7.142857142857153,0.0,0,0,0
data1,v21/fusion/local_peak->cpace_no_homodyne/local_peak,v21/fusion/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,estimated_alignment_Polar_device_HR,0,38,0,0,50.62105263157895,50.62105263157895,0.0,4.761904761904762,0,0,2
data1,v21/fusion/offline_ridge->cpace_no_homodyne/offline_ridge,v21/fusion/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,estimated_alignment_Polar_device_HR,0,38,0,0,67.34736842105264,67.34736842105264,0.0,0.0,0,0,0
data1,trimmed_gap10/fusion/local_peak->trimmed_gap15/fusion/local_peak,trimmed_gap10/fusion/local_peak,trimmed_gap15/fusion/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,36,0,0,0.0,0.0,0.0,0.0,0,0,0
data1,trimmed_gap10/fusion/offline_ridge->trimmed_gap15/fusion/offline_ridge,trimmed_gap10/fusion/offline_ridge,trimmed_gap15/fusion/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,36,0,0,0.0,0.0,0.0,0.0,0,0,0
data1,trimmed_gap10/fusion/local_peak->cpace/local_peak,trimmed_gap10/fusion/local_peak,cpace/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,36,2,0,28.43888888888889,28.447076023391816,4.761904761904773,0.0,0,0,0
data1,trimmed_gap10/fusion/offline_ridge->cpace/offline_ridge,trimmed_gap10/fusion/offline_ridge,cpace/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,36,2,0,34.888888888888886,34.50380116959064,4.761904761904773,0.0,0,0,0
data1,trimmed_gap10/fusion/local_peak->rhythm/local_peak,trimmed_gap10/fusion/local_peak,rhythm/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,33,2,3,26.545454545454547,24.4673015873016,-2.3809523809523796,0.0,0,0,0
data1,trimmed_gap10/fusion/offline_ridge->rhythm/offline_ridge,trimmed_gap10/fusion/offline_ridge,rhythm/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,33,2,3,68.84242424242424,68.24793650793652,-2.3809523809523796,0.0,0,0,0
data1,trimmed_gap10/fusion/local_peak->cpace_no_homodyne/local_peak,trimmed_gap10/fusion/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,estimated_alignment_Polar_device_HR,0,36,2,0,45.20555555555556,42.25233918128655,4.761904761904773,4.761904761904762,0,0,2
data1,trimmed_gap10/fusion/offline_ridge->cpace_no_homodyne/offline_ridge,trimmed_gap10/fusion/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,estimated_alignment_Polar_device_HR,0,36,2,0,67.03333333333333,67.29853801169591,4.761904761904773,0.0,0,0,0
data1,trimmed_gap15/fusion/local_peak->cpace/local_peak,trimmed_gap15/fusion/local_peak,cpace/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,36,2,0,28.43888888888889,28.447076023391816,4.761904761904773,0.0,0,0,0
data1,trimmed_gap15/fusion/offline_ridge->cpace/offline_ridge,trimmed_gap15/fusion/offline_ridge,cpace/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,36,2,0,34.888888888888886,34.50380116959064,4.761904761904773,0.0,0,0,0
data1,trimmed_gap15/fusion/local_peak->rhythm/local_peak,trimmed_gap15/fusion/local_peak,rhythm/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,33,2,3,26.545454545454547,24.4673015873016,-2.3809523809523796,0.0,0,0,0
data1,trimmed_gap15/fusion/offline_ridge->rhythm/offline_ridge,trimmed_gap15/fusion/offline_ridge,rhythm/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,33,2,3,68.84242424242424,68.24793650793652,-2.3809523809523796,0.0,0,0,0
data1,trimmed_gap15/fusion/local_peak->cpace_no_homodyne/local_peak,trimmed_gap15/fusion/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,estimated_alignment_Polar_device_HR,0,36,2,0,45.20555555555556,42.25233918128655,4.761904761904773,4.761904761904762,0,0,2
data1,trimmed_gap15/fusion/offline_ridge->cpace_no_homodyne/offline_ridge,trimmed_gap15/fusion/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,estimated_alignment_Polar_device_HR,0,36,2,0,67.03333333333333,67.29853801169591,4.761904761904773,0.0,0,0,0
data1,cpace/local_peak->rhythm/local_peak,cpace/local_peak,rhythm/local_peak,local_peak,primary,estimated_alignment_Polar_device_HR,0,35,0,3,-3.279999999999987,-3.979774436090217,-7.142857142857153,0.0,0,0,0
data1,cpace/offline_ridge->rhythm/offline_ridge,cpace/offline_ridge,rhythm/offline_ridge,offline_ridge,primary,estimated_alignment_Polar_device_HR,0,35,0,3,34.56571428571429,33.74413533834588,-7.142857142857153,0.0,0,0,0
data1,cpace/local_peak->cpace_no_homodyne/local_peak,cpace/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,estimated_alignment_Polar_device_HR,0,38,0,0,13.805263157894736,13.805263157894736,0.0,4.761904761904762,0,0,2
data1,cpace/offline_ridge->cpace_no_homodyne/offline_ridge,cpace/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,estimated_alignment_Polar_device_HR,0,38,0,0,32.79473684210527,32.79473684210527,0.0,0.0,0,0,0
data1,rhythm/local_peak->cpace_no_homodyne/local_peak,rhythm/local_peak,cpace_no_homodyne/local_peak,local_peak,diagnostic,estimated_alignment_Polar_device_HR,0,35,3,0,16.91428571428571,17.785037593984953,7.142857142857153,4.761904761904762,0,0,2
data1,rhythm/offline_ridge->cpace_no_homodyne/offline_ridge,rhythm/offline_ridge,cpace_no_homodyne/offline_ridge,offline_ridge,diagnostic,estimated_alignment_Polar_device_HR,0,35,3,0,-0.4000000000000057,-0.9493984962406046,7.142857142857153,0.0,0,0,0
