case,branch,system,role,estimator,reference_kind,shift_s,scope,Ncommon_output,Nplanned,Noutput,Nref,Nvalid,C_out_pct,C_ref_pct,MAE_bpm,RMSE_bpm,Bias_bpm,SD_error_bpm_ddof1,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm,P95_abs_error_bpm_linear,Max_abs_error_bpm,Nwithin5,Nwithin10,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct
synthetic72,rhythm/offline_ridge,rhythm,primary,offline_ridge,synthetic_72bpm_modulation,0,strict_common_all12,3,11,3,11,3,27.272727272727273,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,100.0,100.0,27.272727272727273,27.272727272727273
synthetic72,rhythm/offline_ridge,rhythm,primary,offline_ridge,synthetic_72bpm_modulation,0,strict_common_primary10,3,11,3,11,3,27.272727272727273,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,100.0,100.0,27.272727272727273,27.272727272727273
synthetic72,cpace_no_homodyne/local_peak,cpace_no_homodyne,diagnostic,local_peak,synthetic_72bpm_modulation,0,strict_common_all12,3,11,3,11,3,27.272727272727273,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,100.0,100.0,27.272727272727273,27.272727272727273
synthetic72,cpace_no_homodyne/offline_ridge,cpace_no_homodyne,diagnostic,offline_ridge,synthetic_72bpm_modulation,0,strict_common_all12,3,11,3,11,3,27.272727272727273,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,100.0,100.0,27.272727272727273,27.272727272727273
data1,v21/fusion/local_peak,v21/fusion,baseline,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,12.836363636363638,13.344230395511197,-12.836363636363638,3.7029395571135595,-20.094125168306213,-5.578602104421061,20.459999999999997,21.0,0,6,0.0,18.181818181818183,0.0,14.285714285714286
data1,v21/fusion/local_peak,v21/fusion,baseline,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,12.836363636363638,13.344230395511197,-12.836363636363638,3.7029395571135595,-20.094125168306213,-5.578602104421061,20.459999999999997,21.0,0,6,0.0,18.181818181818183,0.0,14.285714285714286
data1,v21/fusion/offline_ridge,v21/fusion,baseline,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,12.684848484848485,13.139415604365457,-12.684848484848485,3.4793247559800675,-19.504325006569417,-5.865371963127553,19.459999999999997,20.0,0,8,0.0,24.242424242424242,0.0,19.047619047619047
data1,v21/fusion/offline_ridge,v21/fusion,baseline,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,12.684848484848485,13.139415604365457,-12.684848484848485,3.4793247559800675,-19.504325006569417,-5.865371963127553,19.459999999999997,20.0,0,8,0.0,24.242424242424242,0.0,19.047619047619047
data1,trimmed_gap10/fusion/local_peak,trimmed_gap10/fusion,baseline,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,21.75151515151515,31.40838529225383,-1.836363636363637,31.840803403237746,-64.24433830670962,60.57161103398234,81.74,83.5,0,5,0.0,15.151515151515152,0.0,11.904761904761905
data1,trimmed_gap10/fusion/local_peak,trimmed_gap10/fusion,baseline,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,21.75151515151515,31.40838529225383,-1.836363636363637,31.840803403237746,-64.24433830670962,60.57161103398234,81.74,83.5,0,5,0.0,15.151515151515152,0.0,11.904761904761905
data1,trimmed_gap10/fusion/offline_ridge,trimmed_gap10/fusion,baseline,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,12.503030303030304,13.027081349436967,-12.503030303030304,3.714455280428482,-19.783362652670128,-5.22269795339048,19.459999999999997,20.0,0,9,0.0,27.272727272727273,0.0,21.428571428571427
data1,trimmed_gap10/fusion/offline_ridge,trimmed_gap10/fusion,baseline,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,12.503030303030304,13.027081349436967,-12.503030303030304,3.714455280428482,-19.783362652670128,-5.22269795339048,19.459999999999997,20.0,0,9,0.0,27.272727272727273,0.0,21.428571428571427
data1,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,21.75151515151515,31.40838529225383,-1.836363636363637,31.840803403237746,-64.24433830670962,60.57161103398234,81.74,83.5,0,5,0.0,15.151515151515152,0.0,11.904761904761905
data1,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,21.75151515151515,31.40838529225383,-1.836363636363637,31.840803403237746,-64.24433830670962,60.57161103398234,81.74,83.5,0,5,0.0,15.151515151515152,0.0,11.904761904761905
data1,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,12.503030303030304,13.027081349436967,-12.503030303030304,3.714455280428482,-19.783362652670128,-5.22269795339048,19.459999999999997,20.0,0,9,0.0,27.272727272727273,0.0,21.428571428571427
data1,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,12.503030303030304,13.027081349436967,-12.503030303030304,3.714455280428482,-19.783362652670128,-5.22269795339048,19.459999999999997,20.0,0,9,0.0,27.272727272727273,0.0,21.428571428571427
data1,cpace/local_peak,cpace,primary,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,49.35151515151515,49.831309374121346,-49.35151515151515,7.005315892775698,-63.08193430135552,-35.621096001674786,58.78,64.9,0,0,0.0,0.0,0.0,0.0
data1,cpace/local_peak,cpace,primary,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,49.35151515151515,49.831309374121346,-49.35151515151515,7.005315892775698,-63.08193430135552,-35.621096001674786,58.78,64.9,0,0,0.0,0.0,0.0,0.0
data1,cpace/offline_ridge,cpace,primary,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,47.23030303030303,47.537564094093,-47.23030303030303,5.479820072803763,-57.9707503729984,-36.48985568760765,55.220000000000006,56.400000000000006,0,0,0.0,0.0,0.0,0.0
data1,cpace/offline_ridge,cpace,primary,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,47.23030303030303,47.537564094093,-47.23030303030303,5.479820072803763,-57.9707503729984,-36.48985568760765,55.220000000000006,56.400000000000006,0,0,0.0,0.0,0.0,0.0
data1,rhythm/local_peak,rhythm,primary,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,48.2969696969697,58.933876660048576,39.25454545454546,44.63929106536283,-48.238465033565696,126.74755594265662,83.86,84.5,0,6,0.0,18.181818181818183,0.0,14.285714285714286
data1,rhythm/local_peak,rhythm,primary,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,48.2969696969697,58.933876660048576,39.25454545454546,44.63929106536283,-48.238465033565696,126.74755594265662,83.86,84.5,0,6,0.0,18.181818181818183,0.0,14.285714285714286
data1,rhythm/offline_ridge,rhythm,primary,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,81.34545454545454,81.41544414577953,81.34545454545454,3.427470906978179,74.62761156777731,88.06329752313178,85.56,86.1,0,0,0.0,0.0,0.0,0.0
data1,rhythm/offline_ridge,rhythm,primary,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_primary10,33,42,33,42,33,78.57142857142857,78.57142857142857,81.34545454545454,81.41544414577953,81.34545454545454,3.427470906978179,74.62761156777731,88.06329752313178,85.56,86.1,0,0,0.0,0.0,0.0,0.0
data1,cpace_no_homodyne/local_peak,cpace_no_homodyne,diagnostic,local_peak,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,66.20606060606062,71.74332615989343,59.52727272727273,40.66597374285467,-20.178035808722413,139.2325812632679,82.78,83.4,2,3,6.0606060606060606,9.090909090909092,4.761904761904762,7.142857142857143
data1,cpace_no_homodyne/offline_ridge,cpace_no_homodyne,diagnostic,offline_ridge,estimated_alignment_Polar_device_HR,0,strict_common_all12,33,42,33,42,33,78.57142857142857,78.57142857142857,80.76969696969697,80.82005076749584,80.76969696969697,2.8967098629830073,75.09214563825027,86.44724830114366,83.92,84.3,0,0,0.0,0.0,0.0,0.0
