window_index,time_s,channel,roi,method,channel_status,observed_fraction,roi_quality,signal_std,candidate_rank,candidate_bpm,relative_power,peak_concentration,prominence_ratio,candidate_weight,motion_overlap,motion_weight,selected_consensus,output_accepted,waveform_weight,motion_available,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability,motion_spectral_coverage,motion_evidence_status
0,4.999995,forehead_logpos,forehead,logpos,insufficient_observed_roi,0.37666666666666665,0.36900733698181015,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,forehead_logchrom,forehead,logchrom,insufficient_observed_roi,0.37666666666666665,0.36900733698181015,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,left_cheek_logpos,left_cheek,logpos,insufficient_observed_roi,0.37666666666666665,0.37666666666666665,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,left_cheek_logchrom,left_cheek,logchrom,insufficient_observed_roi,0.37666666666666665,0.37666666666666665,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,right_cheek_logpos,right_cheek,logpos,insufficient_observed_roi,0.37666666666666665,0.3750133616620615,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,right_cheek_logchrom,right_cheek,logchrom,insufficient_observed_roi,0.37666666666666665,0.3750133616620615,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,forehead_logpos,forehead,logpos,insufficient_observed_roi,0.4766666666666667,0.4690073369818102,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,forehead_logchrom,forehead,logchrom,insufficient_observed_roi,0.4766666666666667,0.4690073369818102,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,left_cheek_logpos,left_cheek,logpos,insufficient_observed_roi,0.4766666666666667,0.4766666666666667,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,left_cheek_logchrom,left_cheek,logchrom,insufficient_observed_roi,0.4766666666666667,0.4766666666666667,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,right_cheek_logpos,right_cheek,logpos,insufficient_observed_roi,0.4766666666666667,0.4750133616620615,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,right_cheek_logchrom,right_cheek,logchrom,insufficient_observed_roi,0.4766666666666667,0.4750133616620615,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logpos,forehead,logpos,insufficient_observed_roi,0.5533333333333333,0.5456740036484768,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logchrom,forehead,logchrom,insufficient_observed_roi,0.5533333333333333,0.5456740036484768,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logpos,left_cheek,logpos,insufficient_observed_roi,0.5533333333333333,0.5533333333333333,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logchrom,left_cheek,logchrom,insufficient_observed_roi,0.5533333333333333,0.5533333333333333,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logpos,right_cheek,logpos,insufficient_observed_roi,0.5533333333333333,0.5533333333333333,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logchrom,right_cheek,logchrom,insufficient_observed_roi,0.5533333333333333,0.5533333333333333,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logpos,forehead,logpos,insufficient_observed_roi,0.6533333333333333,0.6456740036484767,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logchrom,forehead,logchrom,insufficient_observed_roi,0.6533333333333333,0.6456740036484767,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
