time_s,r,g,b,rppg_normalized
0.0,141.0,106.0,89.33333333333333,0.06750545448747103
0.033333299999999996,139.0,104.0,88.33333333333333,0.08968311516629318
0.06666659999999999,139.0,104.0,88.0,0.12040399147547076
0.09999989999999999,140.33333333333334,104.66666666666667,88.33333333333333,0.1666038806275531
0.13333319999999999,140.66666666666666,104.33333333333333,88.66666666666667,0.2302884127943813
0.1666665,140.0,104.0,88.33333333333333,0.3054173562961246
0.19999979999999998,139.66666666666666,103.66666666666667,87.66666666666667,0.3770208472384404
0.2333331,140.0,103.66666666666667,87.33333333333333,0.42601214190317377
0.26666639999999997,139.33333333333334,103.33333333333333,86.66666666666667,0.43877018601215984
0.2999997,140.0,103.0,86.66666666666667,0.41470855389982303
0.333333,139.66666666666666,102.66666666666667,86.66666666666667,0.3650286166605425
0.3666663,139.66666666666666,103.0,86.66666666666667,0.3036978690558705
0.39999959999999996,139.66666666666666,102.66666666666667,86.66666666666667,0.23897448766032384
0.43333289999999997,139.66666666666666,103.0,86.66666666666667,0.17155648247572694
0.4666662,139.66666666666666,102.33333333333333,86.66666666666667,0.09786474347186883
0.4999995,139.66666666666666,102.66666666666667,86.66666666666667,0.01454430177046416
0.5333327999999999,139.33333333333334,102.33333333333333,86.0,-0.07660587638291605
0.5666661,139.33333333333334,102.33333333333333,86.66666666666667,-0.16407244654791328
0.5999994,139.33333333333334,102.33333333333333,86.0,-0.2278903722320886
0.6333327,139.33333333333334,102.0,86.66666666666667,-0.2518647900637752
0.666666,139.0,102.0,86.0,-0.24216052415922143
0.6999993,139.0,101.66666666666667,86.0,-0.23729934463315355
0.7333326,139.0,102.0,86.0,-0.2949775558218237
0.7666659,139.33333333333334,102.0,85.66666666666667,-0.4547639952326646
0.7999991999999999,139.0,102.33333333333333,86.0,-0.6955299548650017
0.8333324999999999,139.66666666666666,102.0,86.0,-0.9203795135262106
0.8666657999999999,140.0,102.0,86.66666666666667,-0.9931507921537006
0.8999990999999999,140.33333333333334,102.66666666666667,86.33333333333333,-0.812541957713193
0.9333324,140.0,103.0,87.33333333333333,-0.3740411131444413
0.9666657,140.66666666666666,103.66666666666667,87.66666666666667,0.2209958421051817
0.999999,140.66666666666666,103.66666666666667,88.33333333333333,0.8073676953504838
1.0333322999999999,140.66666666666666,104.0,87.33333333333333,1.2213749611578004
1.0666655999999999,140.66666666666666,104.0,87.33333333333333,1.3618493508132754
1.0999989,140.66666666666666,103.33333333333333,87.66666666666667,1.222076396410554
1.1333322,140.66666666666666,103.66666666666667,87.0,0.8781779853677364
1.1666655,140.33333333333334,103.33333333333333,87.33333333333333,0.4473020114977623
1.1999988,140.66666666666666,103.0,86.66666666666667,0.04534536007994686
1.2333321,140.0,103.33333333333333,87.0,-0.23850285028275528
1.2666654,140.33333333333334,103.0,87.0,-0.3524877766817446
1.2999987,140.66666666666666,103.33333333333333,87.33333333333333,-0.29018025141645093
1.333332,140.33333333333334,103.33333333333333,87.33333333333333,-0.10206234817361154
1.3666653,140.33333333333334,103.0,87.33333333333333,0.1006187744522374
1.3999986,140.33333333333334,103.33333333333333,87.0,0.17038276817942993
1.4333319,140.66666666666666,103.33333333333333,87.33333333333333,-0.015085719464070528
1.4666652,139.66666666666666,103.33333333333333,86.66666666666667,-0.4738182749823731
1.4999985,140.66666666666666,103.0,86.83333333333333,-1.0724097038938767
1.5333318,140.66666666666666,102.66666666666667,86.66666666666667,-1.5627368330573659
1.5666650999999998,140.0,102.66666666666667,87.0,-1.7003287148289115
1.5999983999999998,140.33333333333334,103.0,86.66666666666667,-1.3717634936069838
1.6333316999999998,140.33333333333334,103.0,86.66666666666667,-0.6519992066261332
1.6666649999999998,140.66666666666666,103.33333333333333,87.0,0.22877829177121958
1.6999982999999999,140.33333333333334,103.33333333333333,86.66666666666667,0.97981600780412
1.7333315999999999,140.33333333333334,103.66666666666667,87.0,1.365823591715068
1.7666648999999999,140.33333333333334,103.33333333333333,86.66666666666667,1.3016667343762915
1.7999981999999999,140.33333333333334,103.33333333333333,87.0,0.8834872606587417
