window_index,time_s,window_start_s,window_end_s,old_accepted,old_bpm,candidate_bpm,candidate_generated,candidate_proposal_supported,contributing_rois,contributing_roi_names,old_window_finite,candidate_window_finite,motion_available,motion_status,motion_speed_face_per_s,motion_strength,motion_reliability,old_motion_risk,candidate_motion_risk,motion_risk_decrease,route_eligible,reason
27,31.999968,26.999972999999997,36.999963,True,94.0,95.0,True,True,2,"[""forehead"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
28,32.999967,27.999972,37.999962,True,95.0,95.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
29,33.999966,28.999971,38.999961,True,95.0,95.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
30,34.999964999999996,29.999969999999998,39.99996,True,95.0,95.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
31,35.999964,30.999969,40.999959,True,95.0,95.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
32,36.999963,31.999968,41.999958,True,95.0,95.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
33,37.999962,32.999967,42.999956999999995,True,95.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
34,38.999961,33.999966,43.999956,True,94.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
35,39.99996,34.999964999999996,44.999955,True,94.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
36,40.999959,35.999964,45.999953999999995,True,94.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
37,41.999958,36.999963,46.999953,True,94.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
38,42.999956999999995,37.999962,47.999952,True,94.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
39,43.999956,38.999961,48.999950999999996,True,94.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,False,insufficient_contiguous_motion_support,,,0.0,,,,False,motion_evidence_unavailable
40,44.999955,39.99996,49.99995,True,94.0,94.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,3.3532006465925384,0.9944721840451239,0.58,0.4607597866759983,0.4607597866759983,0.0,False,old_motion_risk_below_threshold
41,45.999953999999995,40.999959,50.999949,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,False,old_hr_not_accepted
