case,window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,accepted,status,output_bpm,error_bpm,local_peak_bpm,local_error_bpm,candidate_count,min_candidate_peak_error_bpm,min_candidate_supported_state_error_bpm,oracle_peak_within5,oracle_peak_within10,oracle_supported_within5,oracle_supported_within10,roi_same_near_grid_max_physical_rois,failure_class
data6,13,17.999982,12.999987,22.999977,109.6,True,True,candidate_only,92.0,-17.599999999999994,93.0,-16.599999999999994,5,13.400000000000006,10.400000000000006,False,False,False,False,2,wrong_no_supported_state_within5
data6,14,18.999981,13.999986,23.999976,108.7,True,True,candidate_only,91.0,-17.700000000000003,92.0,-16.700000000000003,5,14.299999999999997,11.299999999999997,False,False,False,False,1,wrong_no_supported_state_within5
data6,15,19.99998,14.999985,24.999975,107.9,True,True,candidate_only,90.0,-17.900000000000006,92.0,-15.900000000000006,4,15.900000000000006,12.900000000000006,False,False,False,False,2,wrong_no_supported_state_within5
data6,16,20.999979,15.999984,25.999974,107.3,True,True,candidate_only,88.0,-19.299999999999997,91.0,-16.299999999999997,4,16.299999999999997,13.299999999999997,False,False,False,False,2,wrong_no_supported_state_within5
data6,17,21.999978,16.999983,26.999973,106.7,True,True,candidate_only,83.0,-23.700000000000003,59.0,-47.7,6,3.299999999999997,0.29999999999999716,True,True,True,True,2,wrong_other_near_candidate_local_scoring_also_wrong
data6,18,22.999977,17.999982,27.999972,106.4,True,True,candidate_only,83.0,-23.400000000000006,61.0,-45.400000000000006,6,3.5999999999999943,0.5999999999999943,True,True,True,True,3,wrong_other_near_candidate_local_scoring_also_wrong
data6,19,23.999976,18.999981,28.999971,106.3,True,True,candidate_only,90.0,-16.299999999999997,93.0,-13.299999999999997,8,2.700000000000003,0.29999999999999716,True,True,True,True,3,wrong_other_near_candidate_local_scoring_also_wrong
data6,20,24.999975,19.99998,29.99997,106.4,True,True,candidate_only,92.0,-14.400000000000006,94.0,-12.400000000000006,6,1.5999999999999943,0.4000000000000057,True,True,True,True,2,wrong_other_near_candidate_local_scoring_also_wrong
data6,21,25.999974,20.999979,30.999969,106.6,True,True,candidate_only,92.0,-14.599999999999994,93.0,-13.599999999999994,6,13.599999999999994,10.599999999999994,False,False,False,False,2,wrong_no_supported_state_within5
data6,22,26.999973,21.999978,31.999968,107.0,True,True,candidate_only,91.0,-16.0,90.0,-17.0,5,17.0,14.0,False,False,False,False,3,wrong_no_supported_state_within5
data6,23,27.999972,22.999977,32.999967,107.7,True,True,candidate_only,90.0,-17.700000000000003,89.0,-18.700000000000003,5,18.700000000000003,15.700000000000003,False,False,False,False,3,wrong_no_supported_state_within5
data6,24,28.999971,23.999976,33.999966,108.6,True,True,candidate_only,89.0,-19.599999999999994,88.0,-20.599999999999994,6,20.599999999999994,17.599999999999994,False,False,False,False,3,wrong_no_supported_state_within5
data6,25,29.99997,24.999975,34.999965,109.7,True,True,candidate_only,77.0,-32.7,74.0,-35.7,5,22.299999999999997,19.299999999999997,False,False,False,False,3,wrong_no_supported_state_within5
data6,26,30.999969,25.999974,35.999964,110.8,True,True,candidate_only,79.0,-31.799999999999997,80.0,-30.799999999999997,4,9.200000000000003,6.200000000000003,False,True,False,True,2,wrong_no_supported_state_within5
data6,27,31.999968,26.999973,36.999963,112.0,True,True,candidate_only,81.0,-31.0,80.0,-32.0,5,8.0,5.0,False,True,True,True,3,wrong_other_near_candidate_local_scoring_also_wrong
data6,28,32.999967,27.999972,37.999962,113.1,True,True,candidate_only,83.0,-30.099999999999994,83.0,-30.099999999999994,5,7.900000000000006,4.900000000000006,False,True,True,True,3,wrong_other_near_candidate_local_scoring_also_wrong
data6,29,33.999966,28.999971,38.999961,114.1,True,True,candidate_only,86.0,-28.099999999999994,86.0,-28.099999999999994,5,6.900000000000006,3.9000000000000057,False,True,True,True,2,wrong_other_near_candidate_local_scoring_also_wrong
data6,30,34.999965,29.99997,39.99996,115.1,True,True,candidate_only,89.0,-26.099999999999994,90.0,-25.099999999999994,5,5.900000000000006,2.9000000000000057,False,True,True,True,2,wrong_other_near_candidate_local_scoring_also_wrong
data6,31,35.999964,30.999969,40.999959,116.0,True,True,candidate_only,91.0,-25.0,92.0,-24.0,4,22.0,19.0,False,False,False,False,2,wrong_no_supported_state_within5
data6,32,36.999963,31.999968,41.999958,116.9,True,True,candidate_only,93.0,-23.900000000000006,94.0,-22.900000000000006,5,0.09999999999999432,0.09999999999999432,True,True,True,True,3,wrong_other_near_candidate_local_scoring_also_wrong
data6,33,37.999962,32.999967,42.999957,117.6,True,True,candidate_only,94.0,-23.599999999999994,95.0,-22.599999999999994,5,22.599999999999994,19.599999999999994,False,False,False,False,2,wrong_no_supported_state_within5
data6,34,38.999961,33.999966,43.999956,118.3,True,True,candidate_only,94.0,-24.299999999999997,95.0,-23.299999999999997,5,23.299999999999997,20.299999999999997,False,False,False,False,2,wrong_no_supported_state_within5
data6,35,39.99996,34.999965,44.999955,118.9,True,True,candidate_only,94.0,-24.900000000000006,95.0,-23.900000000000006,3,23.900000000000006,20.900000000000006,False,False,False,False,2,wrong_no_supported_state_within5
data6,36,40.999959,35.999964,45.999954,119.5,True,True,candidate_only,94.0,-25.5,94.0,-25.5,3,25.5,22.5,False,False,False,False,3,wrong_no_supported_state_within5
data6,37,41.999958,36.999963,46.999953,120.0,True,True,candidate_only,94.0,-26.0,93.0,-27.0,4,27.0,24.0,False,False,False,False,3,wrong_no_supported_state_within5
data6,38,42.999957,37.999962,47.999952,120.4,True,True,candidate_only,94.0,-26.400000000000006,94.0,-26.400000000000006,7,6.599999999999994,3.5999999999999943,False,True,True,True,3,wrong_other_near_candidate_local_scoring_also_wrong
data6,39,43.999956,38.999961,48.999951,120.9,True,True,candidate_only,94.0,-26.900000000000006,95.0,-25.900000000000006,7,5.099999999999994,2.0999999999999943,False,True,True,True,2,wrong_other_near_candidate_local_scoring_also_wrong
data6,40,44.999955,39.99996,49.99995,121.3,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,41,45.999954,40.999959,50.999949,121.7,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,42,46.999953,41.999958,51.999948,122.0,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,43,47.999952,42.999957,52.999947,122.3,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,44,48.999951,43.999956,53.999946,122.5,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,45,49.99995,44.999955,54.999945,122.7,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,46,50.999949,45.999954,55.999944,122.8,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,47,51.999948,46.999953,56.999943,122.9,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,48,52.999947,47.999952,57.999942,123.0,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,49,53.999946,48.999951,58.999941,123.0,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,50,54.999945,49.99995,59.99994,123.1,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,51,55.999944,50.999949,60.999939,123.3,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,52,56.999943,51.999948,61.999938,123.6,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,53,57.999942,52.999947,62.999937,123.9,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
data6,54,58.999941,53.999946,63.999936,124.4,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,1,no_valid_output_or_reference
data6,55,59.99994,54.999945,64.999935,124.9,True,True,candidate_only,82.0,-42.900000000000006,85.0,-39.900000000000006,8,0.09999999999999432,0.09999999999999432,True,True,True,True,1,wrong_other_near_candidate_local_scoring_also_wrong
data6,56,60.999939,55.999944,65.999934,125.6,True,True,candidate_only,81.0,-44.599999999999994,82.0,-43.599999999999994,5,1.4000000000000057,0.4000000000000057,True,True,True,True,1,wrong_other_near_candidate_local_scoring_also_wrong
data6,57,61.999938,56.999943,66.999933,126.4,True,True,candidate_only,79.0,-47.400000000000006,78.0,-48.400000000000006,5,1.5999999999999943,0.4000000000000057,True,True,True,True,2,wrong_other_near_candidate_local_scoring_also_wrong
data6,58,62.999937,57.999942,67.999932,127.3,True,True,candidate_only,78.0,-49.3,77.0,-50.3,4,36.7,33.7,False,False,False,False,2,wrong_no_supported_state_within5
data6,59,63.999936,58.999941,68.99993099999999,128.3,True,True,candidate_only,77.0,-51.30000000000001,76.0,-52.30000000000001,6,35.69999999999999,32.69999999999999,False,False,False,False,2,wrong_no_supported_state_within5
data6,60,64.999935,59.99994,69.99992999999999,129.3,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,2,no_valid_output_or_reference
data6,61,65.999934,60.999939,70.999929,130.3,True,False,gap_or_filter_edge,,,,,0,inf,inf,False,False,False,False,0,no_valid_output_or_reference
