time_s,raw_network,crop_observed,bbox_interpolated,crop_valid
0.0,-0.2563147246837616,True,False,True
0.0333332999999999,-0.2563147246837616,True,False,True
0.0666665999999999,-0.06476990878582001,True,False,True
0.0999998999999999,-0.06476990878582001,True,False,True
0.1333331999999999,0.41014695167541504,True,False,True
0.1666665,0.41014695167541504,True,False,True
0.1999997999999999,0.8483506441116333,True,False,True
0.2333331,0.8483506441116333,True,False,True
0.2666663999999999,0.7100107073783875,True,False,True
0.2999997,0.7100107073783875,True,False,True
0.333333,-0.35565048456192017,True,False,True
0.3666663,-0.35565048456192017,True,False,True
0.3999995999999999,-0.5027134418487549,True,False,True
0.4333328999999999,-0.5027134418487549,True,False,True
0.4666662,-0.5276109576225281,True,False,True
0.4999995,-0.5276109576225281,True,False,True
0.5333327999999999,1.6234092712402344,True,False,True
0.5666661,1.6234092712402344,True,False,True
0.5999994,-0.10883934050798416,True,False,True
0.6333327,-0.10883934050798416,True,False,True
0.666666,-0.5634350180625916,True,False,True
0.6999993,-0.5634350180625916,True,False,True
0.7333326,-0.5949690937995911,True,False,True
0.7666659,-0.5949690937995911,True,False,True
0.7999991999999999,-0.694299578666687,True,False,True
0.8333324999999999,-0.694299578666687,True,False,True
0.8666657999999999,-0.17440161108970642,True,False,True
0.8999990999999999,-0.17440161108970642,True,False,True
0.9333324,-0.5665183067321777,True,False,True
0.9666657,-0.5665183067321777,True,False,True
0.999999,-0.796191394329071,True,False,True
1.0333323,-0.796191394329071,True,False,True
1.0666656,-1.0979515314102173,True,False,True
1.0999989,-1.0979515314102173,True,False,True
1.1333322,-0.6600645184516907,True,False,True
1.1666655,-0.6600645184516907,True,False,True
1.1999988,2.6340930461883545,True,False,True
1.2333321,2.6340930461883545,True,False,True
1.2666654,-0.0014167140470817685,True,False,True
1.2999987,-0.0014167140470817685,True,False,True
1.333332,-0.778573215007782,True,False,True
1.3666653,-0.778573215007782,True,False,True
1.3999986,-1.1290287971496582,True,False,True
1.4333319,-1.1290287971496582,True,False,True
1.4666652,0.8545430302619934,True,False,True
1.4999985,0.8545430302619934,True,False,True
1.5333318,1.6475789546966553,True,False,True
1.5666650999999998,1.6475789546966553,True,False,True
1.5999983999999998,-0.35299041867256165,True,False,True
1.6333316999999998,-0.35299041867256165,True,False,True
1.6666649999999998,-0.9189050197601318,True,False,True
1.6999983,-0.9189050197601318,True,False,True
1.7333316,-0.9546242356300354,True,False,True
1.7666649,-0.9546242356300354,True,False,True
1.7999982,1.1493825912475586,True,False,True
1.8333315,1.1493825912475586,True,False,True
1.8666648,0.6771612763404846,True,False,True
1.8999981,0.6771612763404846,True,False,True
1.9333314,-0.37235987186431885,True,False,True
1.9666647,-0.37235987186431885,True,False,True
1.999998,-0.972992479801178,True,False,True
2.0333313,-0.972992479801178,True,False,True
2.0666646,-0.7008674740791321,True,False,True
2.0999979,-0.7008674740791321,True,False,True
2.1333312,2.69596791267395,True,False,True
2.1666645,2.69596791267395,True,False,True
2.1999978,0.2651178240776062,True,False,True
2.2333311,0.2651178240776062,True,False,True
2.2666644,-0.2770082950592041,True,False,True
2.2999977,-0.2770082950592041,True,False,True
2.333331,-0.8891497254371643,True,False,True
2.3666643,-0.8891497254371643,True,False,True
2.3999976,-0.5566691160202026,True,False,True
2.4333309,-0.5566691160202026,True,False,True
2.4666642,2.1332991123199463,True,False,True
2.4999975,2.1332991123199463,True,False,True
2.5333308,-0.31185752153396606,True,False,True
2.5666641,-0.31185752153396606,True,False,True
2.5999974,-0.5788905620574951,True,False,True
2.6333307,-0.5788905620574951,True,False,True
2.666664,-0.3938594460487366,True,False,True
2.6999973,-0.3938594460487366,True,False,True
2.7333306,0.21076840162277222,True,False,True
2.7666639,0.21076840162277222,True,False,True
2.7999972,0.23883402347564697,True,False,True
2.8333305,0.23883402347564697,True,False,True
2.8666638,0.03935850039124489,True,False,True
2.8999971,0.03935850039124489,True,False,True
2.9333304,-0.04670557752251625,True,False,True
2.9666637,-0.04670557752251625,True,False,True
2.999997,-0.832872211933136,True,False,True
3.0333303,-0.832872211933136,True,False,True
3.0666636,-0.6912205815315247,True,False,True
3.0999969,-0.6912205815315247,True,False,True
3.1333302,-0.5021388530731201,True,False,True
3.1666635,-0.5021388530731201,True,False,True
3.1999968,1.8007463216781616,True,False,True
3.2333301,1.8007463216781616,True,False,True
3.2666634,0.1604023277759552,True,False,True
3.2999967,0.1604023277759552,True,False,True
3.33333,-0.6010686159133911,True,False,True
3.3666633,-0.6010686159133911,True,False,True
3.3999966,-0.6310234665870667,True,False,True
3.4333299,-0.6310234665870667,True,False,True
3.4666632,-0.7372800707817078,True,False,True
3.4999965,-0.7372800707817078,True,False,True
3.5333298,0.7526772618293762,True,False,True
3.5666631,0.7526772618293762,True,False,True
3.5999964,0.43783220648765564,True,False,True
3.6333297,0.43783220648765564,True,False,True
3.666663,-0.7469810247421265,True,False,True
3.6999963,-0.7469810247421265,True,False,True
3.7333296,-1.0381407737731934,True,False,True
3.7666629,-1.0381407737731934,True,False,True
3.7999962,-0.8233703374862671,True,False,True
3.8333295,-0.8233703374862671,True,False,True
3.8666628,2.5780296325683594,True,False,True
3.8999961,2.5780296325683594,True,False,True
3.9333294,0.32319098711013794,True,False,True
3.9666627,0.32319098711013794,True,False,True
3.999996,-0.46799421310424805,True,False,True
4.0333293,-0.46799421310424805,True,False,True
4.0666626,-1.0336880683898926,True,False,True
4.0999959,-1.0336880683898926,True,False,True
4.1333292,0.04646805301308632,True,False,True
4.1666625,0.04646805301308632,True,False,True
4.1999958,1.499006748199463,True,False,True
4.2333291,1.499006748199463,True,False,True
4.2666624,-0.1883600503206253,True,False,True
4.2999957,-0.1883600503206253,True,False,True
4.333329,-0.982557475566864,True,False,True
4.3666623,-0.982557475566864,True,False,True
4.3999956,-0.8884080648422241,True,False,True
4.433328899999999,-0.8884080648422241,True,False,True
4.4666622,1.493364691734314,True,False,True
4.4999955,1.493364691734314,True,False,True
4.5333288,-0.06621858477592468,True,False,True
4.566662099999999,-0.06621858477592468,True,False,True
4.5999954,-0.4942660331726074,True,False,True
4.6333287,-0.4942660331726074,True,False,True
4.666662,-1.124083399772644,True,False,True
4.699995299999999,-1.124083399772644,True,False,True
4.7333286,-0.8806365728378296,True,False,True
4.7666619,-0.8806365728378296,True,False,True
4.7999952,2.5887415409088135,True,False,True
4.8333285,2.5887415409088135,True,False,True
4.8666618,0.3450334072113037,True,False,True
4.8999951,0.3450334072113037,True,False,True
4.9333284,-0.4726638197898865,True,False,True
4.9666617,-0.4726638197898865,True,False,True
4.999995,-1.0491071939468384,True,False,True
5.0333283,-1.0491071939468384,True,False,True
5.0666616,0.15591120719909668,True,False,True
5.0999949,0.15591120719909668,True,False,True
5.133328199999999,2.4001688957214355,True,False,True
5.1666615,2.4001688957214355,True,False,True
5.1999948,0.04652216285467148,True,False,True
5.2333281,0.04652216285467148,True,False,True
5.266661399999999,-0.3144109547138214,True,False,True
5.2999947,-0.3144109547138214,True,False,True
5.333328,0.7071554064750671,True,False,True
5.3666613,0.7071554064750671,True,False,True
5.399994599999999,1.9313725233078003,True,False,True
5.4333279,1.9313725233078003,True,False,True
5.4666612,0.5054513216018677,True,False,True
5.4999945,0.5054513216018677,True,False,True
5.5333278,-0.6882340908050537,True,False,True
5.5666611,-0.6882340908050537,True,False,True
5.5999944,-0.7122589349746704,True,False,True
5.6333277,-0.7122589349746704,True,False,True
5.666661,-0.12231528759002686,True,False,True
5.699994299999999,-0.12231528759002686,True,False,True
5.7333276,1.3114972114562988,True,False,True
5.7666609,1.3114972114562988,True,False,True
5.7999942,0.0611596517264843,True,False,True
5.833327499999999,0.0611596517264843,True,False,True
5.8666608,-0.9330342411994934,True,False,True
5.8999941,-0.9330342411994934,True,False,True
5.9333274,-1.3338371515274048,True,False,True
5.966660699999999,-1.3338371515274048,True,False,True
5.999994,0.569688081741333,True,False,True
6.0333273,0.569688081741333,True,False,True
6.0666606,2.256277084350586,True,False,True
6.099993899999999,2.256277084350586,True,False,True
6.1333272,-0.28627943992614746,True,False,True
6.1666605,-0.28627943992614746,True,False,True
6.1999938,-0.8896709084510803,True,False,True
6.2333271,-0.8896709084510803,True,False,True
6.266660399999999,-0.8485819697380066,True,False,True
6.2999937,-0.8485819697380066,True,False,True
6.333327,0.11170298606157303,True,False,True
6.3666603,0.11170298606157303,True,False,True
6.399993599999999,1.4333140850067139,True,False,True
6.4333269,1.4333140850067139,True,False,True
6.4666602,0.040795549750328064,True,False,True
6.4999935,0.040795549750328064,True,False,True
6.533326799999999,-0.9048598408699036,True,False,True
6.5666601,-0.9048598408699036,True,False,True
6.5999934,-1.0922502279281616,True,False,True
6.6333267,-1.0922502279281616,True,False,True
6.666659999999999,2.661259889602661,True,False,True
6.6999933,2.661259889602661,True,False,True
6.7333266,1.0495213270187378,True,False,True
6.7666599,1.0495213270187378,True,False,True
6.799993199999999,-0.16063347458839417,True,False,True
6.8333265,-0.16063347458839417,True,False,True
6.8666598,-0.5426673293113708,True,False,True
6.8999931,-0.5426673293113708,True,False,True
6.9333264,0.43970030546188354,True,False,True
6.966659699999999,0.43970030546188354,True,False,True
6.999993,-0.48384037613868713,True,False,True
7.0333263,-0.48384037613868713,True,False,True
7.0666596,-0.5203929543495178,True,False,True
7.099992899999999,-0.5203929543495178,True,False,True
7.1333262,-0.6116096377372742,True,False,True
7.1666595,-0.6116096377372742,True,False,True
7.1999928,-0.7694405317306519,True,False,True
7.233326099999999,-0.7694405317306519,True,False,True
7.2666594,0.25308161973953247,True,False,True
7.2999927,0.25308161973953247,True,False,True
7.333326,0.5394941568374634,True,False,True
7.366659299999999,0.5394941568374634,True,False,True
7.3999926,-0.08514675498008728,True,False,True
7.4333259,-0.08514675498008728,True,False,True
7.4666592,-0.47596320509910583,True,False,True
7.499992499999999,-0.47596320509910583,True,False,True
7.533325799999999,-0.8503068089485168,True,False,True
7.5666591,-0.8503068089485168,True,False,True
7.5999924,-0.49430403113365173,True,False,True
7.633325699999999,-0.49430403113365173,True,False,True
7.666658999999999,0.19029591977596283,True,False,True
7.6999923,0.19029591977596283,True,False,True
7.7333256,0.2014235258102417,True,False,True
7.766658899999999,0.2014235258102417,True,False,True
7.799992199999999,-0.7974525094032288,True,False,True
7.8333255,-0.7974525094032288,True,False,True
7.8666588,-0.8168129324913025,True,False,True
7.899992099999999,-0.8168129324913025,True,False,True
7.933325399999999,0.7429530024528503,True,False,True
7.9666587,0.7429530024528503,True,False,True
7.999992,1.0035192966461182,True,False,True
8.0333253,1.0035192966461182,True,False,True
8.0666586,0.9564381241798401,True,False,True
8.0999919,0.9564381241798401,True,False,True
8.1333252,-0.2319977581501007,True,False,True
8.166658499999999,-0.2319977581501007,True,False,True
8.1999918,-1.018454670906067,True,False,True
8.2333251,-1.018454670906067,True,False,True
8.266658399999999,-0.6786217093467712,True,False,True
8.2999917,-0.6786217093467712,True,False,True
8.333325,-0.3720863461494446,True,False,True
8.3666583,-0.3720863461494446,True,False,True
8.3999916,-0.052182503044605255,True,False,True
8.433324899999999,-0.052182503044605255,True,False,True
8.4666582,-0.9109894037246704,True,False,True
8.4999915,-0.9109894037246704,True,False,True
8.533324799999999,-1.1638902425765991,True,False,True
8.5666581,-1.1638902425765991,True,False,True
8.5999914,-0.6401236057281494,True,False,True
8.6333247,-0.6401236057281494,True,False,True
8.666658,-0.09366917610168457,True,False,True
8.699991299999999,-0.09366917610168457,True,False,True
8.7333246,1.985100269317627,True,False,True
8.7666579,1.985100269317627,True,False,True
8.7999912,0.8012065887451172,True,False,True
8.8333245,0.8012065887451172,True,False,True
8.866657799999999,-0.7698166966438293,True,False,True
8.8999911,-0.7698166966438293,True,False,True
8.9333244,-0.883125901222229,True,False,True
8.966657699999999,-0.883125901222229,True,False,True
8.999991,1.0099891424179077,True,False,True
9.0333243,1.0099891424179077,True,False,True
9.0666576,0.9893973469734192,True,False,True
9.0999909,0.9893973469734192,True,False,True
9.1333242,-0.37573060393333435,True,False,True
9.1666575,-0.37573060393333435,True,False,True
9.1999908,-1.2397489547729492,True,False,True
9.2333241,-1.2397489547729492,True,False,True
9.2666574,-1.183820128440857,True,False,True
9.2999907,-1.183820128440857,True,False,True
9.333324,2.3782286643981934,True,False,True
9.3666573,2.3782286643981934,True,False,True
9.3999906,0.6519258618354797,True,False,True
9.4333239,0.6519258618354797,True,False,True
9.4666572,-0.24354054033756256,True,False,True
9.4999905,-0.24354054033756256,True,False,True
9.5333238,-0.6871142983436584,True,False,True
9.5666571,-0.6871142983436584,True,False,True
9.5999904,-0.46646302938461304,True,False,True
9.6333237,-0.46646302938461304,True,False,True
9.666657,-0.08629874140024185,True,False,True
9.6999903,-0.08629874140024185,True,False,True
9.7333236,1.054215431213379,True,False,True
9.7666569,1.054215431213379,True,False,True
9.7999902,-0.3073224127292633,True,False,True
9.8333235,-0.3073224127292633,True,False,True
9.8666568,-1.3783175945281982,True,False,True
9.8999901,-1.3783175945281982,True,False,True
9.9333234,-0.5720453858375549,True,False,True
9.9666567,-0.5720453858375549,True,False,True
9.99999,2.596935272216797,True,False,True
10.0333233,2.596935272216797,True,False,True
10.0666566,0.1949627548456192,True,False,True
10.0999899,0.1949627548456192,True,False,True
10.1333232,0.00029909738805145025,True,False,True
10.1666565,0.00029909738805145025,True,False,True
10.1999898,-0.7864987850189209,True,False,True
10.2333231,-0.7864987850189209,True,False,True
10.2666564,-1.259521484375,True,False,True
10.2999897,-1.259521484375,True,False,True
10.333323,0.21016786992549896,True,False,True
10.3666563,0.21016786992549896,True,False,True
10.3999896,2.7083375453948975,True,False,True
10.4333229,2.7083375453948975,True,False,True
10.4666562,-0.466934472322464,True,False,True
10.4999895,-0.466934472322464,True,False,True
10.5333228,-0.6522691249847412,True,False,True
10.5666561,-0.6522691249847412,True,False,True
10.5999894,-0.6063843369483948,True,False,True
10.6333227,-0.6063843369483948,True,False,True
10.666656,0.9757855534553528,True,False,True
10.6999893,0.9757855534553528,True,False,True
10.7333226,2.340808868408203,True,False,True
10.7666559,2.340808868408203,True,False,True
10.7999892,0.8980688452720642,True,False,True
10.8333225,0.8980688452720642,True,False,True
10.8666558,0.02483120746910572,True,False,True
10.8999891,0.02483120746910572,True,False,True
10.9333224,-0.08395776897668839,True,False,True
10.9666557,-0.08395776897668839,True,False,True
10.999989,-0.9578876495361328,True,False,True
11.0333223,-0.9578876495361328,True,False,True
11.0666556,-1.04143226146698,True,False,True
11.0999889,-1.04143226146698,True,False,True
11.1333222,-0.8710128664970398,True,False,True
11.1666555,-0.8710128664970398,True,False,True
11.1999888,-1.038676142692566,True,False,True
11.2333221,-1.038676142692566,True,False,True
11.2666554,0.7229447960853577,True,False,True
11.2999887,0.7229447960853577,True,False,True
11.333322,0.9486626386642456,True,False,True
11.3666553,0.9486626386642456,True,False,True
11.3999886,0.1487736999988556,True,False,True
11.4333219,0.1487736999988556,True,False,True
11.4666552,0.04550060257315636,True,False,True
11.4999885,0.04550060257315636,True,False,True
11.5333218,-0.11098302155733109,True,False,True
11.5666551,-0.11098302155733109,True,False,True
11.5999884,1.9742636680603027,True,False,True
11.6333217,1.9742636680603027,True,False,True
11.666655,-0.17330564558506012,True,False,True
11.6999883,-0.17330564558506012,True,False,True
11.7333216,-0.29928964376449585,True,False,True
11.7666549,-0.29928964376449585,True,False,True
11.7999882,-0.6817758679389954,True,False,True
11.8333215,-0.6817758679389954,True,False,True
11.8666548,-1.3231614828109741,True,False,True
11.8999881,-1.3231614828109741,True,False,True
11.9333214,-0.3874269127845764,True,False,True
11.9666547,-0.3874269127845764,True,False,True
11.999988,-1.1634762287139893,True,False,True
12.0333213,-1.1634762287139893,True,False,True
12.0666546,-0.21232840418815613,True,False,True
12.0999879,-0.21232840418815613,True,False,True
12.1333212,0.34369581937789917,True,False,True
12.1666545,0.34369581937789917,True,False,True
12.1999878,0.32624417543411255,True,False,True
12.2333211,0.32624417543411255,True,False,True
12.2666544,0.42620494961738586,True,False,True
12.2999877,0.42620494961738586,True,False,True
12.333321,-0.37064605951309204,True,False,True
12.3666543,-0.37064605951309204,True,False,True
12.3999876,1.6687723398208618,True,False,True
12.4333209,1.6687723398208618,True,False,True
12.4666542,2.397620439529419,True,False,True
12.4999875,2.397620439529419,True,False,True
12.533320799999998,1.1325271129608154,True,False,True
12.5666541,1.1325271129608154,True,False,True
12.5999874,0.0007369479862973094,True,False,True
12.6333207,0.0007369479862973094,True,False,True
12.666654,-0.849419891834259,True,False,True
12.6999873,-0.849419891834259,True,False,True
12.7333206,-0.6834498047828674,True,False,True
12.7666539,-0.6834498047828674,True,False,True
12.7999872,-1.0532594919204712,True,False,True
12.8333205,-1.0532594919204712,True,False,True
12.8666538,-0.7659586668014526,True,False,True
12.8999871,-0.7659586668014526,True,False,True
12.9333204,-0.824260413646698,True,False,True
12.9666537,-0.824260413646698,True,False,True
12.999987,-0.41430580615997314,True,False,True
13.0333203,-0.41430580615997314,True,False,True
13.0666536,-0.5141204595565796,True,False,True
13.0999869,-0.5141204595565796,True,False,True
13.1333202,-0.4905157685279846,True,False,True
13.1666535,-0.4905157685279846,True,False,True
13.1999868,0.17805804312229156,True,False,True
13.233320099999998,0.17805804312229156,True,False,True
13.2666534,2.3276805877685547,True,False,True
13.2999867,2.3276805877685547,True,False,True
13.33332,1.5052703619003296,True,False,True
13.3666533,1.5052703619003296,True,False,True
13.3999866,1.2847129106521606,True,False,True
13.4333199,1.2847129106521606,True,False,True
13.4666532,-0.38091281056404114,True,False,True
13.4999865,-0.38091281056404114,True,False,True
13.5333198,-0.8901305794715881,True,False,True
13.5666531,-0.8901305794715881,True,False,True
13.5999864,-0.8389607071876526,True,False,True
13.6333197,-0.8389607071876526,True,False,True
13.666653,-1.2463797330856323,True,False,True
13.6999863,-1.2463797330856323,True,False,True
13.7333196,-0.9955911636352539,True,False,True
13.7666529,-0.9955911636352539,True,False,True
13.7999862,-1.3127573728561401,True,False,True
13.8333195,-1.3127573728561401,True,False,True
13.8666528,-0.8541661500930786,True,False,True
13.8999861,-0.8541661500930786,True,False,True
13.933319399999998,0.15107521414756775,True,False,True
13.9666527,0.15107521414756775,True,False,True
13.999986,-0.12620776891708374,True,False,True
14.0333193,-0.12620776891708374,True,False,True
14.0666526,0.9457821846008301,True,False,True
14.0999859,0.9457821846008301,True,False,True
14.1333192,1.2575421333312988,True,False,True
14.1666525,1.2575421333312988,True,False,True
14.1999858,1.5347377061843872,True,False,True
14.2333191,1.5347377061843872,True,False,True
14.2666524,0.29102247953414917,True,False,True
14.2999857,0.29102247953414917,True,False,True
14.333319,-0.40294361114501953,True,False,True
