variant,case,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm,V28_MAE_bpm,old_correct_to_wrong_or_missing_windows,new_large_error_introduced_windows
protected_cdf_motion,data6,-5,62,36,62,36,0,0,58.064516129032256,58.064516129032256,25.066666666666666,26.448335381351402,-25.066666666666666,21.918039167071225,0.0,0.0,0.0,0.0,44.925,47.400000000000006,-41.837016502015956,-8.296316831317377,25.066666666666666,0,0
protected_cdf_motion,data6,-2,62,36,62,36,0,0,58.064516129032256,58.064516129032256,25.488888888888887,27.047673960373498,-25.488888888888887,22.15602019198689,0.0,0.0,0.0,0.0,46.325,49.400000000000006,-43.47748399183614,-7.500293785941633,25.488888888888887,0,0
protected_cdf_motion,data6,-1,62,36,62,36,0,0,58.064516129032256,58.064516129032256,25.719444444444445,27.381537778421265,-25.719444444444445,22.28380452427703,0.0,0.0,0.0,0.0,47.05,50.3,-44.394086257460415,-7.044802631428475,25.719444444444445,0,0
protected_cdf_motion,data6,0,62,36,62,36,0,0,58.064516129032256,58.064516129032256,26.002777777777776,27.781553632261502,-26.002777777777776,22.442260870913515,0.0,0.0,0.0,0.0,47.875,51.30000000000001,-45.44571166932592,-6.559843886229636,26.002777777777776,0,0
protected_cdf_motion,data6,1,62,36,62,36,0,0,58.064516129032256,58.064516129032256,26.338888888888885,28.241291676471803,-26.338888888888885,22.63234687650784,0.0,0.0,0.0,0.0,48.8,52.30000000000001,-46.59434469165417,-6.083433086123602,26.338888888888885,0,0
protected_cdf_motion,data6,2,62,36,62,36,0,0,58.064516129032256,58.064516129032256,26.724999999999998,28.749159408001248,-26.724999999999998,22.853809539307107,0.0,0.0,0.0,0.0,49.80000000000001,53.30000000000001,-47.78900845043507,-5.660991549564926,26.724999999999998,0,0
protected_cdf_motion,data6,5,62,36,61,36,0,0,58.064516129032256,59.01639344262295,28.102777777777778,30.41478532994548,-28.102777777777778,23.666997303866147,0.0,0.0,0.0,0.0,52.69999999999999,56.0,-51.22401341757677,-4.9815421379787885,28.102777777777778,0,0
